municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
TRIGAL,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,2,2
TRINIDAD,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,74,74
TUPIZA,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,68,68
TURCO,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,1,1
UMALA,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,7,7
UNCIA,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,13,13
URIONDO (A. CONCEPCION),atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,20,20
URUBICHA,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,11,11
UYUNI,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,18,18
VACAS,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,18,18
VALLEGRANDE,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,30,30
VIACHA,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,51,51
VILA VILA,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,1,1
VILLA CHARCAS,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,16,16
VILLA MONTES,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,73,73
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,3,3
VILLA RIVERO,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,3,3
VILLA SERRANO,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,16,16
VILLA TUNARI,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,123,123
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,12,12
VILLAZON,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,92,92
VITICHI,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,6,6
WALDO BALLIVIAN,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,6,6
WARNES,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,43,43
YACO,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,5,5
YACUIBA,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,167,167
YAMPARAEZ,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,13,13
YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,92,92
YOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,6,6
YOTALA,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,13,13
YUNCHARA,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,6,6
ZUDAÑEZ,atencion de partos en servicios,mujeres con primer control post parto,2010-03-01,8,8
ACACIO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
ACHACACHI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,37,37
ACHOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
AIQUILE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,13,13
ALALAY,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
ALCALA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
ALTO BENI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
ANCORAIMES,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,14,14
ANDAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
ANTEQUERA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
ANZALDO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
APOLO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
ARAMPAMPA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
ARANI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
ARBIETO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
ARQUE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,67,67
ATOCHA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,13,13
AUCAPATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
AYATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,10,10
AYO AYO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,23,23
AZURDUY,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,17,17
BATALLAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,16,16
BAURES,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,12,12
BELEN DE ANDAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
BELEN DE URMIRI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
BERMEJO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,45,45
BETANZOS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,44,44
BOLIVAR,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,10,10
BOLPEBRA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
BOYUIBE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,20,20
CABEZAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,15,15
CAIROMA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,15,15
"CAIZA ""D""",atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,12,12
CAJUATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
CALACOTO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
CALAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,18,18
CAMARGO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,37,37
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
CAMIRI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,30,30
CAPINOTA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,30,30
CAQUIAVIRI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
CARACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,29,29
CARANAVI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,37,37
CARAPARI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
CHALLAPATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,72,72
CHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
CHARAGUA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,39,39
CHARAÑA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
CHAYANTA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,17,17
CHIMORE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,21,21
CHOQUE COTA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,11,11
CHUMA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,15,15
CKOCHAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,23,23
CLIZA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,26,26
COBIJA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,57,57
COCAPATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,11,11
COCHABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,573,573
COIPASA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
COLCAPIRHUA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,56,56
"COLCHA ""K""",atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
COLLANA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
COLOMI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,26,26
COLPA BELGICA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,21,21
COLQUECHACA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,63,63
COLQUENCHA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
COLQUIRI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,11,11
COMANCHE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
COMARAPA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,29,29
COMBAYA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
COPACABANA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
CORIPATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,11,11
CORO CORO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
COROICO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,26,26
CORQUE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
COTAGAITA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,10,10
COTOCA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,78,78
CUATRO CAÑADAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,24,24
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
CUEVO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
CULPINA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,26,26
CURAHUARA DE CARANGAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,11,11
CURVA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
DESAGUADERO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,6,6
EL ALTO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,576,576
EL CHORO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,6,6
EL PUENTE(STC),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
EL PUENTE(TJA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,14,14
EL TORNO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,32,32
EL VILLAR,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,17,17
ENTRE RIOS CBBA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,31,31
ESCOMA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
EUCALIPTUS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
EXALTACION,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,14,14
FILADELFIA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
GUANAY,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,16,16
GUAQUI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
GUAYARAMERIN,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,71,71
GUTIERREZ,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,13,13
HUACARETA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,21,21
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
HUACHACALLA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
HUANUNI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,19,19
HUARACAJE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
HUARINA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
HUAYLLAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
HUMANATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
ICHOCA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
ICLA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,11,11
INCAHUASI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,21,21
INGAVI (HUMAITA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
INQUISIVI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,13,13
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,18,18
IXIAMAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,16,16
JESUS DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,19,19
LA ASUNTA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,18,18
LA GUARDIA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,62,62
LA PAZ,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1211,1211
LAGUNILLAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,14,14
LAJA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,14,14
LAS CARRERAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
LLALLAGUA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,50,50
LLICA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
LORETO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
LURIBAY,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
MACHARETI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
MAGDALENA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,22,22
MAIRANA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,10,10
MAPIRI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,19,19
MECAPACA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
MINEROS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,16,16
MIZQUE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,24,24
MOCOMOCO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,18,18
MOJINETE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
MOJOCOYA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,10,10
MONTEAGUDO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,57,57
MONTERO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,80,80
MORO MORO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,6,6
MOROCHATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
NAZACARA DE PACAJES,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
OCURI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,33,33
OKINAWA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
OMEREQUE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
ORURO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,577,577
PADCAYA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,24,24
PADILLA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,6,6
PAILON,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,22,22
PALCA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
PALOS BLANCOS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,51,51
PAMPA AULLAGAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
PAMPA GRANDE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
PAPEL PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
PASORAPA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
PAZÑA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
POCOATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,27,27
POCONA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,15,15
POJO (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
POOPO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
PORCO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,10,10
POROMA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,21,21
PORONGO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,6,6
PORTACHUELO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,19,19
PORVENIR,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
POTOSI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,334,334
PRESTO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,14,14
PUCARANI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,29,29
PUERTO ACOSTA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
PUERTO GONZALO MORENO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
PUERTO PEREZ,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
PUERTO QUIJARRO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,26,26
PUERTO RICO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
PUERTO SILES,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
PUERTO SUAREZ,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,49,49
PUERTO VILLARROEL,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,77,77
PUNA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,31,31
PUNATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,22,22
QUIABAYA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
QUILLACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
RAVELO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,27,27
REYES,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
RIBERALTA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
ROBORE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,25,25
RURRENABAQUE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,30,30
SABAYA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
SACABA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,184,184
SACABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
SACACA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,16,16
SAIPINA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,15,15
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
SAMAIPATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
SAN AGUSTIN,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
SAN ANDRES,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,12,12
SAN ANDRES DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
SAN BENITO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,18,18
SAN BORJA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,90,90
SAN BUENA VENTURA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,22,22
SAN CARLOS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,22,22
SAN IGNACIO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,36,36
SAN IGNACIO DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,135,135
SAN JAVIER(BNI),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,29,29
SAN JOAQUIN,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,31,31
SAN JUAN DE YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,10,10
SAN JULIAN,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,76,76
SAN LORENZO(PND),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,11,11
SAN LORENZO(TJA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,11,11
SAN LUCAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,38,38
SAN MATIAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,13,13
SAN PEDRO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,21,21
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,16,16
SAN PEDRO DE TIQUINA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
SAN RAFAEL,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,6,6
SAN RAMON BENI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,11,11
SAN RAMON SCZ,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,18,18
SANTA ANA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,10,10
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1709,1709
SANTA ROSA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
SANTA ROSA DEL SARA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,21,21
SANTIAGO DE CALLAPA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
SANTIAGO DE HUARI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,12,12
SANTIAGO DE HUATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
SANTIAGO DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
SANTIVAÑES,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
SAPAHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,6,6
SENA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,7,7
SHINAOTA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,45,45
SICA SICA (VILLA AROMA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,20,20
SICAYA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
SIPE SIPE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,25,25
SOPACHUY,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,16,16
SORACACHI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,14,14
SORATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,17,17
SUCRE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,280,280
TACACHI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
TACACOMA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
TACOBAMBA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
TACOPAYA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,12,12
TAPACARI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,46,46
TARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,25,25
TARACO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
TARIJA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,253,253
TARVITA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,18,18
TEOPONTE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
TIAWANACU,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,25,25
TINGUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,14,14
TIPUANI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,18,18
TIQUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,66,66
TIRAQUE (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,14,14
TOCO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
TODOS SANTOS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,1,1
TOLATA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
TOLEDO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,11,11
TOMAVE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,12,12
TOMINA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
TORO TORO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
TOTORA(CBBA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,15,15
TOTORA(ORR),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
TRINIDAD,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,36,36
TUPIZA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,76,76
TURCO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,6,6
UMALA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
UNCIA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,10,10
URIONDO (A. CONCEPCION),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,19,19
URUBICHA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,14,14
UYUNI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,12,12
VACAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,4,4
VALLEGRANDE,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,21,21
VIACHA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,60,60
VILA VILA,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,3,3
VILLA CHARCAS,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,8,8
VILLA MONTES,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,86,86
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,2,2
VILLA RIVERO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,9,9
VILLA SERRANO,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,19,19
VILLA TUNARI,atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,88,88
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,mujeres con primer control post parto,2010-04-01,5,5
