municipality,group,variable,month,Nacidos muertos,TOTAL
CAMIRI,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2010-03-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2010-03-01,12,12
CONCEPCION,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2010-03-01,28,28
EL PUENTE(TJA),atencion de partos en servicios,nacidos muertos,2010-03-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
ESCOMA,atencion de partos en servicios,nacidos muertos,2010-03-01,2,2
LA GUARDIA,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2010-03-01,31,31
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2010-03-01,2,2
MINEROS,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2010-03-01,5,5
ORURO,atencion de partos en servicios,nacidos muertos,2010-03-01,11,11
PAMPA GRANDE,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
POCOATA,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2010-03-01,2,2
POTOSI,atencion de partos en servicios,nacidos muertos,2010-03-01,6,6
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2010-03-01,4,4
PUNATA,atencion de partos en servicios,nacidos muertos,2010-03-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos muertos,2010-03-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2010-03-01,2,2
SAN BENITO,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2010-03-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2010-03-01,33,33
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos muertos,2010-03-01,2,2
SUCRE,atencion de partos en servicios,nacidos muertos,2010-03-01,12,12
TARABUCO,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2010-03-01,6,6
TOTORA(ORR),atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2010-03-01,2,2
VIACHA,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
VILLA SERRANO,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2010-03-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
AZURDUY,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2010-04-01,3,3
CARACOLLO,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
COBIJA,atencion de partos en servicios,nacidos muertos,2010-04-01,5,5
COCAPATA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2010-04-01,17,17
COROICO,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
CUEVO,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2010-04-01,17,17
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
ESCOMA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
INCAHUASI,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
INQUISIVI,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2010-04-01,27,27
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2010-04-01,3,3
MAPIRI,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
MINEROS,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
MONTERO,atencion de partos en servicios,nacidos muertos,2010-04-01,6,6
OCURI,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2010-04-01,8,8
PADILLA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2010-04-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2010-04-01,3,3
PUNA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
RAVELO,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
REYES,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2010-04-01,3,3
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2010-04-01,20,20
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
SOPACHUY,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2010-04-01,16,16
TACACOMA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
TACOBAMBA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2010-04-01,8,8
TRINIDAD,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
TUPIZA,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
VIACHA,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2010-04-01,1,1
VINTO,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos,2010-04-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2010-04-01,3,3
ACHACACHI,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2010-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
"CAIZA ""D""",atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2010-05-01,22,22
COLCAPIRHUA,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
COPACABANA,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2010-05-01,22,22
ESCOMA,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos,2010-05-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos,2010-05-01,30,30
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2010-05-01,4,4
MAGDALENA,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2010-05-01,5,5
ORURO,atencion de partos en servicios,nacidos muertos,2010-05-01,13,13
PADILLA,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2010-05-01,2,2
PAMPA GRANDE,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2010-05-01,7,7
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2010-05-01,4,4
PUNATA,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2010-05-01,3,3
SAN RAMON BENI,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2010-05-01,22,22
SENA,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
SOPACHUY,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2010-05-01,11,11
TARABUCO,atencion de partos en servicios,nacidos muertos,2010-05-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos,2010-05-01,3,3
TRINIDAD,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
VACAS,atencion de partos en servicios,nacidos muertos,2010-05-01,2,2
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2010-05-01,2,2
VILLA SERRANO,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
VINTO,atencion de partos en servicios,nacidos muertos,2010-05-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2010-05-01,2,2
AIQUILE,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2010-06-01,2,2
CLIZA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2010-06-01,4,4
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2010-06-01,25,25
COLCAPIRHUA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
COPACABANA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2010-06-01,25,25
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
ESCOMA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2010-06-01,33,33
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2010-06-01,4,4
MAGDALENA,atencion de partos en servicios,nacidos muertos,2010-06-01,2,2
MINEROS,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2010-06-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2010-06-01,14,14
PADILLA,atencion de partos en servicios,nacidos muertos,2010-06-01,3,3
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
POCOATA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
POROMA,atencion de partos en servicios,nacidos muertos,2010-06-01,2,2
POTOSI,atencion de partos en servicios,nacidos muertos,2010-06-01,8,8
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2010-06-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2010-06-01,4,4
SACABA,atencion de partos en servicios,nacidos muertos,2010-06-01,2,2
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2010-06-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2010-06-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2010-06-01,26,26
SORATA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2010-06-01,8,8
TARIJA,atencion de partos en servicios,nacidos muertos,2010-06-01,2,2
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
TIRAQUE (CBBA),atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
TORO TORO,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2010-06-01,2,2
URUBICHA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2010-06-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2010-06-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
ALTO BENI,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
ARAMPAMPA,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2010-07-01,3,3
CAMARGO,atencion de partos en servicios,nacidos muertos,2010-07-01,2,2
CAMIRI,atencion de partos en servicios,nacidos muertos,2010-07-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2010-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2010-07-01,23,23
COMARAPA,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2010-07-01,2,2
COROICO,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2010-07-01,22,22
ESCOMA,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2010-07-01,3,3
INQUISIVI,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
JESUS DE MACHACA,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2010-07-01,3,3
LA GUARDIA,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2010-07-01,29,29
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2010-07-01,4,4
LURIBAY,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
MACHARETI,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2010-07-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2010-07-01,17,17
PAMPA GRANDE,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2010-07-01,15,15
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2010-07-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2010-07-01,5,5
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2010-07-01,2,2
SAN BENITO,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2010-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2010-07-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2010-07-01,3,3
