municipality,group,variable,month,Niñas(os) menores de 1 año con dosis única de vitamina A,TOTAL
ACACIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,9,9
ACHACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,37,37
ACHOCALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,27,27
AIQUILE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,41,41
ALALAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,2,2
ALCALA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,6,6
ALTO BENI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,20,20
ANCORAIMES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,22,22
ANDAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,6,6
ANTEQUERA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,8,8
ANZALDO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,11,11
APOLO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,25,25
ARAMPAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
ARANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,21,21
ARBIETO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,33,33
ARQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,18,18
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,95,95
ATOCHA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,20,20
AUCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,6,6
AYATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,14,14
AYO AYO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,28,28
AZURDUY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,21,21
BATALLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,26,26
BELEN DE ANDAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,3,3
BELEN DE URMIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,3,3
BELLA FLOR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,11,11
BERMEJO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,25,25
BETANZOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,38,38
BOLIVAR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,7,7
BOLPEBRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
BOYUIBE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,9,9
BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,23,23
CABEZAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,56,56
CAIROMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,13,13
"CAIZA ""D""",micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,13,13
CAJUATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,12,12
CALACOTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,9,9
CALAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,21,21
CAMARGO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,26,26
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
CAMIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,66,66
CAPINOTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,48,48
CAQUIAVIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
CARACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,42,42
CARANAVI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,96,96
CARAPARI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,33,33
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,13,13
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,16,16
CATACORA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,58,58
CHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,14,14
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,89,89
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,26,26
CHIMORE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,58,58
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,4,4
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,24,24
CHUMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,9,9
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,16,16
CLIZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,62,62
COBIJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,125,125
COCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,27,27
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,759,759
COIPASA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,2,2
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,62,62
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,26,26
COLLANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,2,2
COLOMI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,36,36
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,63,63
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,13,13
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,12,12
COMANCHE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,6,6
COMARAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,25,25
COMBAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,3,3
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,52,52
COPACABANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,25,25
CORIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,29,29
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,10,10
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,33,33
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,7,7
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,18,18
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,149,149
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,40,40
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,2,2
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,9,9
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,39,39
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,4,4
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,11,11
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1213,1213
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,16,16
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,16,16
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,16,16
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,105,105
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,8,8
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,48,48
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,66,66
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,8,8
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,22,22
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,11,11
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,25,25
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,7,7
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,43,43
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,4,4
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,119,119
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,28,28
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,8,8
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,42,42
HUARACAJE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,4,4
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,4,4
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,6,6
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,7,7
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,4,4
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,22,22
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,24,24
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,21,21
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,20,20
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,13,13
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,76,76
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,167,167
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,989,989
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,8,8
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,18,18
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,7,7
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,83,83
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,7,7
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,15,15
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,3,3
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,13,13
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,36,36
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,23,23
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,3,3
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,36,36
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,6,6
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,9,9
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,52,52
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,25,25
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,12,12
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,64,64
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,190,190
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,22,22
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,8,8
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,30,30
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,31,31
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,8,8
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,426,426
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,30,30
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,10,10
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,46,46
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,27,27
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,59,59
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,7,7
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,17,17
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,6,6
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,52,52
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,17,17
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,11,11
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,34,34
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,21,21
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,22,22
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,10,10
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,23,23
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,19,19
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,21,21
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,47,47
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,15,15
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,437,437
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,6,6
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,53,53
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,11,11
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,16,16
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,12,12
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,9,9
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,69,69
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,14,14
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,26,26
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,106,106
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,22,22
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,35,35
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,7,7
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,207,207
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,21,21
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,17,17
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,24,24
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,216,216
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,24,24
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,36,36
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,273,273
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,10,10
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,14,14
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,13,13
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,22,22
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,27,27
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,2,2
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,15,15
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,13,13
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,19,19
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,90,90
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,27,27
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,35,35
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,48,48
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,198,198
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,6,6
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,7,7
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,10,10
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,46,46
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,14,14
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,75,75
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,26,26
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,45,45
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,22,22
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,15,15
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1,1
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,19,19
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,49,49
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,5,5
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,6,6
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,6,6
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,2,2
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,14,14
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,45,45
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,1623,1623
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,20,20
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,22,22
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,17,17
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,8,8
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,7,7
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,13,13
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,12,12
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2015-01-01,8,8
