municipality,group,variable,month,Niñas(os) menores de 1 año que reciben alimento complementario,TOTAL
COLLANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,18,18
COLOMI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,184,184
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,316,316
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,42,42
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,106,106
COMANCHE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,18,18
COMARAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,33,33
COMBAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,10,10
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,74,74
COPACABANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,40,40
CORIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,101,101
CORO CORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,48,48
COROICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,1,1
CORQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,39,39
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,106,106
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,1,1
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,116,116
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,7,7
CUEVO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,5,5
CULPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,175,175
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,28,28
CURVA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,17,17
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,29,29
EL ALTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,79,79
EL CHORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,13,13
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,98,98
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,84,84
EL TORNO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,74,74
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,38,38
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,205,205
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,172,172
ESCOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,24,24
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,32,32
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,7,7
EXALTACION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,49,49
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,57,57
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,30,30
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,56,56
GUANAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,2,2
GUAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,34,34
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,377,377
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,103,103
HUACARETA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,53,53
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,5,5
HUANUNI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,71,71
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,4,4
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,27,27
HUMANATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,30,30
ICHOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,23,23
ICLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,66,66
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,88,88
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,10,10
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,60,60
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,12,12
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,34,34
LA PAZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,2895,2895
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,14,14
LAJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,110,110
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,23,23
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,15,15
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,398,398
LLICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,28,28
LORETO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,22,22
LURIBAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,75,75
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,26,26
MACHARETI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,16,16
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,72,72
MAIRANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,3,3
MALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,10,10
MINEROS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,4,4
MIZQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,217,217
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,79,79
MOJINETE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,11,11
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,64,64
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,229,229
MONTERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,118,118
MORO MORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,16,16
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,84,84
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,8,8
OCURI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,146,146
OKINAWA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,6,6
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,36,36
ORURO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,1830,1830
PADCAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,129,129
PADILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,58,58
PAILON,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,207,207
PALCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,49,49
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,139,139
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,32,32
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,29,29
PASORAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,18,18
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,35,35
PAZÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,39,39
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,41,41
POCOATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,195,195
POCONA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,97,97
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,80,80
POOPO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,28,28
PORCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,52,52
POROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,110,110
PORONGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,9,9
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,3,3
PORVENIR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,49,49
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,5,5
POTOSI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,1591,1591
PRESTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,88,88
PUCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,9,9
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,52,52
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,38,38
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,51,51
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,27,27
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,3,3
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,81,81
PUNA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,141,141
PUNATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,10,10
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,416,416
QUIME,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,64,64
RAVELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,120,120
REYES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,52,52
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,267,267
ROBORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,103,103
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,9,9
SABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,23,23
SACABA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,1030,1030
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,45,45
SACACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,151,151
SAIPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,43,43
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,96,96
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,6,6
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,17,17
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,8,8
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,17,17
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,89,89
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,3,3
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,93,93
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,477,477
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,1,1
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,106,106
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,44,44
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,206,206
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,43,43
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,172,172
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,140,140
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,246,246
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,21,21
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,15,15
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,78,78
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,303,303
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,42,42
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,26,26
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,27,27
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,81,81
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,64,64
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,3021,3021
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,42,42
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,21,21
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,77,77
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,26,26
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,1,1
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,37,37
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,46,46
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,15,15
SENA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,56,56
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,11,11
SICAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,43,43
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,72,72
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,57,57
SORACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,57,57
SORATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,89,89
SUCRE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,1938,1938
TACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,5,5
TACACOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,1,1
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,64,64
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,49,49
TAHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,6,6
TAPACARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,191,191
TARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,2,2
TARACO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,26,26
TARATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,92,92
TARIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,866,866
TARVITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,108,108
TEOPONTE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,75,75
TIAWANACU,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,94,94
TINGUIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,72,72
TIPUANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,33,33
TIQUIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,94,94
TIRAQUE (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,132,132
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,6,6
TOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,34,34
TOLATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,57,57
TOLEDO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,39,39
TOMAVE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,108,108
TOMINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,65,65
TORO TORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,84,84
TOTORA(ORR),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,16,16
TRIGAL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,4,4
TRINIDAD,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,129,129
TUPIZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,92,92
TURCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,16,16
UMALA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,10,10
UNCIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,216,216
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,63,63
UYUNI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,111,111
VACAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,33,33
VALLEGRANDE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,62,62
VIACHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,291,291
VILA VILA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,43,43
VILLA CHARCAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,121,121
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,16,16
VILLA RIVERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,83,83
VILLA SERRANO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,97,97
VILLA TUNARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,449,449
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,81,81
VILLAZON,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,348,348
VINTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,221,221
VITICHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,70,70
WALDO BALLIVIAN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,17,17
WARNES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,41,41
YACO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,52,52
YACUIBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,28,28
YAMPARAEZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,43,43
YANACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,3,3
YAPACANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,100,100
YOCALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,67,67
YOTALA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,49,49
YUNCHARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,6,6
YUNGUYO DE LITORAL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,2,2
ZUDAÑEZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-04-01,64,64
ACACIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,46,46
ACHACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,145,145
AIQUILE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,171,171
ALALAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,13,13
ALCALA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,33,33
ANCORAIMES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,3,3
ANDAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,29,29
ANTEQUERA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,22,22
ANZALDO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,13,13
APOLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,89,89
ARAMPAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,30,30
ARANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,65,65
ARBIETO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,130,130
ARQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,73,73
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,196,196
ATOCHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,43,43
AYATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,62,62
AYO AYO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,183,183
AZURDUY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,27,27
BATALLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,94,94
BAURES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,38,38
BELEN DE ANDAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,15,15
BELEN DE URMIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,14,14
BELLA FLOR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,30,30
BERMEJO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,166,166
BETANZOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,196,196
BOLIVAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,62,62
BOLPEBRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,12,12
BOYUIBE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,30,30
CABEZAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,25,25
CAIROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,71,71
"CAIZA ""D""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,73,73
CAMARGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,85,85
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,18,18
CAMIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-05-01,6,6
