municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,11,11
CATACORA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,1,1
CHACARILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,2,2
CHALLAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,84,84
CHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,18,18
CHARAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,65,65
CHARAÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,1,1
CHAYANTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,17,17
CHIMORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,39,39
CHIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,4,4
CHUA COCANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,38,38
CHUMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,23,23
CKOCHAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,26,26
CLIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,66,66
COBIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,173,173
COCAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,30,30
COCHABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,1178,1178
COIPASA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,1,1
COLCAPIRHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,92,92
"COLCHA ""K""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,27,27
COLLANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,1,1
COLOMI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,55,55
COLPA BELGICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,13,13
COLQUECHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,55,55
COLQUENCHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,12,12
COLQUIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,44,44
COMANCHE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,3,3
COMARAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,23,23
COMBAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,5,5
CONCEPCION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,55,55
COPACABANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,20,20
CORIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,37,37
CORO CORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,7,7
COROICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,24,24
CORQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,7,7
COTAGAITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,29,29
COTOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,139,139
CRUZ DE MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,4,4
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,35,35
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,2,2
CUEVO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,6,6
CULPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,29,29
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,10,10
CURVA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,4,4
DESAGUADERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,6,6
EL ALTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,2229,2229
EL CHORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,7,7
EL PUENTE(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,16,16
EL PUENTE(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,12,12
EL TORNO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,174,174
EL VILLAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,4,4
ENTRE RIOS TRJ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,47,47
ENTRE RIOS CBBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,76,76
ESCOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,11,11
ESMERALDA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,3,3
EUCALIPTUS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,10,10
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,5,5
EXALTACION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
FILADELFIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,31,31
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,16,16
GUANAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,31,31
GUAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,11,11
GUAYARAMERIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,137,137
GUTIERREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,32,32
HUACARETA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,16,16
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,12,12
HUACHACALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,6,6
HUANUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,61,61
HUARACAJE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,4,4
HUARINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,6,6
HUATAJATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,3,3
HUAYLLAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,12,12
HUMANATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,7,7
ICHOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
ICLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,16,16
INCAHUASI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,25,25
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,1,1
INQUISIVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,19,19
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,35,35
IXIAMAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,30,30
JESUS DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,21,21
LA ASUNTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,123,123
LA GUARDIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,231,231
LA PAZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,1811,1811
LAGUNILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,15,15
LAJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,50,50
LAS CARRERAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,5,5
LICOMA PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,2,2
LLALLAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,83,83
LLICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,4,4
LORETO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,6,6
LURIBAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,17,17
MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,5,5
MACHARETI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,15,15
MAGDALENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,17,17
MAIRANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,31,31
MALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,3,3
MAPIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,39,39
MECAPACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,7,7
MINEROS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,50,50
MIZQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,43,43
MOCOMOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,14,14
MOJOCOYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
MONTEAGUDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,70,70
MONTERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,239,239
MORO MORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,5,5
MOROCHATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,2,2
NAZACARA DE PACAJES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,4,4
OCURI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,19,19
OKINAWA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,31,31
OMEREQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,16,16
ORURO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,541,541
PADCAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,28,28
PADILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,15,15
PAILON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,75,75
PALCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
PALOS BLANCOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,73,73
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,10,10
PAMPA GRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,11,11
PAPEL PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,12,12
PASORAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,6,6
PATACAMAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,39,39
PAZÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,10,10
PELECHUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,17,17
POCOATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,24,24
POCONA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
POJO (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,21,21
POOPO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,12,12
PORCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,31,31
POROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,22,22
PORONGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,13,13
PORTACHUELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,25,25
PORVENIR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,12,12
POSTRER VALLE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,1,1
POTOSI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,505,505
PRESTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,10,10
PUCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,2,2
PUCARANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,63,63
PUERTO ACOSTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,6,6
PUERTO CARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,14,14
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,13,13
PUERTO PEREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,8,8
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,61,61
PUERTO RICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,20,20
PUERTO SILES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,2,2
PUERTO SUAREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,21,21
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,63,63
PUNA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,23,23
PUNATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,54,54
QUIABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,6,6
QUILLACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,202,202
QUIME,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,11,11
QUIRUSILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,2,2
RAVELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,14,14
REYES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,29,29
RIBERALTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,296,296
ROBORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,44,44
RURRENABAQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,25,25
SABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,5,5
SACABA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,395,395
SACABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,22,22
SACACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,39,39
SAIPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,6,6
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,17,17
SAMAIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,12,12
SAN AGUSTIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,2,2
SAN ANDRES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,282,282
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,14,14
SAN BENITO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,25,25
SAN BORJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,145,145
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,15,15
SAN CARLOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,42,42
SAN IGNACIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,42,42
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,159,159
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
SAN JAVIER(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,14,14
SAN JOAQUIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,18,18
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,34,34
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,15,15
SAN JULIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,71,71
SAN LORENZO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,29,29
SAN LUCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,50,50
SAN MATIAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,83,83
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,28,28
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,2,2
SAN PEDRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,20,20
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,42,42
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
SAN PEDRO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,3,3
SAN RAFAEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,11,11
SAN RAMON BENI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
SAN RAMON SCZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,15,15
SANTA ANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,69,69
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,3959,3959
SANTA ROSA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,13,13
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,46,46
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,17,17
SANTIAGO DE HUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,5,5
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,6,6
SANTIVAÑES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,5,5
SAPAHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,15,15
SENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,15,15
SHINAOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,37,37
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,39,39
SICAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,5,5
SIPE SIPE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,120,120
SOPACHUY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,4,4
SORACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,19,19
SORATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,39,39
SUCRE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,737,737
TACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,2,2
TACACOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,9,9
TACOBAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,10,10
TACOPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,17,17
TAHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,4,4
TAPACARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,49,49
TARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,23,23
TARACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,6,6
TARATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,26,26
TARIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,358,358
TARVITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,22,22
TEOPONTE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,27,27
TIAWANACU,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,19,19
TINGUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,20,20
TIPUANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,14,14
TIQUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,152,152
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,36,36
TOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,16,16
TODOS SANTOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,1,1
TOLATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,11,11
TOLEDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,3,3
TOMAVE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,17,17
TOMINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2015-01-01,17,17
