municipality,group,variable,month,Niñas(os) de 1 año con 1ra. dosis de vitamina A,TOTAL
AZURDUY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,22,22
BATALLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,32,32
BAURES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1,1
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,2,2
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1,1
BELLA FLOR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,35,35
BERMEJO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,28,28
BETANZOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,46,46
BOLIVAR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,12,12
BOLPEBRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,3,3
BOYUIBE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,8,8
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,32,32
CABEZAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,44,44
CAIROMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,20,20
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,17,17
CAJUATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,29,29
CALACOTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,7,7
CALAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,21,21
CAMARGO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,22,22
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
CAMIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,78,78
CAPINOTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,51,51
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,11,11
CARACOLLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,34,34
CARANAVI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,70,70
CARANGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,2,2
CARAPARI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,29,29
CARIPUYO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,15,15
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,9,9
CATACORA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,2,2
CHACARILLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,59,59
CHAQUI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,10,10
CHARAGUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,78,78
CHARAÑA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,3,3
CHAYANTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,21,21
CHIMORE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,57,57
CHIPAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,2,2
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1,1
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,44,44
CHUMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,10,10
CKOCHAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,28,28
CLIZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,50,50
COBIJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,140,140
COCAPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,17,17
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,874,874
COIPASA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,3,3
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,118,118
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,32,32
COLLANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,6,6
COLOMI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,49,49
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,19,19
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,83,83
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,13,13
COLQUIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,13,13
COMANCHE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,3,3
COMARAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,26,26
COMBAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
CONCEPCION,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,45,45
COPACABANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,22,22
CORIPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,37,37
CORO CORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,20,20
COROICO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,23,23
CORQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,9,9
COTAGAITA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,32,32
COTOCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,140,140
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,52,52
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1,1
CUEVO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,11,11
CULPINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,35,35
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,6,6
CURVA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,6,6
EL ALTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1365,1365
EL CHORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,5,5
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,12,12
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,19,19
EL TORNO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,102,102
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,7,7
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,37,37
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,77,77
ESCOMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,13,13
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,9,9
EXALTACION,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,18,18
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,12,12
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,7,7
GUANAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,27,27
GUAQUI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,12,12
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,91,91
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,39,39
HUACARETA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,23,23
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,5,5
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,2,2
HUANUNI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,40,40
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,7,7
HUARINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,10,10
HUATAJATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,2,2
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
HUMANATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,5,5
ICHOCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,3,3
ICLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,13,13
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,21,21
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,27,27
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,34,34
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,26,26
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,11,11
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,103,103
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,182,182
LA PAZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1117,1117
LA RIVERA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,14,14
LAJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,29,29
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,9,9
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,89,89
LLICA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,5,5
LORETO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,3,3
LURIBAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,7,7
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,9,9
MACHARETI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,19,19
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,35,35
MAIRANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,20,20
MALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,2,2
MAPIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,29,29
MECAPACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,7,7
MINEROS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,5,5
MIZQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,75,75
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,21,21
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,13,13
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,39,39
MONTERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,204,204
MORO MORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,18,18
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
OCURI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,33,33
OKINAWA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,75,75
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,20,20
ORURO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,467,467
PADCAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,34,34
PADILLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,20,20
PAILON,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,43,43
PALCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,63,63
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,51,51
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,9,9
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,23,23
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,8,8
PASORAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,77,77
PAZÑA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,9,9
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,8,8
POCOATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,30,30
POCONA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,19,19
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,27,27
POOPO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,6,6
PORCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,18,18
POROMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,20,20
PORONGO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,24,24
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,48,48
PORVENIR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,15,15
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,408,408
PRESTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,7,7
PUCARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1,1
PUCARANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,50,50
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,21,21
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,26,26
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,13,13
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,8,8
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,35,35
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,17,17
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1,1
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,30,30
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,148,148
PUNA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,32,32
PUNATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,45,45
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,6,6
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,206,206
QUIME,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,18,18
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,3,3
RAVELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,13,13
REYES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,22,22
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,218,218
ROBORE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,27,27
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,37,37
SABAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,5,5
SACABA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,265,265
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
SACACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,36,36
SAIPINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,11,11
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,22,22
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,19,19
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,3,3
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,10,10
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,22,22
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,24,24
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,72,72
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,33,33
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,78,78
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,44,44
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,113,113
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,11,11
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,33,33
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,26,26
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,14,14
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,102,102
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,3,3
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,30,30
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,43,43
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,13,13
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,20,20
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,2,2
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,21,21
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,47,47
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,8,8
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,11,11
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,14,14
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2015-01-01,11,11
