municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
ACACIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
ACHACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,39,39
ACHOCALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
AIQUILE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,41,41
ALALAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
ALCALA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
ALTO BENI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
ANCORAIMES,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,13,13
ANDAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
ANTEQUERA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
ANZALDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
APOLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
ARAMPAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
ARANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
ARBIETO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,22,22
ARQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,19,19
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,57,57
ATOCHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
AUCAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
AYATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
AYO AYO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,27,27
AZURDUY,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,11,11
BATALLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,19,19
BAURES,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
BELLA FLOR,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
BERMEJO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
BETANZOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,41,41
BOLIVAR,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,8,8
BOLPEBRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
BOYUIBE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
CABEZAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,22,22
CAIROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
"CAIZA ""D""",micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,8,8
CAJUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,16,16
CALACOTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
CALAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,15,15
CAMARGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,26,26
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
CAMIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,36,36
CAPINOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,26,26
CAQUIAVIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,14,14
CARACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,16,16
CARANAVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,81,81
CARAPARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
CARIPUYO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,15,15
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
CATACORA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
CHALLAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,65,65
CHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,13,13
