municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
COLLANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,7,7
COLOMI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,21,21
COLQUECHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,61,61
COLQUENCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,8,8
COLQUIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,14,14
COMANCHE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,8,8
COMARAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,29,29
CONCEPCION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,23,23
COPACABANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
CORIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,34,34
CORO CORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
COROICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,21,21
CORQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
COTAGAITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
COTOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,46,46
CUATRO CAÑADAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,55,55
CUEVO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
CULPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,24,24
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
DESAGUADERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
EL ALTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,892,892
EL CHORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
EL PUENTE(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
EL TORNO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
EL VILLAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,24,24
ENTRE RIOS CBBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,13,13
ESCOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,9,9
EUCALIPTUS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
FILADELFIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,7,7
GUANAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
GUAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
GUAYARAMERIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,45,45
GUTIERREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
HUACARETA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,7,7
HUANUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,26,26
HUARACAJE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
HUAYLLAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
HUMANATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
ICHOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
ICLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
INCAHUASI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,20,20
INGAVI (HUMAITA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
INQUISIVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,9,9
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,12,12
IXIAMAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,12,12
JESUS DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,13,13
LA ASUNTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,65,65
LA GUARDIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,30,30
LA PAZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,637,637
LAGUNILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,8,8
LAJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,11,11
LAS CARRERAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,7,7
LICOMA PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
LLALLAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,65,65
LLICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,6,6
LORETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
LURIBAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,8,8
MACHACAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
MACHARETI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,8,8
MAGDALENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,33,33
MAIRANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,13,13
MAPIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,10,10
MECAPACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,7,7
MIZQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,16,16
MOCOMOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,15,15
MOJOCOYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,14,14
MONTEAGUDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,20,20
MONTERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,24,24
MORO MORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
MOROCHATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
OCURI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,18,18
OKINAWA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,19,19
OMEREQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
ORURO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,139,139
PADCAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,6,6
PADILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,22,22
PAILON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
PALCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
PALOS BLANCOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,18,18
PAMPA AULLAGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
PAMPA GRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,7,7
PAPEL PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,6,6
PATACAMAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,37,37
PAZÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
PELECHUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
POCOATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,38,38
POCONA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,12,12
POJO (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,9,9
POOPO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
PORCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,18,18
POROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,42,42
PORONGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,7,7
PORTACHUELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,31,31
PORVENIR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,7,7
POTOSI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,235,235
PRESTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,12,12
PUCARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,31,31
PUERTO ACOSTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,21,21
PUERTO GONZALO MORENO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,7,7
PUERTO PEREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
PUERTO QUIJARRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,20,20
PUERTO RICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,10,10
PUERTO SUAREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,18,18
PUERTO VILLARROEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,109,109
PUNA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,24,24
PUNATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
QUILLACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,63,63
QUIME,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
QUIRUSILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
RAVELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,16,16
REYES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,15,15
RIBERALTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,27,27
ROBORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
SABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
SACABA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,159,159
SACABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
SACACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,21,21
SAIPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,11,11
SAMAIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
SAN AGUSTIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
SAN ANDRES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,8,8
SAN BENITO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
SAN BORJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,34,34
SAN BUENA VENTURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,13,13
SAN CARLOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,42,42
SAN IGNACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,41,41
SAN JAVIER(BNI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,19,19
SAN JULIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,14,14
SAN LORENZO(PND),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
SAN LORENZO(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
SAN LUCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,60,60
SAN MATIAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,15,15
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,8,8
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,25,25
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
SAN RAMON SCZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,17,17
SANTA ANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,24,24
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,583,583
SANTA ROSA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,9,9
SANTA ROSA DEL SARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,10,10
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
SANTIAGO DE HUARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,11,11
SANTIAGO DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
SANTIVAÑES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,10,10
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
SAPAHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,6,6
SENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,6,6
SHINAOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,38,38
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,16,16
SIPE SIPE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,34,34
SOPACHUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,10,10
SORACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,6,6
SORATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
SUCRE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,130,130
TACACOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
TACOBAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,14,14
TACOPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,9,9
TAPACARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,18,18
TARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,23,23
TARACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,9,9
TARATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
TARIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,20,20
TARVITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,21,21
TEOPONTE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,15,15
TIAWANACU,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,17,17
TINGUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,27,27
TIPUANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,9,9
TIQUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,66,66
TIRAQUE (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,27,27
TOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
TOLATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,5,5
TOLEDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,9,9
TOMAVE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,9,9
TOMINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,9,9
TORO TORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,11,11
TOTORA(CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,21,21
TOTORA(ORR),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,3,3
TRIGAL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
TRINIDAD,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,297,297
TUPIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,7,7
TURCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
UMALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,11,11
UNCIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,27,27
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
URUBICHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,9,9
UYUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,21,21
VACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,13,13
VALLEGRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,20,20
VIACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,15,15
VILLA CHARCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,10,10
VILLA MONTES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,44,44
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
VILLA RIVERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
VILLA SERRANO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,12,12
VILLA TUNARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,165,165
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,26,26
VILLAZON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
WALDO BALLIVIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
WARNES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,70,70
YACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,8,8
YACUIBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,171,171
YAMPARAEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,4,4
YANACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,1,1
YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,64,64
YOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,2,2
YOTALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,7,7
ZUDAÑEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-01-01,10,10
ACACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,3,3
ACHACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,18,18
ACHOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,6,6
AIQUILE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,23,23
ALCALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,2,2
ANCORAIMES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,1,1
ANDAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,4,4
ANZALDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,6,6
APOLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,14,14
ARAMPAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,4,4
ARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,6,6
ARBIETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,18,18
ARQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2015-02-01,21,21
