,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
COLPA BELGICA,internaciones,egresos,2010-01-01,5,12,5,12,17
COLQUENCHA,internaciones,egresos,2010-01-01,0,3,0,3,3
COLQUIRI,internaciones,egresos,2010-01-01,4,11,4,11,15
COMARAPA,internaciones,egresos,2010-01-01,13,44,13,44,57
CONCEPCION,internaciones,egresos,2010-01-01,50,0,50,0,50
COPACABANA,internaciones,egresos,2010-01-01,0,22,0,22,22
CORIPATA,internaciones,egresos,2010-01-01,0,5,0,5,5
CORO CORO,internaciones,egresos,2010-01-01,0,3,0,3,3
COROICO,internaciones,egresos,2010-01-01,24,50,24,50,74
COTAGAITA,internaciones,egresos,2010-01-01,11,24,11,24,35
COTOCA,internaciones,egresos,2010-01-01,14,42,14,42,56
CUATRO CAÑADAS,internaciones,egresos,2010-01-01,24,0,24,0,24
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2010-01-01,0,1,0,1,1
CUEVO,internaciones,egresos,2010-01-01,5,15,5,15,20
CULPINA,internaciones,egresos,2010-01-01,17,41,17,41,58
CURAHUARA DE CARANGAS,internaciones,egresos,2010-01-01,1,10,1,10,11
DESAGUADERO,internaciones,egresos,2010-01-01,0,4,0,4,4
EL ALTO,internaciones,egresos,2010-01-01,582,2252,582,2252,2834
EL CHORO,internaciones,egresos,2010-01-01,0,2,0,2,2
EL PUENTE(STC),internaciones,egresos,2010-01-01,2,8,2,8,10
EL TORNO,internaciones,egresos,2010-01-01,83,63,83,63,146
EL VILLAR,internaciones,egresos,2010-01-01,1,2,1,2,3
ENTRE RIOS TRJ,internaciones,egresos,2010-01-01,8,27,8,27,35
ENTRE RIOS CBBA,internaciones,egresos,2010-01-01,5,29,5,29,34
ESCOMA,internaciones,egresos,2010-01-01,13,32,13,32,45
EUCALIPTUS,internaciones,egresos,2010-01-01,0,5,0,5,5
EXALTACION,internaciones,egresos,2010-01-01,1,4,1,4,5
FERNANDEZ ALONSO,internaciones,egresos,2010-01-01,9,19,9,19,28
FILADELFIA,internaciones,egresos,2010-01-01,0,3,0,3,3
GENERAL SAAVEDRA,internaciones,egresos,2010-01-01,0,11,0,11,11
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2010-01-01,1,1,1,1,2
GUANAY,internaciones,egresos,2010-01-01,5,18,5,18,23
GUAQUI,internaciones,egresos,2010-01-01,0,6,0,6,6
GUAYARAMERIN,internaciones,egresos,2010-01-01,116,280,116,280,396
GUTIERREZ,internaciones,egresos,2010-01-01,6,8,6,8,14
HUACARETA,internaciones,egresos,2010-01-01,8,11,8,11,19
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2010-01-01,0,1,0,1,1
HUACHACALLA,internaciones,egresos,2010-01-01,4,6,4,6,10
HUANUNI,internaciones,egresos,2010-01-01,28,52,28,52,80
HUARACAJE,internaciones,egresos,2010-01-01,5,8,5,8,13
HUAYLLAMARCA,internaciones,egresos,2010-01-01,0,5,0,5,5
HUMANATA,internaciones,egresos,2010-01-01,0,3,0,3,3
ICHOCA,internaciones,egresos,2010-01-01,1,5,1,5,6
ICLA,internaciones,egresos,2010-01-01,0,3,0,3,3
INCAHUASI,internaciones,egresos,2010-01-01,1,16,1,16,17
IRUPANA (VILLA DE LANZA),internaciones,egresos,2010-01-01,7,26,7,26,33
IXIAMAS,internaciones,egresos,2010-01-01,2,16,2,16,18
JESUS DE MACHACA,internaciones,egresos,2010-01-01,2,11,2,11,13
LA ASUNTA,internaciones,egresos,2010-01-01,7,36,7,36,43
LA GUARDIA,internaciones,egresos,2010-01-01,78,111,78,111,189
LA PAZ,internaciones,egresos,2010-01-01,2140,5098,2140,5098,7238
LAGUNILLAS,internaciones,egresos,2010-01-01,7,0,7,0,7
LAJA,internaciones,egresos,2010-01-01,0,6,0,6,6
LICOMA PAMPA,internaciones,egresos,2010-01-01,0,2,0,2,2
LLALLAGUA,internaciones,egresos,2010-01-01,28,157,28,157,185
LURIBAY,internaciones,egresos,2010-01-01,2,4,2,4,6
MACHARETI,internaciones,egresos,2010-01-01,1,5,1,5,6
MAGDALENA,internaciones,egresos,2010-01-01,16,39,16,39,55
MAIRANA,internaciones,egresos,2010-01-01,6,34,6,34,40
MAPIRI,internaciones,egresos,2010-01-01,2,29,2,29,31
MECAPACA,internaciones,egresos,2010-01-01,0,3,0,3,3
MINEROS,internaciones,egresos,2010-01-01,6,8,6,8,14
MIZQUE,internaciones,egresos,2010-01-01,11,44,11,44,55
MOCOMOCO,internaciones,egresos,2010-01-01,0,3,0,3,3
MOJOCOYA,internaciones,egresos,2010-01-01,1,6,1,6,7
MONTEAGUDO,internaciones,egresos,2010-01-01,57,105,57,105,162
MONTERO,internaciones,egresos,2010-01-01,357,330,357,330,687
MORO MORO,internaciones,egresos,2010-01-01,0,1,0,1,1
MOROCHATA,internaciones,egresos,2010-01-01,2,6,2,6,8
OCURI,internaciones,egresos,2010-01-01,2,3,2,3,5
OKINAWA,internaciones,egresos,2010-01-01,3,7,3,7,10
OMEREQUE,internaciones,egresos,2010-01-01,4,8,4,8,12
ORURO,internaciones,egresos,2010-01-01,827,1228,827,1228,2055
PADILLA,internaciones,egresos,2010-01-01,30,57,30,57,87
PAILON,internaciones,egresos,2010-01-01,24,25,24,25,49
PALOS BLANCOS,internaciones,egresos,2010-01-01,7,53,7,53,60
PAMPA GRANDE,internaciones,egresos,2010-01-01,6,10,6,10,16
PAPEL PAMPA,internaciones,egresos,2010-01-01,0,4,0,4,4
PASORAPA,internaciones,egresos,2010-01-01,0,2,0,2,2
PATACAMAYA,internaciones,egresos,2010-01-01,8,42,8,42,50
PAZÑA,internaciones,egresos,2010-01-01,0,5,0,5,5
POCOATA,internaciones,egresos,2010-01-01,5,5,5,5,10
POCONA,internaciones,egresos,2010-01-01,20,0,20,0,20
POJO (CBBA),internaciones,egresos,2010-01-01,16,0,16,0,16
PORCO,internaciones,egresos,2010-01-01,0,9,0,9,9
POROMA,internaciones,egresos,2010-01-01,0,19,0,19,19
PORONGO,internaciones,egresos,2010-01-01,4,8,4,8,12
PORTACHUELO,internaciones,egresos,2010-01-01,61,140,61,140,201
PORVENIR,internaciones,egresos,2010-01-01,2,5,2,5,7
POSTRER VALLE,internaciones,egresos,2010-01-01,5,1,5,1,6
POTOSI,internaciones,egresos,2010-01-01,1020,456,1020,456,1476
PRESTO,internaciones,egresos,2010-01-01,0,6,0,6,6
PUCARA,internaciones,egresos,2010-01-01,0,4,0,4,4
PUCARANI,internaciones,egresos,2010-01-01,0,9,0,9,9
PUERTO ACOSTA,internaciones,egresos,2010-01-01,0,1,0,1,1
PUERTO CARABUCO,internaciones,egresos,2010-01-01,0,2,0,2,2
PUERTO GONZALO MORENO,internaciones,egresos,2010-01-01,7,4,7,4,11
PUERTO QUIJARRO,internaciones,egresos,2010-01-01,16,15,16,15,31
PUERTO RICO,internaciones,egresos,2010-01-01,10,8,10,8,18
PUERTO SILES,internaciones,egresos,2010-01-01,3,2,3,2,5
PUERTO SUAREZ,internaciones,egresos,2010-01-01,63,43,63,43,106
PUERTO VILLARROEL,internaciones,egresos,2010-01-01,37,152,37,152,189
PUNA,internaciones,egresos,2010-01-01,18,3,18,3,21
PUNATA,internaciones,egresos,2010-01-01,53,205,53,205,258
QUILLACOLLO,internaciones,egresos,2010-01-01,123,127,123,127,250
QUIME,internaciones,egresos,2010-01-01,0,11,0,11,11
REYES,internaciones,egresos,2010-01-01,8,22,8,22,30
RIBERALTA,internaciones,egresos,2010-01-01,146,480,146,480,626
ROBORE,internaciones,egresos,2010-01-01,59,29,59,29,88
RURRENABAQUE,internaciones,egresos,2010-01-01,35,67,35,67,102
SACABA,internaciones,egresos,2010-01-01,147,361,147,361,508
SACABAMBA,internaciones,egresos,2010-01-01,6,8,6,8,14
SACACA,internaciones,egresos,2010-01-01,8,19,8,19,27
SAIPINA,internaciones,egresos,2010-01-01,4,5,4,5,9
SAMAIPATA,internaciones,egresos,2010-01-01,6,11,6,11,17
SAN ANDRES DE MACHACA,internaciones,egresos,2010-01-01,0,4,0,4,4
SAN ANTONIO DE LOMERIO,internaciones,egresos,2010-01-01,17,0,17,0,17
SAN BENITO,internaciones,egresos,2010-01-01,0,12,0,12,12
SAN BORJA,internaciones,egresos,2010-01-01,20,109,20,109,129
SAN BUENA VENTURA,internaciones,egresos,2010-01-01,8,34,8,34,42
SAN CARLOS,internaciones,egresos,2010-01-01,34,77,34,77,111
SAN IGNACIO,internaciones,egresos,2010-01-01,31,32,31,32,63
SAN IGNACIO DE VELASCO,internaciones,egresos,2010-01-01,90,262,90,262,352
SAN JAVIER(STC),internaciones,egresos,2010-01-01,10,35,10,35,45
SAN JOAQUIN,internaciones,egresos,2010-01-01,14,25,14,25,39
SAN JOSE DE CHIQUITOS,internaciones,egresos,2010-01-01,78,42,78,42,120
SAN JUAN DE YAPACANI,internaciones,egresos,2010-01-01,20,72,20,72,92
SAN JULIAN,internaciones,egresos,2010-01-01,150,0,150,0,150
SAN LUCAS,internaciones,egresos,2010-01-01,5,36,5,36,41
SAN MATIAS,internaciones,egresos,2010-01-01,38,41,38,41,79
SAN MIGUEL DE VELASCO,internaciones,egresos,2010-01-01,22,27,22,27,49
SAN PEDRO,internaciones,egresos,2010-01-01,5,16,5,16,21
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2010-01-01,1,7,1,7,8
SAN PEDRO DE TIQUINA,internaciones,egresos,2010-01-01,0,1,0,1,1
SAN RAFAEL,internaciones,egresos,2010-01-01,7,11,7,11,18
SAN RAMON BENI,internaciones,egresos,2010-01-01,8,6,8,6,14
SAN RAMON SCZ,internaciones,egresos,2010-01-01,20,21,20,21,41
SANTA ANA,internaciones,egresos,2010-01-01,22,85,22,85,107
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2010-01-01,5524,3411,5524,3411,8935
SANTA ROSA,internaciones,egresos,2010-01-01,12,37,12,37,49
SANTA ROSA DEL SARA,internaciones,egresos,2010-01-01,16,45,16,45,61
SANTIAGO DE CALLAPA,internaciones,egresos,2010-01-01,0,4,0,4,4
SANTIAGO DE HUARI,internaciones,egresos,2010-01-01,0,2,0,2,2
SANTIAGO DE MACHACA,internaciones,egresos,2010-01-01,0,4,0,4,4
SANTIVAÑES,internaciones,egresos,2010-01-01,0,6,0,6,6
SAPAHAQUI,internaciones,egresos,2010-01-01,0,2,0,2,2
SHINAOTA,internaciones,egresos,2010-01-01,48,119,48,119,167
SICA SICA (VILLA AROMA),internaciones,egresos,2010-01-01,0,10,0,10,10
SIPE SIPE,internaciones,egresos,2010-01-01,0,31,0,31,31
SOPACHUY,internaciones,egresos,2010-01-01,9,20,9,20,29
SORATA,internaciones,egresos,2010-01-01,7,17,7,17,24
SUCRE,internaciones,egresos,2010-01-01,1389,2070,1389,2070,3459
TACACOMA,internaciones,egresos,2010-01-01,0,11,0,11,11
TACOPAYA,internaciones,egresos,2010-01-01,0,1,0,1,1
TAPACARI,internaciones,egresos,2010-01-01,0,18,0,18,18
TARABUCO,internaciones,egresos,2010-01-01,13,45,13,45,58
TARACO,internaciones,egresos,2010-01-01,0,6,0,6,6
TARATA,internaciones,egresos,2010-01-01,0,6,0,6,6
TARIJA,internaciones,egresos,2010-01-01,691,1026,691,1026,1717
TARVITA,internaciones,egresos,2010-01-01,7,27,7,27,34
TEOPONTE,internaciones,egresos,2010-01-01,1,10,1,10,11
TIAWANACU,internaciones,egresos,2010-01-01,0,12,0,12,12
TIPUANI,internaciones,egresos,2010-01-01,11,32,11,32,43
TIQUIPAYA,internaciones,egresos,2010-01-01,15,105,15,105,120
TIRAQUE (CBBA),internaciones,egresos,2010-01-01,1,23,1,23,24
TOCO,internaciones,egresos,2010-01-01,0,1,0,1,1
TOLATA,internaciones,egresos,2010-01-01,7,16,7,16,23
TOMAVE,internaciones,egresos,2010-01-01,2,2,2,2,4
TOMINA,internaciones,egresos,2010-01-01,7,24,7,24,31
TORO TORO,internaciones,egresos,2010-01-01,0,2,0,2,2
TOTORA(CBBA),internaciones,egresos,2010-01-01,24,0,24,0,24
TOTORA(ORR),internaciones,egresos,2010-01-01,0,3,0,3,3
TRIGAL,internaciones,egresos,2010-01-01,1,0,1,0,1
TRINIDAD,internaciones,egresos,2010-01-01,1782,163,1782,163,1945
TUPIZA,internaciones,egresos,2010-01-01,148,261,148,261,409
UMALA,internaciones,egresos,2010-01-01,0,10,0,10,10
UNCIA,internaciones,egresos,2010-01-01,19,0,19,0,19
URIONDO (A. CONCEPCION),internaciones,egresos,2010-01-01,1,8,1,8,9
URUBICHA,internaciones,egresos,2010-01-01,2,8,2,8,10
UYUNI,internaciones,egresos,2010-01-01,15,73,15,73,88
VACAS,internaciones,egresos,2010-01-01,1,17,1,17,18
VALLEGRANDE,internaciones,egresos,2010-01-01,32,87,32,87,119
VIACHA,internaciones,egresos,2010-01-01,0,141,0,141,141
VILA VILA,internaciones,egresos,2010-01-01,0,2,0,2,2
VILLA CHARCAS,internaciones,egresos,2010-01-01,0,1,0,1,1
VILLA MONTES,internaciones,egresos,2010-01-01,90,204,90,204,294
VILLA RIVERO,internaciones,egresos,2010-01-01,11,19,11,19,30
VILLA SERRANO,internaciones,egresos,2010-01-01,0,1,0,1,1
VILLA TUNARI,internaciones,egresos,2010-01-01,72,191,72,191,263
VILLAZON,internaciones,egresos,2010-01-01,69,179,69,179,248
VINTO,internaciones,egresos,2010-01-01,46,107,46,107,153
WARNES,internaciones,egresos,2010-01-01,37,77,37,77,114
YACO,internaciones,egresos,2010-01-01,0,2,0,2,2
YACUIBA,internaciones,egresos,2010-01-01,302,576,302,576,878
YAMPARAEZ,internaciones,egresos,2010-01-01,2,2,2,2,4
YANACACHI,internaciones,egresos,2010-01-01,0,1,0,1,1
YAPACANI,internaciones,egresos,2010-01-01,0,1,0,1,1
YOTALA,internaciones,egresos,2010-01-01,2,13,2,13,15
ZUDAÑEZ,internaciones,egresos,2010-01-01,6,14,6,14,20
ACACIO,internaciones,egresos,2010-02-01,0,3,0,3,3
ACHACACHI,internaciones,egresos,2010-02-01,5,45,5,45,50
ACHOCALLA,internaciones,egresos,2010-02-01,0,9,0,9,9
AIQUILE,internaciones,egresos,2010-02-01,67,60,67,60,127
ALCALA,internaciones,egresos,2010-02-01,0,1,0,1,1
ALTO BENI,internaciones,egresos,2010-02-01,5,6,5,6,11
ANCORAIMES,internaciones,egresos,2010-02-01,2,3,2,3,5
ANZALDO,internaciones,egresos,2010-02-01,0,5,0,5,5
APOLO,internaciones,egresos,2010-02-01,0,9,0,9,9
ARAMPAMPA,internaciones,egresos,2010-02-01,0,2,0,2,2
ARANI,internaciones,egresos,2010-02-01,2,13,2,13,15
ARQUE,internaciones,egresos,2010-02-01,1,1,1,1,2
ASCENCION DE GUARAYOS,internaciones,egresos,2010-02-01,38,119,38,119,157
ATOCHA,internaciones,egresos,2010-02-01,7,23,7,23,30
AUCAPATA,internaciones,egresos,2010-02-01,0,2,0,2,2
AYATA,internaciones,egresos,2010-02-01,2,2,2,2,4
AYO AYO,internaciones,egresos,2010-02-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2010-02-01,7,19,7,19,26
AZURDUY,internaciones,egresos,2010-02-01,11,21,11,21,32
BATALLAS,internaciones,egresos,2010-02-01,0,5,0,5,5
BAURES,internaciones,egresos,2010-02-01,2,20,2,20,22
BERMEJO,internaciones,egresos,2010-02-01,72,183,72,183,255
BETANZOS,internaciones,egresos,2010-02-01,5,46,5,46,51
BOLIVAR,internaciones,egresos,2010-02-01,2,7,2,7,9
BOYUIBE,internaciones,egresos,2010-02-01,9,22,9,22,31
BUENA VISTA,internaciones,egresos,2010-02-01,16,14,16,14,30
CABEZAS,internaciones,egresos,2010-02-01,3,22,3,22,25
CAIROMA,internaciones,egresos,2010-02-01,0,6,0,6,6
"CAIZA ""D""",internaciones,egresos,2010-02-01,3,4,3,4,7
CAJUATA,internaciones,egresos,2010-02-01,4,14,4,14,18
CALAMARCA,internaciones,egresos,2010-02-01,0,6,0,6,6
CAMARGO,internaciones,egresos,2010-02-01,32,50,32,50,82
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2010-02-01,2,7,2,7,9
CAMIRI,internaciones,egresos,2010-02-01,155,212,155,212,367
CAPINOTA,internaciones,egresos,2010-02-01,17,37,17,37,54
CARACOLLO,internaciones,egresos,2010-02-01,3,18,3,18,21
CARANAVI,internaciones,egresos,2010-02-01,4,138,4,138,142
CARAPARI,internaciones,egresos,2010-02-01,0,3,0,3,3
CARIPUYO,internaciones,egresos,2010-02-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,egresos,2010-02-01,2,6,2,6,8
CHALLAPATA,internaciones,egresos,2010-02-01,19,64,19,64,83
CHARAGUA,internaciones,egresos,2010-02-01,44,100,44,100,144
CHAYANTA,internaciones,egresos,2010-02-01,3,8,3,8,11
CHIMORE,internaciones,egresos,2010-02-01,1,16,1,16,17
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2010-02-01,23,51,23,51,74
CHUMA,internaciones,egresos,2010-02-01,1,1,1,1,2
CKOCHAS,internaciones,egresos,2010-02-01,0,3,0,3,3
CLIZA,internaciones,egresos,2010-02-01,3,29,3,29,32
COBIJA,internaciones,egresos,2010-02-01,110,261,110,261,371
COCAPATA,internaciones,egresos,2010-02-01,0,3,0,3,3
COCHABAMBA,internaciones,egresos,2010-02-01,3019,3853,3019,3853,6872
COLCAPIRHUA,internaciones,egresos,2010-02-01,42,88,42,88,130
COLOMI,internaciones,egresos,2010-02-01,4,26,4,26,30
COLPA BELGICA,internaciones,egresos,2010-02-01,2,25,2,25,27
COLQUECHACA,internaciones,egresos,2010-02-01,0,8,0,8,8
COLQUENCHA,internaciones,egresos,2010-02-01,0,1,0,1,1
COLQUIRI,internaciones,egresos,2010-02-01,2,13,2,13,15
COMANCHE,internaciones,egresos,2010-02-01,0,1,0,1,1
COMARAPA,internaciones,egresos,2010-02-01,9,64,9,64,73
CONCEPCION,internaciones,egresos,2010-02-01,63,0,63,0,63
COPACABANA,internaciones,egresos,2010-02-01,8,27,8,27,35
CORIPATA,internaciones,egresos,2010-02-01,1,14,1,14,15
CORO CORO,internaciones,egresos,2010-02-01,0,2,0,2,2
COROICO,internaciones,egresos,2010-02-01,24,41,24,41,65
COTAGAITA,internaciones,egresos,2010-02-01,10,21,10,21,31
COTOCA,internaciones,egresos,2010-02-01,17,105,17,105,122
CUATRO CAÑADAS,internaciones,egresos,2010-02-01,53,0,53,0,53
CUEVO,internaciones,egresos,2010-02-01,2,8,2,8,10
CULPINA,internaciones,egresos,2010-02-01,5,29,5,29,34
CURAHUARA DE CARANGAS,internaciones,egresos,2010-02-01,0,3,0,3,3
DESAGUADERO,internaciones,egresos,2010-02-01,0,4,0,4,4
EL ALTO,internaciones,egresos,2010-02-01,620,1934,620,1934,2554
EL CHORO,internaciones,egresos,2010-02-01,0,4,0,4,4
EL PUENTE(STC),internaciones,egresos,2010-02-01,10,15,10,15,25
EL TORNO,internaciones,egresos,2010-02-01,34,108,34,108,142
EL VILLAR,internaciones,egresos,2010-02-01,4,6,4,6,10
ENTRE RIOS CBBA,internaciones,egresos,2010-02-01,8,28,8,28,36
ESCOMA,internaciones,egresos,2010-02-01,13,23,13,23,36
EUCALIPTUS,internaciones,egresos,2010-02-01,1,5,1,5,6
EXALTACION,internaciones,egresos,2010-02-01,0,6,0,6,6
FERNANDEZ ALONSO,internaciones,egresos,2010-02-01,14,28,14,28,42
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2010-02-01,0,2,0,2,2
GUANAY,internaciones,egresos,2010-02-01,11,35,11,35,46
GUAQUI,internaciones,egresos,2010-02-01,0,4,0,4,4
GUAYARAMERIN,internaciones,egresos,2010-02-01,168,323,168,323,491
GUTIERREZ,internaciones,egresos,2010-02-01,13,11,13,11,24
HUACARETA,internaciones,egresos,2010-02-01,5,14,5,14,19
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2010-02-01,0,2,0,2,2
HUACHACALLA,internaciones,egresos,2010-02-01,3,1,3,1,4
HUANUNI,internaciones,egresos,2010-02-01,21,44,21,44,65
HUARACAJE,internaciones,egresos,2010-02-01,2,6,2,6,8
HUARINA,internaciones,egresos,2010-02-01,0,3,0,3,3
HUAYLLAMARCA,internaciones,egresos,2010-02-01,0,1,0,1,1
ICLA,internaciones,egresos,2010-02-01,0,7,0,7,7
INCAHUASI,internaciones,egresos,2010-02-01,0,10,0,10,10
INQUISIVI,internaciones,egresos,2010-02-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,egresos,2010-02-01,7,16,7,16,23
IXIAMAS,internaciones,egresos,2010-02-01,4,19,4,19,23
JESUS DE MACHACA,internaciones,egresos,2010-02-01,2,18,2,18,20
LA ASUNTA,internaciones,egresos,2010-02-01,9,36,9,36,45
LA GUARDIA,internaciones,egresos,2010-02-01,46,86,46,86,132
LA PAZ,internaciones,egresos,2010-02-01,2566,4710,2566,4710,7276
LAGUNILLAS,internaciones,egresos,2010-02-01,2,4,2,4,6
LAJA,internaciones,egresos,2010-02-01,0,5,0,5,5
LLALLAGUA,internaciones,egresos,2010-02-01,47,102,47,102,149
LURIBAY,internaciones,egresos,2010-02-01,0,1,0,1,1
MACHACAMARCA,internaciones,egresos,2010-02-01,0,3,0,3,3
MACHARETI,internaciones,egresos,2010-02-01,0,1,0,1,1
MAGDALENA,internaciones,egresos,2010-02-01,18,34,18,34,52
MAIRANA,internaciones,egresos,2010-02-01,0,21,0,21,21
MAPIRI,internaciones,egresos,2010-02-01,0,21,0,21,21
MECAPACA,internaciones,egresos,2010-02-01,0,11,0,11,11
MINEROS,internaciones,egresos,2010-02-01,4,4,4,4,8
MIZQUE,internaciones,egresos,2010-02-01,20,41,20,41,61
MOCOMOCO,internaciones,egresos,2010-02-01,0,1,0,1,1
MOJOCOYA,internaciones,egresos,2010-02-01,0,4,0,4,4
MONTEAGUDO,internaciones,egresos,2010-02-01,63,116,63,116,179
MONTERO,internaciones,egresos,2010-02-01,245,349,245,349,594
MORO MORO,internaciones,egresos,2010-02-01,0,2,0,2,2
MOROCHATA,internaciones,egresos,2010-02-01,4,4,4,4,8
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2010-02-01,2,5,2,5,7
OCURI,internaciones,egresos,2010-02-01,1,7,1,7,8
OMEREQUE,internaciones,egresos,2010-02-01,2,7,2,7,9
ORURO,internaciones,egresos,2010-02-01,725,1287,725,1287,2012
PADCAYA,internaciones,egresos,2010-02-01,0,7,0,7,7
PADILLA,internaciones,egresos,2010-02-01,28,36,28,36,64
PAILON,internaciones,egresos,2010-02-01,23,30,23,30,53
PALOS BLANCOS,internaciones,egresos,2010-02-01,13,41,13,41,54
PAMPA GRANDE,internaciones,egresos,2010-02-01,4,13,4,13,17
PAPEL PAMPA,internaciones,egresos,2010-02-01,0,1,0,1,1
PATACAMAYA,internaciones,egresos,2010-02-01,2,40,2,40,42
PAZÑA,internaciones,egresos,2010-02-01,0,4,0,4,4
POCOATA,internaciones,egresos,2010-02-01,4,4,4,4,8
POCONA,internaciones,egresos,2010-02-01,0,4,0,4,4
POJO (CBBA),internaciones,egresos,2010-02-01,13,0,13,0,13
PORCO,internaciones,egresos,2010-02-01,0,7,0,7,7
POROMA,internaciones,egresos,2010-02-01,0,15,0,15,15
PORONGO,internaciones,egresos,2010-02-01,2,2,2,2,4
