,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO ACOSTA,internaciones,ingresos espontaneos,2010-03-01,0,1,0,1,1
PUERTO CARABUCO,internaciones,ingresos espontaneos,2010-03-01,0,3,0,3,3
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2010-03-01,3,12,3,12,15
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2010-03-01,14,34,14,34,48
PUERTO RICO,internaciones,ingresos espontaneos,2010-03-01,13,18,13,18,31
PUERTO SILES,internaciones,ingresos espontaneos,2010-03-01,1,1,1,1,2
PUERTO SUAREZ,internaciones,ingresos espontaneos,2010-03-01,34,82,34,82,116
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2010-03-01,52,174,52,174,226
PUNA,internaciones,ingresos espontaneos,2010-03-01,20,5,20,5,25
PUNATA,internaciones,ingresos espontaneos,2010-03-01,66,167,66,167,233
QUILLACOLLO,internaciones,ingresos espontaneos,2010-03-01,50,152,50,152,202
QUIME,internaciones,ingresos espontaneos,2010-03-01,1,5,1,5,6
RAVELO,internaciones,ingresos espontaneos,2010-03-01,1,0,1,0,1
REYES,internaciones,ingresos espontaneos,2010-03-01,10,40,10,40,50
RIBERALTA,internaciones,ingresos espontaneos,2010-03-01,144,416,144,416,560
ROBORE,internaciones,ingresos espontaneos,2010-03-01,32,67,32,67,99
RURRENABAQUE,internaciones,ingresos espontaneos,2010-03-01,30,88,30,88,118
SACABA,internaciones,ingresos espontaneos,2010-03-01,75,355,75,355,430
SACABAMBA,internaciones,ingresos espontaneos,2010-03-01,1,1,1,1,2
SACACA,internaciones,ingresos espontaneos,2010-03-01,4,19,4,19,23
SAIPINA,internaciones,ingresos espontaneos,2010-03-01,3,6,3,6,9
SAMAIPATA,internaciones,ingresos espontaneos,2010-03-01,13,26,13,26,39
SAN ANDRES,internaciones,ingresos espontaneos,2010-03-01,0,7,0,7,7
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2010-03-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2010-03-01,15,0,15,0,15
SAN BENITO,internaciones,ingresos espontaneos,2010-03-01,0,14,0,14,14
SAN BORJA,internaciones,ingresos espontaneos,2010-03-01,42,128,42,128,170
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2010-03-01,16,47,16,47,63
SAN CARLOS,internaciones,ingresos espontaneos,2010-03-01,45,122,45,122,167
SAN IGNACIO,internaciones,ingresos espontaneos,2010-03-01,35,57,35,57,92
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2010-03-01,160,304,160,304,464
SAN JAVIER(STC),internaciones,ingresos espontaneos,2010-03-01,55,25,55,25,80
SAN JOAQUIN,internaciones,ingresos espontaneos,2010-03-01,9,37,9,37,46
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2010-03-01,41,100,41,100,141
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2010-03-01,49,43,49,43,92
SAN JULIAN,internaciones,ingresos espontaneos,2010-03-01,100,122,100,122,222
SAN LUCAS,internaciones,ingresos espontaneos,2010-03-01,14,42,14,42,56
SAN MATIAS,internaciones,ingresos espontaneos,2010-03-01,65,59,65,59,124
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2010-03-01,16,45,16,45,61
SAN PEDRO,internaciones,ingresos espontaneos,2010-03-01,11,14,11,14,25
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2010-03-01,6,12,6,12,18
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2010-03-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2010-03-01,0,1,0,1,1
SAN RAFAEL,internaciones,ingresos espontaneos,2010-03-01,12,23,12,23,35
SAN RAMON BENI,internaciones,ingresos espontaneos,2010-03-01,8,36,8,36,44
SAN RAMON SCZ,internaciones,ingresos espontaneos,2010-03-01,50,0,50,0,50
SANTA ANA,internaciones,ingresos espontaneos,2010-03-01,29,93,29,93,122
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2010-03-01,4254,5925,4254,5925,10179
SANTA ROSA,internaciones,ingresos espontaneos,2010-03-01,22,57,22,57,79
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2010-03-01,21,51,21,51,72
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2010-03-01,0,1,0,1,1
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2010-03-01,0,1,0,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2010-03-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,internaciones,ingresos espontaneos,2010-03-01,1,1,1,1,2
SENA,internaciones,ingresos espontaneos,2010-03-01,1,8,1,8,9
SHINAOTA,internaciones,ingresos espontaneos,2010-03-01,57,133,57,133,190
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2010-03-01,0,8,0,8,8
SIPE SIPE,internaciones,ingresos espontaneos,2010-03-01,0,33,0,33,33
SOPACHUY,internaciones,ingresos espontaneos,2010-03-01,1,20,1,20,21
SORACACHI,internaciones,ingresos espontaneos,2010-03-01,1,0,1,0,1
SORATA,internaciones,ingresos espontaneos,2010-03-01,2,27,2,27,29
SUCRE,internaciones,ingresos espontaneos,2010-03-01,1300,1983,1300,1983,3283
TACACHI,internaciones,ingresos espontaneos,2010-03-01,0,1,0,1,1
TACACOMA,internaciones,ingresos espontaneos,2010-03-01,0,5,0,5,5
TACOPAYA,internaciones,ingresos espontaneos,2010-03-01,1,5,1,5,6
TAPACARI,internaciones,ingresos espontaneos,2010-03-01,1,5,1,5,6
TARABUCO,internaciones,ingresos espontaneos,2010-03-01,23,53,23,53,76
TARACO,internaciones,ingresos espontaneos,2010-03-01,0,7,0,7,7
TARATA,internaciones,ingresos espontaneos,2010-03-01,0,5,0,5,5
TARIJA,internaciones,ingresos espontaneos,2010-03-01,520,1035,520,1035,1555
TARVITA,internaciones,ingresos espontaneos,2010-03-01,8,42,8,42,50
TEOPONTE,internaciones,ingresos espontaneos,2010-03-01,1,11,1,11,12
TIAWANACU,internaciones,ingresos espontaneos,2010-03-01,0,10,0,10,10
TIPUANI,internaciones,ingresos espontaneos,2010-03-01,16,46,16,46,62
TIQUIPAYA,internaciones,ingresos espontaneos,2010-03-01,30,134,30,134,164
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2010-03-01,0,17,0,17,17
TOCO,internaciones,ingresos espontaneos,2010-03-01,0,3,0,3,3
TOLATA,internaciones,ingresos espontaneos,2010-03-01,0,4,0,4,4
TOLEDO,internaciones,ingresos espontaneos,2010-03-01,0,4,0,4,4
TOMAVE,internaciones,ingresos espontaneos,2010-03-01,0,8,0,8,8
TOMINA,internaciones,ingresos espontaneos,2010-03-01,5,23,5,23,28
TORO TORO,internaciones,ingresos espontaneos,2010-03-01,4,1,4,1,5
TOTORA(CBBA),internaciones,ingresos espontaneos,2010-03-01,5,30,5,30,35
TOTORA(ORR),internaciones,ingresos espontaneos,2010-03-01,0,2,0,2,2
TRIGAL,internaciones,ingresos espontaneos,2010-03-01,1,5,1,5,6
TRINIDAD,internaciones,ingresos espontaneos,2010-03-01,519,791,519,791,1310
TUPIZA,internaciones,ingresos espontaneos,2010-03-01,144,195,144,195,339
UMALA,internaciones,ingresos espontaneos,2010-03-01,0,5,0,5,5
UNCIA,internaciones,ingresos espontaneos,2010-03-01,6,18,6,18,24
URUBICHA,internaciones,ingresos espontaneos,2010-03-01,4,12,4,12,16
UYUNI,internaciones,ingresos espontaneos,2010-03-01,14,44,14,44,58
VACAS,internaciones,ingresos espontaneos,2010-03-01,3,12,3,12,15
VALLEGRANDE,internaciones,ingresos espontaneos,2010-03-01,53,108,53,108,161
VIACHA,internaciones,ingresos espontaneos,2010-03-01,0,148,0,148,148
VILLA CHARCAS,internaciones,ingresos espontaneos,2010-03-01,0,7,0,7,7
VILLA MONTES,internaciones,ingresos espontaneos,2010-03-01,56,176,56,176,232
VILLA RIVERO,internaciones,ingresos espontaneos,2010-03-01,0,3,0,3,3
VILLA SERRANO,internaciones,ingresos espontaneos,2010-03-01,2,23,2,23,25
VILLA TUNARI,internaciones,ingresos espontaneos,2010-03-01,131,242,131,242,373
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2010-03-01,3,13,3,13,16
VILLAZON,internaciones,ingresos espontaneos,2010-03-01,61,185,61,185,246
VINTO,internaciones,ingresos espontaneos,2010-03-01,38,130,38,130,168
VITICHI,internaciones,ingresos espontaneos,2010-03-01,1,4,1,4,5
WARNES,internaciones,ingresos espontaneos,2010-03-01,70,111,70,111,181
YACO,internaciones,ingresos espontaneos,2010-03-01,0,2,0,2,2
YACUIBA,internaciones,ingresos espontaneos,2010-03-01,291,522,291,522,813
YAMPARAEZ,internaciones,ingresos espontaneos,2010-03-01,3,11,3,11,14
YANACACHI,internaciones,ingresos espontaneos,2010-03-01,0,3,0,3,3
YAPACANI,internaciones,ingresos espontaneos,2010-03-01,109,152,109,152,261
YOCALLA,internaciones,ingresos espontaneos,2010-03-01,0,2,0,2,2
YUNCHARA,internaciones,ingresos espontaneos,2010-03-01,0,1,0,1,1
ZUDAÑEZ,internaciones,ingresos espontaneos,2010-03-01,2,5,2,5,7
ACHACACHI,internaciones,ingresos espontaneos,2010-04-01,7,48,7,48,55
AIQUILE,internaciones,ingresos espontaneos,2010-04-01,47,47,47,47,94
ALCALA,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
ALTO BENI,internaciones,ingresos espontaneos,2010-04-01,3,7,3,7,10
ANCORAIMES,internaciones,ingresos espontaneos,2010-04-01,2,13,2,13,15
ANDAMARCA,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
ANTEQUERA,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
APOLO,internaciones,ingresos espontaneos,2010-04-01,0,18,0,18,18
ARANI,internaciones,ingresos espontaneos,2010-04-01,2,18,2,18,20
ARQUE,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2010-04-01,48,127,48,127,175
ATOCHA,internaciones,ingresos espontaneos,2010-04-01,18,41,18,41,59
AYATA,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
AYO AYO,internaciones,ingresos espontaneos,2010-04-01,0,10,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2010-04-01,6,22,6,22,28
AZURDUY,internaciones,ingresos espontaneos,2010-04-01,6,13,6,13,19
BATALLAS,internaciones,ingresos espontaneos,2010-04-01,0,3,0,3,3
BAURES,internaciones,ingresos espontaneos,2010-04-01,1,18,1,18,19
BERMEJO,internaciones,ingresos espontaneos,2010-04-01,81,167,81,167,248
BETANZOS,internaciones,ingresos espontaneos,2010-04-01,11,37,11,37,48
BOLIVAR,internaciones,ingresos espontaneos,2010-04-01,2,3,2,3,5
BOYUIBE,internaciones,ingresos espontaneos,2010-04-01,10,24,10,24,34
BUENA VISTA,internaciones,ingresos espontaneos,2010-04-01,15,20,15,20,35
CABEZAS,internaciones,ingresos espontaneos,2010-04-01,5,19,5,19,24
CAIROMA,internaciones,ingresos espontaneos,2010-04-01,0,9,0,9,9
"CAIZA ""D""",internaciones,ingresos espontaneos,2010-04-01,0,6,0,6,6
CAJUATA,internaciones,ingresos espontaneos,2010-04-01,4,11,4,11,15
CALAMARCA,internaciones,ingresos espontaneos,2010-04-01,0,9,0,9,9
CAMARGO,internaciones,ingresos espontaneos,2010-04-01,94,132,94,132,226
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2010-04-01,2,4,2,4,6
CAMIRI,internaciones,ingresos espontaneos,2010-04-01,149,261,149,261,410
CAPINOTA,internaciones,ingresos espontaneos,2010-04-01,18,57,18,57,75
CAQUIAVIRI,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
CARACOLLO,internaciones,ingresos espontaneos,2010-04-01,3,27,3,27,30
CARANAVI,internaciones,ingresos espontaneos,2010-04-01,36,150,36,150,186
CARAPARI,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
CARIPUYO,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2010-04-01,6,9,6,9,15
CHALLAPATA,internaciones,ingresos espontaneos,2010-04-01,26,87,26,87,113
CHAQUI,internaciones,ingresos espontaneos,2010-04-01,0,5,0,5,5
CHARAGUA,internaciones,ingresos espontaneos,2010-04-01,32,98,32,98,130
CHAYANTA,internaciones,ingresos espontaneos,2010-04-01,3,15,3,15,18
CHIMORE,internaciones,ingresos espontaneos,2010-04-01,6,24,6,24,30
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2010-04-01,62,40,62,40,102
CHUMA,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
CKOCHAS,internaciones,ingresos espontaneos,2010-04-01,0,4,0,4,4
CLIZA,internaciones,ingresos espontaneos,2010-04-01,9,34,9,34,43
COBIJA,internaciones,ingresos espontaneos,2010-04-01,140,300,140,300,440
COCAPATA,internaciones,ingresos espontaneos,2010-04-01,2,3,2,3,5
COCHABAMBA,internaciones,ingresos espontaneos,2010-04-01,2927,4315,2927,4315,7242
COIPASA,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
COLCAPIRHUA,internaciones,ingresos espontaneos,2010-04-01,51,103,51,103,154
"COLCHA ""K""",internaciones,ingresos espontaneos,2010-04-01,2,2,2,2,4
COLOMI,internaciones,ingresos espontaneos,2010-04-01,0,30,0,30,30
COLPA BELGICA,internaciones,ingresos espontaneos,2010-04-01,8,21,8,21,29
COLQUENCHA,internaciones,ingresos espontaneos,2010-04-01,0,5,0,5,5
COLQUIRI,internaciones,ingresos espontaneos,2010-04-01,7,9,7,9,16
COMARAPA,internaciones,ingresos espontaneos,2010-04-01,13,71,13,71,84
CONCEPCION,internaciones,ingresos espontaneos,2010-04-01,64,0,64,0,64
COPACABANA,internaciones,ingresos espontaneos,2010-04-01,0,15,0,15,15
CORIPATA,internaciones,ingresos espontaneos,2010-04-01,0,8,0,8,8
CORO CORO,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
COROICO,internaciones,ingresos espontaneos,2010-04-01,26,62,26,62,88
COTAGAITA,internaciones,ingresos espontaneos,2010-04-01,5,13,5,13,18
COTOCA,internaciones,ingresos espontaneos,2010-04-01,12,150,12,150,162
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2010-04-01,20,43,20,43,63
CUEVO,internaciones,ingresos espontaneos,2010-04-01,3,8,3,8,11
CULPINA,internaciones,ingresos espontaneos,2010-04-01,6,48,6,48,54
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2010-04-01,0,10,0,10,10
DESAGUADERO,internaciones,ingresos espontaneos,2010-04-01,0,5,0,5,5
EL ALTO,internaciones,ingresos espontaneos,2010-04-01,661,2027,661,2027,2688
EL CHORO,internaciones,ingresos espontaneos,2010-04-01,0,3,0,3,3
EL PUENTE(STC),internaciones,ingresos espontaneos,2010-04-01,17,12,17,12,29
EL TORNO,internaciones,ingresos espontaneos,2010-04-01,92,156,92,156,248
EL VILLAR,internaciones,ingresos espontaneos,2010-04-01,1,6,1,6,7
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2010-04-01,12,23,12,23,35
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2010-04-01,3,34,3,34,37
ESCOMA,internaciones,ingresos espontaneos,2010-04-01,9,27,9,27,36
EUCALIPTUS,internaciones,ingresos espontaneos,2010-04-01,0,6,0,6,6
EXALTACION,internaciones,ingresos espontaneos,2010-04-01,1,4,1,4,5
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2010-04-01,9,11,9,11,20
FILADELFIA,internaciones,ingresos espontaneos,2010-04-01,2,0,2,0,2
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2010-04-01,0,11,0,11,11
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2010-04-01,1,2,1,2,3
GUANAY,internaciones,ingresos espontaneos,2010-04-01,3,27,3,27,30
GUAQUI,internaciones,ingresos espontaneos,2010-04-01,0,5,0,5,5
GUAYARAMERIN,internaciones,ingresos espontaneos,2010-04-01,196,312,196,312,508
GUTIERREZ,internaciones,ingresos espontaneos,2010-04-01,11,20,11,20,31
HUACARETA,internaciones,ingresos espontaneos,2010-04-01,15,25,15,25,40
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2010-04-01,0,3,0,3,3
HUACHACALLA,internaciones,ingresos espontaneos,2010-04-01,0,8,0,8,8
HUANUNI,internaciones,ingresos espontaneos,2010-04-01,33,66,33,66,99
HUARACAJE,internaciones,ingresos espontaneos,2010-04-01,1,16,1,16,17
HUARINA,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
HUAYLLAMARCA,internaciones,ingresos espontaneos,2010-04-01,0,3,0,3,3
HUMANATA,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
ICHOCA,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
ICLA,internaciones,ingresos espontaneos,2010-04-01,0,4,0,4,4
INCAHUASI,internaciones,ingresos espontaneos,2010-04-01,3,15,3,15,18
INQUISIVI,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2010-04-01,26,28,26,28,54
IXIAMAS,internaciones,ingresos espontaneos,2010-04-01,5,24,5,24,29
JESUS DE MACHACA,internaciones,ingresos espontaneos,2010-04-01,7,23,7,23,30
LA ASUNTA,internaciones,ingresos espontaneos,2010-04-01,6,51,6,51,57
LA GUARDIA,internaciones,ingresos espontaneos,2010-04-01,53,106,53,106,159
LA PAZ,internaciones,ingresos espontaneos,2010-04-01,3662,6461,3662,6461,10123
LAGUNILLAS,internaciones,ingresos espontaneos,2010-04-01,1,9,1,9,10
LAJA,internaciones,ingresos espontaneos,2010-04-01,0,7,0,7,7
LAS CARRERAS,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2010-04-01,62,145,62,145,207
LURIBAY,internaciones,ingresos espontaneos,2010-04-01,1,1,1,1,2
MACHACAMARCA,internaciones,ingresos espontaneos,2010-04-01,8,15,8,15,23
MACHARETI,internaciones,ingresos espontaneos,2010-04-01,2,9,2,9,11
MAGDALENA,internaciones,ingresos espontaneos,2010-04-01,19,69,19,69,88
MAIRANA,internaciones,ingresos espontaneos,2010-04-01,3,34,3,34,37
MAPIRI,internaciones,ingresos espontaneos,2010-04-01,0,20,0,20,20
MECAPACA,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
MINEROS,internaciones,ingresos espontaneos,2010-04-01,7,12,7,12,19
MIZQUE,internaciones,ingresos espontaneos,2010-04-01,13,51,13,51,64
MOCOMOCO,internaciones,ingresos espontaneos,2010-04-01,0,5,0,5,5
MOJOCOYA,internaciones,ingresos espontaneos,2010-04-01,0,5,0,5,5
MONTEAGUDO,internaciones,ingresos espontaneos,2010-04-01,55,136,55,136,191
MONTERO,internaciones,ingresos espontaneos,2010-04-01,224,428,224,428,652
MORO MORO,internaciones,ingresos espontaneos,2010-04-01,0,3,0,3,3
MOROCHATA,internaciones,ingresos espontaneos,2010-04-01,0,5,0,5,5
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2010-04-01,2,3,2,3,5
NAZACARA DE PACAJES,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
OCURI,internaciones,ingresos espontaneos,2010-04-01,1,22,1,22,23
OKINAWA,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
OMEREQUE,internaciones,ingresos espontaneos,2010-04-01,1,13,1,13,14
ORURO,internaciones,ingresos espontaneos,2010-04-01,913,1553,913,1553,2466
PADCAYA,internaciones,ingresos espontaneos,2010-04-01,1,6,1,6,7
PADILLA,internaciones,ingresos espontaneos,2010-04-01,19,47,19,47,66
PAILON,internaciones,ingresos espontaneos,2010-04-01,16,61,16,61,77
PALOS BLANCOS,internaciones,ingresos espontaneos,2010-04-01,10,64,10,64,74
PAMPA GRANDE,internaciones,ingresos espontaneos,2010-04-01,4,15,4,15,19
PASORAPA,internaciones,ingresos espontaneos,2010-04-01,1,10,1,10,11
PATACAMAYA,internaciones,ingresos espontaneos,2010-04-01,4,35,4,35,39
PAZÑA,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
POCOATA,internaciones,ingresos espontaneos,2010-04-01,0,9,0,9,9
POCONA,internaciones,ingresos espontaneos,2010-04-01,0,12,0,12,12
POJO (CBBA),internaciones,ingresos espontaneos,2010-04-01,2,6,2,6,8
POOPO,internaciones,ingresos espontaneos,2010-04-01,2,8,2,8,10
PORCO,internaciones,ingresos espontaneos,2010-04-01,0,8,0,8,8
POROMA,internaciones,ingresos espontaneos,2010-04-01,0,10,0,10,10
PORONGO,internaciones,ingresos espontaneos,2010-04-01,2,4,2,4,6
PORTACHUELO,internaciones,ingresos espontaneos,2010-04-01,47,127,47,127,174
PORVENIR,internaciones,ingresos espontaneos,2010-04-01,1,8,1,8,9
POTOSI,internaciones,ingresos espontaneos,2010-04-01,1042,468,1042,468,1510
PRESTO,internaciones,ingresos espontaneos,2010-04-01,4,8,4,8,12
PUCARA,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
PUCARANI,internaciones,ingresos espontaneos,2010-04-01,0,4,0,4,4
PUERTO ACOSTA,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
PUERTO CARABUCO,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2010-04-01,4,26,4,26,30
PUERTO RICO,internaciones,ingresos espontaneos,2010-04-01,8,15,8,15,23
PUERTO SILES,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,ingresos espontaneos,2010-04-01,38,84,38,84,122
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2010-04-01,63,166,63,166,229
PUNA,internaciones,ingresos espontaneos,2010-04-01,5,6,5,6,11
PUNATA,internaciones,ingresos espontaneos,2010-04-01,70,148,70,148,218
QUILLACOLLO,internaciones,ingresos espontaneos,2010-04-01,100,123,100,123,223
QUIME,internaciones,ingresos espontaneos,2010-04-01,0,9,0,9,9
QUIRUSILLAS,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
REYES,internaciones,ingresos espontaneos,2010-04-01,3,25,3,25,28
RIBERALTA,internaciones,ingresos espontaneos,2010-04-01,151,458,151,458,609
ROBORE,internaciones,ingresos espontaneos,2010-04-01,24,56,24,56,80
RURRENABAQUE,internaciones,ingresos espontaneos,2010-04-01,31,93,31,93,124
SACABA,internaciones,ingresos espontaneos,2010-04-01,111,359,111,359,470
SACABAMBA,internaciones,ingresos espontaneos,2010-04-01,2,7,2,7,9
SACACA,internaciones,ingresos espontaneos,2010-04-01,6,15,6,15,21
SAIPINA,internaciones,ingresos espontaneos,2010-04-01,2,9,2,9,11
SAMAIPATA,internaciones,ingresos espontaneos,2010-04-01,6,25,6,25,31
SAN ANDRES,internaciones,ingresos espontaneos,2010-04-01,0,5,0,5,5
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2010-04-01,6,0,6,0,6
SAN BENITO,internaciones,ingresos espontaneos,2010-04-01,0,8,0,8,8
SAN BORJA,internaciones,ingresos espontaneos,2010-04-01,40,130,40,130,170
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2010-04-01,8,46,8,46,54
SAN CARLOS,internaciones,ingresos espontaneos,2010-04-01,26,86,26,86,112
SAN IGNACIO,internaciones,ingresos espontaneos,2010-04-01,55,83,55,83,138
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2010-04-01,173,288,173,288,461
SAN JAVIER(BNI),internaciones,ingresos espontaneos,2010-04-01,2,0,2,0,2
SAN JAVIER(STC),internaciones,ingresos espontaneos,2010-04-01,22,47,22,47,69
SAN JOAQUIN,internaciones,ingresos espontaneos,2010-04-01,30,19,30,19,49
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2010-04-01,52,106,52,106,158
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2010-04-01,69,43,69,43,112
SAN JULIAN,internaciones,ingresos espontaneos,2010-04-01,188,258,188,258,446
SAN LORENZO(PND),internaciones,ingresos espontaneos,2010-04-01,5,7,5,7,12
SAN LUCAS,internaciones,ingresos espontaneos,2010-04-01,14,36,14,36,50
SAN MATIAS,internaciones,ingresos espontaneos,2010-04-01,24,73,24,73,97
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2010-04-01,12,41,12,41,53
SAN PEDRO,internaciones,ingresos espontaneos,2010-04-01,9,15,9,15,24
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2010-04-01,4,11,4,11,15
SAN RAFAEL,internaciones,ingresos espontaneos,2010-04-01,9,19,9,19,28
SAN RAMON BENI,internaciones,ingresos espontaneos,2010-04-01,10,22,10,22,32
SAN RAMON SCZ,internaciones,ingresos espontaneos,2010-04-01,13,54,13,54,67
SANTA ANA,internaciones,ingresos espontaneos,2010-04-01,27,78,27,78,105
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2010-04-01,4381,5655,4381,5655,10036
SANTA ROSA,internaciones,ingresos espontaneos,2010-04-01,8,43,8,43,51
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2010-04-01,9,31,9,31,40
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2010-04-01,0,3,0,3,3
SANTUARIO DE QUILLACAS,internaciones,ingresos espontaneos,2010-04-01,1,3,1,3,4
SENA,internaciones,ingresos espontaneos,2010-04-01,5,8,5,8,13
SHINAOTA,internaciones,ingresos espontaneos,2010-04-01,62,121,62,121,183
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2010-04-01,0,5,0,5,5
SIPE SIPE,internaciones,ingresos espontaneos,2010-04-01,0,32,0,32,32
SOPACHUY,internaciones,ingresos espontaneos,2010-04-01,6,18,6,18,24
SORACACHI,internaciones,ingresos espontaneos,2010-04-01,1,2,1,2,3
SORATA,internaciones,ingresos espontaneos,2010-04-01,5,25,5,25,30
SUCRE,internaciones,ingresos espontaneos,2010-04-01,1642,1814,1642,1814,3456
TACACHI,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
TACACOMA,internaciones,ingresos espontaneos,2010-04-01,0,5,0,5,5
TACOPAYA,internaciones,ingresos espontaneos,2010-04-01,0,1,0,1,1
TAPACARI,internaciones,ingresos espontaneos,2010-04-01,0,9,0,9,9
TARABUCO,internaciones,ingresos espontaneos,2010-04-01,22,41,22,41,63
TARACO,internaciones,ingresos espontaneos,2010-04-01,0,2,0,2,2
TARATA,internaciones,ingresos espontaneos,2010-04-01,0,9,0,9,9
TARIJA,internaciones,ingresos espontaneos,2010-04-01,677,969,677,969,1646
TARVITA,internaciones,ingresos espontaneos,2010-04-01,12,30,12,30,42
TEOPONTE,internaciones,ingresos espontaneos,2010-04-01,0,7,0,7,7
TIAWANACU,internaciones,ingresos espontaneos,2010-04-01,0,9,0,9,9
