municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,4,4
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,6,6
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,20,20
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
EL CHORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,3,3
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,7,7
POCONA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
PORVENIR,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
POSTRER VALLE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,8,8
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,10,10
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,3,3
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,11,11
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,4,4
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,3,3
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,3,3
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-05-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
ALTO BENI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,4,4
AYATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
BELLA FLOR,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,14,14
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,5,5
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,3,3
CHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,19,19
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,3,3
CORO CORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,10,10
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
HUACARETA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,3,3
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,5,5
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
PORVENIR,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,5,5
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,7,7
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,4,4
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,6,6
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,3,3
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
VACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,3,3
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,3,3
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-06-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,12,12
CAIROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,9,9
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,4,4
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,15,15
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
MACHARETI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,3,3
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,3,3
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,4,4
PORCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,5,5
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
QUIME,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,9,9
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,5,5
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,3,3
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
TACACOMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,5,5
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,11,11
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,4,4
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,4,4
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,3,3
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,3,3
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-07-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,5,5
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,6,6
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,3,3
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,3,3
BOLIVAR,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,11,11
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,3,3
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,4,4
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,4,4
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,7,7
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,3,3
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,21,21
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,5,5
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,4,4
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
PAZÑA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,9,9
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,6,6
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,12,12
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,10,10
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
