,group,variable,month,FALLECIDOS ANTES DE LAS 48 HORAS CANTIDAD,FALLECIDOS ANTES DE LAS 48 HORAS CANTIDAD,TOTALES,TOTALES,TOTALES
TARIJA,internaciones,fallecidos antes de las 48 horas,2013-06-01,14,9,14,9,23
TIPUANI,internaciones,fallecidos antes de las 48 horas,2013-06-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2013-06-01,4,4,4,4,8
TUPIZA,internaciones,fallecidos antes de las 48 horas,2013-06-01,2,1,2,1,3
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2013-06-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2013-06-01,1,2,1,2,3
VILLA SERRANO,internaciones,fallecidos antes de las 48 horas,2013-06-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2013-06-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2013-06-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2013-06-01,1,7,1,7,8
YOTALA,internaciones,fallecidos antes de las 48 horas,2013-06-01,0,1,0,1,1
ACHACACHI,internaciones,fallecidos antes de las 48 horas,2013-07-01,0,1,0,1,1
APOLO,internaciones,fallecidos antes de las 48 horas,2013-07-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2013-07-01,0,1,0,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
AZURDUY,internaciones,fallecidos antes de las 48 horas,2013-07-01,0,1,0,1,1
BAURES,internaciones,fallecidos antes de las 48 horas,2013-07-01,0,2,0,2,2
BERMEJO,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2013-07-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2013-07-01,3,2,3,2,5
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,1,1,1,2
CHAYANTA,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2013-07-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2013-07-01,5,3,5,3,8
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2013-07-01,42,28,42,28,70
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,1,1,1,2
COROICO,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2013-07-01,18,15,18,15,33
EL VILLAR,internaciones,fallecidos antes de las 48 horas,2013-07-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2013-07-01,3,4,3,4,7
LA PAZ,internaciones,fallecidos antes de las 48 horas,2013-07-01,32,33,32,33,65
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,3,1,3,4
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2013-07-01,3,0,3,0,3
MAIRANA,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2013-07-01,4,2,4,2,6
ORURO,internaciones,fallecidos antes de las 48 horas,2013-07-01,13,9,13,9,22
PADILLA,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2013-07-01,2,0,2,0,2
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2013-07-01,14,8,14,8,22
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2013-07-01,4,0,4,0,4
PUNATA,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2013-07-01,7,2,7,2,9
ROBORE,internaciones,fallecidos antes de las 48 horas,2013-07-01,4,0,4,0,4
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2013-07-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2013-07-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2013-07-01,2,0,2,0,2
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2013-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2013-07-01,55,29,55,29,84
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,2,1,2,3
SUCRE,internaciones,fallecidos antes de las 48 horas,2013-07-01,11,9,11,9,20
TARIJA,internaciones,fallecidos antes de las 48 horas,2013-07-01,13,8,13,8,21
TARVITA,internaciones,fallecidos antes de las 48 horas,2013-07-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2013-07-01,7,3,7,3,10
TUPIZA,internaciones,fallecidos antes de las 48 horas,2013-07-01,2,1,2,1,3
VINTO,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,0,1,0,1
WARNES,internaciones,fallecidos antes de las 48 horas,2013-07-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2013-07-01,2,1,2,1,3
YAPACANI,internaciones,fallecidos antes de las 48 horas,2013-07-01,0,1,0,1,1
ANTEQUERA,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2013-08-01,2,1,2,1,3
BERMEJO,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,1,1,1,2
BETANZOS,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
BUENA VISTA,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
CABEZAS,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,2,1,2,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2013-08-01,2,0,2,0,2
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,2,1,2,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2013-08-01,33,34,33,34,67
COMARAPA,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
CUATRO CAÑADAS,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
CULPINA,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2013-08-01,14,10,14,10,24
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,2,1,2,3
HUACARETA,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,2,0,2,2
LA PAZ,internaciones,fallecidos antes de las 48 horas,2013-08-01,35,25,35,25,60
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,1,1,1,2
MACHARETI,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2013-08-01,3,0,3,0,3
OMEREQUE,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2013-08-01,9,13,9,13,22
PADILLA,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,3,0,3,3
POCOATA,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2013-08-01,8,7,8,7,15
PUERTO RICO,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,21,0,21,21
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,4,0,4,4
REYES,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2013-08-01,12,5,12,5,17
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2013-08-01,2,1,2,1,3
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,2,1,2,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2013-08-01,2,4,2,4,6
SAN JOAQUIN,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
SAN RAMON BENI,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2013-08-01,39,40,39,40,79
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,1,1,1,2
SUCRE,internaciones,fallecidos antes de las 48 horas,2013-08-01,12,11,12,11,23
TARIJA,internaciones,fallecidos antes de las 48 horas,2013-08-01,16,9,16,9,25
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2013-08-01,6,0,6,0,6
TUPIZA,internaciones,fallecidos antes de las 48 horas,2013-08-01,2,0,2,0,2
UYUNI,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,2,1,2,3
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2013-08-01,2,0,2,0,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2013-08-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2013-08-01,0,1,0,1,1
VINTO,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,2,1,2,3
WARNES,internaciones,fallecidos antes de las 48 horas,2013-08-01,1,2,1,2,3
YACUIBA,internaciones,fallecidos antes de las 48 horas,2013-08-01,7,3,7,3,10
CAMIRI,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2013-09-01,2,5,2,5,7
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2013-09-01,24,23,24,23,47
COLCAPIRHUA,internaciones,fallecidos antes de las 48 horas,2013-09-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2013-09-01,13,13,13,13,26
EL TORNO,internaciones,fallecidos antes de las 48 horas,2013-09-01,0,2,0,2,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,3,1,3,4
GUTIERREZ,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2013-09-01,25,34,25,34,59
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2013-09-01,0,2,0,2,2
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2013-09-01,2,0,2,0,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2013-09-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2013-09-01,3,1,3,1,4
ORURO,internaciones,fallecidos antes de las 48 horas,2013-09-01,11,10,11,10,21
PADILLA,internaciones,fallecidos antes de las 48 horas,2013-09-01,0,1,0,1,1
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2013-09-01,13,7,13,7,20
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2013-09-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2013-09-01,3,0,3,0,3
PUNATA,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2013-09-01,11,3,11,3,14
ROBORE,internaciones,fallecidos antes de las 48 horas,2013-09-01,2,0,2,0,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,1,1,1,2
SAMAIPATA,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2013-09-01,2,2,2,2,4
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,5,1,5,6
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2013-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2013-09-01,30,34,30,34,64
SUCRE,internaciones,fallecidos antes de las 48 horas,2013-09-01,13,13,13,13,26
TARIJA,internaciones,fallecidos antes de las 48 horas,2013-09-01,10,10,10,10,20
TIPUANI,internaciones,fallecidos antes de las 48 horas,2013-09-01,2,0,2,0,2
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2013-09-01,6,1,6,1,7
UYUNI,internaciones,fallecidos antes de las 48 horas,2013-09-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2013-09-01,2,1,2,1,3
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2013-09-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2013-09-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 horas,2013-09-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2013-09-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2013-09-01,2,4,2,4,6
YAPACANI,internaciones,fallecidos antes de las 48 horas,2013-09-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,2,1,2,3
CAMIRI,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,3,1,3,4
CARANAVI,internaciones,fallecidos antes de las 48 horas,2013-10-01,2,0,2,0,2
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,1,1,1,2
CHAYANTA,internaciones,fallecidos antes de las 48 horas,2013-10-01,0,20,0,20,20
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2013-10-01,3,0,3,0,3
COBIJA,internaciones,fallecidos antes de las 48 horas,2013-10-01,3,1,3,1,4
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2013-10-01,32,29,32,29,61
EL ALTO,internaciones,fallecidos antes de las 48 horas,2013-10-01,13,10,13,10,23
EL TORNO,internaciones,fallecidos antes de las 48 horas,2013-10-01,5,3,5,3,8
EL VILLAR,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2013-10-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos antes de las 48 horas,2013-10-01,24,30,24,30,54
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,0,1,0,1
MACHARETI,internaciones,fallecidos antes de las 48 horas,2013-10-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2013-10-01,2,0,2,0,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2013-10-01,2,1,2,1,3
ORURO,internaciones,fallecidos antes de las 48 horas,2013-10-01,13,12,13,12,25
POTOSI,internaciones,fallecidos antes de las 48 horas,2013-10-01,16,7,16,7,23
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2013-10-01,2,1,2,1,3
PUNATA,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2013-10-01,4,5,4,5,9
ROBORE,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,1,1,1,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2013-10-01,0,2,0,2,2
SACACA,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,3,1,3,4
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2013-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,0,1,0,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2013-10-01,232,29,232,29,261
SUCRE,internaciones,fallecidos antes de las 48 horas,2013-10-01,10,13,10,13,23
TARIJA,internaciones,fallecidos antes de las 48 horas,2013-10-01,15,15,15,15,30
TIPUANI,internaciones,fallecidos antes de las 48 horas,2013-10-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2013-10-01,4,6,4,6,10
TUPIZA,internaciones,fallecidos antes de las 48 horas,2013-10-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2013-10-01,2,0,2,0,2
WARNES,internaciones,fallecidos antes de las 48 horas,2013-10-01,0,2,0,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2013-10-01,6,1,6,1,7
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,1,1,1,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2013-11-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2013-11-01,2,4,2,4,6
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2013-11-01,36,13,36,13,49
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 horas,2013-11-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2013-11-01,13,26,13,26,39
EL TORNO,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,2,1,2,3
EL VILLAR,internaciones,fallecidos antes de las 48 horas,2013-11-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,1,1,1,2
HUANUNI,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2013-11-01,23,24,23,24,47
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2013-11-01,0,2,0,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2013-11-01,3,0,3,0,3
ORURO,internaciones,fallecidos antes de las 48 horas,2013-11-01,13,19,13,19,32
POTOSI,internaciones,fallecidos antes de las 48 horas,2013-11-01,8,13,8,13,21
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2013-11-01,2,0,2,0,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,0,1,0,1
REYES,internaciones,fallecidos antes de las 48 horas,2013-11-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2013-11-01,6,6,6,6,12
ROBORE,internaciones,fallecidos antes de las 48 horas,2013-11-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2013-11-01,2,0,2,0,2
SACABA,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2013-11-01,2,1,2,1,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2013-11-01,0,1,0,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2013-11-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2013-11-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2013-11-01,0,2,0,2,2
SAN RAMON SCZ,internaciones,fallecidos antes de las 48 horas,2013-11-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2013-11-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2013-11-01,31,24,31,24,55
SUCRE,internaciones,fallecidos antes de las 48 horas,2013-11-01,11,12,11,12,23
TARIJA,internaciones,fallecidos antes de las 48 horas,2013-11-01,10,16,10,16,26
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2013-11-01,5,8,5,8,13
TUPIZA,internaciones,fallecidos antes de las 48 horas,2013-11-01,5,0,5,0,5
UYUNI,internaciones,fallecidos antes de las 48 horas,2013-11-01,2,0,2,0,2
VIACHA,internaciones,fallecidos antes de las 48 horas,2013-11-01,2,0,2,0,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2013-11-01,3,1,3,1,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2013-11-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2013-11-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2013-11-01,5,0,5,0,5
BERMEJO,internaciones,fallecidos antes de las 48 horas,2013-12-01,2,2,2,2,4
CAMIRI,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,2,1,2,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2013-12-01,2,1,2,1,3
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2013-12-01,2,1,2,1,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2013-12-01,28,26,28,26,54
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2013-12-01,3,1,3,1,4
EL ALTO,internaciones,fallecidos antes de las 48 horas,2013-12-01,16,12,16,12,28
EL TORNO,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,1,0,1,1
GUANAY,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
GUAQUI,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,3,1,3,4
GUTIERREZ,internaciones,fallecidos antes de las 48 horas,2013-12-01,6,21,6,21,27
IXIAMAS,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2013-12-01,36,31,36,31,67
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2013-12-01,2,2,2,2,4
ORURO,internaciones,fallecidos antes de las 48 horas,2013-12-01,12,7,12,7,19
PADILLA,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,2,0,2,2
POTOSI,internaciones,fallecidos antes de las 48 horas,2013-12-01,11,11,11,11,22
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2013-12-01,4,1,4,1,5
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,2,0,2,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2013-12-01,2,1,2,1,3
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2013-12-01,2,0,2,0,2
SACABA,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,1,1,1,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,1,0,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2013-12-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
SAN RAFAEL,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2013-12-01,42,18,42,18,60
SUCRE,internaciones,fallecidos antes de las 48 horas,2013-12-01,11,7,11,7,18
TARIJA,internaciones,fallecidos antes de las 48 horas,2013-12-01,5,10,5,10,15
TIPUANI,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2013-12-01,5,5,5,5,10
TUPIZA,internaciones,fallecidos antes de las 48 horas,2013-12-01,4,3,4,3,7
URUBICHA,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,1,0,1,1
UYUNI,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2013-12-01,2,3,2,3,5
VILLAZON,internaciones,fallecidos antes de las 48 horas,2013-12-01,0,1,0,1,1
VINTO,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
WARNES,internaciones,fallecidos antes de las 48 horas,2013-12-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2013-12-01,7,3,7,3,10
