municipality,group,variable,month,N° de perros y gatos con vacuna antirrábica,TOTAL
PUERTO VILLARROEL,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,300,300
PUNATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,470,470
QUILLACOLLO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,2946,2946
ROBORE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,160,160
SACABA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,18466,18466
SAN IGNACIO DE VELASCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,67,67
SAN MIGUEL DE VELASCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,76,76
SAN PEDRO DE QUEMES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,6,6
SAN RAFAEL,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,1,1
SANTA CRUZ DE LA SIERRA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,8552,8552
SANTIVAÑES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,2,2
SANTUARIO DE QUILLACAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,48,48
SHINAOTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,3584,3584
SIPE SIPE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,5226,5226
SORACACHI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,250,250
TACOPAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,20,20
TAHUA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,20,20
TARATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,157,157
TIRAQUE (CBBA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,275,275
TITO YUPANQUI (PARQUIPUJIO),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,38,38
TOCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,50,50
TOLATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,37,37
TUPIZA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,10,10
UNCIA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,150,150
UYUNI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,10,10
VACAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,50,50
VILLA MONTES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,972,972
VILLA TUNARI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,6305,6305
VINTO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-04-01,491,491
ACHACACHI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,3136,3136
ACHOCALLA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,4324,4324
ALTO BENI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1994,1994
ANCORAIMES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,981,981
APOLO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,857,857
AUCAPATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,623,623
AYATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1000,1000
AYO AYO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1531,1531
BATALLAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2149,2149
CAIROMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1086,1086
CAJUATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1336,1336
CALACOTO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,98,98
CALAMARCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2536,2536
CAQUIAVIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,791,791
CARACOLLO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2601,2601
CARANAVI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,8192,8192
CATACORA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,277,277
CHARAÑA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,64,64
CHUA COCANI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,605,605
CHULUMANI (V. DE LA LIBERTAD),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2366,2366
CHUMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,493,493
CHUQUIHUTA AYLLU JUCUMANI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,30,30
COCHABAMBA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1747,1747
COLLANA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,626,626
COLPA BELGICA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1508,1508
COLQUENCHA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1693,1693
COLQUIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,630,630
COMANCHE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,350,350
COMBAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,292,292
COPACABANA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2291,2291
CORIPATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2891,2891
CORO CORO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,787,787
COROICO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2907,2907
COTOCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,66,66
CURVA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,349,349
DESAGUADERO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,260,260
EL ALTO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,250257,250257
ESCOMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,829,829
GRAL. J.J. PEREZ (CHARAZANI),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,390,390
GUANAY,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2494,2494
GUAQUI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1035,1035
HUARINA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,602,602
HUATAJATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,267,267
HUMANATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1192,1192
ICHOCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1040,1040
INQUISIVI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1086,1086
IRUPANA (VILLA DE LANZA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2177,2177
IXIAMAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1660,1660
JESUS DE MACHACA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1337,1337
LA ASUNTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,4654,4654
LA GUARDIA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,34054,34054
LA PAZ,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,166136,166136
LAJA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1756,1756
LICOMA PAMPA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1370,1370
LLALLAGUA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,500,500
LURIBAY,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,583,583
MALLA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,664,664
MAPIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2592,2592
MECAPACA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,3088,3088
MOCOMOCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2852,2852
MONTERO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,29664,29664
NAZACARA DE PACAJES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,87,87
ORURO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,80076,80076
PAILON,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,37,37
PALCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,3440,3440
PALOS BLANCOS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,5619,5619
PAPEL PAMPA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,330,330
PATACAMAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,5836,5836
PELECHUCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,966,966
POROMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,20,20
PUCARANI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,4353,4353
PUERTO ACOSTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,990,990
PUERTO CARABUCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2432,2432
PUERTO PEREZ,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,689,689
QUIABAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,89,89
QUILLACOLLO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,452,452
QUIME,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,920,920
SACABA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1302,1302
SAN ANDRES DE MACHACA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,673,673
SAN BUENA VENTURA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1631,1631
SAN MATIAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,80,80
SAN PEDRO DE CURAHUARA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,360,360
SAN PEDRO DE TIQUINA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,966,966
SANTA CRUZ DE LA SIERRA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,338199,338199
SANTIAGO DE CALLAPA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,252,252
SANTIAGO DE HUATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,894,894
SANTIAGO DE MACHACA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,393,393
SANTIVAÑES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,253,253
SAPAHAQUI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1622,1622
SICA SICA (VILLA AROMA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2684,2684
SIPE SIPE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,8703,8703
SORACACHI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2347,2347
SORATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2950,2950
TACACOMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1190,1190
TARACO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,171,171
TEOPONTE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,2232,2232
TIAWANACU,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1038,1038
TIPUANI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1476,1476
TITO YUPANQUI (PARQUIPUJIO),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,263,263
UMALA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1016,1016
VACAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,160,160
VIACHA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,25610,25610
VILLA MONTES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,249,249
VINTO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,842,842
WALDO BALLIVIAN,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,470,470
WARNES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,33367,33367
YACO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,684,684
YANACACHI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-05-01,1272,1272
ACACIO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1215,1215
ACHACACHI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,3783,3783
ALCALA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1712,1712
ALTO BENI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,176,176
ANCORAIMES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1758,1758
ANDAMARCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,512,512
ANTEQUERA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,704,704
APOLO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,975,975
ARAMPAMPA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,880,880
ARBIETO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,21,21
ASCENCION DE GUARAYOS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,5300,5300
ATOCHA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1810,1810
AUCAPATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,297,297
AYATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,200,200
AYO AYO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,132,132
AZURDUY,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,3240,3240
BATALLAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1079,1079
BELEN DE ANDAMARCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,138,138
BELEN DE URMIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,211,211
BELLA FLOR,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,800,800
BERMEJO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,12605,12605
BETANZOS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,7581,7581
BOLPEBRA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,590,590
BOYUIBE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1698,1698
BUENA VISTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,3879,3879
CABEZAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,4877,4877
CAIROMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1189,1189
"CAIZA ""D""",n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,2930,2930
CAJUATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1042,1042
CALACOTO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1562,1562
CALAMARCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,214,214
CAMARGO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,2419,2419
CAMATAQUI (C. VILLA ABECIA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,676,676
CAMIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,52,52
CAQUIAVIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,2204,2204
CARACOLLO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,741,741
CARANAVI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,2307,2307
CARANGAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,20,20
CARAPARI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,2633,2633
CARIPUYO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1474,1474
CATACORA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,103,103
CHALLAPATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,7436,7436
CHAQUI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,2737,2737
CHARAGUA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,4296,4296
CHARAÑA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,431,431
CHAYANTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,2577,2577
CHIPAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,130,130
CHOQUE COTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,239,239
CHULUMANI (V. DE LA LIBERTAD),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,338,338
CHUMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,645,645
CHUQUIHUTA AYLLU JUCUMANI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,795,795
CKOCHAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,5153,5153
CLIZA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,106,106
COBIJA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,12800,12800
COCHABAMBA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,5328,5328
COIPASA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,80,80
"COLCHA ""K""",n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1718,1718
COLLANA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,101,101
COLPA BELGICA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,220,220
COLQUECHACA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,7883,7883
COLQUENCHA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,493,493
COLQUIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,696,696
COMANCHE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1000,1000
COMARAPA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,4507,4507
COMBAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,278,278
CONCEPCION,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,3721,3721
COPACABANA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,227,227
CORIPATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,130,130
CORO CORO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1263,1263
COROICO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,318,318
CORQUE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,972,972
COTAGAITA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,6640,6640
COTOCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,15580,15580
CRUZ DE MACHACAMARCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,30,30
CUATRO CAÑADAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,5005,5005
CUEVO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1072,1072
CULPINA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,2679,2679
CURAHUARA DE CARANGAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,289,289
CURVA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,176,176
DESAGUADERO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1440,1440
EL ALTO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,13930,13930
EL CHORO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1516,1516
EL PUENTE(STC),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1876,1876
EL PUENTE(TJA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1580,1580
EL TORNO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,18719,18719
EL VILLAR,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1987,1987
ENTRE RIOS TRJ,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,2224,2224
ESCARA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,30,30
ESCOMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,211,211
ESMERALDA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,38,38
EUCALIPTUS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,910,910
EUREKA (SANTOS MERCADO),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,192,192
EXALTACION,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,231,231
FERNANDEZ ALONSO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,3288,3288
FILADELFIA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,880,880
GENERAL SAAVEDRA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,4190,4190
GRAL. J.J. PEREZ (CHARAZANI),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,1022,1022
GUANAY,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,390,390
GUAQUI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2017-06-01,618,618
