municipality,group,variable,month,Nº de quejas y reclamos realizadas por los usuarios,TOTAL
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,5,5
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,14,14
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,3,3
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,3,3
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-11-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,6,6
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,12,12
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,4,4
PUCARANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,3,3
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,13,13
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,4,4
SIPE SIPE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,6,6
TARABUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,6,6
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,6,6
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,2,2
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2020-12-01,1,1
