,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,TOTALES,TOTALES,TOTALES
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,2,49,2,49,51
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,41,52,41,52,93
VILLA SERRANO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,22,171,22,171,193
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,507,559,507,559,1066
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,10,126,10,126,136
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,71,590,71,590,661
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,360,389,360,389,749
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,22,151,22,151,173
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,4,24,4,24,28
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,209,622,209,622,831
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,14,106,14,106,120
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,137,891,137,891,1028
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,14,93,14,93,107
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,4,89,4,89,93
YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,93,624,93,624,717
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,13,95,13,95,108
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,22,99,22,99,121
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,16,89,16,89,105
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,19,104,19,104,123
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,15,92,15,92,107
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,137,422,137,422,559
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,79,41,79,41,120
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,99,231,99,231,330
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,14,34,14,34,48
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,4,46,4,46,50
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,14,100,14,100,114
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,8,29,8,29,37
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,7,43,7,43,50
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,105,31,105,31,136
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,37,201,37,201,238
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,13,75,13,75,88
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,56,152,56,152,208
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,26,192,26,192,218
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,23,217,23,217,240
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,91,239,91,239,330
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,9,153,9,153,162
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,4,42,4,42,46
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,22,91,22,91,113
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,12,115,12,115,127
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,50,343,50,343,393
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,13,101,13,101,114
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,24,197,24,197,221
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,8,61,8,61,69
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,4,8,4,8,12
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,1,21,1,21,22
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,4,27,4,27,31
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,112,267,112,267,379
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,63,451,63,451,514
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,19,101,19,101,120
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,6,22,6,22,28
BOYUIBE,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,8,54,8,54,62
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,15,124,15,124,139
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,32,284,32,284,316
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,21,106,21,106,127
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,26,135,26,135,161
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,27,126,27,126,153
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,3,59,3,59,62
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,17,157,17,157,174
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,29,130,29,130,159
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,1,32,1,32,33
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,126,454,126,454,580
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,131,343,131,343,474
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,13,110,13,110,123
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,38,344,38,344,382
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,181,592,181,592,773
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,16,192,16,192,208
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,14,153,14,153,167
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,8,34,8,34,42
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,0,6,0,6,6
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,2,7,2,7,9
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,57,432,57,432,489
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,15,92,15,92,107
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,63,271,63,271,334
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,2,37,2,37,39
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,34,205,34,205,239
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,37,56,37,56,93
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,2,21,2,21,23
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,1,20,1,20,21
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,53,86,53,86,139
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,16,110,16,110,126
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,89,287,89,287,376
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,98,879,98,879,977
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,2822,4048,2822,4048,6870
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,2,20,2,20,22
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,191,447,191,447,638
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,10,110,10,110,120
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,1,21,1,21,22
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,82,311,82,311,393
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,3,68,3,68,71
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,62,494,62,494,556
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,11,118,11,118,129
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,60,187,60,187,247
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,2,27,2,27,29
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,18,199,18,199,217
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,3,20,3,20,23
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,71,75,71,75,146
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,21,114,21,114,135
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,25,143,25,143,168
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,22,88,22,88,110
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,49,187,49,187,236
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,4,80,4,80,84
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,34,293,34,293,327
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,101,525,101,525,626
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,36,193,36,193,229
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,14,9,14,9,23
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,5,65,5,65,70
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,36,229,36,229,265
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,1,81,1,81,82
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,5,37,5,37,42
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,11,49,11,49,60
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,2566,9694,2566,9694,12260
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,7,67,7,67,74
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,18,200,18,200,218
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,9,116,9,116,125
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,73,412,73,412,485
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,0,69,0,69,69
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,27,267,27,267,294
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,256,189,256,189,445
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,8,80,8,80,88
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,1,21,1,21,22
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,4,23,4,23,27
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,24,148,24,148,172
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,7,40,7,40,47
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,22,149,22,149,171
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,17,98,17,98,115
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,15,158,15,158,173
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,12,54,12,54,66
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,98,583,98,583,681
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,25,211,25,211,236
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,19,128,19,128,147
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,2,22,2,22,24
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,3,16,3,16,19
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,42,358,42,358,400
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,6,29,6,29,35
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,5,49,5,49,54
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,10,51,10,51,61
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,7,124,7,124,131
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,53,328,53,328,381
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,2,8,2,8,10
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,17,100,17,100,117
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,14,142,14,142,156
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,13,152,13,152,165
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,16,134,16,134,150
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,55,226,55,226,281
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,85,839,85,839,924
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,2289,6431,2289,6431,8720
LA RIVERA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,0,2,0,2,2
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,2,100,2,100,102
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,33,200,33,200,233
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,4,37,4,37,41
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,4,49,4,49,53
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,77,485,77,485,562
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,3,62,3,62,65
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,7,24,7,24,31
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,15,91,15,91,106
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,5,79,5,79,84
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,6,111,6,111,117
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,22,109,22,109,131
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,24,123,24,123,147
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,1,22,1,22,23
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,22,175,22,175,197
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,31,98,31,98,129
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,43,324,43,324,367
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-12-01,124,88,124,88,212
