,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
CORIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,17,89,17,89,106
CORO CORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,52,2,52,54
COROICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,10,32,10,32,42
CORQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,10,68,10,68,78
COTAGAITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,24,288,24,288,312
COTOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,96,320,96,320,416
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,28,168,28,168,196
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,14,1,14,15
CUEVO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,7,33,7,33,40
CULPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,280,4,280,284
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,5,73,5,73,78
CURVA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,32,2,32,34
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,6,19,6,19,25
EL ALTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1406,5224,1406,5224,6630
EL CHORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,13,52,13,52,65
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,218,1,218,219
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,5,144,5,144,149
EL TORNO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,103,212,103,212,315
EL VILLAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,67,0,67,67
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,161,174,161,174,335
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,31,356,31,356,387
ESMERALDA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,2,0,2,2
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,10,79,10,79,89
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,9,0,9,9
EXALTACION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,44,0,44,44
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,16,111,16,111,127
FILADELFIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,8,45,8,45,53
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,9,176,9,176,185
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,14,71,14,71,85
GUANAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,22,114,22,114,136
GUAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,10,39,10,39,49
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,5,333,5,333,338
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,21,275,21,275,296
HUACARETA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,151,0,151,151
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,44,2,44,46
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,8,2,8,10
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,25,156,25,156,181
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,28,2,28,30
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,50,3,50,53
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,42,3,42,45
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,152,0,152,152
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,338,4,338,342
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,4,0,4,4
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,13,56,13,56,69
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,19,140,19,140,159
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,23,64,23,64,87
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,20,78,20,78,98
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,53,100,53,100,153
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,36,372,36,372,408
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1210,3386,1210,3386,4596
LA RIVERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,4,0,4,4
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,103,3,103,106
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,5,189,5,189,194
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,60,2,60,62
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,35,3,35,38
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,66,326,66,326,392
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,8,52,8,52,60
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,54,33,54,33,87
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,10,74,10,74,84
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,5,59,5,59,64
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,140,4,140,144
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,5,82,5,82,87
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,14,79,14,79,93
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,28,1,28,29
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,107,0,107,107
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,18,39,18,39,57
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,241,4,241,245
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,92,215,92,215,307
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,15,74,15,74,89
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,2,0,2,2
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,97,0,97,97
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,26,375,26,375,401
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,20,918,20,918,938
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,34,2,34,36
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,118,312,118,312,430
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,15,4,15,19
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,16,3,16,19
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,8,299,8,299,307
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,82,4,82,86
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,12,49,12,49,61
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,320,2058,320,2058,2378
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,22,295,22,295,317
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,157,0,157,157
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,10,226,10,226,236
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,29,43,29,43,72
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,18,206,18,206,224
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,9,26,9,26,35
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,13,39,13,39,52
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,44,0,44,44
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,7,50,7,50,57
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,50,124,50,124,174
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,11,94,11,94,105
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,5,23,5,23,28
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,29,367,29,367,396
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,35,83,35,83,118
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,18,149,18,149,167
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,15,52,15,52,67
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,7,114,7,114,121
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,221,1,221,222
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,8,55,8,55,63
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,140,0,140,140
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,15,80,15,80,95
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,21,3,21,24
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,185,1098,185,1098,1283
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,7,155,7,155,162
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,16,3,16,19
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,43,224,43,224,267
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,31,171,31,171,202
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,17,83,17,83,100
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,9,90,9,90,99
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,32,1,32,33
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,124,1,124,125
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,16,65,16,65,81
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,22,1,22,23
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,7,84,7,84,91
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,168,384,168,384,552
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,63,439,63,439,502
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,93,245,93,245,338
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,6,12,6,12,18
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,209,274,209,274,483
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,27,72,27,72,99
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,17,4,17,21
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,367,0,367,367
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,137,0,137,137
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,222,1265,222,1265,1487
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,180,2,180,182
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,130,0,130,130
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,30,3,30,33
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,201,977,201,977,1178
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,67,2,67,69
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,15,283,15,283,298
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,49,1,49,50
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,14,162,14,162,176
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,12,69,12,69,81
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,7,3,7,10
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,28,105,28,105,133
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,5,22,5,22,27
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,22,1,22,23
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,14,88,14,88,102
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,29,122,29,122,151
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,394,0,394,394
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,13,84,13,84,97
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,22,122,22,122,144
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,61,294,61,294,355
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,114,504,114,504,618
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,11,16,11,16,27
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,36,89,36,89,125
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,53,0,53,53
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,11,162,11,162,173
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,135,0,135,135
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,33,311,33,311,344
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,37,3,37,40
