,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,132,209,132,209,341
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,7,341,7,341,348
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,23,176,23,176,199
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,40,174,40,174,214
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,640,2449,640,2449,3089
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,6,6,6,12
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,57,53,57,53,110
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,93,6,93,99
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,13,184,13,184,197
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1,3,1,3,4
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,144,244,144,244,388
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,5,679,5,679,684
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,27,3,27,30
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,31,64,31,64,95
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,742,1189,742,1189,1931
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,37,760,37,760,797
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,13,132,13,132,145
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,16,54,16,54,70
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,25,333,25,333,358
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,79,6,79,85
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,421,445,421,445,866
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,229,124,229,124,353
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,21,2,21,23
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,66,48,66,48,114
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,7,2,7,9
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1,38,1,38,39
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,15,42,15,42,57
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,246,0,246,246
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,524,2,524,526
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,9,244,9,244,253
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,95,37,95,37,132
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,61,3,61,64
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,5,38,5,38,43
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,298,487,298,487,785
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,7,629,7,629,636
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,8,55,8,55,63
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,11,71,11,71,82
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,50,309,50,309,359
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,13,249,13,249,262
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1,459,1,459,460
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,7,229,7,229,236
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,14,110,14,110,124
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,24,162,24,162,186
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,133,239,133,239,372
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,13,31,13,31,44
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,25,273,25,273,298
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,44,0,44,44
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,23,54,23,54,77
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,410,0,410,410
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,330,634,330,634,964
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,397,6,397,403
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,30,529,30,529,559
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,168,123,168,123,291
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,230,6,230,236
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,21,2,21,23
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,43,535,43,535,578
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,20,88,20,88,108
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,27,535,27,535,562
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,5,369,5,369,374
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,58,3,58,61
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,388,0,388,388
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,20,50,20,50,70
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,12,311,12,311,323
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,8,183,8,183,191
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,344,4,344,348
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,16,216,16,216,232
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,91,465,91,465,556
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,57,13,57,13,70
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,42,721,42,721,763
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,9,49,9,49,58
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,0,166,0,166,166
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,9,200,9,200,209
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,11,117,11,117,128
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,1,29,1,29,30
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,62,25,62,25,87
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,26,309,26,309,335
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,17,184,17,184,201
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,14,100,14,100,114
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,1,151,1,151,152
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,2,279,2,279,281
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,7,44,7,44,51
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,17,64,17,64,81
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,1,33,1,33,34
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,44,69,44,69,113
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,7,34,7,34,41
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,22,353,22,353,375
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,2,496,2,496,498
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,14,158,14,158,172
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,6,89,6,89,95
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,1,31,1,31,32
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,0,36,0,36,36
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,10,88,10,88,98
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,88,247,88,247,335
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,41,577,41,577,618
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,9,107,9,107,116
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,2,41,2,41,43
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,10,45,10,45,55
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,0,225,0,225,225
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,26,235,26,235,261
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,15,222,15,222,237
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,28,125,28,125,153
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,24,145,24,145,169
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,12,78,12,78,90
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,9,126,9,126,135
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,57,389,57,389,446
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,2,85,2,85,87
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,95,513,95,513,608
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,36,244,36,244,280
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,1,100,1,100,101
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,23,106,23,106,129
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,45,465,45,465,510
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,0,3,0,3,3
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,5,170,5,170,175
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,32,258,32,258,290
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,5,29,5,29,34
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,0,17,0,17,17
CHACARILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,2,5,2,5,7
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,26,230,26,230,256
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,1,84,1,84,85
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,27,393,27,393,420
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,5,47,5,47,52
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,36,311,36,311,347
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,38,109,38,109,147
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,1,28,1,28,29
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,1,9,1,9,10
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,5,82,5,82,87
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,7,128,7,128,135
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,17,142,17,142,159
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,84,354,84,354,438
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,1275,2065,1275,2065,3340
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,0,18,0,18,18
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,234,180,234,180,414
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,10,147,10,147,157
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,0,36,0,36,36
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,25,140,25,140,165
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,0,63,0,63,63
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,40,383,40,383,423
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,1,94,1,94,95
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,52,162,52,162,214
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,5,18,5,18,23
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,0,133,0,133,133
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,7,29,7,29,36
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,26,101,26,101,127
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,25,100,25,100,125
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,11,117,11,117,128
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,1,92,1,92,93
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,71,86,71,86,157
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,11,55,11,55,66
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,17,433,17,433,450
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-07-01,61,323,61,323,384
