municipality,group,variable,month,Nº de actividades realizadas con participación,TOTAL
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,19,19
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,48,48
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,52,52
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,55,55
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,17,17
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,1,1
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,15,15
WALDO BALLIVIAN,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,1,1
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,12,12
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,4,4
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,13,13
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,33,33
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,25,25
YOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,1,1
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,60,60
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,44,44
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,29,29
ACACIO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,117,117
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,22,22
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
ALALAY,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,17,17
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,3,3
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,112,112
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,14,14
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,7,7
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,12,12
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,21,21
ARANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,5,5
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,16,16
ATOCHA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,22,22
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
AYO AYO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,46,46
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,42,42
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,9,9
BAURES,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,9,9
BELEN DE ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,11,11
BELLA FLOR,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
BERMEJO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,130,130
BETANZOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,58,58
BOLIVAR,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,26,26
BOLPEBRA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
BOYUIBE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,20,20
CABEZAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,3,3
CAIROMA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,22,22
"CAIZA ""D""",actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,32,32
CAJUATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,6,6
CALAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,12,12
CAMARGO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,25,25
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,13,13
CAMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
CAPINOTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,16,16
CARACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,31,31
CARANAVI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,79,79
CARANGAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
CARAPARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,29,29
CARMEN RIVERO TORREZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
CHACARILLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,6,6
CHALLAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,32,32
CHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,19,19
CHARAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,50,50
CHAYANTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
CHIMORE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,13,13
CHULUMANI (V. DE LA LIBERTAD),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
CHUMA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
CLIZA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
COBIJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,5,5
COCHABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,93,93
COLCAPIRHUA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
"COLCHA ""K""",actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,3,3
COLOMI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,21,21
COLPA BELGICA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,58,58
COLQUECHACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,17,17
COLQUIRI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,42,42
COMANCHE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,7,7
COMARAPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
COMBAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,8,8
CONCEPCION,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
COPACABANA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,27,27
COROICO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,12,12
CORQUE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
COTAGAITA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,32,32
COTOCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,13,13
CUATRO CAÑADAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,35,35
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,13,13
CUEVO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,25,25
CULPINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,70,70
CURAHUARA DE CARANGAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,14,14
CURVA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,37,37
DESAGUADERO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,12,12
EL ALTO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,793,793
EL CHORO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,72,72
EL PUENTE(STC),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
EL PUENTE(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,53,53
EL TORNO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
EL VILLAR,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,21,21
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,95,95
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,24,24
ESCARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
EUCALIPTUS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
EXALTACION,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
FILADELFIA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
GENERAL SAAVEDRA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,22,22
GUANAY,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
GUAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,3,3
GUAYARAMERIN,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,22,22
GUTIERREZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,12,12
HUACARETA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,65,65
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,19,19
HUACHACALLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
HUANUNI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,69,69
HUAYLLAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,14,14
ICHOCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,45,45
ICLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,32,32
INCAHUASI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,62,62
INQUISIVI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,44,44
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
JESUS DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,5,5
LA ASUNTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
LA GUARDIA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,95,95
LA PAZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,587,587
LA RIVERA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
LAGUNILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
LAJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,32,32
LAS CARRERAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,14,14
LICOMA PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,6,6
LLALLAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
LORETO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,21,21
LURIBAY,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,12,12
MACHACAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,7,7
MACHARETI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,40,40
MAGDALENA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,46,46
MAIRANA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,6,6
MALLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
MECAPACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,18,18
MINEROS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,3,3
MIZQUE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,19,19
MOCOMOCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,24,24
MOJOCOYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,39,39
MONTEAGUDO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,97,97
MONTERO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,39,39
MORO MORO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,6,6
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,27,27
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
OMEREQUE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,3,3
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,97,97
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,139,139
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,52,52
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,7,7
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,9,9
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,17,17
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,7,7
PAMPA GRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
PAPEL PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,7,7
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,22,22
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,19,19
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,3,3
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,19,19
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,5,5
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
POJO (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,12,12
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,35,35
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,106,106
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,15,15
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,107,107
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,18,18
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,8,8
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,16,16
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,12,12
PUERTO CARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,5,5
PUERTO RICO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,11,11
PUERTO SUAREZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,34,34
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,108,108
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,49,49
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,18,18
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,15,15
QUIRUSILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,20,20
REYES,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,52,52
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,27,27
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,15,15
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,49,49
SACABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,39,39
SAIPINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,5,5
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,24,24
SAMAIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
SAN AGUSTIN,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
SAN ANDRES,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,38,38
SAN ANDRES DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,8,8
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,27,27
SAN BENITO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,24,24
SAN BORJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,25,25
SAN BUENA VENTURA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,5,5
SAN CARLOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,18,18
SAN IGNACIO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,37,37
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,283,283
SAN JAVIER(BNI),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,17,17
SAN JAVIER(STC),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
SAN JOAQUIN,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,81,81
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,28,28
SAN JUAN DE YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,3,3
SAN JULIAN,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,439,439
SAN LORENZO(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,71,71
SAN LUCAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,112,112
SAN MATIAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,7,7
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,8,8
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,57,57
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,15,15
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
SANTA ANA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,76,76
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,13,13
SANTIAGO DE CALLAPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,56,56
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,38,38
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,11,11
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,14,14
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,9,9
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,3,3
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,31,31
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,21,21
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,80,80
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,289,289
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
TACOBAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
TACOPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
TAHUA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,2,2
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,56,56
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,80,80
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,14,14
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,3,3
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1523,1523
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,47,47
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,7,7
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,6,6
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,29,29
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,426,426
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,23,23
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,6,6
TOCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
TODOS SANTOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,5,5
TOMAVE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,9,9
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,32,32
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,36,36
TOTORA(CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,12,12
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,14,14
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,154,154
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,21,21
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,18,18
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,24,24
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,42,42
URIONDO (A. CONCEPCION),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,16,16
UYUNI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,9,9
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,57,57
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
VILA VILA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,10,10
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,36,36
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,25,25
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,48,48
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,53,53
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,43,43
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,30,30
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,19,19
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,24,24
WALDO BALLIVIAN,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,28,28
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,43,43
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,34,34
YANACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,4,4
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,23,23
YOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,1,1
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,59,59
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,37,37
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-03-01,22,22
ACACIO,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,3,3
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,96,96
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,21,21
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,3,3
ALALAY,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,9,9
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,18,18
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,6,6
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,131,131
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,2,2
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,19,19
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,21,21
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,16,16
ARANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,2,2
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,2,2
ARQUE,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,4,4
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,9,9
ATOCHA,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,31,31
AUCAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,10,10
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,5,5
AYO AYO,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,48,48
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,43,43
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-04-01,9,9
