municipality,group,variable,month,Nº de comunidades que participaron en el CAI d,TOTAL
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,22,22
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,7,7
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,10,10
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,22,22
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,67,67
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,13,13
LICOMA PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,5,5
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
MALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,5,5
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,5,5
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,5,5
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,5,5
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,34,34
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,11,11
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,5,5
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,13,13
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,9,9
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,6,6
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,27,27
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,7,7
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,4,4
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,7,7
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,4,4
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,31,31
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,9,9
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,7,7
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,14,14
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,6,6
QUIRUSILLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,7,7
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,208,208
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
SAIPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,9,9
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,19,19
SAN JAVIER(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,5,5
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,21,21
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,55,55
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,14,14
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,4,4
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,6,6
SANTA ANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,4,4
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,41,41
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,7,7
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,15,15
SOPACHUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,12,12
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,25,25
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,25,25
TARATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,13,13
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,16,16
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,32,32
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,16,16
TRIGAL,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,6,6
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,10,10
URUBICHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,6,6
YANACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
YOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,41,41
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,37,37
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,6,6
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,5,5
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,10,10
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,15,15
BERMEJO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,80,80
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,78,78
BOLIVAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,35,35
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,14,14
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,9,9
CARACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,6,6
CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,30,30
CARIPUYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,16,16
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,12,12
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,15,15
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,13,13
CHIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,18,18
CHOQUE COTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,27,27
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,26,26
COIPASA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,10,10
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,6,6
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,10,10
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,8,8
COMBAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,9,9
COROICO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,27,27
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,8,8
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,17,17
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,6,6
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,36,36
EL CHORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,6,6
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,8,8
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,42,42
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
EL VILLAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
GUANAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,24,24
HUACHACALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,5,5
HUARACAJE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
HUAYLLAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,18,18
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,50,50
LAGUNILLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,8,8
LICOMA PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
MACHACAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
MAGDALENA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,8,8
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,26,26
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,5,5
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,6,6
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,16,16
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,6,6
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,27,27
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,30,30
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,8,8
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,9,9
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,7,7
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,17,17
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
SABAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,6,6
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,34,34
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,53,53
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,13,13
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,7,7
SAN JAVIER(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,8,8
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,20,20
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,12,12
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,2,2
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,8,8
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,35,35
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,3,3
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,13,13
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,28,28
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,11,11
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,7,7
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,15,15
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,79,79
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,10,10
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,56,56
TARATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,11,11
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,38,38
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,1,1
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,5,5
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,5,5
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,18,18
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,19,19
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,14,14
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,10,10
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,77,77
VILLAZON,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,12,12
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,5,5
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,7,7
YAMPARAEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,18,18
YANACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,4,4
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,10,10
YOTALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,36,36
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,5,5
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-11-01,18,18
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,31,31
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,21,21
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,8,8
ANTEQUERA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,9,9
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,13,13
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,12,12
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,12,12
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,9,9
BELEN DE ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
BELEN DE URMIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,7,7
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,9,9
BOLIVAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,16,16
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,9,9
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,10,10
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,14,14
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,10,10
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,5,5
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,7,7
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,19,19
COLQUIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,6,6
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,27,27
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
CURAHUARA DE CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,33,33
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,23,23
EL CHORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,31,31
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
GUANAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
HUAYLLAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,5,5
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,10,10
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,26,26
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,34,34
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,7,7
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
MALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
MAPIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,6,6
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,5,5
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,5,5
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
OMEREQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,5,5
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,7,7
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,18,18
