municipality,group,variable,month,Nº de CAI de sector realizados,TOTAL
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
GUTIERREZ,actividades con la comunidad,no de cai de sector realizados,2006-03-01,24,24
HUACHACALLA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
ICHOCA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
ICLA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,3,3
INCAHUASI,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
INQUISIVI,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,4,4
LA ASUNTA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
LA GUARDIA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2006-03-01,64,64
LAJA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,4,4
LICOMA PAMPA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
MINEROS,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
MIZQUE,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
MONTERO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,4,4
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,8,8
OCURI,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,3,3
OMEREQUE,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
PALCA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
PALOS BLANCOS,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
PAMPA AULLAGAS,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
PATACAMAYA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,4,4
POCONA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
PORTACHUELO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
POSTRER VALLE,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
PUCARA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2006-03-01,8,8
PUERTO CARABUCO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
PUERTO QUIJARRO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
PUNA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,5,5
PUNATA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,4,4
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,3,3
QUIME,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
QUIRUSILLAS,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
RAVELO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,12,12
REYES,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
RIBERALTA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
ROBORE,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SACABA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
SACABAMBA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SAMAIPATA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,4,4
SAN BENITO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,3,3
SAN BUENA VENTURA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
SAN CARLOS,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SAN JAVIER(STC),actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2006-03-01,8,8
SAN LORENZO(TJA),actividades con la comunidad,no de cai de sector realizados,2006-03-01,13,13
SAN LUCAS,actividades con la comunidad,no de cai de sector realizados,2006-03-01,18,18
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,6,6
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,24,24
SANTA ROSA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,5,5
SANTIAGO DE HUARI,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SANTIAGO DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SANTIVAÑES,actividades con la comunidad,no de cai de sector realizados,2006-03-01,4,4
SAPAHAQUI,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2006-03-01,6,6
SIPE SIPE,actividades con la comunidad,no de cai de sector realizados,2006-03-01,4,4
SUCRE,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
TACOPAYA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
TAPACARI,actividades con la comunidad,no de cai de sector realizados,2006-03-01,5,5
TARABUCO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,3,3
TARACO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
TARATA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2006-03-01,4,4
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
TOCO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
TOLATA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
TOTORA(CBBA),actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
TOTORA(ORR),actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
TUPIZA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,6,6
UMALA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
UNCIA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
URIONDO (A. CONCEPCION),actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
VACAS,actividades con la comunidad,no de cai de sector realizados,2006-03-01,4,4
VALLEGRANDE,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
VIACHA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,6,6
VILA VILA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
VILLA MONTES,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
VILLA RIVERO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
VILLA SERRANO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,8,8
WARNES,actividades con la comunidad,no de cai de sector realizados,2006-03-01,12,12
YACO,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
YACUIBA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
YAMPARAEZ,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
YANACACHI,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
YAPACANI,actividades con la comunidad,no de cai de sector realizados,2006-03-01,3,3
YOCALLA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
YUNCHARA,actividades con la comunidad,no de cai de sector realizados,2006-03-01,1,1
ZUDAÑEZ,actividades con la comunidad,no de cai de sector realizados,2006-03-01,2,2
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,11,11
ACHOCALLA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
AIQUILE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
ALALAY,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2006-04-01,5,5
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,6,6
APOLO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
ARANI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
ARBIETO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
ARQUE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
ASCENCION DE GUARAYOS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
AUCAPATA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
AYATA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
AYO AYO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
BATALLAS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
BELEN DE ANDAMARCA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
BETANZOS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
BOLIVAR,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
BOLPEBRA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,8,8
CABEZAS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
"CAIZA ""D""",actividades con la comunidad,no de cai de sector realizados,2006-04-01,6,6
CAJUATA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
CALACOTO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,5,5
CARANAVI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
CARAPARI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
CHALLAPATA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
CHARAGUA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,7,7
CHAYANTA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
CHIMORE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
CLIZA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
COLLANA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
COLOMI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,5,5
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
COLQUIRI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
COMANCHE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
CORIPATA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
CORO CORO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
COROICO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
COTAGAITA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,5,5
CURVA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
DESAGUADERO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,34,34
EL PUENTE(STC),actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
EL TORNO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
ENTRE RIOS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
ENTRE RIOS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
EUCALIPTUS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
EXALTACION,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
GUANAY,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
GUTIERREZ,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
ICHOCA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
ICLA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
INCAHUASI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
INQUISIVI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
LA ASUNTA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
LA GUARDIA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2006-04-01,45,45
LAGUNILLAS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
LAJA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,5,5
LAS CARRERAS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
LICOMA PAMPA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
MACHARETI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
MALLA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
MAPIRI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
MINEROS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
MIZQUE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
MOCOMOCO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
MONTERO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,5,5
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
OCURI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
ORURO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
PAILON,actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
PALCA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
PALOS BLANCOS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
PAMPA GRANDE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
PATACAMAYA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
PAZÑA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
POCONA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,6,6
PORCO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
PORONGO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
PORTACHUELO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
POTOSI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
PUCARA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,8,8
PUERTO ACOSTA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
PUERTO CARABUCO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
PUERTO PEREZ,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de cai de sector realizados,2006-04-01,7,7
PUNA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,8,8
PUNATA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
QUIME,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
QUIRUSILLAS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
RAVELO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
RIBERALTA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,5,5
ROBORE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SACABA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
SACABAMBA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
SACACA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SAMAIPATA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SAN ANDRES DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
SAN BENITO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
SAN BORJA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
SAN CARLOS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SAN JAVIER(STC),actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2006-04-01,5,5
SAN LORENZO(TJA),actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,6,6
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SANTA ANA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,29,29
SANTA ROSA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
SANTIAGO DE HUARI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
SANTIAGO DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SANTIVAÑES,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SAPAHAQUI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
SIPE SIPE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
SUCRE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
TACOPAYA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
TAPACARI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
TARABUCO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
TARACO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
TARIJA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,10,10
TARVITA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
TEOPONTE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
TIPUANI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
TIQUIPAYA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2006-04-01,4,4
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
TOCO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
TOMAVE,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
TOMINA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,5,5
TORO TORO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
TOTORA(CBBA),actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
TOTORA(ORR),actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
TUPIZA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
UMALA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
UNCIA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
URIONDO (A. CONCEPCION),actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
VACAS,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
VIACHA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,7,7
VILLA RIVERO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
VILLA TUNARI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
VINTO,actividades con la comunidad,no de cai de sector realizados,2006-04-01,1,1
WARNES,actividades con la comunidad,no de cai de sector realizados,2006-04-01,9,9
YAPACANI,actividades con la comunidad,no de cai de sector realizados,2006-04-01,2,2
YUNCHARA,actividades con la comunidad,no de cai de sector realizados,2006-04-01,3,3
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2006-05-01,8,8
ACHOCALLA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2006-05-01,6,6
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
APOLO,actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
ARANI,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
ARBIETO,actividades con la comunidad,no de cai de sector realizados,2006-05-01,3,3
ARQUE,actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
ASCENCION DE GUARAYOS,actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
ATOCHA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
AUCAPATA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
AYATA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,3,3
AYO AYO,actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
AZURDUY,actividades con la comunidad,no de cai de sector realizados,2006-05-01,3,3
BATALLAS,actividades con la comunidad,no de cai de sector realizados,2006-05-01,4,4
BETANZOS,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
BOLIVAR,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CABEZAS,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CAJUATA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CALACOTO,actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CARANAVI,actividades con la comunidad,no de cai de sector realizados,2006-05-01,4,4
CATACORA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CHALLAPATA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CHARAGUA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,7,7
CHAYANTA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CHUMA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CLIZA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,5,5
"COLCHA ""K""",actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
COLLANA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
COLOMI,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
COLQUECHACA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,4,4
COLQUIRI,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
COMANCHE,actividades con la comunidad,no de cai de sector realizados,2006-05-01,3,3
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CORIPATA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CORO CORO,actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
COROICO,actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
CORQUE,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
COTAGAITA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
CURVA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
DESAGUADERO,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2006-05-01,17,17
EL PUENTE(STC),actividades con la comunidad,no de cai de sector realizados,2006-05-01,59,59
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2006-05-01,3,3
EL TORNO,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
EL VILLAR,actividades con la comunidad,no de cai de sector realizados,2006-05-01,4,4
ENTRE RIOS,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de cai de sector realizados,2006-05-01,2,2
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
GUTIERREZ,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
ICHOCA,actividades con la comunidad,no de cai de sector realizados,2006-05-01,1,1
