,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,3,5,45,49,48,54,102
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,3,34,44,36,47,83
CKOCHAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,11,8,68,68,79,76,155
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,8,3,91,50,99,53,152
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,20,10,233,232,253,242,495
COCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,10,27,105,127,115,154,269
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,778,735,1571,1309,2349,2044,4393
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,0,1,5,3,5,8
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,72,85,178,173,250,258,508
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,6,52,59,53,65,118
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,0,9,13,9,13,22
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,8,7,61,70,69,77,146
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,3,4,3,6,6,12
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,24,28,205,188,229,216,445
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,6,3,35,32,41,35,76
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,17,16,96,111,113,127,240
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,0,13,20,13,20,33
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,1,87,115,87,116,203
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,3,29,31,31,34,65
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,13,11,69,68,82,79,161
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,5,14,57,45,62,59,121
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,11,24,87,100,98,124,222
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,11,12,36,41,47,53,100
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,21,21,66,72,87,93,180
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,4,34,25,36,29,65
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,17,16,165,176,182,192,374
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,40,47,161,136,201,183,384
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,15,8,105,90,120,98,218
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,1,13,10,14,11,25
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,1,76,61,76,62,138
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,4,9,163,163,167,172,339
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,3,2,39,32,42,34,76
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,3,4,37,21,40,25,65
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,7,17,12,19,19,38
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,620,459,2215,2210,2835,2669,5504
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,9,8,45,57,54,65,119
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,4,9,72,45,76,54,130
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,6,12,80,75,86,87,173
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,47,40,157,139,204,179,383
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,6,3,67,66,73,69,142
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,11,11,139,167,150,178,328
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,19,33,151,174,170,207,377
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,0,0,1,0,1,1
ESCOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,2,19,21,21,23,44
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,15,5,42,43,57,48,105
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,1,21,13,21,14,35
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,1,23,21,24,22,46
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,4,3,94,77,98,80,178
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,3,26,19,28,22,50
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,13,15,129,118,142,133,275
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,7,1,65,60,72,61,133
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,13,15,100,117,113,132,245
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,8,10,35,36,43,46,89
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,0,168,167,170,167,337
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,5,7,231,257,236,264,500
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,13,16,79,96,92,112,204
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,1,46,51,48,52,100
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,0,8,12,9,12,21
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,15,17,75,66,90,83,173
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,1,16,27,18,28,46
HUARINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,6,17,10,19,16,35
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,2,22,28,23,30,53
HUMANATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,2,23,15,24,17,41
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,1,51,37,53,38,91
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,7,6,240,260,247,266,513
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,28,34,122,129,150,163,313
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,11,6,3,3,14,9,23
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,8,77,62,79,70,149
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,4,8,76,71,80,79,159
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,5,4,44,39,49,43,92
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,9,7,74,82,83,89,172
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,43,34,159,156,202,190,392
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,79,57,255,317,334,374,708
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,882,807,2080,2044,2962,2851,5813
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,2,0,0,2,2,4
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,3,109,95,110,98,208
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,3,1,33,36,36,37,73
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,1,69,62,70,63,133
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,4,2,20,20,24,22,46
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,29,34,183,170,212,204,416
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,0,17,22,17,22,39
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,7,7,26,42,33,49,82
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,11,9,71,62,82,71,153
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,1,23,23,24,24,48
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,5,1,156,139,161,140,301
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,3,9,54,51,57,60,117
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,7,1,37,42,44,43,87
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,0,24,17,24,17,41
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,1,73,52,74,53,127
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,9,9,42,58,51,67,118
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,17,10,138,135,155,145,300
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,26,32,221,211,247,243,490
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,4,8,67,53,71,61,132
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,0,3,6,3,6,9
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,1,73,88,75,89,164
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,38,32,229,246,267,278,545
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,275,189,498,538,773,727,1500
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,3,10,9,10,12,22
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,15,12,118,132,133,144,277
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,1,9,5,11,6,17
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,1,0,1,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,0,39,51,39,51,90
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,19,24,149,164,168,188,356
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,0,106,99,106,99,205
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,5,5,42,52,47,57,104
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,223,267,900,859,1123,1126,2249
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,10,15,167,144,177,159,336
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,6,2,180,187,186,189,375
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,20,18,139,119,159,137,296
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,18,23,39,30,57,53,110
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,21,18,159,179,180,197,377
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,1,8,13,9,14,23
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,6,7,19,32,25,39,64
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,9,5,73,24,82,29,111
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,6,5,46,33,52,38,90
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,44,19,24,19,68,38,106
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,15,9,69,82,84,91,175
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,11,14,37,20,48,34,82
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,16,24,160,135,176,159,335
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,25,23,70,75,95,98,193
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,8,8,72,63,80,71,151
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,5,4,29,34,34,38,72
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,5,62,47,64,52,116
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,19,16,193,208,212,224,436
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,6,7,38,49,44,56,100
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,6,9,90,91,96,100,196
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,4,6,63,46,67,52,119
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,2,8,10,8,12,20
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,126,101,459,508,585,609,1194
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,10,2,116,105,126,107,233
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,4,13,12,14,16,30
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,14,20,75,94,89,114,203
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,5,16,16,18,21,39
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,4,2,87,84,91,86,177
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,3,7,111,114,114,121,235
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,6,6,45,39,51,45,96
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,1,0,45,52,46,52,98
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,7,5,55,60,62,65,127
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,0,10,8,12,8,20
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,8,8,17,21,25,29,54
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,47,48,310,304,357,352,709
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,12,16,200,182,212,198,410
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,48,41,46,84,94,125,219
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,3,7,4,4,7,11,18
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,194,186,268,262,462,448,910
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,0,3,67,51,67,54,121
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,2,4,7,18,9,22,31
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-07-01,22,15,192,225,214,240,454
