municipality,group,variable,month,Niñas(os) de 1 año con dosis completa de hierro,TOTAL
BELLA FLOR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,9,9
BERMEJO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,5,5
BETANZOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,37,37
BOLIVAR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
BOYUIBE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,26,26
CABEZAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,49,49
CAIROMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,15,15
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
CAJUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,10,10
CALACOTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
CALAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
CAMARGO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
CAMIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,39,39
CAPINOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,18,18
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
CARACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,18,18
CARANAVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,63,63
CARAPARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,2,2
CARIPUYO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
CHACARILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,34,34
CHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
CHARAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,48,48
CHARAÑA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
CHAYANTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,17,17
CHIMORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,42,42
CHIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,2,2
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,11,11
CHUMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
CKOCHAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,16,16
CLIZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,20,20
COBIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,91,91
COCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,14,14
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,456,456
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,35,35
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,12,12
COLLANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
COLOMI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,18,18
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,18,18
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,23,23
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,12,12
COLQUIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,15,15
COMARAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,31,31
CONCEPCION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,36,36
COPACABANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,13,13
CORIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,20,20
CORO CORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,9,9
COROICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,18,18
CORQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
COTAGAITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,17,17
COTOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,61,61
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,30,30
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
CUEVO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
CULPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,23,23
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
CURVA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,5,5
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
EL ALTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,359,359
EL CHORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,2,2
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,15,15
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,14,14
EL TORNO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,67,67
EL VILLAR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,13,13
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,37,37
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,38,38
ESCOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
ESMERALDA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
EXALTACION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
FILADELFIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,5,5
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,11,11
GUANAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,14,14
GUAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,24,24
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,13,13
HUACARETA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,10,10
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
HUANUNI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,11,11
HUARACAJE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,6,6
HUARINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,2,2
HUMANATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,6,6
ICHOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,6,6
ICLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,12,12
INCAHUASI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,9,9
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
INQUISIVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,16,16
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,12,12
IXIAMAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,9,9
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,52,52
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,99,99
LA PAZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,339,339
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
LAJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,18,18
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,73,73
LLICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
LORETO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,10,10
LURIBAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,12,12
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
MACHARETI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,6,6
MAGDALENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,6,6
MAIRANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,13,13
MALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
MAPIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,15,15
MECAPACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,12,12
MINEROS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
MIZQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,26,26
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,2,2
MONTERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,149,149
MORO MORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
MOROCHATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,2,2
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,2,2
OCURI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,21,21
OKINAWA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
OMEREQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,12,12
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,222,222
PADCAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,24,24
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,12,12
PAILON,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,33,33
PALCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,34,34
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,28,28
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,17,17
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
PASORAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,5,5
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,21,21
PAZÑA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,5,5
PELECHUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,10,10
POCOATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,40,40
POCONA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,11,11
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,15,15
POOPO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,10,10
PORCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,12,12
POROMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,14,14
PORONGO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,14,14
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,24,24
PORVENIR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,11,11
POTOSI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,187,187
PRESTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
PUCARANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,44,44
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,6,6
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,21,21
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,9,9
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,14,14
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,19,19
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,91,91
PUNA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,15,15
PUNATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,25,25
QUIABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,58,58
QUIME,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,9,9
RAVELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,21,21
RIBERALTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,132,132
ROBORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,22,22
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,16,16
SABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
SACABA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,167,167
SACABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,6,6
SACACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,27,27
SAIPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,10,10
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,14,14
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,6,6
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,9,9
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,10,10
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,35,35
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,9,9
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,16,16
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,18,18
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,72,72
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,27,27
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,15,15
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,85,85
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,52,52
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,17,17
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,51,51
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,5,5
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,11,11
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,41,41
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,41,41
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,5,5
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,20,20
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,12,12
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,6,6
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,1000,1000
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,23,23
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,5,5
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,5,5
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,6,6
SENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,16,16
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,30,30
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,10,10
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,5,5
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,57,57
SOPACHUY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,9,9
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,9,9
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,382,382
TACACOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,7,7
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,8,8
TACOPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,24,24
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,22,22
TARACO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,3,3
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,9,9
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,206,206
TARVITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,14,14
TEOPONTE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,11,11
TIAHUANACU,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,19,19
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,26,26
TIPUANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,12,12
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,43,43
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,27,27
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2022-01-01,4,4
