municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
ACACIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
ACHACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,65,65
ACHOCALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,19,19
AIQUILE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,25,25
ALALAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
ALTO BENI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,11,11
ANCORAIMES,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,12,12
ANDAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
ANTEQUERA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
ANZALDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
APOLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,26,26
ARAMPAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
ARANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
ARBIETO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
ARQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
ATOCHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,7,7
AUCAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
AYATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
AYO AYO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,23,23
AZURDUY,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
BATALLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,12,12
BAURES,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
BELLA FLOR,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
BERMEJO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,40,40
BETANZOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,28,28
BOLIVAR,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,10,10
BOYUIBE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,10,10
CABEZAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,25,25
CAIROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,7,7
"CAIZA ""D""",micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,11,11
CAJUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,12,12
CALACOTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
CALAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,12,12
CAMARGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,20,20
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
CAMIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,59,59
CAPINOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,25,25
CAQUIAVIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
CARACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,20,20
CARANAVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,48,48
CARAPARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
CARIPUYO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,12,12
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,13,13
CHALLAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,60,60
CHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
CHARAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,44,44
CHAYANTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,14,14
CHIMORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,33,33
CHIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
CHOQUE COTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
CHUA COCANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,14,14
CHUMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
CKOCHAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,12,12
CLIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,35,35
COBIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,107,107
COCAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,23,23
COCHABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,765,765
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,35,35
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,15,15
COLLANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
COLOMI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,21,21
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
COLQUECHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,21,21
COLQUENCHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,13,13
COLQUIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,21,21
COMANCHE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
COMARAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,20,20
COMBAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
CONCEPCION,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,34,34
COPACABANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,7,7
CORIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,20,20
CORO CORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
COROICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,41,41
COTAGAITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,16,16
COTOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,91,91
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,30,30
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
CUEVO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
CULPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,20,20
CURVA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
DESAGUADERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
EL ALTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1128,1128
EL CHORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
EL TORNO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,63,63
EL VILLAR,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,19,19
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,69,69
ESCOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,7,7
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
FILADELFIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
GAIOC JATUN AYLLU YURA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,16,16
GUANAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,20,20
GUAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,10,10
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,98,98
GUTIERREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,7,7
HUACARETA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,11,11
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
HUACHACALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
HUANUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,19,19
HUARACAJE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
HUARINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,11,11
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
HUMANATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
ICHOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
ICLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
INCAHUASI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,18,18
INGAVI (HUMAITA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
INQUISIVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
IXIAMAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,7,7
LA ASUNTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,62,62
LA GUARDIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,71,71
LA PAZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,532,532
LA RIVERA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
LAJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,27,27
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
LLALLAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,74,74
LLICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
LORETO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,10,10
LURIBAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,11,11
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
MACHARETI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
MAGDALENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,10,10
MAIRANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,11,11
MALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
MAPIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,23,23
MECAPACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
MINEROS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
MIZQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,36,36
MOCOMOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,12,12
MOJOCOYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,32,32
MONTERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,71,71
MORO MORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
MOROCHATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
OCURI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
OKINAWA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
OMEREQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
ORURO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,430,430
PADCAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
PADILLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,16,16
PAILON,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,29,29
PALCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,12,12
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,33,33
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
PATACAMAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,43,43
PAZÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
PELECHUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,7,7
POCOATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,28,28
POCONA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
POJO (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,12,12
POOPO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
PORCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,15,15
POROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
PORONGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
PORTACHUELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,20,20
PORVENIR,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
POTOSI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,293,293
PRESTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
PUCARANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,42,42
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,18,18
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,7,7
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,11,11
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,18,18
PUERTO RICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,29,29
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,159,159
PUNA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,12,12
PUNATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,81,81
QUIABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,215,215
QUIME,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
QUIRUSILLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
RAQAYPAMPA(ETA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
RAVELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,14,14
REYES,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,15,15
RIBERALTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,270,270
ROBORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,27,27
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,26,26
SABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,7,7
SACABA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,214,214
SACABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
SACACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,24,24
SAIPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
SAMAIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
SAN ANDRES,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,10,10
SAN BENITO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
SAN BORJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,63,63
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,28,28
SAN CARLOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,26,26
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,39,39
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,119,119
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,33,33
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,10,10
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,26,26
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
SAN JULIAN,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,51,51
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
SAN LUCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,33,33
SAN MATIAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,16,16
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
SAN PEDRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,32,32
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
SAN PEDRO DE MACHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,40,40
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,13,13
SANTA ANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,43,43
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1690,1690
SANTA ROSA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,16,16
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,7,7
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,10,10
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,11,11
SENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
SHINAOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,44,44
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,10,10
SICAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
SIPE SIPE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,53,53
SOPACHUY,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
SORACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
SORATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,13,13
SUCRE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,335,335
TACACOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
TACOBAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
TACOPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,11,11
TAPACARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,24,24
TARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,13,13
TARACO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
TARATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
TARIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,260,260
TARVITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,18,18
TEOPONTE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,14,14
TIAHUANACU,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,18,18
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,18,18
TIPUANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,8,8
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,71,71
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,23,23
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
TOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
TOLATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
TOLEDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
TOMAVE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
TOMINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
