municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
TORO TORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,16,16
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,22,22
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,4,4
TRIGAL,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,1,1
TRINIDAD,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,218,218
TUPIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,60,60
TURCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
UMALA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
UNCIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,17,17
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
URUBICHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,7,7
UYUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,46,46
VACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,6,6
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,16,16
VIACHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,60,60
VILA VILA,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,9,9
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,12,12
VILLA MONTES,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,3,3
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,2,2
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,5,5
VILLA TUNARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2022-01-01,146,146
