municipality,group,variable,month,Niñas(os) menores de 1 año que reciben alimento complementario,TOTAL
BELEN DE URMIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,8,8
BELLA FLOR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,14,14
BETANZOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,198,198
BOLIVAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,19,19
BOYUIBE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,27,27
CABEZAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,76,76
CAIROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,37,37
"CAIZA ""D""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,57,57
CAJUATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,6,6
CALACOTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,9,9
CALAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,41,41
CAMARGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,1,1
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,10,10
CAMIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,29,29
CAPINOTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,104,104
CAQUIAVIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,40,40
CARACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,73,73
CARANAVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,100,100
CARAPARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,55,55
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,51,51
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,33,33
CATACORA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,3,3
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,3,3
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,200,200
CHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,44,44
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,10,10
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,6,6
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,79,79
CHIMORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,151,151
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,4,4
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,5,5
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,13,13
CHUMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,32,32
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,23,23
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,66,66
CLIZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,89,89
COBIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,326,326
COCAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,110,110
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,1414,1414
COIPASA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,120,120
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,53,53
COLLANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,8,8
COLOMI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,122,122
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,4,4
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,103,103
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,73,73
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,90,90
COMANCHE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,6,6
COMBAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,5,5
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,172,172
COPACABANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,27,27
CORIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,47,47
CORO CORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,24,24
COROICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,4,4
CORQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,28,28
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,1,1
COTOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,126,126
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,92,92
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,6,6
CUEVO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,15,15
CULPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,86,86
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,11,11
CURVA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,12,12
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,16,16
EL ALTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,253,253
EL CHORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,12,12
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,53,53
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,59,59
EL TORNO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,18,18
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,16,16
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,293,293
ESCOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,14,14
ESMERALDA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,31,31
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,10,10
EXALTACION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,12,12
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,60,60
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,29,29
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,20,20
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,40,40
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,53,53
GUANAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,11,11
GUAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,20,20
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,65,65
HUACARETA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,22,22
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,8,8
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,4,4
HUANUNI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,56,56
HUARINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,15,15
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,4,4
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,10,10
HUMANATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,14,14
ICHOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,24,24
ICLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,34,34
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,72,72
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,18,18
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,56,56
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,41,41
LA PAZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,19,19
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,25,25
LAJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,74,74
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,14,14
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,19,19
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,230,230
LLICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,10,10
LURIBAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,30,30
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,13,13
MACHARETI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,32,32
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,3,3
MAIRANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,2,2
MALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,12,12
MAPIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,50,50
MECAPACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,26,26
MINEROS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,14,14
MIZQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,112,112
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,42,42
MOJINETE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,2,2
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,24,24
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,1,1
MONTERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,141,141
MORO MORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,12,12
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,29,29
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,9,9
OCURI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,68,68
OKINAWA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,16,16
ORURO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,1236,1236
PAILON,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,16,16
PALCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,86,86
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,11,11
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,62,62
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,26,26
PASORAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,7,7
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,93,93
PAZÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,21,21
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,38,38
POCOATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,142,142
POCONA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,67,67
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,57,57
POOPO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,23,23
PORCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,112,112
POROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,76,76
PORONGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,4,4
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,37,37
PORVENIR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,26,26
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,2,2
POTOSI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,315,315
PUCARANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,161,161
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,35,35
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,44,44
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,43,43
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,21,21
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,59,59
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,19,19
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,13,13
PUNA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,79,79
PUNATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,36,36
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,7,7
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,418,418
QUIME,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,22,22
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,4,4
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,49,49
RAVELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,61,61
REYES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,32,32
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,47,47
ROBORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,85,85
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,83,83
SABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,14,14
SACABA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,729,729
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,8,8
SACACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,134,134
SAIPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,47,47
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,35,35
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,14,14
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,6,6
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,8,8
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,36,36
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,48,48
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,163,163
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,16,16
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,132,132
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,57,57
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,302,302
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,64,64
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,128,128
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,45,45
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,17,17
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,46,46
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,21,21
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,249,249
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,17,17
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,13,13
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,91,91
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,175,175
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,21,21
SAN PEDRO DE MACHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,122,122
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,5,5
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,9,9
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,8,8
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,8,8
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,11,11
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,51,51
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,64,64
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,2195,2195
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,98,98
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,8,8
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,32,32
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,16,16
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,21,21
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,31,31
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,12,12
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,15,15
SENA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,60,60
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,180,180
SICAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,28,28
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,1,1
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,26,26
SORACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,52,52
SORATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,20,20
SUCRE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,135,135
TACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,4,4
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,54,54
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,32,32
TAHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,2,2
TAPACARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,145,145
TARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,75,75
TARACO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,13,13
TARATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,51,51
TARIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,443,443
TIAHUANACU,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,47,47
TINGUIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,71,71
TIPUANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,23,23
TIQUIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,126,126
TIRAQUE (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,110,110
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,7,7
TOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,28,28
TODOS SANTOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2022-01-01,2,2
