municipality,group,variable,month,Niñas(os) menores de 1 año con dosis completa de hierro,TOTAL
AZURDUY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,11,11
BATALLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,24,24
BAURES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
BELEN DE ANDAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
BELEN DE URMIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
BELLA FLOR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
BETANZOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,37,37
BOLIVAR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
BOYUIBE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,22,22
CABEZAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,51,51
CAIROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
"CAIZA ""D""",micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,13,13
CAJUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,13,13
CALACOTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
CALAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,11,11
CAMARGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
CAMIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,40,40
CAPINOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,19,19
CAQUIAVIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,8,8
CARACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,16,16
CARANAVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,44,44
CARAPARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,8,8
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,8,8
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,49,49
CHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,9,9
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,37,37
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,9,9
CHIMORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,29,29
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,30,30
CHUMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,11,11
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,4,4
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
CLIZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,22,22
COBIJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,88,88
COCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,18,18
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,404,404
COIPASA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,43,43
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
COLLANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
COLOMI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,23,23
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,23,23
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,15,15
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,20,20
COMARAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,24,24
COMBAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,45,45
COPACABANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
CORIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,11,11
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,15,15
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,10,10
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,81,81
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,18,18
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,23,23
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,4,4
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,423,423
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,11,11
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,62,62
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,10,10
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,26,26
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,45,45
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,8,8
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,18,18
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,14,14
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,4,4
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,25,25
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,16,16
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,18,18
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,17,17
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,9,9
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,6,6
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,4,4
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,9,9
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,39,39
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,163,163
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,371,371
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,10,10
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,4,4
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,65,65
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,20,20
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,9,9
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,4,4
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,21,21
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,23,23
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,11,11
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,26,26
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,8,8
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,9,9
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,29,29
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,165,165
MORO MORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,11,11
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,15,15
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,270,270
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,17,17
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,10,10
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,26,26
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,29,29
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,35,35
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,4,4
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,24,24
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,4,4
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,31,31
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,14,14
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,18,18
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,17,17
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,18,18
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,294,294
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,28,28
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,10,10
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,10,10
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,11,11
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,6,6
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,11,11
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,88,88
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,11,11
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,29,29
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,78,78
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,6,6
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,18,18
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,16,16
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,129,129
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,16,16
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,160,160
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,26,26
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,15,15
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,14,14
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,11,11
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,31,31
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,13,13
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,18,18
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,25,25
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,59,59
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,28,28
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,75,75
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,6,6
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,64,64
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,6,6
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,27,27
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,41,41
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,36,36
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
SAN PEDRO DE MACHA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,23,23
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,4,4
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,4,4
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,10,10
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,10,10
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,23,23
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1109,1109
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,18,18
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,3,3
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,8,8
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,9,9
SENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,29,29
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,15,15
SICAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,6,6
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,39,39
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,5,5
SORACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,6,6
SORATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,8,8
SUCRE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,314,314
TACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,2,2
TACACOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,9,9
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
TAPACARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,26,26
TARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,9,9
TARACO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,1,1
TARATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,7,7
TARIJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,204,204
TARVITA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,12,12
TEOPONTE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,8,8
TIAHUANACU,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,8,8
TINGUIPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2022-01-01,17,17
