municipality,group,variable,month,Niñas(os) de 1 año con dosis completas de zinc (Talla Baja),TOTAL
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
OCURI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
OKINAWA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
OMEREQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,45,45
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
PALCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,4,4
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
PAZÑA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
PELECHUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
POCOATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,5,5
POCONA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
PORCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
POROMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,46,46
PRESTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
PUCARANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,18,18
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,5,5
PUNATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,19,19
RAVELO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,5,5
REYES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
RIBERALTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,17,17
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,6,6
SACABA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,28,28
SACABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
SACACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,9,9
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,4,4
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,7,7
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,13,13
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,4,4
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,6,6
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,7,7
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,114,114
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,4,4
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,9,9
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,23,23
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
TACOPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,14,14
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,4,4
TARACO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,4,4
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,4,4
TARVITA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
TEOPONTE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
TIAHUANACU,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,4,4
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,6,6
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,11,11
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
TOCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
TOMAVE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,11,11
TRINIDAD,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,4,4
TUPIZA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
UMALA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
UNCIA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
UYUNI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,5,5
VACAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
VIACHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
VILLA MONTES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,13,13
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
VILLAZON,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,4,4
VINTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,17,17
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,2,2
WARNES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
YACUIBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,5,5
YOCALLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,3,3
YOTALA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
YUNCHARA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-01-01,1,1
ACHOCALLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,11,11
AIQUILE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,9,9
ALTO BENI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
ANCORAIMES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
ANZALDO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,4,4
APOLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,3,3
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,5,5
ARBIETO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,6,6
ARQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,5,5
ATOCHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,4,4
AUCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
AYO AYO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,3,3
AZURDUY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
BATALLAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
BAURES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
BELLA FLOR,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
BERMEJO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,5,5
BETANZOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,12,12
BOLIVAR,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,6,6
BOYUIBE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
CAIROMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,3,3
CALACOTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
CALAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,3,3
CAMARGO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,5,5
CAMIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
CAPINOTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,8,8
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
CARACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,4,4
CARANAVI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,12,12
CARAPARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,3,3
CARIPUYO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
CATACORA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,3,3
CHARAGUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
CHAYANTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,5,5
CHIMORE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,3,3
CHUMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
COBIJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,3,3
COCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,18,18
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,52,52
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,4,4
COLLANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
COLOMI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,8,8
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,5,5
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,4,4
COLQUIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,3,3
COMANCHE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
COMARAPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
COPACABANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
CORO CORO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
COROICO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
COTOCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
CUEVO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
CULPINA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,5,5
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,2,2
EL ALTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,76,76
EL CHORO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,6,6
EL TORNO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,11,11
EL VILLAR,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,5,5
ESCOMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2022-02-01,1,1
