municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,39,39
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,2,2
SAN PEDRO DE MACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,25,25
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,7,7
SAN RAMON BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,11,11
SAN RAMON SCZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,17,17
SANTA ANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,34,34
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,1681,1681
SANTA ROSA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,16,16
SANTA ROSA DEL SARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,14,14
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,1,1
SANTIAGO DE HUARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,4,4
SANTIAGO DE HUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,6,6
SANTIAGO DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,11,11
SENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,8,8
SHINAOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,40,40
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,19,19
SICAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,4,4
SIPE SIPE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,50,50
SOPACHUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,8,8
SORACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,5,5
SORATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,14,14
SUCRE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,194,194
TACACOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,4,4
TACOBAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,6,6
TACOPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,9,9
TAPACARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,17,17
TARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,14,14
TARACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,3,3
TARATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,7,7
TARIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,272,272
TARVITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,13,13
TEOPONTE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,11,11
TIAHUANACU,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,11,11
TINGUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,10,10
TIPUANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,5,5
TIQUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,73,73
TIRAQUE (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,14,14
TOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,2,2
TOLATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,4,4
TOLEDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,4,4
TOMAVE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,1,1
TOMINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,8,8
TORO TORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,15,15
TOTORA(CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,19,19
TOTORA(ORR),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,4,4
TRINIDAD,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,3,3
TUPIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,9,9
TURCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,2,2
UMALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,4,4
UNCIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,6,6
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,8,8
URUBICHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,4,4
UYUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,10,10
VACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,10,10
VALLEGRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,16,16
VIACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,32,32
VILA VILA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,2,2
VILLA CHARCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,7,7
VILLA MONTES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,51,51
VILLA RIVERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,6,6
VILLA SERRANO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,4,4
VILLA TUNARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,121,121
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,10,10
VILLAZON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,40,40
VINTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,43,43
VITICHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,2,2
WALDO BALLIVIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,1,1
WARNES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,21,21
YACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,10,10
YACUIBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,130,130
YAMPARAEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,2,2
YANACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,4,4
YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,84,84
YOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,2,2
YOTALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,6,6
YUNCHARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,2,2
ZUDAÑEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-02-01,2,2
ACACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
ACHACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,56,56
ACHOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,14,14
AIQUILE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,24,24
ALALAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
ALCALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
ALTO BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,9,9
ANCORAIMES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,13,13
ANDAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
ANZALDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
APOLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,27,27
ARAMPAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
ARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
ARBIETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,12,12
ARQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,9,9
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,43,43
ATOCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
AUCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
AYATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
AYO AYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,34,34
AZURDUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
BATALLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,15,15
BAURES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,9,9
BELEN DE ANDAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
BELLA FLOR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
BERMEJO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,37,37
BETANZOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,20,20
BOLIVAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,9,9
BOYUIBE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
CABEZAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,35,35
CAIROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,11,11
"CAIZA ""D""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
CAJUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,16,16
CALACOTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
CALAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,13,13
CAMARGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,21,21
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
CAMIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,21,21
CAPINOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,12,12
CAQUIAVIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
CARACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,12,12
CARANAVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,80,80
CARAPARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,12,12
CARIPUYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,7,7
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,13,13
CHACARILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
CHALLAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,53,53
CHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,6,6
CHARAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,26,26
CHAYANTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,11,11
CHIMORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,31,31
CHIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
CHOQUE COTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
CHUA COCANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,16,16
CHUMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,11,11
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
CKOCHAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,16,16
CLIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,41,41
COBIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,24,24
COCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,23,23
COCHABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,953,953
COLCAPIRHUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,26,26
"COLCHA ""K""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
COLLANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
COLOMI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,25,25
COLPA BELGICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
COLQUECHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,24,24
COLQUENCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,10,10
COLQUIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,11,11
COMARAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,31,31
CONCEPCION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,43,43
COPACABANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,9,9
CORIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,12,12
CORO CORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,6,6
COROICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,15,15
CORQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,6,6
COTAGAITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,12,12
COTOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,67,67
CUATRO CAÑADAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,25,25
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
CUEVO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,7,7
CULPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,19,19
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
CURVA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
DESAGUADERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
EL ALTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,951,951
EL CHORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
EL PUENTE(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,10,10
EL PUENTE(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
EL TORNO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,34,34
EL VILLAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
ENTRE RIOS TRJ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,26,26
ENTRE RIOS CBBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,54,54
ESCOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,6,6
ESMERALDA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
FERNANDEZ ALONSO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
FILADELFIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
GENERAL SAAVEDRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,12,12
GUANAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,21,21
GUAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
GUTIERREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,11,11
HUACARETA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
HUANUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,27,27
HUARACAJE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
HUARINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
HUATAJATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
HUMANATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
ICHOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
ICLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,7,7
INCAHUASI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,11,11
INGAVI (HUMAITA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
INQUISIVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,11,11
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,15,15
IXIAMAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
JESUS DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
LA ASUNTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,62,62
LA GUARDIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,57,57
LA PAZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,461,461
LA RIVERA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
LAJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,22,22
LICOMA PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
LLALLAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,80,80
LLICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
LORETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
LURIBAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
MACHACAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
MACHARETI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
MAGDALENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
MAIRANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,18,18
MALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
MAPIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,18,18
MECAPACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,7,7
MINEROS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,15,15
MIZQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,23,23
MOCOMOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,10,10
MOJOCOYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
MONTEAGUDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,23,23
MONTERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,40,40
MOROCHATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
OCURI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,10,10
OKINAWA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,6,6
OMEREQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
ORURO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,333,333
PADCAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
PADILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,10,10
PAILON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,28,28
PALCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,14,14
PALOS BLANCOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,39,39
PAMPA AULLAGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
PAPEL PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
PASORAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
PATACAMAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,30,30
PAZÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
PELECHUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
POCOATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,28,28
POCONA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,10,10
POJO (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
POOPO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
PORCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
POROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,14,14
PORONGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
PORTACHUELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,23,23
POTOSI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,84,84
PRESTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
PUCARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,31,31
PUERTO ACOSTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,7,7
PUERTO CARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
PUERTO GONZALO MORENO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
PUERTO PEREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,9,9
PUERTO QUIJARRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,14,14
PUERTO RICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,4,4
PUERTO SUAREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,26,26
PUERTO VILLARROEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,187,187
PUNA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,17,17
PUNATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,74,74
QUIABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
QUILLACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,174,174
QUIME,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
QUIRUSILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,6,6
RAVELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,10,10
REYES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,11,11
RIBERALTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,215,215
ROBORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,21,21
RURRENABAQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,27,27
SABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
SACABA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,69,69
SACABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
SACACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,21,21
SAIPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,7,7
SAMAIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,9,9
SAN AGUSTIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,3,3
SAN ANDRES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,6,6
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,8,8
SAN BENITO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,2,2
SAN BORJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,70,70
SAN BUENA VENTURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,22,22
SAN CARLOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,1,1
SAN IGNACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,34,34
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-03-01,107,107
