municipality,group,variable,month,Niñas(os) de 1 año con 1ra. dosis de vitamina A,TOTAL
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,3,3
CUEVO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,4,4
CULPINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,23,23
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1,1
CURVA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,5,5
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,8,8
EL ALTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,751,751
EL CHORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,3,3
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,15,15
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,14,14
EL TORNO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,56,56
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,13,13
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,34,34
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,40,40
ESCOMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1,1
ESMERALDA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1,1
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,7,7
EXALTACION,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,8,8
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,8,8
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,11,11
GUANAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,12,12
GUAQUI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,3,3
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,48,48
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,16,16
HUACARETA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,10,10
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,3,3
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,3,3
HUANUNI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,12,12
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,4,4
HUARINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,3,3
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,2,2
HUMANATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,6,6
ICHOCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,5,5
ICLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,12,12
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,9,9
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,7,7
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,23,23
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,18,18
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,12,12
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,9,9
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,64,64
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,155,155
LA PAZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,495,495
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,10,10
LAJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,16,16
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,4,4
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,74,74
LLICA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,7,7
LORETO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,13,13
LURIBAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,12,12
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,3,3
MACHARETI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,6,6
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,23,23
MAIRANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,14,14
MALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,4,4
MAPIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,16,16
MECAPACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,12,12
MINEROS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,14,14
MIZQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,27,27
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,8,8
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,8,8
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,7,7
MONTERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,176,176
MORO MORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1,1
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,7,7
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,2,2
OCURI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,21,21
OKINAWA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,9,9
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,12,12
ORURO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,248,248
PADCAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,21,21
PADILLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,12,12
PAILON,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,33,33
PALCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,28,28
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,28,28
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,14,14
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,4,4
PASORAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,5,5
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,21,21
PAZÑA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,5,5
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,10,10
POCOATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,41,41
POCONA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,11,11
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,15,15
POOPO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,9,9
PORCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,12,12
POROMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,14,14
PORONGO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,14,14
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,19,19
PORVENIR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,11,11
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,202,202
PRESTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,7,7
PUCARANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,44,44
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,6,6
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,21,21
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,7,7
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,3,3
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,12,12
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,17,17
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1,1
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,17,17
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,84,84
PUNA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,15,15
PUNATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,25,25
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1,1
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,90,90
QUIME,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,8,8
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,2,2
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,9,9
RAVELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,20,20
REYES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,10,10
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,121,121
ROBORE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,22,22
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,24,24
SABAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,3,3
SACABA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,167,167
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,6,6
SACACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,27,27
SAIPINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,10,10
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,17,17
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,4,4
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,4,4
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,9,9
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,10,10
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,64,64
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,10,10
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,22,22
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,28,28
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,83,83
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,2,2
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,24,24
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,43,43
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,11,11
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,55,55
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,10,10
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,16,16
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,51,51
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,15,15
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,27,27
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,5,5
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,10,10
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,41,41
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,3,3
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,41,41
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,4,4
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,8,8
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,7,7
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,16,16
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,13,13
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,9,9
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2022-01-01,1102,1102
