municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
CULPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,203,203
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,33,33
CURVA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,46,46
DESAGUADERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,29,29
EL ALTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,2272,2272
EL CHORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,25,25
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,131,131
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,140,140
EL TORNO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,9,9
EL VILLAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,44,44
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,504,504
ESCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,1,1
ESCOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,29,29
ESMERALDA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,3,3
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,49,49
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,1,1
EXALTACION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,17,17
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,99,99
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,95,95
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,54,54
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,115,115
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,124,124
GUANAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,56,56
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,26,26
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,3,3
GUTIERREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,15,15
HUACARETA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,3,3
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,15,15
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,5,5
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,142,142
HUARACAJE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,23,23
HUARINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,27,27
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,8,8
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,44,44
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,47,47
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,32,32
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,69,69
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,73,73
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,9,9
INQUISIVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,133,133
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,9,9
IXIAMAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,41,41
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,19,19
LA PAZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,12,12
LA RIVERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,14,14
LAJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,120,120
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,31,31
LLALLAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,570,570
LLICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,19,19
LORETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,2,2
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,36,36
MACHARETI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,65,65
MAGDALENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,3,3
MAIRANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,1,1
MALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,27,27
MAPIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,102,102
MECAPACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,11,11
MINEROS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,25,25
MIZQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,207,207
MOCOMOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,135,135
MOJINETE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,8,8
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,4,4
MONTERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,31,31
MOROCHATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,83,83
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,31,31
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,13,13
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,10,10
OCURI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,168,168
OKINAWA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,125,125
OMEREQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,57,57
ORURO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,1926,1926
PAILON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,164,164
PALCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,177,177
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,16,16
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,86,86
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,44,44
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,25,25
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,156,156
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,41,41
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,61,61
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,259,259
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,145,145
POJO (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,115,115
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,50,50
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,149,149
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,107,107
PORONGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,3,3
PORTACHUELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,30,30
PORVENIR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,92,92
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,3,3
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,339,339
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,75,75
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,17,17
PUCARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,109,109
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,51,51
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,103,103
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,82,82
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,52,52
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,75,75
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,7,7
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,435,435
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,202,202
PUNATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,22,22
QUIABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,19,19
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,1123,1123
QUIME,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,52,52
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,8,8
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,112,112
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,176,176
REYES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,85,85
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,5,5
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,132,132
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,88,88
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,38,38
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,1429,1429
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,35,35
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,258,258
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,78,78
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,94,94
SAMAIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,93,93
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,9,9
SAN ANDRES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,14,14
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,63,63
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,83,83
SAN BORJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,95,95
SAN CARLOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,128,128
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,30,30
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,208,208
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,159,159
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,34,34
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,218,218
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,59,59
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,227,227
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,87,87
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,70,70
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,369,369
SAN MATIAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,20,20
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,26,26
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,135,135
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,419,419
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,40,40
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,282,282
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,10,10
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,32,32
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,3,3
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,46,46
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,15,15
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,73,73
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,39,39
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,3451,3451
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,163,163
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,27,27
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,77,77
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,39,39
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,33,33
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,58,58
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,31,31
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,50,50
SENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,80,80
SHINAOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,263,263
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,51,51
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,516,516
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,37,37
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,115,115
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,107,107
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,862,862
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,4,4
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,101,101
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,60,60
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,15,15
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,279,279
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,153,153
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,33,33
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,96,96
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,904,904
TARVITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,2,2
TIAHUANACU,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,79,79
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,208,208
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,22,22
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,40,40
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,213,213
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,8,8
TOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,57,57
TODOS SANTOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,3,3
TOLATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,38,38
TOLEDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,49,49
TOMAVE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,91,91
TOMINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,77,77
TORO TORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,126,126
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,166,166
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,40,40
TRIGAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,12,12
TRINIDAD,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,29,29
TUPIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,345,345
TURCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,35,35
UMALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,76,76
UNCIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,273,273
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,88,88
UYUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,231,231
VACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,76,76
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,181,181
VILA VILA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,57,57
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,44,44
VILLA MONTES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,320,320
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,75,75
VILLA SERRANO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,44,44
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,239,239
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,56,56
VILLAZON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,447,447
VINTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,335,335
VITICHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,87,87
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,29,29
WARNES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,26,26
YACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,73,73
YACUIBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,29,29
YAMPARAEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,78,78
YANACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,20,20
YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,48,48
YOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,75,75
YOTALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,89,89
YUNCHARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,59,59
YUNGUYO DE LITORAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,6,6
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-04-01,76,76
ACACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,52,52
ACHOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,168,168
AIQUILE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,244,244
ALALAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,28,28
ALCALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,29,29
ALTO BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,100,100
ANCORAIMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,93,93
ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,43,43
ANTEQUERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,14,14
ANZALDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,66,66
APOLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,179,179
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,56,56
ARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,77,77
ARBIETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,314,314
ARQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,146,146
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,57,57
ATOCHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,70,70
AUCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,48,48
AYATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,66,66
AYO AYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,73,73
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,334,334
AZURDUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,1,1
BATALLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,69,69
BAURES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,39,39
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,21,21
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,15,15
BELLA FLOR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,33,33
BETANZOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,448,448
BOLIVAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,53,53
BOLPEBRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,10,10
BOYUIBE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,40,40
CABEZAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,185,185
CAIROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,105,105
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,120,120
CAJUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,98,98
CALACOTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,6,6
CALAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,127,127
CAMARGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,2,2
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,22,22
CAMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,134,134
CAPINOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,227,227
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,59,59
CARACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,215,215
CARANAVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,62,62
CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,4,4
CARAPARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,30,30
CARIPUYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,72,72
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,49,49
CATACORA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,8,8
CHACARILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,9,9
CHALLAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,348,348
CHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2022-05-01,114,114
