municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
CARAPARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,18,18
CARIPUYO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,10,10
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,12,12
CHACARILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
CHALLAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,54,54
CHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,14,14
CHARAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,60,60
CHARAÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
CHAYANTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,21,21
CHIMORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,33,33
CHUA COCANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,23,23
CHUMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,13,13
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
CKOCHAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,17,17
CLIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,22,22
COBIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,115,115
COCAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,16,16
COCHABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,770,770
COIPASA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
COLCAPIRHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,56,56
"COLCHA ""K""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,18,18
COLLANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
COLOMI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,36,36
COLPA BELGICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,11,11
COLQUECHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,29,29
COLQUENCHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,15,15
COLQUIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,18,18
COMANCHE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,4,4
COMARAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,23,23
CONCEPCION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,36,36
COPACABANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,11,11
CORIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,24,24
CORO CORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
COROICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,26,26
CORQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,7,7
COTAGAITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,32,32
COTOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,179,179
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,35,35
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
CUEVO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,3,3
CULPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,18,18
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,4,4
CURVA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,4,4
DESAGUADERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,10,10
EL ALTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1236,1236
EL CHORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
EL PUENTE(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,15,15
EL PUENTE(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,7,7
EL TORNO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,67,67
EL VILLAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,4,4
ENTRE RIOS TRJ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,17,17
ENTRE RIOS CBBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,80,80
ESCOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
EUCALIPTUS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
EXALTACION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,17,17
FILADELFIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
GAIOC JATUN AYLLU YURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,18,18
GUANAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,18,18
GUAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,4,4
GUAYARAMERIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,49,49
GUTIERREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,28,28
HUACARETA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,13,13
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
HUACHACALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
HUANUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,24,24
HUARACAJE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,8,8
HUARINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,11,11
HUATAJATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
HUAYLLAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
HUMANATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
ICHOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,3,3
ICLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
INCAHUASI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,10,10
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
INQUISIVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,17,17
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,18,18
IXIAMAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
JESUS DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,17,17
LA ASUNTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,84,84
LA GUARDIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,182,182
LA PAZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,772,772
LA RIVERA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
LAGUNILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,11,11
LAJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,39,39
LAS CARRERAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,3,3
LICOMA PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,4,4
LLALLAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,66,66
LORETO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,11,11
LURIBAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,13,13
MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
MACHARETI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,8,8
MAGDALENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,21,21
MAIRANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,27,27
MALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
MAPIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,48,48
MECAPACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,20,20
MINEROS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,14,14
MIZQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,37,37
MOCOMOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,14,14
MOJINETE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
MOJOCOYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,3,3
MONTEAGUDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,33,33
MONTERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,630,630
MORO MORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
MOROCHATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
NAZACARA DE PACAJES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
OCURI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,15,15
OKINAWA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,10,10
OMEREQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,7,7
ORURO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,548,548
PADCAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,16,16
PADILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
PAILON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,60,60
PALCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,27,27
PALOS BLANCOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,40,40
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
PAMPA GRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,16,16
PAPEL PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,7,7
PASORAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
PATACAMAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,34,34
PAZÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,7,7
PELECHUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,12,12
POCOATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,37,37
POCONA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,14,14
POJO (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,13,13
POOPO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,10,10
PORCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,16,16
POROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,27,27
PORONGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,16,16
PORTACHUELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,29,29
PORVENIR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
POTOSI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,428,428
PRESTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
PUCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,3,3
PUCARANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,50,50
PUERTO ACOSTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,11,11
PUERTO CARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,15,15
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,10,10
PUERTO PEREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,8,8
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,25,25
PUERTO RICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,7,7
PUERTO SILES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
PUERTO SUAREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,19,19
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,89,89
PUNA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,13,13
PUNATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,46,46
QUIABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
QUILLACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,252,252
QUIME,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,14,14
QUIRUSILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,12,12
RAVELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,13,13
REYES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,21,21
RIBERALTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,140,140
ROBORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,16,16
RURRENABAQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,32,32
SABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,4,4
SACABA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,241,241
SACABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
SACACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,20,20
SAIPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,8,8
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
SAMAIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,8,8
SAN AGUSTIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,4,4
SAN ANDRES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,21,21
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
SAN BENITO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,23,23
SAN BORJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,82,82
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,11,11
SAN CARLOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,31,31
SAN IGNACIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,34,34
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,115,115
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,37,37
SAN JOAQUIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,11,11
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,9,9
SAN JULIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,77,77
SAN LORENZO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,11,11
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,25,25
SAN LUCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,58,58
SAN MATIAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,21,21
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,15,15
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
SAN PEDRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,13,13
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,34,34
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
SAN PEDRO DE MACHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,24,24
SAN PEDRO DE QUEMES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
SAN PEDRO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
SAN RAFAEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
SAN RAMON BENI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
SAN RAMON SCZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,15,15
SANTA ANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,3363,3363
SANTA ROSA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,11,11
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,27,27
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,9,9
SANTIAGO DE HUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,7,7
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
SANTIVAÑES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,4,4
SAPAHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
SENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,22,22
SHINAOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,51,51
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,16,16
SICAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,4,4
SIPE SIPE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,99,99
SOPACHUY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,3,3
SORACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,13,13
SORATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,27,27
SUCRE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,393,393
TACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
TACACOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,19,19
TACOBAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
TACOPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,7,7
TAHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,1,1
TAPACARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,32,32
TARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,16,16
TARACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,10,10
TARATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,9,9
TARIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,180,180
TARVITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,14,14
TEOPONTE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,23,23
TIAHUANACU,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,9,9
TINGUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,20,20
TIPUANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,14,14
TIQUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,74,74
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,21,21
TOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,10,10
TOLATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,5,5
TOLEDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
TOMAVE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,6,6
TOMINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,13,13
TORO TORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,17,17
TOTORA(CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,21,21
TOTORA(ORR),micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,8,8
TRINIDAD,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,312,312
TUPIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,67,67
TURCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2022-01-01,2,2
