municipality,group,variable,month,N° de perros y gatos con vacuna antirrábica,TOTAL
ENTRE RIOS CBBA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,60,60
HUATAJATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,160,160
INGAVI (HUMAITA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,254,254
IXIAMAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,173,173
LA GUARDIA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,20,20
LA PAZ,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,114,114
MINEROS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,710,710
MIZQUE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,371,371
MONTERO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,67,67
MOROCHATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,917,917
OKINAWA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,30,30
OMEREQUE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,149,149
ORURO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,3,3
PAILON,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,50,50
PASORAPA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,291,291
PUERTO PEREZ,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,108,108
PUERTO QUIJARRO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,35,35
PUERTO VILLARROEL,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,1597,1597
PUNATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,700,700
QUILLACOLLO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,298,298
RAQAYPAMPA(ETA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,200,200
SACABA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,141,141
SAN BENITO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,320,320
SAN BUENA VENTURA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,92,92
SAN IGNACIO DE VELASCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,447,447
SAN MIGUEL DE VELASCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,5,5
SAN PEDRO DE BUENA VISTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,44,44
SANTA CRUZ DE LA SIERRA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,40,40
SANTA ROSA DEL SARA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,60,60
SANTIVAÑES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,509,509
SAPAHAQUI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,626,626
SHINAOTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,1430,1430
SICAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,15,15
SIPE SIPE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,956,956
SORATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,62,62
SUCRE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,28,28
TACACHI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,50,50
TACOPAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,100,100
TARATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,120,120
TIQUIPAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,377,377
TIRAQUE (CBBA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,680,680
TOCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,108,108
TOLATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,26,26
VACAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,197,197
VIACHA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,10,10
VILLA RIVERO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,204,204
VINTO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,552,552
WARNES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-07-01,24,24
ACACIO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1078,1078
ACHACACHI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,9903,9903
ACHOCALLA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,8040,8040
AIQUILE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,6997,6997
ALALAY,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,700,700
ALCALA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1452,1452
ALTO BENI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2911,2911
ANCORAIMES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2872,2872
ANDAMARCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,418,418
ANTEQUERA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,480,480
ANZALDO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1695,1695
APOLO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3347,3347
ARAMPAMPA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,816,816
ARANI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,4666,4666
ARBIETO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,7150,7150
ARQUE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1850,1850
ASCENCION DE GUARAYOS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,5805,5805
ATOCHA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2102,2102
AUCAPATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,881,881
AYATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1442,1442
AYO AYO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2041,2041
AYOPAYA (V. DE INDEPENDENCIA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3656,3656
AZURDUY,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,255,255
BATALLAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3691,3691
BAURES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1224,1224
BELEN DE ANDAMARCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,169,169
BELEN DE URMIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,226,226
BELLA FLOR,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,50,50
BERMEJO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,8244,8244
BETANZOS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,8898,8898
BOLIVAR,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,901,901
BOLPEBRA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,105,105
BOYUIBE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1478,1478
BUENA VISTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,4586,4586
CABEZAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3782,3782
CAIROMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1921,1921
"CAIZA ""D""",n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2809,2809
CAJUATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2117,2117
CALACOTO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1719,1719
CALAMARCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3581,3581
CAMARGO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,82,82
CAMATAQUI (C. VILLA ABECIA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,382,382
CAMIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,9566,9566
CAPINOTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,5471,5471
CAQUIAVIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1937,1937
CARACOLLO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3692,3692
CARANAVI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,10835,10835
CARANGAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,28,28
CARAPARI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3044,3044
CARIPUYO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1483,1483
CARMEN RIVERO TORREZ,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1690,1690
CATACORA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,446,446
CHACARILLA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,400,400
CHALLAPATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,704,704
CHAQUI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2175,2175
CHARAGUA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,8974,8974
CHARAÑA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,644,644
CHAYANTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2477,2477
CHIMORE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3269,3269
CHIPAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,140,140
CHOQUE COTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,165,165
CHUA COCANI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,739,739
CHULUMANI (V. DE LA LIBERTAD),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2558,2558
CHUMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1472,1472
CHUQUIHUTA AYLLU JUCUMANI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,922,922
CKOCHAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3575,3575
CLIZA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,6646,6646
COBIJA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,14821,14821
COCAPATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,662,662
COCHABAMBA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,220053,220053
COIPASA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,40,40
COLCAPIRHUA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,23026,23026
"COLCHA ""K""",n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2190,2190
COLLANA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,982,982
COLOMI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,7116,7116
COLPA BELGICA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1850,1850
COLQUECHACA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,4480,4480
COLQUENCHA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1981,1981
COLQUIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3914,3914
COMANCHE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1138,1138
COMARAPA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,4489,4489
COMBAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,428,428
CONCEPCION,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,4434,4434
COPACABANA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2725,2725
CORIPATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3230,3230
CORO CORO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2588,2588
COROICO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3555,3555
CORQUE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,798,798
COTAGAITA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,6549,6549
COTOCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,15953,15953
CRUZ DE MACHACAMARCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,40,40
CUATRO CAÑADAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,7541,7541
CUCHUMUELA (V. G. VILLARROEL),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1200,1200
CUEVO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1645,1645
CULPINA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2227,2227
CURAHUARA DE CARANGAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,381,381
CURVA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,528,528
DESAGUADERO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1708,1708
EL ALTO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,285945,285945
EL CHORO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,347,347
EL PUENTE(STC),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2571,2571
EL PUENTE(TJA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1090,1090
EL TORNO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,18605,18605
EL VILLAR,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1055,1055
ENTRE RIOS TRJ,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,5487,5487
ENTRE RIOS CBBA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,6770,6770
ESCARA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,30,30
ESCOMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1607,1607
ESMERALDA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,43,43
EUCALIPTUS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1113,1113
EUREKA (SANTOS MERCADO),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,183,183
EXALTACION,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,191,191
FERNANDEZ ALONSO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3476,3476
FILADELFIA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,677,677
GENERAL SAAVEDRA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,4108,4108
GRAL. J.J. PEREZ (CHARAZANI),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,898,898
GUANAY,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3083,3083
GUAQUI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1851,1851
GUAYARAMERIN,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,6301,6301
GUTIERREZ,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,4269,4269
HUACARETA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,63,63
HUACAYA (VILLA DE HUACAYA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,439,439
HUACHACALLA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,192,192
HUANUNI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,6344,6344
HUARACAJE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1125,1125
HUARINA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1800,1800
HUATAJATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,130,130
HUAYLLAMARCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,198,198
HUMANATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1144,1144
ICHOCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1810,1810
ICLA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2490,2490
INCAHUASI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,796,796
INQUISIVI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2926,2926
IRUPANA (VILLA DE LANZA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2999,2999
IXIAMAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2551,2551
JESUS DE MACHACA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3772,3772
LA ASUNTA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,6469,6469
LA GUARDIA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,42184,42184
LA PAZ,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,195032,195032
LA RIVERA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,35,35
LAGUNILLAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1731,1731
LAJA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,6129,6129
LAS CARRERAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,686,686
LICOMA PAMPA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,590,590
LLALLAGUA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,11593,11593
LLICA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,646,646
LORETO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,614,614
LURIBAY,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1707,1707
MACHACAMARCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1248,1248
MACHARETI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1019,1019
MAGDALENA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2533,2533
MAIRANA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3687,3687
MALLA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,924,924
MAPIRI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,5000,5000
MECAPACA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3603,3603
MINEROS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,7604,7604
MIZQUE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3989,3989
MOCOMOCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2831,2831
MOJINETE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,83,83
MOJOCOYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,474,474
MONTEAGUDO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,450,450
MONTERO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,38982,38982
MORO MORO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,853,853
MOROCHATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,343,343
NACEBE (SANTA ROSA DEL ABUNA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,207,207
NAZACARA DE PACAJES,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,217,217
OCURI,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3052,3052
OKINAWA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3687,3687
OMEREQUE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1527,1527
ORURO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,111379,111379
PADCAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,5760,5760
PADILLA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1597,1597
PAILON,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,11087,11087
PALCA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,5063,5063
PALOS BLANCOS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,6203,6203
PAMPA AULLAGAS,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,211,211
PAMPA GRANDE,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2926,2926
PAPEL PAMPA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2000,2000
PASORAPA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1525,1525
PATACAMAYA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,5300,5300
PAZÑA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1428,1428
PELECHUCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1237,1237
POCOATA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,3647,3647
POCONA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,4352,4352
POJO (CBBA),n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,2807,2807
POOPO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1150,1150
PORCO,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,1926,1926
POROMA,n de perros y gatos con vacuna antirrabica,n de perros y gatos con vacuna antirrabica,2019-08-01,4987,4987
