municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
CLIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,43,43
COBIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,147,147
COCAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,23,23
COCHABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1900,1900
COIPASA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,2,2
COLCAPIRHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,41,41
"COLCHA ""K""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,19,19
COLLANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1,1
COLOMI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,42,42
COLPA BELGICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,14,14
COLQUECHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,65,65
COLQUENCHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,17,17
COLQUIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,28,28
COMANCHE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,7,7
COMARAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,31,31
COMBAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,3,3
CONCEPCION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,46,46
COPACABANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,26,26
CORIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,40,40
CORO CORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,11,11
COROICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,45,45
CORQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,2,2
COTAGAITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,38,38
COTOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,192,192
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,32,32
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1,1
CUEVO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,7,7
CULPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,48,48
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,5,5
CURVA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,3,3
DESAGUADERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,14,14
EL ALTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1855,1855
EL CHORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1,1
EL PUENTE(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,10,10
EL PUENTE(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,17,17
EL TORNO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,101,101
EL VILLAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,12,12
ENTRE RIOS TRJ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,48,48
ENTRE RIOS CBBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,61,61
ESCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1,1
ESCOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,25,25
ESMERALDA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,2,2
EUCALIPTUS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,2,2
EXALTACION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,6,6
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,42,42
FILADELFIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,16,16
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,39,39
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,20,20
GUANAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,18,18
GUAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,7,7
GUAYARAMERIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,224,224
GUTIERREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,23,23
HUACARETA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,18,18
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,5,5
HUACHACALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,4,4
HUANUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,56,56
HUARACAJE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,4,4
HUARINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,12,12
HUATAJATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,9,9
HUAYLLAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,5,5
HUMANATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,7,7
ICHOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,7,7
ICLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,14,14
INCAHUASI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,17,17
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,11,11
INQUISIVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,23,23
IXIAMAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,3,3
JESUS DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,20,20
LA ASUNTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,64,64
LA GUARDIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,193,193
LA PAZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1488,1488
LAGUNILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,10,10
LAJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,20,20
LAS CARRERAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,4,4
LICOMA PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,5,5
LLALLAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,47,47
LLICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,6,6
LORETO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,29,29
LURIBAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,9,9
MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,6,6
MACHARETI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,17,17
MAGDALENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,20,20
MAIRANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,31,31
MALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,7,7
MAPIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,42,42
MECAPACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,20,20
MINEROS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,52,52
MIZQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,49,49
MOCOMOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,12,12
MOJINETE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1,1
MOJOCOYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,11,11
MONTEAGUDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,39,39
MONTERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,252,252
MORO MORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,4,4
MOROCHATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,39,39
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1,1
OCURI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,26,26
OKINAWA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,40,40
OMEREQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,13,13
ORURO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,504,504
PADCAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,28,28
PADILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,32,32
PAILON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,72,72
PALCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,38,38
PALOS BLANCOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,93,93
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,3,3
PAMPA GRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,11,11
PAPEL PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,13,13
PASORAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,3,3
PATACAMAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,50,50
PAZÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,12,12
PELECHUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,17,17
POCOATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,33,33
POCONA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,27,27
POJO (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,12,12
POOPO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,20,20
PORCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,39,39
POROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,19,19
PORONGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,11,11
PORTACHUELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,9,9
PORVENIR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,15,15
POSTRER VALLE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,5,5
POTOSI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,387,387
PRESTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,15,15
PUCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1,1
PUCARANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,52,52
PUERTO ACOSTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,15,15
PUERTO CARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,21,21
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,20,20
PUERTO PEREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,8,8
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,72,72
PUERTO RICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,26,26
PUERTO SILES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,48,48
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,88,88
PUNA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,40,40
PUNATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,17,17
QUIABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,11,11
QUILLACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,180,180
QUIME,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,10,10
QUIRUSILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,2,2
RAVELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,18,18
REYES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,27,27
RIBERALTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,314,314
ROBORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,27,27
RURRENABAQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,51,51
SABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,6,6
SACABA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,360,360
SACABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,14,14
SACACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,14,14
SAIPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,8,8
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,13,13
SAMAIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,16,16
SAN AGUSTIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,3,3
SAN ANDRES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,24,24
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,16,16
SAN BENITO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,19,19
SAN BORJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,47,47
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,36,36
SAN CARLOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,26,26
SAN IGNACIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,39,39
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,138,138
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,6,6
SAN JAVIER(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,24,24
SAN JOAQUIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,67,67
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,22,22
SAN JULIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,218,218
SAN LORENZO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,20,20
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,28,28
SAN LUCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,77,77
SAN MATIAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,18,18
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,33,33
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,5,5
SAN PEDRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,28,28
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,60,60
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,8,8
SAN PEDRO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,3,3
SAN RAFAEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,5,5
SAN RAMON BENI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,10,10
SAN RAMON SCZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,21,21
SANTA ANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,33,33
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,2116,2116
SANTA ROSA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,22,22
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,44,44
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,6,6
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,15,15
SANTIAGO DE HUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,4,4
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,4,4
SANTIVAÑES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,9,9
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,3,3
SAPAHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,12,12
SENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,10,10
SHINAOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,53,53
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,48,48
SICAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,1,1
SIPE SIPE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,84,84
SOPACHUY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,19,19
SORACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,9,9
SORATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,38,38
SUCRE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,763,763
TACACOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,14,14
TACOBAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,19,19
TACOPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,23,23
TAPACARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,41,41
TARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,23,23
TARACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,11,11
TARATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,19,19
TARIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,506,506
TARVITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,30,30
TEOPONTE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,16,16
TIAWANACU,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,39,39
TINGUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,36,36
TIPUANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,24,24
TIQUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,95,95
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,37,37
TOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,7,7
TOLATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,6,6
TOLEDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,5,5
TOMAVE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,17,17
TOMINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,25,25
TORO TORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,16,16
TOTORA(CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,36,36
TOTORA(ORR),micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,4,4
TRIGAL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,4,4
TRINIDAD,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,687,687
TUPIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2013-01-01,22,22
