municipality,group,variable,month,Mujeres puérperas con dosis única de vitamina A,TOTAL
COMARAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,25,25
COMBAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
CONCEPCION,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,41,41
COPACABANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,13,13
CORIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
CORO CORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,8,8
COROICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,34,34
CORQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,8,8
COTAGAITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,15,15
COTOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,122,122
CRUZ DE MACHACAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,23,23
CUEVO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,2,2
CULPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,27,27
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,8,8
CURVA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,3,3
DESAGUADERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
EL ALTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1351,1351
EL CHORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,13,13
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,8,8
EL TORNO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,91,91
EL VILLAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,36,36
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,36,36
ESCARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
ESCOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,10,10
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
EXALTACION,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,23,23
FILADELFIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,7,7
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,13,13
GUANAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
GUAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,124,124
GUTIERREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,28,28
HUACARETA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
HUANUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,27,27
HUARACAJE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
HUARINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,4,4
HUMANATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,4,4
ICHOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,7,7
ICLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,12,12
INCAHUASI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,19,19
INQUISIVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,15,15
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,17,17
IXIAMAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,14,14
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,17,17
LA ASUNTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,28,28
LA GUARDIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,61,61
LA PAZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,858,858
LA RIVERA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
LAJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,11,11
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,4,4
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,70,70
LLICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
LORETO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,3,3
LURIBAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
MACHARETI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
MAGDALENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,13,13
MAIRANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,31,31
MALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
MAPIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,22,22
MECAPACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,10,10
MINEROS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,22,22
MIZQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,43,43
MOCOMOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,19,19
MOJINETE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,8,8
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,54,54
MONTERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,320,320
MORO MORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,2,2
MOROCHATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,2,2
OCURI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,26,26
OKINAWA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,14,14
OMEREQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
ORURO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,502,502
PADCAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,17,17
PADILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,26,26
PAILON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,35,35
PALCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,18,18
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,29,29
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,12,12
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,8,8
PASORAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
PATACAMAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,22,22
PAZÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
PELECHUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
POCOATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,30,30
POCONA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,18,18
POJO (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,8,8
PORCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,13,13
POROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,24,24
PORONGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
PORTACHUELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,52,52
PORVENIR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
POSTRER VALLE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
POTOSI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,117,117
PRESTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
PUCARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,34,34
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,10,10
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,8,8
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,11,11
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,4,4
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,15,15
PUERTO RICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
PUERTO SILES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,52,52
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,122,122
PUNA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,22,22
QUIABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,2,2
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
QUIME,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,7,7
QUIRUSILLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,2,2
RAVELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,28,28
REYES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,18,18
RIBERALTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,108,108
ROBORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,17,17
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,57,57
SABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
SACABA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,179,179
SACABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,4,4
SACACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,20,20
SAIPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
SAMAIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,7,7
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
SAN ANDRES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,14,14
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,7,7
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,11,11
SAN BENITO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,11,11
SAN BORJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,105,105
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,23,23
SAN CARLOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,38,38
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,52,52
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,134,134
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,28,28
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,4,4
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,35,35
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,4,4
SAN JULIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,78,78
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,13,13
SAN LUCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,60,60
SAN MATIAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,20,20
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,24,24
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
SAN PEDRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,17,17
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,38,38
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,2,2
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,11,11
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,26,26
SANTA ANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,48,48
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,374,374
SANTA ROSA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,16,16
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,15,15
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,4,4
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,11,11
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,11,11
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,3,3
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,11,11
SENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,7,7
SHINAOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,47,47
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,23,23
SICAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,2,2
SIPE SIPE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,51,51
SOPACHUY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
SORACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
SORATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,19,19
SUCRE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,275,275
TACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
TACACOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
TACOBAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,12,12
TACOPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,20,20
TAHUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,2,2
TAPACARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,27,27
TARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,33,33
TARACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
TARATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,11,11
TARIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,101,101
TARVITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,23,23
TEOPONTE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,16,16
TIAWANACU,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,19,19
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,42,42
TIPUANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,15,15
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,115,115
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,25,25
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
TOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,3,3
TOLATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,2,2
TOLEDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,4,4
TOMAVE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,12,12
TOMINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,9,9
TORO TORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,18,18
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,25,25
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,2,2
TRIGAL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,1,1
TRINIDAD,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,298,298
TUPIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,69,69
TURCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,3,3
UMALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,8,8
UNCIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,28,28
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,4,4
URUBICHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,15,15
UYUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,39,39
VACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,14,14
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,32,32
VIACHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,54,54
VILA VILA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,3,3
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,16,16
VILLA MONTES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,93,93
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,3,3
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,11,11
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,11,11
VILLA TUNARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,175,175
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,14,14
VILLAZON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,55,55
VINTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,3,3
VITICHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
WARNES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,17,17
YACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,7,7
YACUIBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,176,176
YAMPARAEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,7,7
YANACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,103,103
YOCALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,8,8
YOTALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,6,6
YUNCHARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,5,5
ZUDAÑEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-03-01,4,4
ACACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,6,6
ACHACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,42,42
ACHOCALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,9,9
AIQUILE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,36,36
ALALAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,6,6
ALCALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,1,1
ALTO BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,10,10
ANCORAIMES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,22,22
ANDAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,3,3
ANTEQUERA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,3,3
ANZALDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,11,11
APOLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,21,21
ARAMPAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,2,2
ARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,8,8
ARBIETO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,11,11
ARQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,21,21
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,60,60
ATOCHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,10,10
AUCAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,7,7
AYATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,5,5
AYO AYO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,34,34
AZURDUY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,10,10
BATALLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,22,22
BAURES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,8,8
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,1,1
BELLA FLOR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,1,1
BERMEJO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,41,41
BETANZOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,36,36
BOLIVAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,9,9
BOYUIBE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,7,7
BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,14,14
CABEZAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,69,69
CAIROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,11,11
"CAIZA ""D""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,7,7
CAJUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,14,14
CALACOTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,2,2
CALAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,20,20
CAMARGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,13,13
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,3,3
CAMIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,60,60
CAPINOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,26,26
CAQUIAVIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,5,5
CARACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-04-01,21,21
