municipality,group,variable,month,Niños (as) de 6 meses a menores de 2 años con dosis completa de hierro,TOTAL
SIPE SIPE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,190,190
SOPACHUY,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,3,3
SORACACHI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,42,42
SORATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,77,77
SUCRE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,1198,1198
TACACOMA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,28,28
TACOBAMBA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,46,46
TACOPAYA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,32,32
TAHUA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,1,1
TAPACARI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,117,117
TARABUCO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,48,48
TARACO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,11,11
TARATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,34,34
TARIJA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,620,620
TARVITA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,36,36
TEOPONTE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,94,94
TIAWANACU,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,59,59
TINGUIPAYA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,74,74
TIPUANI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,38,38
TIQUIPAYA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,273,273
TIRAQUE (CBBA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,66,66
TOCO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,26,26
TOLATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,24,24
TOLEDO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,15,15
TOMAVE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,50,50
TOMINA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,24,24
TORO TORO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,30,30
TOTORA(CBBA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,54,54
TOTORA(ORR),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,9,9
TRIGAL,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,6,6
TRINIDAD,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,399,399
TUPIZA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,159,159
TURCO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,14,14
UMALA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,24,24
UNCIA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,137,137
URIONDO (A. CONCEPCION),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,44,44
URUBICHA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,23,23
UYUNI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,82,82
VACAS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,27,27
VALLEGRANDE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,52,52
VIACHA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,114,114
VILA VILA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,3,3
VILLA CHARCAS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,62,62
VILLA MONTES,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,143,143
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,8,8
VILLA RIVERO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,27,27
VILLA SERRANO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,47,47
VILLA TUNARI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,276,276
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,35,35
VILLAZON,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,155,155
VINTO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,141,141
VITICHI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,22,22
WALDO BALLIVIAN,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,4,4
WARNES,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,329,329
YACO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,15,15
YACUIBA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,235,235
YAMPARAEZ,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,14,14
YANACACHI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,15,15
YAPACANI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,222,222
YOCALLA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,41,41
YOTALA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,16,16
YUNCHARA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,24,24
ZUDAÑEZ,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-06-01,29,29
ACACIO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,16,16
ACHACACHI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,116,116
ACHOCALLA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,48,48
AIQUILE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,68,68
ALALAY,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,11,11
ALCALA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,16,16
ALTO BENI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,52,52
ANCORAIMES,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,41,41
ANDAMARCA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,6,6
ANZALDO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,15,15
APOLO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,60,60
ARAMPAMPA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,18,18
ARANI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,42,42
ARBIETO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,65,65
ARQUE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,47,47
ASCENCION DE GUARAYOS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,54,54
ATOCHA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,65,65
AUCAPATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,14,14
AYATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,25,25
AYO AYO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,42,42
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,121,121
AZURDUY,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,28,28
BATALLAS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,62,62
BAURES,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,20,20
BELEN DE ANDAMARCA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,6,6
BELEN DE URMIRI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,10,10
BELLA FLOR,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,14,14
BERMEJO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,189,189
BETANZOS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,104,104
BOLIVAR,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,31,31
BOLPEBRA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,14,14
BOYUIBE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,22,22
BUENA VISTA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,45,45
CABEZAS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,123,123
CAIROMA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,27,27
"CAIZA ""D""",micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,21,21
CAJUATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,39,39
CALACOTO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,23,23
CALAMARCA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,39,39
CAMARGO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,42,42
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,8,8
CAMIRI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,107,107
CAPINOTA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,78,78
CAQUIAVIRI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,30,30
CARACOLLO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,71,71
CARANAVI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,124,124
CARANGAS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,1,1
CARAPARI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,70,70
CARIPUYO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,46,46
CARMEN RIVERO TORREZ,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,41,41
CATACORA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,3,3
CHACARILLA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,5,5
CHALLAPATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,78,78
CHAQUI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,23,23
CHARAGUA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,184,184
CHARAÑA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,7,7
CHAYANTA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,52,52
CHIMORE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,145,145
CHIPAYA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,15,15
CHOQUE COTA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,2,2
CHUA COCANI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,7,7
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,53,53
CHUMA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,20,20
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,17,17
CKOCHAS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,7,7
CLIZA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,53,53
COBIJA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,233,233
COCAPATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,105,105
COCHABAMBA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,1542,1542
COIPASA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,1,1
COLCAPIRHUA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,297,297
"COLCHA ""K""",micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,46,46
COLLANA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,7,7
COLOMI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,70,70
COLPA BELGICA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,21,21
COLQUECHACA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,125,125
COLQUENCHA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,22,22
COLQUIRI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,87,87
COMANCHE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,3,3
COMARAPA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,65,65
COMBAYA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,4,4
CONCEPCION,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,118,118
COPACABANA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,40,40
CORIPATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,56,56
CORO CORO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,24,24
COROICO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,51,51
CORQUE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,18,18
COTAGAITA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,91,91
COTOCA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,264,264
CUATRO CAÑADAS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,34,34
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,7,7
CUEVO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,15,15
CULPINA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,61,61
CURAHUARA DE CARANGAS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,14,14
CURVA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,9,9
DESAGUADERO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,24,24
EL ALTO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,2596,2596
EL CHORO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,18,18
EL PUENTE(STC),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,60,60
EL PUENTE(TJA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,38,38
EL TORNO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,99,99
EL VILLAR,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,20,20
ENTRE RIOS TRJ,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,105,105
ENTRE RIOS CBBA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,119,119
ESCARA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,1,1
ESCOMA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,2,2
ESMERALDA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,2,2
EUCALIPTUS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,27,27
EUREKA (SANTOS MERCADO),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,5,5
EXALTACION,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,43,43
FILADELFIA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,28,28
GENERAL SAAVEDRA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,127,127
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,40,40
GUANAY,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,82,82
GUAQUI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,25,25
GUAYARAMERIN,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,214,214
GUTIERREZ,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,64,64
HUACARETA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,36,36
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,19,19
HUACHACALLA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,7,7
HUANUNI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,92,92
HUARACAJE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,15,15
HUARINA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,11,11
HUATAJATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,15,15
HUAYLLAMARCA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,8,8
HUMANATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,10,10
ICHOCA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,12,12
ICLA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,23,23
INCAHUASI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,50,50
INGAVI (HUMAITA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,6,6
INQUISIVI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,58,58
IRUPANA (VILLA DE LANZA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,37,37
IXIAMAS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,3,3
JESUS DE MACHACA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,24,24
LA ASUNTA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,203,203
LA GUARDIA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,160,160
LA PAZ,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,1824,1824
LAGUNILLAS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,14,14
LAJA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,74,74
LAS CARRERAS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,13,13
LICOMA PAMPA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,4,4
LLALLAGUA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,144,144
LLICA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,11,11
LORETO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,52,52
LURIBAY,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,23,23
MACHACAMARCA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,17,17
MACHARETI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,43,43
MAGDALENA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,52,52
MAIRANA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,16,16
MALLA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,4,4
MAPIRI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,68,68
MECAPACA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,29,29
MINEROS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,60,60
MIZQUE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,133,133
MOCOMOCO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,51,51
MOJINETE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,2,2
MOJOCOYA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,12,12
MONTEAGUDO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,88,88
MONTERO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,644,644
MORO MORO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,4,4
MOROCHATA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,47,47
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,12,12
NAZACARA DE PACAJES,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,7,7
OCURI,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,55,55
OKINAWA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,66,66
OMEREQUE,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,28,28
ORURO,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,1018,1018
PADCAYA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,65,65
PADILLA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,34,34
PAILON,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,34,34
PALCA,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,65,65
PALOS BLANCOS,micronutrientes,ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2013-07-01,106,106
