municipality,group,variable,month,Niños (as) de 1 año a menores de 5 años con 1ra dosis vitamina A,TOTAL
COMBAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,7,7
CONCEPCION,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,137,137
COPACABANA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,123,123
CORIPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,44,44
CORO CORO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,47,47
COROICO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,72,72
CORQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,35,35
COTAGAITA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,172,172
COTOCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,517,517
CRUZ DE MACHACAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,7,7
CUATRO CAÑADAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,205,205
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,7,7
CUEVO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,32,32
CULPINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,126,126
CURAHUARA DE CARANGAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,22,22
CURVA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,12,12
DESAGUADERO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,24,24
EL ALTO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,4991,4991
EL CHORO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,37,37
EL PUENTE(STC),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,72,72
EL PUENTE(TJA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,58,58
EL TORNO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,249,249
EL VILLAR,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,34,34
ENTRE RIOS TRJ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,195,195
ENTRE RIOS CBBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,167,167
ESCOMA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,38,38
ESMERALDA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,2,2
EUCALIPTUS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,32,32
EUREKA (SANTOS MERCADO),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,22,22
EXALTACION,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,12,12
FERNANDEZ ALONSO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,128,128
FILADELFIA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,73,73
GENERAL SAAVEDRA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,104,104
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,64,64
GUANAY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,73,73
GUAQUI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,47,47
GUAYARAMERIN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,275,275
GUTIERREZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,84,84
HUACARETA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,81,81
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,31,31
HUACHACALLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,6,6
HUANUNI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,132,132
HUARACAJE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,26,26
HUARINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,22,22
HUATAJATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,19,19
HUAYLLAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,22,22
HUMANATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,58,58
ICHOCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,14,14
ICLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,39,39
INCAHUASI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,104,104
INGAVI (HUMAITA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,15,15
INQUISIVI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,51,51
IRUPANA (VILLA DE LANZA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,53,53
IXIAMAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,66,66
JESUS DE MACHACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,71,71
LA ASUNTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,222,222
LA GUARDIA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,238,238
LA PAZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,4568,4568
LA RIVERA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,1,1
LAGUNILLAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,41,41
LAJA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,60,60
LAS CARRERAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,22,22
LICOMA PAMPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,22,22
LLALLAGUA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,144,144
LLICA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,23,23
LORETO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,30,30
LURIBAY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,44,44
MACHACAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,16,16
MACHARETI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,59,59
MAGDALENA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,88,88
MAIRANA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,43,43
MALLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,17,17
MAPIRI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,43,43
MECAPACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,48,48
MINEROS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,124,124
MIZQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,212,212
MOCOMOCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,80,80
MOJINETE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,5,5
MOJOCOYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,55,55
MONTEAGUDO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,301,301
MONTERO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,836,836
MORO MORO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,17,17
MOROCHATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,134,134
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,14,14
NAZACARA DE PACAJES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,15,15
OCURI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,127,127
OKINAWA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,108,108
OMEREQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,48,48
ORURO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,1228,1228
PADCAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,134,134
PADILLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,81,81
PAILON,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,54,54
PALCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,120,120
PALOS BLANCOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,157,157
PAMPA AULLAGAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,15,15
PAMPA GRANDE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,49,49
PAPEL PAMPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,24,24
PASORAPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,20,20
PATACAMAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,83,83
PAZÑA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,30,30
PELECHUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,30,30
POCOATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,162,162
POCONA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,100,100
POJO (CBBA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,94,94
POOPO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,37,37
PORCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,89,89
POROMA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,128,128
PORONGO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,81,81
PORTACHUELO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,47,47
PORVENIR,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,53,53
POSTRER VALLE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,26,26
POTOSI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,1635,1635
PRESTO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,49,49
PUCARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,5,5
PUCARANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,120,120
PUERTO ACOSTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,31,31
PUERTO CARABUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,67,67
PUERTO GONZALO MORENO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,52,52
PUERTO PEREZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,29,29
PUERTO QUIJARRO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,49,49
PUERTO RICO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,41,41
PUERTO SILES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,12,12
PUERTO SUAREZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,81,81
PUERTO VILLARROEL,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,222,222
PUNA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,127,127
PUNATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,114,114
QUIABAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,20,20
QUILLACOLLO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,680,680
QUIME,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,60,60
QUIRUSILLAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,10,10
RAVELO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,157,157
REYES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,135,135
RIBERALTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,1004,1004
ROBORE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,64,64
RURRENABAQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,102,102
SABAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,9,9
SACABA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,933,933
SACABAMBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,20,20
SACACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,128,128
SAIPINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,28,28
SALINAS DE GARCI MENDOZA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,84,84
SAMAIPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,70,70
SAN AGUSTIN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,5,5
SAN ANDRES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,78,78
SAN ANDRES DE MACHACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,13,13
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,13,13
SAN ANTONIO DE LOMERIO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,42,42
SAN BENITO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,69,69
SAN BORJA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,828,828
SAN BUENA VENTURA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,92,92
SAN CARLOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,175,175
SAN IGNACIO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,254,254
SAN IGNACIO DE VELASCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,436,436
SAN JAVIER(BNI),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,21,21
SAN JAVIER(STC),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,160,160
SAN JOAQUIN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,29,29
SAN JOSE DE CHIQUITOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,145,145
SAN JUAN DE YAPACANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,63,63
SAN JULIAN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,371,371
SAN LORENZO(PND),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,36,36
SAN LORENZO(TJA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,126,126
SAN LUCAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,248,248
SAN MATIAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,61,61
SAN MIGUEL DE VELASCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,86,86
SAN PABLO DE LIPEZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,7,7
SAN PEDRO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,111,111
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,201,201
SAN PEDRO DE CURAHUARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,25,25
SAN PEDRO DE TIQUINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,33,33
SAN PEDRO(PND),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,14,14
SAN RAFAEL,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,57,57
SAN RAMON BENI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,32,32
SAN RAMON SCZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,71,71
SANTA ANA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,75,75
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,3128,3128
SANTA ROSA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,65,65
SANTA ROSA DEL SARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,119,119
SANTIAGO DE CALLAPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,3,3
SANTIAGO DE HUARI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,131,131
SANTIAGO DE HUATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,44,44
SANTIAGO DE MACHACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,18,18
SANTIVAÑES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,26,26
SANTUARIO DE QUILLACAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,23,23
SAPAHAQUI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,82,82
SENA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,58,58
SHINAOTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,153,153
SICA SICA (VILLA AROMA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,144,144
SICAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,54,54
SIPE SIPE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,461,461
SOPACHUY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,16,16
SORACACHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,72,72
SORATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,61,61
SUCRE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,2519,2519
TACACHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,6,6
TACACOMA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,40,40
TACOBAMBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,55,55
TACOPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,113,113
TAHUA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,5,5
TAPACARI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,165,165
TARABUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,128,128
TARACO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,29,29
TARATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,35,35
TARIJA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,1117,1117
TARVITA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,72,72
TEOPONTE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,86,86
TIAWANACU,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,153,153
TINGUIPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,158,158
TIPUANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,62,62
TIQUIPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,480,480
TIRAQUE (CBBA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,98,98
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,2,2
TOCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,20,20
TODOS SANTOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,2,2
TOLATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,48,48
TOLEDO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,31,31
TOMAVE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,72,72
TOMINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,68,68
TORO TORO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,108,108
TOTORA(CBBA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,143,143
TOTORA(ORR),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,20,20
TRIGAL,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2013-04-01,14,14
