municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2021-03-01,6,6
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2021-03-01,365,365
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2021-03-01,97,97
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2021-03-01,388,388
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-03-01,1702,1702
YANACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2021-03-01,1,1
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2021-03-01,664,664
YOCALLA,internaciones dias camas,dias camas ocupadas otros servicios,2021-03-01,1,1
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-03-01,12,12
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,112,112
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,35,35
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,127,127
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,4,4
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,493,493
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,226,226
AYATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,46,46
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,100,100
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,82,82
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,740,740
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,63,63
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,39,39
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,18,18
CAIROMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
CAJUATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,286,286
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,8,8
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,681,681
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,24,24
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,2,2
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,175,175
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,26,26
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,314,314
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,139,139
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,33,33
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,199,199
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,5,5
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,18,18
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,3435,3435
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,30910,30910
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,351,351
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,12,12
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,20,20
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,90,90
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,107,107
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,360,360
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,22,22
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1024,1024
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,129,129
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,35,35
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,10589,10589
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,44,44
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,338,338
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,71,71
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,120,120
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,15,15
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,9,9
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,65,65
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,4,4
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,38,38
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,773,773
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,36,36
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,43,43
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,2,2
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,557,557
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,50,50
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,22,22
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,11,11
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,62,62
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,71,71
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,490,490
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,40936,40936
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,16,16
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,2,2
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,517,517
LORETO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,3,3
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,10,10
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,46,46
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,34,34
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,6,6
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,54,54
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,181,181
MOCOMOCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,3,3
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,551,551
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,4918,4918
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,3,3
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,34,34
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,10193,10193
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,224,224
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,232,232
PALCA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,3,3
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,65,65
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,7,7
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,10,10
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,4,4
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,4,4
POOPO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,90,90
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,3,3
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,375,375
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,18,18
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,5729,5729
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,29,29
PUCARA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,6,6
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,27,27
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,131,131
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,89,89
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,272,272
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,745,745
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,848,848
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,922,922
RAVELO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,169,169
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,3055,3055
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,336,336
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,243,243
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1255,1255
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,9,9
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,4,4
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,6,6
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,20,20
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,21,21
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,350,350
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,208,208
SAN CARLOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,15,15
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,112,112
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,766,766
SAN JAVIER(BNI),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,80,80
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,136,136
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,324,324
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,124,124
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,822,822
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,149,149
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,38,38
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,59,59
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,85,85
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,5,5
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,56,56
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,156,156
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,117,117
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,174,174
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,36675,36675
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,113,113
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,26,26
SENA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,10,10
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,111,111
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,54,54
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,20,20
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,21615,21615
TACACOMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,16,16
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,306,306
TARACO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
TARATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,11224,11224
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,31,31
TINGUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,5,5
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,4,4
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,260,260
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
TOLATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
TOMAVE,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,46,46
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,23,23
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,3953,3953
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,839,839
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,21,21
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,405,405
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,393,393
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,496,496
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,379,379
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,3,3
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,576,576
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,78,78
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,408,408
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,119,119
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,366,366
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,3014,3014
YAMPARAEZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,7,7
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,780,780
YOCALLA,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,1,1
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-04-01,22,22
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,168,168
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,80,80
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,33,33
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,8,8
ARAMPAMPA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1,1
ARQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,508,508
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,34,34
AYATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,35,35
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,71,71
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,76,76
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,728,728
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,35,35
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,47,47
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,6,6
CAIROMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1,1
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1,1
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,220,220
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,5,5
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,878,878
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,55,55
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,265,265
CARAPARI,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,0,0
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,35,35
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,322,322
CHAQUI,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,5,5
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,172,172
CHAYANTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,4,4
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,71,71
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,146,146
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,9,9
CKOCHAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,4,4
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,144,144
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,2898,2898
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,35981,35981
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,562,562
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,5,5
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,13,13
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,2,2
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,170,170
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,275,275
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,22,22
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,987,987
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,188,188
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1,1
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,35,35
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,12297,12297
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,84,84
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,258,258
EL VILLAR,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,4,4
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,43,43
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,74,74
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,43,43
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,12,12
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,10,10
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,3,3
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,48,48
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,584,584
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,49,49
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,35,35
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,5,5
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,787,787
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,20,20
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,22,22
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,15,15
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,58,58
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,83,83
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,632,632
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,40343,40343
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,31,31
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,12,12
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,781,781
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1,1
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,19,19
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,77,77
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,43,43
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,9,9
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,250,250
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,194,194
MOCOMOCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,9,9
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,11,11
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,711,711
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,2620,2620
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1,1
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,2,2
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,60,60
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,12456,12456
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,205,205
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,164,164
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,92,92
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,3,3
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,2,2
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,17,17
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1,1
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,9,9
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,6,6
POOPO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,15,15
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,6,6
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,334,334
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,10,10
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,6739,6739
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,19,19
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,10,10
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,8,8
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,65,65
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,147,147
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,903,903
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,922,922
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1224,1224
QUIME,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,8,8
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,100,100
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,3018,3018
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,374,374
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,264,264
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1338,1338
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,1,1
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,59,59
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,4,4
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,8,8
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,282,282
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,172,172
SAN CARLOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,10,10
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,214,214
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,795,795
SAN JAVIER(BNI),internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,2,2
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,105,105
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,66,66
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-05-01,370,370
