,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,1,2,0,4,1,5
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,3,3,4,4,7,11
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,0,0,0,1,1
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,12,15,127,121,139,136,275
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,2,0,0,3,2,5
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,13,14,56,42,69,56,125
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,5,0,6,0,6
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,0,3,0,3,3
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,7,6,7,7,14
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,11,8,11,8,19
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,4,3,17,24,21,27,48
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,0,2,0,2,2
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,3,4,7,5,10,15
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,0,6,3,8,3,11
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,11,19,11,20,31
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,4,37,18,38,22,60
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,1,0,2,0,2
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,2,4,2,4,6
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,8,4,8,4,12
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,6,4,6,4,10
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,3,10,14,11,17,28
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,4,1,35,38,39,39,78
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,3,3,3,3,6
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,4,0,5,1,9,1,10
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,133,149,1640,1581,1773,1730,3503
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,7,5,8,5,13
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,5,1,5,1,6
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,3,13,7,16,10,26
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,6,1,6,1,7
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,15,10,16,11,27
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,4,2,4,2,6
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,4,0,4,0,4
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,0,0,0,1,1
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,6,5,7,5,12
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,2,11,4,11,6,17
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,3,2,3,2,5
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,3,3,3,4,7
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,7,12,2,15,9,24
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,7,6,18,23,25,29,54
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,0,9,9,11,9,20
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,4,53,59,55,63,118
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,6,13,7,13,20
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,1,24,15,26,16,42
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,12,13,13,13,26
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,10,8,10,9,19
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,4,0,5,0,5
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,4,3,4,3,7
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,3,9,10,9,13,22
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,5,4,6,9,11,13,24
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,0,32,29,35,29,64
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,44,48,45,49,94
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,11,3,12,4,16
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,7,7,10,8,17,15,32
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,3,14,14,17,17,34
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,4,6,4,6,10
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,2,4,12,6,14,20
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,4,30,25,32,29,61
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,3,4,4,4,8
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,16,11,65,26,81,37,118
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,1,4,1,5,6
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,2,4,6,5,8,13
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,2,21,15,22,17,39
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,7,2,7,2,9
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,0,1,0,2,2
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,28,36,121,125,149,161,310
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,0,7,0,7,7
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,3,6,3,6,9
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,4,1,4,10,8,11,19
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,10,5,11,6,17
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,9,6,10,6,16
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,1,0,1,0,1
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,0,7,10,10,10,20
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,7,4,7,4,11
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,2,12,9,15,11,26
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,3,1,3,2,5
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,7,3,18,18,25,21,46
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,5,15,18,18,23,41
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,0,1,0,1,1
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,13,13,13,14,27
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,2,13,9,14,11,25
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,1,0,2,0,2
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,1,1,1,1,2
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,8,57,47,60,55,115
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,9,1,9,1,10
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,4,0,4,1,5
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,12,48,51,50,63,113
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,3,16,15,18,18,36
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,12,17,80,93,92,110,202
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,2,6,3,8,5,13
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,18,17,18,18,36
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,8,15,13,7,21,22,43
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,0,3,6,6,6,12
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,3,1,3,1,4
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,0,1,0,1,1
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,6,7,6,9,12,21
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,9,4,9,4,13
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,10,10,11,11,22
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,5,6,5,6,11
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,4,3,5,12,9,15,24
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,15,12,104,80,119,92,211
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,14,20,14,21,35
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,3,16,13,16,16,32
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,3,6,3,6,9
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,0,10,7,13,7,20
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,8,11,63,50,71,61,132
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,5,1,4,2,9,3,12
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,6,0,6,0,6
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,2,1,3,1,4
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,17,13,46,35,63,48,111
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,6,17,20,19,26,45
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,2,1,2,1,3
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,13,12,24,27,37,39,76
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,11,6,18,29,29,35,64
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,6,9,17,20,23,29,52
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,2,16,13,18,15,33
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,7,22,20,24,27,51
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,12,14,13,15,28
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,10,8,74,69,84,77,161
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,2,13,21,16,23,39
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,75,85,275,280,350,365,715
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,1,3,1,5,2,7
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,9,5,98,58,107,63,170
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,1,1,1,1,2
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,30,0,155,8,185,8,193
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,4,16,15,17,19,36
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,3,1,1,2,4,6
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,3,3,3,3,6
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,5,3,89,100,94,103,197
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,0,6,2,8,2,10
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,10,9,62,64,72,73,145
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,5,4,5,4,9
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,2,29,26,30,28,58
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,6,4,6,4,10
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,0,1,1,1,2
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,6,1,3,4,9,13
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,10,12,11,13,24
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,1,0,2,0,2
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,4,1,17,21,21,22,43
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,2,3,3,3,5,8
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,28,25,58,54,86,79,165
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,3,2,4,2,6
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,7,3,0,0,7,3,10
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,22,22,119,143,141,165,306
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,0,1,0,1,1
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,5,3,6,3,9
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,1,1,1,1,2
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,2,1,3,1,4
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,6,4,23,15,29,19,48
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,6,8,10,11,16,27
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,8,13,9,13,22
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,8,5,127,115,135,120,255
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,2,1,2,1,3
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,27,18,97,87,124,105,229
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,5,4,6,4,10
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,2,1,2,1,3
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,4,11,4,11,15
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,6,3,7,3,10
SAN RAFAEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,6,5,6,5,11
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,11,7,36,74,47,81,128
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,4,3,4,3,7
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,4,1,0,0,4,1,5
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,4,4,13,5,17,9,26
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,5,3,6,4,10
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,5,1,5,1,6
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,0,2,0,2,2
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,9,18,9,18,27
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,4,15,14,16,18,34
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,3,1,8,2,11,13
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,6,3,6,4,10
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,6,20,13,23,19,42
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,0,6,0,7,7
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,1,18,16,20,17,37
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,35,21,35,21,56
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,3,14,12,17,15,32
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,3,43,59,45,62,107
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,38,21,39,22,61
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,0,1,1,1,2
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,3,0,0,3,3,6
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,8,10,33,31,41,41,82
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,5,3,18,30,23,33,56
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,5,0,5,0,5
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,9,7,66,45,75,52,127
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,4,51,37,54,41,95
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,10,7,11,8,19
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,2,12,15,13,17,30
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,11,12,66,78,77,90,167
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,2,58,43,58,45,103
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,0,47,22,49,22,71
TIAWANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,3,3,12,6,15,9,24
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,18,13,113,72,131,85,216
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,2,0,2,0,2
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,6,9,34,25,40,34,74
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,5,3,36,29,41,32,73
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,0,0,1,1,2
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,2,2,2,3,5
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,2,1,7,4,9,5,14
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,6,1,7,2,9
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,8,4,30,42,38,46,84
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,0,16,22,17,22,39
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,5,1,69,63,74,64,138
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,8,5,31,15,39,20,59
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,0,1,3,1,3,4
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,0,1,0,0,0,1,1
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2016-03-01,1,1,11,6,12,7,19
