,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,84,78,296,262,380,340,720
CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,0,1,1,1,1,2
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,4,3,64,54,68,57,125
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,2,31,29,32,31,63
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,8,12,20,15,28,27,55
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,0,5,5,5,5,10
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,0,7,4,9,4,13
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,33,40,362,314,395,354,749
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,9,4,54,44,63,48,111
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,23,33,138,101,161,134,295
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,0,10,10,12,10,22
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,8,11,93,66,101,77,178
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,66,59,258,243,324,302,626
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,3,24,19,24,22,46
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,0,10,6,10,6,16
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,5,22,19,28,24,52
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,9,18,100,100,109,118,227
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,8,7,45,32,53,39,92
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,4,7,45,54,49,61,110
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,9,6,55,60,64,66,130
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,28,23,106,114,134,137,271
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,77,93,523,482,600,575,1175
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,7,6,41,39,48,45,93
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1944,1418,3408,3321,5352,4739,10091
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,0,0,0,1,0,1
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,172,114,284,238,456,352,808
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,5,11,59,88,64,99,163
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,0,25,26,26,26,52
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,14,15,200,186,214,201,415
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,9,4,0,0,9,4,13
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,14,24,156,178,170,202,372
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,12,78,64,84,76,160
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,5,95,91,98,96,194
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,3,22,14,24,17,41
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,16,9,147,116,163,125,288
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,1,10,15,10,16,26
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,23,15,155,140,178,155,333
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,21,22,72,63,93,85,178
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,12,12,175,145,187,157,344
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,1,48,45,50,46,96
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,14,8,75,69,89,77,166
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,4,39,34,41,38,79
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,27,24,124,113,151,137,288
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,73,54,504,483,577,537,1114
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,14,17,161,131,175,148,323
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,3,10,7,11,10,21
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,5,1,25,21,30,22,52
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,14,14,125,121,139,135,274
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,2,28,35,30,37,67
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,0,18,16,21,16,37
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,4,33,33,35,37,72
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1135,1128,5563,5484,6698,6612,13310
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,1,33,18,33,19,52
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,7,1,70,83,77,84,161
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,13,13,61,70,74,83,157
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,78,63,373,397,451,460,911
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,1,24,13,25,14,39
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,19,15,163,139,182,154,336
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,79,65,484,427,563,492,1055
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,4,0,0,0,4,4
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,3,28,14,31,17,48
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,0,2,0,2,0,2
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,1,42,25,42,26,68
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,1,12,9,14,10,24
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,4,2,20,7,24,9,33
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,22,15,85,113,107,128,235
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,5,34,44,40,49,89
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,27,29,119,133,146,162,308
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,18,22,45,30,63,52,115
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,7,129,96,131,103,234
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,2,35,32,38,34,72
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,68,58,374,419,442,477,919
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,4,14,108,100,112,114,226
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,6,49,66,52,72,124
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,5,11,10,13,15,28
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,3,7,12,7,15,22
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,10,18,166,157,176,175,351
HUARACAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,3,35,23,38,26,64
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,4,2,34,29,38,31,69
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,1,8,12,9,13,22
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,2,36,19,37,21,58
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,0,14,9,15,9,24
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,2,7,6,10,8,18
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,5,3,27,24,32,27,59
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,7,50,49,56,56,112
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,1,5,9,5,10,15
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,7,4,73,56,80,60,140
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,6,104,79,105,85,190
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,5,5,89,74,94,79,173
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,9,91,80,97,89,186
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,33,32,327,282,360,314,674
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,52,45,694,679,746,724,1470
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1678,1585,3768,3485,5446,5070,10516
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,0,3,5,4,5,9
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,7,42,38,42,45,87
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,9,9,117,129,126,138,264
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,3,18,27,21,30,51
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,3,13,13,15,16,31
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,16,13,210,205,226,218,444
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,5,1,22,22,27,23,50
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,4,5,13,15,17,20,37
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,1,39,37,45,38,83
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,5,37,3,38,8,46
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,4,41,39,44,43,87
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,11,8,108,103,119,111,230
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,10,10,82,87,92,97,189
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,1,1,0,1,1,2
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,13,9,119,127,132,136,268
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,9,8,64,64,73,72,145
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,25,26,166,179,191,205,396
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,20,28,276,212,296,240,536
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,8,4,56,60,64,64,128
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,0,3,2,3,2,5
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,5,3,31,37,36,40,76
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,27,27,217,163,244,190,434
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,326,266,986,986,1312,1252,2564
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,0,21,10,23,10,33
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,18,4,39,27,57,31,88
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,2,22,14,22,16,38
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,0,7,2,7,2,9
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,1,20,14,21,15,36
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,10,4,53,63,63,67,130
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,12,78,81,84,93,177
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,4,1,68,70,72,71,143
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,594,572,1963,2003,2557,2575,5132
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,9,11,146,108,155,119,274
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,14,10,50,72,64,82,146
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,27,19,101,113,128,132,260
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,54,39,123,109,177,148,325
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,34,26,254,195,288,221,509
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,5,12,19,13,24,37
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,6,64,63,70,69,139
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,4,0,21,20,25,20,45
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,1,26,9,26,10,36
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,20,21,122,119,142,140,282
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,1,38,39,40,40,80
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,7,8,50,51,57,59,116
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,5,77,64,83,69,152
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,4,8,83,81,87,89,176
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,8,22,88,69,96,91,187
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,3,37,35,38,38,76
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,7,99,91,105,98,203
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,10,1,59,59,69,60,129
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,14,16,37,34,51,50,101
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,20,20,74,63,94,83,177
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,9,50,42,56,51,107
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,0,8,1,9,1,10
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,396,358,1437,1284,1833,1642,3475
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,0,31,28,34,28,62
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,0,5,9,5,9,14
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,15,13,170,161,185,174,359
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,0,17,27,20,27,47
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,7,14,51,54,58,68,126
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,4,84,89,86,93,179
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,0,7,16,7,16,23
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,17,12,96,83,113,95,208
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,8,8,60,55,68,63,131
PUERTO SILES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,0,7,7,7,7,14
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,26,18,111,83,137,101,238
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,83,83,647,676,730,759,1489
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,5,6,84,65,89,71,160
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,30,31,287,247,317,278,595
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,0,29,27,30,27,57
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,517,434,884,828,1401,1262,2663
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,3,45,56,47,59,106
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,2,8,8,9,10,19
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,7,3,56,41,63,44,107
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,14,12,85,92,99,104,203
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,158,143,1110,844,1268,987,2255
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,18,17,81,87,99,104,203
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,12,15,149,141,161,156,317
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,2,0,39,21,41,21,62
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,259,218,1202,1211,1461,1429,2890
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,2,24,21,27,23,50
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,14,11,114,60,128,71,199
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,2,36,41,39,43,82
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,3,7,61,77,64,84,148
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,12,3,75,55,87,58,145
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,2,15,6,16,8,24
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,24,20,62,83,86,103,189
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,0,15,20,16,20,36
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,0,0,18,18,18,18,36
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,2,33,33,34,35,69
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,12,9,104,124,116,133,249
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,38,37,314,303,352,340,692
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,14,14,80,61,94,75,169
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,34,24,141,140,175,164,339
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,43,45,109,148,152,193,345
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,92,81,342,346,434,427,861
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,7,5,10,6,17,11,28
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,29,10,78,64,107,74,181
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,7,6,41,23,48,29,77
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,48,23,62,54,110,77,187
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,33,43,50,58,83,101,184
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,44,39,279,241,323,280,603
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,6,5,56,33,62,38,100
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,19,17,205,161,224,178,402
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,10,12,120,114,130,126,256
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,19,24,85,89,104,113,217
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,7,17,102,98,109,115,224
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,5,5,21,13,26,18,44
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,19,11,115,108,134,119,253
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,16,17,115,142,131,159,290
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,7,4,30,34,37,38,75
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-04-01,1,0,3,4,4,4,8
