,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2015-03-01,161,151,21,15,182,166,348
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,104,83,7,2,111,85,196
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,45,37,1,0,46,37,83
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,184,170,3,8,187,178,365
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,89,83,5,4,94,87,181
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,89,90,0,1,89,91,180
POCOATA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,203,216,1,0,204,216,420
POCONA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,138,136,4,3,142,139,281
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2015-03-01,198,175,8,3,206,178,384
POOPO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,76,89,5,4,81,93,174
PORCO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,149,132,3,4,152,136,288
POROMA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,297,309,7,6,304,315,619
PORONGO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,156,150,15,9,171,159,330
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,341,335,260,296,601,631,1232
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2015-03-01,150,156,12,6,162,162,324
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2015-03-01,34,36,2,3,36,39,75
POTOSI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,2847,2626,439,290,3286,2916,6202
PRESTO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,139,144,4,2,143,146,289
PUCARA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,30,17,7,2,37,19,56
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,175,155,3,1,178,156,334
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,77,73,1,0,78,73,151
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,58,57,5,2,63,59,122
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,178,150,7,8,185,158,343
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2015-03-01,32,18,4,0,36,18,54
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,133,104,1,0,134,104,238
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,199,223,2,2,201,225,426
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2015-03-01,29,23,1,1,30,24,54
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2015-03-01,199,190,5,6,204,196,400
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2015-03-01,1151,1044,59,59,1210,1103,2313
PUNA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,250,229,6,5,256,234,490
PUNATA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,370,316,62,49,432,365,797
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,26,12,34,32,60,44,104
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,1976,1647,1437,1238,3413,2885,6298
QUIME,consulta externa,ninos  de 1 a 4 anos,2015-03-01,118,121,4,6,122,127,249
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2015-03-01,24,31,1,1,25,32,57
RAVELO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,249,220,0,1,249,221,470
REYES,consulta externa,ninos  de 1 a 4 anos,2015-03-01,211,212,7,6,218,218,436
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,1671,1614,226,222,1897,1836,3733
ROBORE,consulta externa,ninos  de 1 a 4 anos,2015-03-01,293,248,37,11,330,259,589
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2015-03-01,404,403,51,11,455,414,869
SABAYA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,36,41,11,13,47,54,101
SACABA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,1731,1566,163,148,1894,1714,3608
SACABAMBA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,59,45,16,24,75,69,144
SACACA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,298,254,4,0,302,254,556
SAIPINA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,124,115,16,9,140,124,264
SALINAS DE GARCI MENDOZA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,135,114,5,5,140,119,259
SAMAIPATA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,155,178,5,9,160,187,347
SAN AGUSTIN,consulta externa,ninos  de 1 a 4 anos,2015-03-01,28,31,3,2,31,33,64
SAN ANDRES,consulta externa,ninos  de 1 a 4 anos,2015-03-01,260,248,26,28,286,276,562
SAN ANDRES DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,25,18,1,1,26,19,45
SAN ANTONIO DE ESMORUCO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,29,20,5,3,34,23,57
SAN ANTONIO DE LOMERIO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,141,131,7,1,148,132,280
SAN BENITO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,129,123,40,32,169,155,324
SAN BORJA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,844,756,94,93,938,849,1787
SAN BUENA VENTURA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,235,236,5,10,240,246,486
SAN CARLOS,consulta externa,ninos  de 1 a 4 anos,2015-03-01,580,574,25,27,605,601,1206
SAN IGNACIO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,480,484,32,46,512,530,1042
SAN IGNACIO DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,875,881,18,23,893,904,1797
SAN JAVIER(BNI),consulta externa,ninos  de 1 a 4 anos,2015-03-01,35,26,14,8,49,34,83
SAN JAVIER(STC),consulta externa,ninos  de 1 a 4 anos,2015-03-01,108,111,1,0,109,111,220
SAN JOAQUIN,consulta externa,ninos  de 1 a 4 anos,2015-03-01,121,117,2,0,123,117,240
SAN JOSE DE CHIQUITOS,consulta externa,ninos  de 1 a 4 anos,2015-03-01,243,237,14,16,257,253,510
SAN JUAN DE YAPACANI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,325,248,27,8,352,256,608
SAN JULIAN,consulta externa,ninos  de 1 a 4 anos,2015-03-01,1086,932,182,187,1268,1119,2387
SAN LORENZO(PND),consulta externa,ninos  de 1 a 4 anos,2015-03-01,151,131,15,6,166,137,303
SAN LORENZO(TJA),consulta externa,ninos  de 1 a 4 anos,2015-03-01,357,398,13,13,370,411,781
SAN LUCAS,consulta externa,ninos  de 1 a 4 anos,2015-03-01,516,457,15,11,531,468,999
SAN MATIAS,consulta externa,ninos  de 1 a 4 anos,2015-03-01,255,216,4,3,259,219,478
SAN MIGUEL DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,193,176,70,40,263,216,479
SAN PABLO DE LIPEZ,consulta externa,ninos  de 1 a 4 anos,2015-03-01,57,72,2,2,59,74,133
SAN PEDRO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,543,455,46,34,589,489,1078
SAN PEDRO DE BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,348,332,7,4,355,336,691
SAN PEDRO DE CURAHUARA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,114,88,6,6,120,94,214
SAN PEDRO DE QUEMES,consulta externa,ninos  de 1 a 4 anos,2015-03-01,10,8,0,0,10,8,18
SAN PEDRO DE TIQUINA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,36,43,10,7,46,50,96
SAN PEDRO(PND),consulta externa,ninos  de 1 a 4 anos,2015-03-01,64,57,2,0,66,57,123
SAN RAFAEL,consulta externa,ninos  de 1 a 4 anos,2015-03-01,203,151,30,13,233,164,397
SAN RAMON BENI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,65,75,1,1,66,76,142
SAN RAMON SCZ,consulta externa,ninos  de 1 a 4 anos,2015-03-01,154,159,10,12,164,171,335
SANTA ANA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,145,116,101,117,246,233,479
SANTA CRUZ DE LA SIERRA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,17483,16022,3590,3322,21073,19344,40417
SANTA ROSA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,108,122,1,0,109,122,231
SANTA ROSA DEL SARA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,410,382,36,35,446,417,863
SANTIAGO DE CALLAPA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,9,6,10,9,19,15,34
SANTIAGO DE HUARI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,121,96,2,1,123,97,220
SANTIAGO DE HUATA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,45,27,0,1,45,28,73
SANTIAGO DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,13,17,0,2,13,19,32
SANTIVAÑES,consulta externa,ninos  de 1 a 4 anos,2015-03-01,130,87,3,3,133,90,223
SANTUARIO DE QUILLACAS,consulta externa,ninos  de 1 a 4 anos,2015-03-01,57,44,1,0,58,44,102
SAPAHAQUI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,81,66,3,1,84,67,151
SENA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,120,95,28,10,148,105,253
SHINAOTA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,566,505,69,35,635,540,1175
SICA SICA (VILLA AROMA),consulta externa,ninos  de 1 a 4 anos,2015-03-01,210,239,20,6,230,245,475
SICAYA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,51,33,2,1,53,34,87
SIPE SIPE,consulta externa,ninos  de 1 a 4 anos,2015-03-01,581,481,61,61,642,542,1184
SOPACHUY,consulta externa,ninos  de 1 a 4 anos,2015-03-01,118,123,2,6,120,129,249
SORACACHI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,97,94,3,2,100,96,196
SORATA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,210,183,6,21,216,204,420
SUCRE,consulta externa,ninos  de 1 a 4 anos,2015-03-01,4741,4333,1195,1077,5936,5410,11346
TACACHI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,11,14,4,1,15,15,30
TACACOMA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,93,116,9,16,102,132,234
TACOBAMBA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,81,96,1,0,82,96,178
TACOPAYA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,95,104,3,6,98,110,208
TAHUA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,16,18,0,1,16,19,35
TAPACARI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,300,293,9,10,309,303,612
TARABUCO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,239,220,3,1,242,221,463
TARACO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,27,21,13,11,40,32,72
TARATA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,57,35,3,4,60,39,99
TARIJA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,3919,3412,1005,770,4924,4182,9106
TARVITA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,372,346,8,19,380,365,745
TEOPONTE,consulta externa,ninos  de 1 a 4 anos,2015-03-01,246,231,0,0,246,231,477
TIAWANACU,consulta externa,ninos  de 1 a 4 anos,2015-03-01,73,71,8,16,81,87,168
TINGUIPAYA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,239,186,3,1,242,187,429
TIPUANI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,165,150,48,42,213,192,405
TIQUIPAYA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,1041,830,164,127,1205,957,2162
TIRAQUE (CBBA),consulta externa,ninos  de 1 a 4 anos,2015-03-01,141,118,8,3,149,121,270
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos  de 1 a 4 anos,2015-03-01,6,4,7,7,13,11,24
TOCO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,80,65,19,30,99,95,194
TODOS SANTOS,consulta externa,ninos  de 1 a 4 anos,2015-03-01,2,1,0,0,2,1,3
TOLATA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,104,80,18,15,122,95,217
TOLEDO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,40,27,1,0,41,27,68
TOMAVE,consulta externa,ninos  de 1 a 4 anos,2015-03-01,148,126,4,1,152,127,279
TOMINA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,181,215,0,0,181,215,396
TORO TORO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,250,206,1,3,251,209,460
TOTORA(CBBA),consulta externa,ninos  de 1 a 4 anos,2015-03-01,148,136,4,6,152,142,294
TOTORA(ORR),consulta externa,ninos  de 1 a 4 anos,2015-03-01,49,55,1,4,50,59,109
TRIGAL,consulta externa,ninos  de 1 a 4 anos,2015-03-01,29,20,2,1,31,21,52
TRINIDAD,consulta externa,ninos  de 1 a 4 anos,2015-03-01,1711,1614,401,348,2112,1962,4074
TUPIZA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,696,698,105,46,801,744,1545
TURCO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,41,34,2,3,43,37,80
UMALA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,60,67,22,22,82,89,171
UNCIA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,296,260,29,15,325,275,600
URIONDO (A. CONCEPCION),consulta externa,ninos  de 1 a 4 anos,2015-03-01,306,283,46,58,352,341,693
URUBICHA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,181,154,1,1,182,155,337
UYUNI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,293,333,12,13,305,346,651
VACAS,consulta externa,ninos  de 1 a 4 anos,2015-03-01,177,160,22,18,199,178,377
VALLEGRANDE,consulta externa,ninos  de 1 a 4 anos,2015-03-01,180,185,11,27,191,212,403
VIACHA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,655,598,191,162,846,760,1606
VILA VILA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,69,74,6,4,75,78,153
VILLA CHARCAS,consulta externa,ninos  de 1 a 4 anos,2015-03-01,219,234,4,1,223,235,458
VILLA MONTES,consulta externa,ninos  de 1 a 4 anos,2015-03-01,1004,682,32,22,1036,704,1740
VILLA NUEVA (LOMA ALTA),consulta externa,ninos  de 1 a 4 anos,2015-03-01,87,85,5,3,92,88,180
VILLA RIVERO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,75,56,33,16,108,72,180
VILLA SERRANO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,310,286,60,56,370,342,712
VILLA TUNARI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,2128,1874,75,93,2203,1967,4170
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos  de 1 a 4 anos,2015-03-01,173,125,34,32,207,157,364
VILLAZON,consulta externa,ninos  de 1 a 4 anos,2015-03-01,705,632,20,32,725,664,1389
VINTO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,207,160,408,271,615,431,1046
VITICHI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,118,101,2,3,120,104,224
WALDO BALLIVIAN,consulta externa,ninos  de 1 a 4 anos,2015-03-01,32,26,0,0,32,26,58
WARNES,consulta externa,ninos  de 1 a 4 anos,2015-03-01,1955,1701,96,96,2051,1797,3848
YACO,consulta externa,ninos  de 1 a 4 anos,2015-03-01,82,99,5,0,87,99,186
YACUIBA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,1559,1392,270,215,1829,1607,3436
YAMPARAEZ,consulta externa,ninos  de 1 a 4 anos,2015-03-01,45,59,4,4,49,63,112
YANACACHI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,116,101,9,4,125,105,230
YAPACANI,consulta externa,ninos  de 1 a 4 anos,2015-03-01,723,722,59,78,782,800,1582
YOCALLA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,79,66,2,1,81,67,148
YOTALA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,121,102,22,11,143,113,256
YUNCHARA,consulta externa,ninos  de 1 a 4 anos,2015-03-01,130,109,2,0,132,109,241
YUNGUYO DE LITORAL,consulta externa,ninos  de 1 a 4 anos,2015-03-01,1,1,0,0,1,1,2
ZUDAÑEZ,consulta externa,ninos  de 1 a 4 anos,2015-03-01,129,128,3,3,132,131,263
ACACIO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,104,112,4,1,108,113,221
ACHACACHI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,275,272,30,21,305,293,598
ACHOCALLA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,136,173,0,2,136,175,311
AIQUILE,consulta externa,ninos  de 1 a 4 anos,2015-04-01,311,314,31,25,342,339,681
ALALAY,consulta externa,ninos  de 1 a 4 anos,2015-04-01,31,14,0,0,31,14,45
ALCALA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,85,67,3,0,88,67,155
ALTO BENI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,441,369,24,10,465,379,844
ANCORAIMES,consulta externa,ninos  de 1 a 4 anos,2015-04-01,85,90,7,3,92,93,185
ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,44,59,6,1,50,60,110
ANTEQUERA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,49,46,3,4,52,50,102
ANZALDO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,65,49,32,32,97,81,178
APOLO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,346,352,75,64,421,416,837
ARAMPAMPA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,91,80,0,1,91,81,172
ARANI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,85,85,25,26,110,111,221
ARBIETO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,233,211,42,60,275,271,546
ARQUE,consulta externa,ninos  de 1 a 4 anos,2015-04-01,143,120,6,1,149,121,270
ASCENCION DE GUARAYOS,consulta externa,ninos  de 1 a 4 anos,2015-04-01,430,414,17,29,447,443,890
ATOCHA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,268,259,39,30,307,289,596
AUCAPATA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,48,51,0,0,48,51,99
AYATA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,128,119,6,1,134,120,254
AYO AYO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,98,99,12,18,110,117,227
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos  de 1 a 4 anos,2015-04-01,322,393,28,30,350,423,773
AZURDUY,consulta externa,ninos  de 1 a 4 anos,2015-04-01,375,352,12,13,387,365,752
BATALLAS,consulta externa,ninos  de 1 a 4 anos,2015-04-01,99,105,3,4,102,109,211
BAURES,consulta externa,ninos  de 1 a 4 anos,2015-04-01,122,104,9,10,131,114,245
BELEN DE ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,43,41,8,3,51,44,95
BELEN DE URMIRI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,21,35,0,0,21,35,56
BELLA FLOR,consulta externa,ninos  de 1 a 4 anos,2015-04-01,70,67,5,4,75,71,146
BERMEJO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,1793,1660,64,54,1857,1714,3571
BETANZOS,consulta externa,ninos  de 1 a 4 anos,2015-04-01,338,309,5,7,343,316,659
BOLIVAR,consulta externa,ninos  de 1 a 4 anos,2015-04-01,79,87,1,1,80,88,168
BOLPEBRA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,49,35,1,4,50,39,89
BOYUIBE,consulta externa,ninos  de 1 a 4 anos,2015-04-01,32,53,11,11,43,64,107
BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,288,248,35,16,323,264,587
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2015-04-01,685,630,36,40,721,670,1391
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,149,150,38,27,187,177,364
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2015-04-01,134,137,7,6,141,143,284
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,165,154,1,1,166,155,321
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,39,49,1,0,40,49,89
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,161,139,5,2,166,141,307
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,122,189,19,16,141,205,346
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2015-04-01,45,34,0,2,45,36,81
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,785,665,42,39,827,704,1531
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,276,263,50,40,326,303,629
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,61,58,0,1,61,59,120
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,522,498,8,12,530,510,1040
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,586,581,121,130,707,711,1418
CARANGAS,consulta externa,ninos  de 1 a 4 anos,2015-04-01,3,2,0,0,3,2,5
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,282,231,16,5,298,236,534
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,80,97,1,2,81,99,180
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2015-04-01,73,85,11,15,84,100,184
CATACORA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,16,15,6,8,22,23,45
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,22,17,3,3,25,20,45
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,327,308,114,172,441,480,921
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,74,79,7,5,81,84,165
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,682,628,26,21,708,649,1357
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,18,17,2,0,20,17,37
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,202,222,14,15,216,237,453
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2015-04-01,615,591,44,35,659,626,1285
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,20,10,1,0,21,10,31
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,12,8,0,2,12,10,22
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,16,22,1,1,17,23,40
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2015-04-01,258,273,12,5,270,278,548
CHUMA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,94,88,2,2,96,90,186
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,51,36,0,0,51,36,87
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2015-04-01,165,159,9,3,174,162,336
CLIZA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,165,139,108,81,273,220,493
COBIJA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,922,802,75,61,997,863,1860
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,324,305,29,33,353,338,691
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,8739,7698,4020,3561,12759,11259,24018
COIPASA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,14,7,0,0,14,7,21
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,521,456,174,125,695,581,1276
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2015-04-01,202,180,13,9,215,189,404
COLLANA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,39,45,0,3,39,48,87
COLOMI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,214,218,5,2,219,220,439
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,172,161,31,27,203,188,391
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,386,383,6,1,392,384,776
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,110,111,6,12,116,123,239
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2015-04-01,208,230,18,11,226,241,467
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2015-04-01,15,5,0,0,15,5,20
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,249,223,44,42,293,265,558
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,46,23,1,0,47,23,70
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2015-04-01,118,126,46,50,164,176,340
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,92,85,2,2,94,87,181
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,233,212,22,11,255,223,478
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,72,42,1,6,73,48,121
COROICO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,174,139,36,43,210,182,392
CORQUE,consulta externa,ninos  de 1 a 4 anos,2015-04-01,108,68,4,8,112,76,188
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,397,357,24,37,421,394,815
COTOCA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,1110,947,48,44,1158,991,2149
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,0,3,0,0,0,3,3
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2015-04-01,410,485,28,29,438,514,952
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2015-04-01,8,18,1,0,9,18,27
CUEVO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,89,90,10,4,99,94,193
CULPINA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,264,215,3,1,267,216,483
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2015-04-01,57,42,1,2,58,44,102
CURVA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,43,36,1,1,44,37,81
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,33,25,0,0,33,25,58
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,10680,9904,2702,2497,13382,12401,25783
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,72,48,2,0,74,48,122
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2015-04-01,395,341,7,1,402,342,744
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2015-04-01,142,133,6,8,148,141,289
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2015-04-01,1333,1075,112,83,1445,1158,2603
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2015-04-01,89,86,4,5,93,91,184
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2015-04-01,307,302,5,4,312,306,618
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2015-04-01,741,643,95,90,836,733,1569
