municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,6,6
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,6,6
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,43,43
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,5,5
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,10,10
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,22,22
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,17,17
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,18,18
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,13,13
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,8,8
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,84,84
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,8,8
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,41,41
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,3,3
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,4,4
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,37,37
CHUMA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,3,3
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,6,6
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,32,32
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,140,140
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,1047,1047
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,45,45
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,3,3
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,2,2
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,36,36
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,38,38
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,19,19
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,3,3
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,84,84
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,4,4
CURVA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,4,4
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,1287,1287
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,6,6
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,98,98
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,10,10
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,5,5
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,3,3
GUTIERREZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,6,6
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,9,9
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,2,2
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,25,25
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,4,4
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,11,11
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,72,72
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,773,773
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,3,3
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,43,43
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,2,2
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,1,1
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,17,17
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,18,18
MAPIRI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,8,8
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,17,17
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,35,35
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,57,57
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,607,607
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,7,7
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,19,19
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,57,57
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,7,7
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,27,27
POCOATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,9,9
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,9,9
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,2,2
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,29,29
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,189,189
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,7,7
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,32,32
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,5,5
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,152,152
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,6,6
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,46,46
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,210,210
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,18,18
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,303,303
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,26,26
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,47,47
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,140,140
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,9,9
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,3,3
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,9,9
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,75,75
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,18,18
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,29,29
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,31,31
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,81,81
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,25,25
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,51,51
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,6,6
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,62,62
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,2,2
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,22,22
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,21,21
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,17,17
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,1,1
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,6,6
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,13,13
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,2178,2178
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,4,4
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,9,9
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,5,5
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,41,41
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,9,9
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,426,426
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,12,12
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,429,429
TINGUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,2,2
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,78,78
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,5,5
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,5,5
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,4,4
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,22,22
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,338,338
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,54,54
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,10,10
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,4,4
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,40,40
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,25,25
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,42,42
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,75,75
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,10,10
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,79,79
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,4,4
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,52,52
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,32,32
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,4,4
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,102,102
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,29,29
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,112,112
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,23,23
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,29,29
ANTEQUERA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
APOLO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,17,17
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,60,60
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,6,6
AUCAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
AYATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,18,18
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,4,4
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,3,3
BELEN DE URMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,40,40
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,4,4
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,31,31
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,3,3
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,16,16
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,24,24
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,24,24
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,14,14
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,56,56
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,9,9
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,34,34
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,2,2
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,8,8
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,4,4
CHOQUE COTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,29,29
CHUMA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,6,6
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,5,5
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,23,23
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,117,117
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1075,1075
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,49,49
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,5,5
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,2,2
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,29,29
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,29,29
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,15,15
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,3,3
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,91,91
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,27,27
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1260,1260
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,9,9
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,112,112
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,9,9
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,3,3
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,81,81
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,2,2
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,13,13
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,3,3
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,64,64
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,888,888
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,57,57
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,20,20
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,15,15
MAPIRI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,5,5
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,20,20
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,38,38
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,54,54
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,535,535
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,5,5
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,16,16
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,40,40
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,8,8
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,35,35
POCOATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,7,7
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,7,7
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,24,24
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,3,3
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,225,225
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,13,13
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,8,8
PUERTO SUAREZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,112,112
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,4,4
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,45,45
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,212,212
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,6,6
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,17,17
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,230,230
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,30,30
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,29,29
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,134,134
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,8,8
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,4,4
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,8,8
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,62,62
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,18,18
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,35,35
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,32,32
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,83,83
SAN JAVIER(BNI),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,24,24
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,36,36
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,5,5
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,55,55
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,7,7
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,7,7
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,22,22
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,27,27
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,13,13
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,2,2
SAN PEDRO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,1,1
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,4,4
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,5,5
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,11,11
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,2079,2079
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,11,11
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,6,6
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,43,43
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,9,9
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,389,389
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,19,19
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,442,442
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,77,77
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,4,4
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,8,8
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,21,21
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,346,346
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,54,54
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,5,5
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,5,5
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,38,38
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,27,27
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,45,45
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,80,80
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,11,11
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,73,73
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,6,6
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,34,34
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,35,35
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,4,4
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,13,13
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,43,43
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2019-04-01,108,108
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,4,4
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,15,15
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,35,35
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,1,1
ALTO BENI,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,1,1
APOLO,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,11,11
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,69,69
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,6,6
AUCAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,6,6
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,2,2
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,10,10
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,3,3
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,35,35
BOLPEBRA,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,2,2
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,15,15
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,28,28
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,4,4
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,14,14
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,3,3
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2019-05-01,13,13
