municipality,group,variable,month,Cesáreas,TOTAL
PORTACHUELO,atencion de partos en servicios,cesareas,2019-01-01,17,17
POTOSI,atencion de partos en servicios,cesareas,2019-01-01,209,209
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2019-01-01,10,10
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2019-01-01,15,15
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2019-01-01,25,25
PUNATA,atencion de partos en servicios,cesareas,2019-01-01,39,39
QUILLACOLLO,atencion de partos en servicios,cesareas,2019-01-01,45,45
QUIME,atencion de partos en servicios,cesareas,2019-01-01,2,2
REYES,atencion de partos en servicios,cesareas,2019-01-01,1,1
RIBERALTA,atencion de partos en servicios,cesareas,2019-01-01,115,115
ROBORE,atencion de partos en servicios,cesareas,2019-01-01,10,10
RURRENABAQUE,atencion de partos en servicios,cesareas,2019-01-01,17,17
SACABA,atencion de partos en servicios,cesareas,2019-01-01,97,97
SAN BORJA,atencion de partos en servicios,cesareas,2019-01-01,18,18
SAN CARLOS,atencion de partos en servicios,cesareas,2019-01-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2019-01-01,33,33
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2019-01-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2019-01-01,20,20
SAN JULIAN,atencion de partos en servicios,cesareas,2019-01-01,11,11
SAN LUCAS,atencion de partos en servicios,cesareas,2019-01-01,3,3
SAN RAMON BENI,atencion de partos en servicios,cesareas,2019-01-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2019-01-01,5,5
SANTA ANA,atencion de partos en servicios,cesareas,2019-01-01,7,7
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2019-01-01,2234,2234
SHINAOTA,atencion de partos en servicios,cesareas,2019-01-01,6,6
SOPACHUY,atencion de partos en servicios,cesareas,2019-01-01,1,1
SUCRE,atencion de partos en servicios,cesareas,2019-01-01,262,262
TARABUCO,atencion de partos en servicios,cesareas,2019-01-01,3,3
TARIJA,atencion de partos en servicios,cesareas,2019-01-01,174,174
TARVITA,atencion de partos en servicios,cesareas,2019-01-01,4,4
TIQUIPAYA,atencion de partos en servicios,cesareas,2019-01-01,28,28
TRINIDAD,atencion de partos en servicios,cesareas,2019-01-01,144,144
TUPIZA,atencion de partos en servicios,cesareas,2019-01-01,24,24
UNCIA,atencion de partos en servicios,cesareas,2019-01-01,4,4
UYUNI,atencion de partos en servicios,cesareas,2019-01-01,7,7
VALLEGRANDE,atencion de partos en servicios,cesareas,2019-01-01,18,18
VIACHA,atencion de partos en servicios,cesareas,2019-01-01,6,6
VILLA MONTES,atencion de partos en servicios,cesareas,2019-01-01,30,30
VILLA TUNARI,atencion de partos en servicios,cesareas,2019-01-01,27,27
VILLAZON,atencion de partos en servicios,cesareas,2019-01-01,11,11
VINTO,atencion de partos en servicios,cesareas,2019-01-01,4,4
WARNES,atencion de partos en servicios,cesareas,2019-01-01,14,14
YACUIBA,atencion de partos en servicios,cesareas,2019-01-01,65,65
YAPACANI,atencion de partos en servicios,cesareas,2019-01-01,43,43
ACHACACHI,atencion de partos en servicios,cesareas,2019-02-01,5,5
AIQUILE,atencion de partos en servicios,cesareas,2019-02-01,8,8
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2019-02-01,14,14
ATOCHA,atencion de partos en servicios,cesareas,2019-02-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,cesareas,2019-02-01,3,3
BAURES,atencion de partos en servicios,cesareas,2019-02-01,1,1
BERMEJO,atencion de partos en servicios,cesareas,2019-02-01,28,28
CAMARGO,atencion de partos en servicios,cesareas,2019-02-01,13,13
CAMIRI,atencion de partos en servicios,cesareas,2019-02-01,51,51
CARANAVI,atencion de partos en servicios,cesareas,2019-02-01,29,29
CHALLAPATA,atencion de partos en servicios,cesareas,2019-02-01,7,7
CHARAGUA,atencion de partos en servicios,cesareas,2019-02-01,7,7
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2019-02-01,9,9
CLIZA,atencion de partos en servicios,cesareas,2019-02-01,11,11
COBIJA,atencion de partos en servicios,cesareas,2019-02-01,61,61
COCHABAMBA,atencion de partos en servicios,cesareas,2019-02-01,797,797
COLCAPIRHUA,atencion de partos en servicios,cesareas,2019-02-01,18,18
COMARAPA,atencion de partos en servicios,cesareas,2019-02-01,10,10
CONCEPCION,atencion de partos en servicios,cesareas,2019-02-01,3,3
COROICO,atencion de partos en servicios,cesareas,2019-02-01,10,10
COTOCA,atencion de partos en servicios,cesareas,2019-02-01,12,12
CUATRO CAÑADAS,atencion de partos en servicios,cesareas,2019-02-01,7,7
CULPINA,atencion de partos en servicios,cesareas,2019-02-01,2,2
EL ALTO,atencion de partos en servicios,cesareas,2019-02-01,376,376
EL TORNO,atencion de partos en servicios,cesareas,2019-02-01,30,30
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2019-02-01,2,2
GUANAY,atencion de partos en servicios,cesareas,2019-02-01,2,2
GUAYARAMERIN,atencion de partos en servicios,cesareas,2019-02-01,35,35
HUANUNI,atencion de partos en servicios,cesareas,2019-02-01,13,13
LA PAZ,atencion de partos en servicios,cesareas,2019-02-01,706,706
LLALLAGUA,atencion de partos en servicios,cesareas,2019-02-01,6,6
MAGDALENA,atencion de partos en servicios,cesareas,2019-02-01,4,4
MAIRANA,atencion de partos en servicios,cesareas,2019-02-01,5,5
MINEROS,atencion de partos en servicios,cesareas,2019-02-01,1,1
MIZQUE,atencion de partos en servicios,cesareas,2019-02-01,8,8
MONTEAGUDO,atencion de partos en servicios,cesareas,2019-02-01,18,18
MONTERO,atencion de partos en servicios,cesareas,2019-02-01,232,232
ORURO,atencion de partos en servicios,cesareas,2019-02-01,311,311
PADILLA,atencion de partos en servicios,cesareas,2019-02-01,6,6
PATACAMAYA,atencion de partos en servicios,cesareas,2019-02-01,2,2
PORTACHUELO,atencion de partos en servicios,cesareas,2019-02-01,13,13
POTOSI,atencion de partos en servicios,cesareas,2019-02-01,169,169
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2019-02-01,8,8
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2019-02-01,22,22
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2019-02-01,31,31
PUNATA,atencion de partos en servicios,cesareas,2019-02-01,36,36
QUILLACOLLO,atencion de partos en servicios,cesareas,2019-02-01,46,46
QUIME,atencion de partos en servicios,cesareas,2019-02-01,1,1
RIBERALTA,atencion de partos en servicios,cesareas,2019-02-01,110,110
ROBORE,atencion de partos en servicios,cesareas,2019-02-01,9,9
RURRENABAQUE,atencion de partos en servicios,cesareas,2019-02-01,16,16
SACABA,atencion de partos en servicios,cesareas,2019-02-01,90,90
SAN BORJA,atencion de partos en servicios,cesareas,2019-02-01,19,19
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2019-02-01,1,1
SAN CARLOS,atencion de partos en servicios,cesareas,2019-02-01,6,6
SAN IGNACIO,atencion de partos en servicios,cesareas,2019-02-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2019-02-01,39,39
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2019-02-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2019-02-01,23,23
SAN JULIAN,atencion de partos en servicios,cesareas,2019-02-01,8,8
SAN LUCAS,atencion de partos en servicios,cesareas,2019-02-01,3,3
SAN MATIAS,atencion de partos en servicios,cesareas,2019-02-01,3,3
SAN RAMON BENI,atencion de partos en servicios,cesareas,2019-02-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2019-02-01,3,3
SANTA ANA,atencion de partos en servicios,cesareas,2019-02-01,16,16
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2019-02-01,2219,2219
SANTA ROSA,atencion de partos en servicios,cesareas,2019-02-01,1,1
SHINAOTA,atencion de partos en servicios,cesareas,2019-02-01,12,12
SOPACHUY,atencion de partos en servicios,cesareas,2019-02-01,2,2
SUCRE,atencion de partos en servicios,cesareas,2019-02-01,242,242
TARABUCO,atencion de partos en servicios,cesareas,2019-02-01,5,5
TARIJA,atencion de partos en servicios,cesareas,2019-02-01,200,200
TIQUIPAYA,atencion de partos en servicios,cesareas,2019-02-01,36,36
TOTORA(CBBA),atencion de partos en servicios,cesareas,2019-02-01,6,6
TRINIDAD,atencion de partos en servicios,cesareas,2019-02-01,131,131
TUPIZA,atencion de partos en servicios,cesareas,2019-02-01,16,16
UNCIA,atencion de partos en servicios,cesareas,2019-02-01,7,7
UYUNI,atencion de partos en servicios,cesareas,2019-02-01,14,14
VALLEGRANDE,atencion de partos en servicios,cesareas,2019-02-01,22,22
VIACHA,atencion de partos en servicios,cesareas,2019-02-01,11,11
VILLA MONTES,atencion de partos en servicios,cesareas,2019-02-01,26,26
VILLA TUNARI,atencion de partos en servicios,cesareas,2019-02-01,28,28
VILLAZON,atencion de partos en servicios,cesareas,2019-02-01,17,17
WARNES,atencion de partos en servicios,cesareas,2019-02-01,23,23
YACUIBA,atencion de partos en servicios,cesareas,2019-02-01,76,76
YAPACANI,atencion de partos en servicios,cesareas,2019-02-01,33,33
AIQUILE,atencion de partos en servicios,cesareas,2019-03-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2019-03-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,cesareas,2019-03-01,1,1
BERMEJO,atencion de partos en servicios,cesareas,2019-03-01,34,34
CAMARGO,atencion de partos en servicios,cesareas,2019-03-01,7,7
CAMIRI,atencion de partos en servicios,cesareas,2019-03-01,62,62
CARANAVI,atencion de partos en servicios,cesareas,2019-03-01,30,30
CHALLAPATA,atencion de partos en servicios,cesareas,2019-03-01,15,15
CHARAGUA,atencion de partos en servicios,cesareas,2019-03-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2019-03-01,9,9
CLIZA,atencion de partos en servicios,cesareas,2019-03-01,6,6
COBIJA,atencion de partos en servicios,cesareas,2019-03-01,80,80
COCHABAMBA,atencion de partos en servicios,cesareas,2019-03-01,899,899
COLCAPIRHUA,atencion de partos en servicios,cesareas,2019-03-01,16,16
COMARAPA,atencion de partos en servicios,cesareas,2019-03-01,15,15
CONCEPCION,atencion de partos en servicios,cesareas,2019-03-01,4,4
COROICO,atencion de partos en servicios,cesareas,2019-03-01,8,8
COTOCA,atencion de partos en servicios,cesareas,2019-03-01,11,11
CUATRO CAÑADAS,atencion de partos en servicios,cesareas,2019-03-01,5,5
CULPINA,atencion de partos en servicios,cesareas,2019-03-01,5,5
EL ALTO,atencion de partos en servicios,cesareas,2019-03-01,407,407
EL TORNO,atencion de partos en servicios,cesareas,2019-03-01,48,48
ESCOMA,atencion de partos en servicios,cesareas,2019-03-01,1,1
GUANAY,atencion de partos en servicios,cesareas,2019-03-01,8,8
GUAYARAMERIN,atencion de partos en servicios,cesareas,2019-03-01,46,46
HUANUNI,atencion de partos en servicios,cesareas,2019-03-01,15,15
HUARACAJE,atencion de partos en servicios,cesareas,2019-03-01,1,1
LA PAZ,atencion de partos en servicios,cesareas,2019-03-01,701,701
LLALLAGUA,atencion de partos en servicios,cesareas,2019-03-01,18,18
MAGDALENA,atencion de partos en servicios,cesareas,2019-03-01,5,5
MAIRANA,atencion de partos en servicios,cesareas,2019-03-01,6,6
MIZQUE,atencion de partos en servicios,cesareas,2019-03-01,10,10
MONTEAGUDO,atencion de partos en servicios,cesareas,2019-03-01,14,14
MONTERO,atencion de partos en servicios,cesareas,2019-03-01,286,286
ORURO,atencion de partos en servicios,cesareas,2019-03-01,336,336
PADILLA,atencion de partos en servicios,cesareas,2019-03-01,5,5
PAILON,atencion de partos en servicios,cesareas,2019-03-01,6,6
PATACAMAYA,atencion de partos en servicios,cesareas,2019-03-01,4,4
PORTACHUELO,atencion de partos en servicios,cesareas,2019-03-01,22,22
POTOSI,atencion de partos en servicios,cesareas,2019-03-01,106,106
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2019-03-01,12,12
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2019-03-01,25,25
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2019-03-01,49,49
PUNATA,atencion de partos en servicios,cesareas,2019-03-01,34,34
QUILLACOLLO,atencion de partos en servicios,cesareas,2019-03-01,58,58
REYES,atencion de partos en servicios,cesareas,2019-03-01,3,3
RIBERALTA,atencion de partos en servicios,cesareas,2019-03-01,116,116
ROBORE,atencion de partos en servicios,cesareas,2019-03-01,12,12
RURRENABAQUE,atencion de partos en servicios,cesareas,2019-03-01,16,16
SACABA,atencion de partos en servicios,cesareas,2019-03-01,79,79
SAN BORJA,atencion de partos en servicios,cesareas,2019-03-01,22,22
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2019-03-01,3,3
SAN CARLOS,atencion de partos en servicios,cesareas,2019-03-01,6,6
SAN IGNACIO,atencion de partos en servicios,cesareas,2019-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2019-03-01,41,41
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2019-03-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2019-03-01,28,28
SAN JULIAN,atencion de partos en servicios,cesareas,2019-03-01,7,7
SAN LUCAS,atencion de partos en servicios,cesareas,2019-03-01,3,3
SAN MATIAS,atencion de partos en servicios,cesareas,2019-03-01,5,5
SAN RAMON BENI,atencion de partos en servicios,cesareas,2019-03-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2019-03-01,3,3
SANTA ANA,atencion de partos en servicios,cesareas,2019-03-01,17,17
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2019-03-01,2539,2539
SHINAOTA,atencion de partos en servicios,cesareas,2019-03-01,13,13
SOPACHUY,atencion de partos en servicios,cesareas,2019-03-01,1,1
SUCRE,atencion de partos en servicios,cesareas,2019-03-01,261,261
TARABUCO,atencion de partos en servicios,cesareas,2019-03-01,5,5
TARIJA,atencion de partos en servicios,cesareas,2019-03-01,195,195
TARVITA,atencion de partos en servicios,cesareas,2019-03-01,1,1
TIQUIPAYA,atencion de partos en servicios,cesareas,2019-03-01,12,12
TOTORA(CBBA),atencion de partos en servicios,cesareas,2019-03-01,2,2
TRINIDAD,atencion de partos en servicios,cesareas,2019-03-01,154,154
TUPIZA,atencion de partos en servicios,cesareas,2019-03-01,19,19
UNCIA,atencion de partos en servicios,cesareas,2019-03-01,7,7
UYUNI,atencion de partos en servicios,cesareas,2019-03-01,9,9
VALLEGRANDE,atencion de partos en servicios,cesareas,2019-03-01,13,13
VIACHA,atencion de partos en servicios,cesareas,2019-03-01,14,14
VILLA MONTES,atencion de partos en servicios,cesareas,2019-03-01,40,40
VILLA TUNARI,atencion de partos en servicios,cesareas,2019-03-01,42,42
VILLAZON,atencion de partos en servicios,cesareas,2019-03-01,9,9
VINTO,atencion de partos en servicios,cesareas,2019-03-01,5,5
WARNES,atencion de partos en servicios,cesareas,2019-03-01,34,34
YACUIBA,atencion de partos en servicios,cesareas,2019-03-01,79,79
YAPACANI,atencion de partos en servicios,cesareas,2019-03-01,56,56
ACHACACHI,atencion de partos en servicios,cesareas,2019-04-01,1,1
AIQUILE,atencion de partos en servicios,cesareas,2019-04-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2019-04-01,27,27
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,cesareas,2019-04-01,3,3
BAURES,atencion de partos en servicios,cesareas,2019-04-01,1,1
BERMEJO,atencion de partos en servicios,cesareas,2019-04-01,37,37
CAMARGO,atencion de partos en servicios,cesareas,2019-04-01,10,10
CAMIRI,atencion de partos en servicios,cesareas,2019-04-01,50,50
CARANAVI,atencion de partos en servicios,cesareas,2019-04-01,21,21
CHALLAPATA,atencion de partos en servicios,cesareas,2019-04-01,9,9
CHARAGUA,atencion de partos en servicios,cesareas,2019-04-01,10,10
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2019-04-01,6,6
CLIZA,atencion de partos en servicios,cesareas,2019-04-01,9,9
COBIJA,atencion de partos en servicios,cesareas,2019-04-01,65,65
COCHABAMBA,atencion de partos en servicios,cesareas,2019-04-01,877,877
COLCAPIRHUA,atencion de partos en servicios,cesareas,2019-04-01,18,18
COMARAPA,atencion de partos en servicios,cesareas,2019-04-01,11,11
CONCEPCION,atencion de partos en servicios,cesareas,2019-04-01,1,1
COROICO,atencion de partos en servicios,cesareas,2019-04-01,8,8
COTOCA,atencion de partos en servicios,cesareas,2019-04-01,19,19
CUATRO CAÑADAS,atencion de partos en servicios,cesareas,2019-04-01,8,8
EL ALTO,atencion de partos en servicios,cesareas,2019-04-01,434,434
EL TORNO,atencion de partos en servicios,cesareas,2019-04-01,62,62
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2019-04-01,1,1
ESCOMA,atencion de partos en servicios,cesareas,2019-04-01,1,1
GUANAY,atencion de partos en servicios,cesareas,2019-04-01,5,5
GUAYARAMERIN,atencion de partos en servicios,cesareas,2019-04-01,52,52
HUANUNI,atencion de partos en servicios,cesareas,2019-04-01,7,7
LA PAZ,atencion de partos en servicios,cesareas,2019-04-01,705,705
LLALLAGUA,atencion de partos en servicios,cesareas,2019-04-01,16,16
MAGDALENA,atencion de partos en servicios,cesareas,2019-04-01,4,4
MAIRANA,atencion de partos en servicios,cesareas,2019-04-01,7,7
MINEROS,atencion de partos en servicios,cesareas,2019-04-01,3,3
MIZQUE,atencion de partos en servicios,cesareas,2019-04-01,13,13
MONTEAGUDO,atencion de partos en servicios,cesareas,2019-04-01,13,13
MONTERO,atencion de partos en servicios,cesareas,2019-04-01,252,252
ORURO,atencion de partos en servicios,cesareas,2019-04-01,294,294
PADILLA,atencion de partos en servicios,cesareas,2019-04-01,2,2
PAILON,atencion de partos en servicios,cesareas,2019-04-01,10,10
PORTACHUELO,atencion de partos en servicios,cesareas,2019-04-01,22,22
POTOSI,atencion de partos en servicios,cesareas,2019-04-01,168,168
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2019-04-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2019-04-01,20,20
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2019-04-01,43,43
PUNATA,atencion de partos en servicios,cesareas,2019-04-01,38,38
QUILLACOLLO,atencion de partos en servicios,cesareas,2019-04-01,61,61
QUIME,atencion de partos en servicios,cesareas,2019-04-01,2,2
REYES,atencion de partos en servicios,cesareas,2019-04-01,2,2
RIBERALTA,atencion de partos en servicios,cesareas,2019-04-01,115,115
ROBORE,atencion de partos en servicios,cesareas,2019-04-01,12,12
RURRENABAQUE,atencion de partos en servicios,cesareas,2019-04-01,8,8
SACABA,atencion de partos en servicios,cesareas,2019-04-01,96,96
SAN BORJA,atencion de partos en servicios,cesareas,2019-04-01,15,15
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2019-04-01,5,5
SAN CARLOS,atencion de partos en servicios,cesareas,2019-04-01,18,18
SAN IGNACIO,atencion de partos en servicios,cesareas,2019-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2019-04-01,46,46
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2019-04-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2019-04-01,19,19
SAN JULIAN,atencion de partos en servicios,cesareas,2019-04-01,8,8
SAN MATIAS,atencion de partos en servicios,cesareas,2019-04-01,7,7
SAN RAMON BENI,atencion de partos en servicios,cesareas,2019-04-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2019-04-01,4,4
SANTA ANA,atencion de partos en servicios,cesareas,2019-04-01,22,22
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2019-04-01,2385,2385
SHINAOTA,atencion de partos en servicios,cesareas,2019-04-01,8,8
SOPACHUY,atencion de partos en servicios,cesareas,2019-04-01,2,2
SUCRE,atencion de partos en servicios,cesareas,2019-04-01,250,250
TARABUCO,atencion de partos en servicios,cesareas,2019-04-01,7,7
TARIJA,atencion de partos en servicios,cesareas,2019-04-01,215,215
TIQUIPAYA,atencion de partos en servicios,cesareas,2019-04-01,30,30
TOTORA(CBBA),atencion de partos en servicios,cesareas,2019-04-01,5,5
TRINIDAD,atencion de partos en servicios,cesareas,2019-04-01,170,170
TUPIZA,atencion de partos en servicios,cesareas,2019-04-01,21,21
UNCIA,atencion de partos en servicios,cesareas,2019-04-01,4,4
UYUNI,atencion de partos en servicios,cesareas,2019-04-01,6,6
VALLEGRANDE,atencion de partos en servicios,cesareas,2019-04-01,19,19
VIACHA,atencion de partos en servicios,cesareas,2019-04-01,9,9
VILLA MONTES,atencion de partos en servicios,cesareas,2019-04-01,40,40
VILLA TUNARI,atencion de partos en servicios,cesareas,2019-04-01,47,47
VILLAZON,atencion de partos en servicios,cesareas,2019-04-01,9,9
WARNES,atencion de partos en servicios,cesareas,2019-04-01,22,22
YACUIBA,atencion de partos en servicios,cesareas,2019-04-01,93,93
YAPACANI,atencion de partos en servicios,cesareas,2019-04-01,48,48
ACHACACHI,atencion de partos en servicios,cesareas,2019-05-01,1,1
AIQUILE,atencion de partos en servicios,cesareas,2019-05-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2019-05-01,30,30
BAURES,atencion de partos en servicios,cesareas,2019-05-01,2,2
BERMEJO,atencion de partos en servicios,cesareas,2019-05-01,36,36
CAMIRI,atencion de partos en servicios,cesareas,2019-05-01,50,50
CARANAVI,atencion de partos en servicios,cesareas,2019-05-01,21,21
CHALLAPATA,atencion de partos en servicios,cesareas,2019-05-01,17,17
CHARAGUA,atencion de partos en servicios,cesareas,2019-05-01,11,11
CLIZA,atencion de partos en servicios,cesareas,2019-05-01,17,17
COBIJA,atencion de partos en servicios,cesareas,2019-05-01,75,75
COCHABAMBA,atencion de partos en servicios,cesareas,2019-05-01,832,832
COLCAPIRHUA,atencion de partos en servicios,cesareas,2019-05-01,24,24
COMARAPA,atencion de partos en servicios,cesareas,2019-05-01,8,8
CONCEPCION,atencion de partos en servicios,cesareas,2019-05-01,2,2
COROICO,atencion de partos en servicios,cesareas,2019-05-01,1,1
COTOCA,atencion de partos en servicios,cesareas,2019-05-01,20,20
CUATRO CAÑADAS,atencion de partos en servicios,cesareas,2019-05-01,6,6
EL ALTO,atencion de partos en servicios,cesareas,2019-05-01,464,464
EL TORNO,atencion de partos en servicios,cesareas,2019-05-01,46,46
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2019-05-01,1,1
GUAYARAMERIN,atencion de partos en servicios,cesareas,2019-05-01,46,46
HUANUNI,atencion de partos en servicios,cesareas,2019-05-01,15,15
LA PAZ,atencion de partos en servicios,cesareas,2019-05-01,754,754
LLALLAGUA,atencion de partos en servicios,cesareas,2019-05-01,30,30
MAGDALENA,atencion de partos en servicios,cesareas,2019-05-01,6,6
MINEROS,atencion de partos en servicios,cesareas,2019-05-01,2,2
MIZQUE,atencion de partos en servicios,cesareas,2019-05-01,5,5
MONTEAGUDO,atencion de partos en servicios,cesareas,2019-05-01,16,16
MONTERO,atencion de partos en servicios,cesareas,2019-05-01,291,291
ORURO,atencion de partos en servicios,cesareas,2019-05-01,326,326
PADILLA,atencion de partos en servicios,cesareas,2019-05-01,7,7
PAILON,atencion de partos en servicios,cesareas,2019-05-01,13,13
PORTACHUELO,atencion de partos en servicios,cesareas,2019-05-01,24,24
POTOSI,atencion de partos en servicios,cesareas,2019-05-01,168,168
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2019-05-01,7,7
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2019-05-01,10,10
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2019-05-01,42,42
PUNATA,atencion de partos en servicios,cesareas,2019-05-01,44,44
QUILLACOLLO,atencion de partos en servicios,cesareas,2019-05-01,35,35
REYES,atencion de partos en servicios,cesareas,2019-05-01,2,2
RIBERALTA,atencion de partos en servicios,cesareas,2019-05-01,113,113
ROBORE,atencion de partos en servicios,cesareas,2019-05-01,13,13
RURRENABAQUE,atencion de partos en servicios,cesareas,2019-05-01,6,6
SACABA,atencion de partos en servicios,cesareas,2019-05-01,95,95
SAN BORJA,atencion de partos en servicios,cesareas,2019-05-01,10,10
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2019-05-01,1,1
SAN CARLOS,atencion de partos en servicios,cesareas,2019-05-01,22,22
SAN IGNACIO,atencion de partos en servicios,cesareas,2019-05-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2019-05-01,38,38
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2019-05-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2019-05-01,20,20
SAN JULIAN,atencion de partos en servicios,cesareas,2019-05-01,3,3
