municipality,group,variable,month,Vaginales,TOTAL
LAJA,atencion de partos en servicios,vaginales,2019-07-01,8,8
LAS CARRERAS,atencion de partos en servicios,vaginales,2019-07-01,1,1
LICOMA PAMPA,atencion de partos en servicios,vaginales,2019-07-01,1,1
LLALLAGUA,atencion de partos en servicios,vaginales,2019-07-01,51,51
LLICA,atencion de partos en servicios,vaginales,2019-07-01,1,1
LURIBAY,atencion de partos en servicios,vaginales,2019-07-01,5,5
MACHACAMARCA,atencion de partos en servicios,vaginales,2019-07-01,3,3
MACHARETI,atencion de partos en servicios,vaginales,2019-07-01,2,2
MAGDALENA,atencion de partos en servicios,vaginales,2019-07-01,7,7
MAIRANA,atencion de partos en servicios,vaginales,2019-07-01,16,16
MALLA,atencion de partos en servicios,vaginales,2019-07-01,1,1
MAPIRI,atencion de partos en servicios,vaginales,2019-07-01,27,27
MINEROS,atencion de partos en servicios,vaginales,2019-07-01,18,18
MIZQUE,atencion de partos en servicios,vaginales,2019-07-01,17,17
MOCOMOCO,atencion de partos en servicios,vaginales,2019-07-01,2,2
MOJOCOYA,atencion de partos en servicios,vaginales,2019-07-01,6,6
MONTEAGUDO,atencion de partos en servicios,vaginales,2019-07-01,25,25
MONTERO,atencion de partos en servicios,vaginales,2019-07-01,107,107
MORO MORO,atencion de partos en servicios,vaginales,2019-07-01,2,2
MOROCHATA,atencion de partos en servicios,vaginales,2019-07-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2019-07-01,1,1
OCURI,atencion de partos en servicios,vaginales,2019-07-01,6,6
OKINAWA,atencion de partos en servicios,vaginales,2019-07-01,10,10
OMEREQUE,atencion de partos en servicios,vaginales,2019-07-01,3,3
ORURO,atencion de partos en servicios,vaginales,2019-07-01,325,325
PADCAYA,atencion de partos en servicios,vaginales,2019-07-01,11,11
PADILLA,atencion de partos en servicios,vaginales,2019-07-01,3,3
PAILON,atencion de partos en servicios,vaginales,2019-07-01,20,20
PALOS BLANCOS,atencion de partos en servicios,vaginales,2019-07-01,28,28
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2019-07-01,2,2
PAMPA GRANDE,atencion de partos en servicios,vaginales,2019-07-01,3,3
PASORAPA,atencion de partos en servicios,vaginales,2019-07-01,1,1
PATACAMAYA,atencion de partos en servicios,vaginales,2019-07-01,15,15
PAZÑA,atencion de partos en servicios,vaginales,2019-07-01,2,2
PELECHUCO,atencion de partos en servicios,vaginales,2019-07-01,1,1
POCOATA,atencion de partos en servicios,vaginales,2019-07-01,6,6
POCONA,atencion de partos en servicios,vaginales,2019-07-01,3,3
POJO (CBBA),atencion de partos en servicios,vaginales,2019-07-01,11,11
POOPO,atencion de partos en servicios,vaginales,2019-07-01,2,2
PORCO,atencion de partos en servicios,vaginales,2019-07-01,8,8
POROMA,atencion de partos en servicios,vaginales,2019-07-01,6,6
PORONGO,atencion de partos en servicios,vaginales,2019-07-01,3,3
PORTACHUELO,atencion de partos en servicios,vaginales,2019-07-01,9,9
PORVENIR,atencion de partos en servicios,vaginales,2019-07-01,2,2
POSTRER VALLE,atencion de partos en servicios,vaginales,2019-07-01,1,1
POTOSI,atencion de partos en servicios,vaginales,2019-07-01,329,329
PRESTO,atencion de partos en servicios,vaginales,2019-07-01,2,2
PUCARANI,atencion de partos en servicios,vaginales,2019-07-01,6,6
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2019-07-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2019-07-01,6,6
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2019-07-01,9,9
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2019-07-01,14,14
PUERTO RICO,atencion de partos en servicios,vaginales,2019-07-01,10,10
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2019-07-01,14,14
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2019-07-01,102,102
PUNA,atencion de partos en servicios,vaginales,2019-07-01,6,6
PUNATA,atencion de partos en servicios,vaginales,2019-07-01,39,39
QUIABAYA,atencion de partos en servicios,vaginales,2019-07-01,1,1
QUILLACOLLO,atencion de partos en servicios,vaginales,2019-07-01,153,153
QUIME,atencion de partos en servicios,vaginales,2019-07-01,2,2
QUIRUSILLAS,atencion de partos en servicios,vaginales,2019-07-01,1,1
RAQAYPAMPA(ETA),atencion de partos en servicios,vaginales,2019-07-01,2,2
RAVELO,atencion de partos en servicios,vaginales,2019-07-01,4,4
REYES,atencion de partos en servicios,vaginales,2019-07-01,13,13
RIBERALTA,atencion de partos en servicios,vaginales,2019-07-01,142,142
ROBORE,atencion de partos en servicios,vaginales,2019-07-01,12,12
RURRENABAQUE,atencion de partos en servicios,vaginales,2019-07-01,33,33
SABAYA,atencion de partos en servicios,vaginales,2019-07-01,2,2
SACABA,atencion de partos en servicios,vaginales,2019-07-01,157,157
SACABAMBA,atencion de partos en servicios,vaginales,2019-07-01,4,4
SACACA,atencion de partos en servicios,vaginales,2019-07-01,10,10
SAIPINA,atencion de partos en servicios,vaginales,2019-07-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2019-07-01,9,9
SAMAIPATA,atencion de partos en servicios,vaginales,2019-07-01,7,7
SAN ANDRES,atencion de partos en servicios,vaginales,2019-07-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2019-07-01,5,5
SAN BORJA,atencion de partos en servicios,vaginales,2019-07-01,45,45
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2019-07-01,14,14
SAN CARLOS,atencion de partos en servicios,vaginales,2019-07-01,19,19
SAN IGNACIO,atencion de partos en servicios,vaginales,2019-07-01,24,24
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2019-07-01,60,60
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2019-07-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2019-07-01,18,18
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2019-07-01,9,9
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2019-07-01,5,5
SAN JULIAN,atencion de partos en servicios,vaginales,2019-07-01,32,32
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2019-07-01,4,4
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2019-07-01,10,10
SAN LUCAS,atencion de partos en servicios,vaginales,2019-07-01,22,22
SAN MATIAS,atencion de partos en servicios,vaginales,2019-07-01,12,12
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2019-07-01,14,14
SAN PEDRO,atencion de partos en servicios,vaginales,2019-07-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2019-07-01,15,15
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2019-07-01,4,4
SAN RAFAEL,atencion de partos en servicios,vaginales,2019-07-01,3,3
SAN RAMON BENI,atencion de partos en servicios,vaginales,2019-07-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2019-07-01,8,8
SANTA ANA,atencion de partos en servicios,vaginales,2019-07-01,13,13
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2019-07-01,1056,1056
SANTA ROSA,atencion de partos en servicios,vaginales,2019-07-01,11,11
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2019-07-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2019-07-01,1,1
SANTIVAÑES,atencion de partos en servicios,vaginales,2019-07-01,2,2
SAPAHAQUI,atencion de partos en servicios,vaginales,2019-07-01,1,1
SENA,atencion de partos en servicios,vaginales,2019-07-01,3,3
SHINAOTA,atencion de partos en servicios,vaginales,2019-07-01,12,12
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2019-07-01,7,7
SICAYA,atencion de partos en servicios,vaginales,2019-07-01,4,4
SIPE SIPE,atencion de partos en servicios,vaginales,2019-07-01,44,44
SOPACHUY,atencion de partos en servicios,vaginales,2019-07-01,1,1
SORATA,atencion de partos en servicios,vaginales,2019-07-01,10,10
SUCRE,atencion de partos en servicios,vaginales,2019-07-01,228,228
TACACOMA,atencion de partos en servicios,vaginales,2019-07-01,3,3
TACOBAMBA,atencion de partos en servicios,vaginales,2019-07-01,1,1
TACOPAYA,atencion de partos en servicios,vaginales,2019-07-01,3,3
TAPACARI,atencion de partos en servicios,vaginales,2019-07-01,10,10
TARABUCO,atencion de partos en servicios,vaginales,2019-07-01,14,14
TARACO,atencion de partos en servicios,vaginales,2019-07-01,2,2
TARATA,atencion de partos en servicios,vaginales,2019-07-01,2,2
TARIJA,atencion de partos en servicios,vaginales,2019-07-01,215,215
TARVITA,atencion de partos en servicios,vaginales,2019-07-01,12,12
TEOPONTE,atencion de partos en servicios,vaginales,2019-07-01,12,12
TIAHUANACU,atencion de partos en servicios,vaginales,2019-07-01,9,9
TINGUIPAYA,atencion de partos en servicios,vaginales,2019-07-01,2,2
TIPUANI,atencion de partos en servicios,vaginales,2019-07-01,5,5
TIQUIPAYA,atencion de partos en servicios,vaginales,2019-07-01,35,35
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2019-07-01,9,9
TOCO,atencion de partos en servicios,vaginales,2019-07-01,1,1
TOLATA,atencion de partos en servicios,vaginales,2019-07-01,2,2
TOLEDO,atencion de partos en servicios,vaginales,2019-07-01,1,1
TOMAVE,atencion de partos en servicios,vaginales,2019-07-01,6,6
TOMINA,atencion de partos en servicios,vaginales,2019-07-01,10,10
TORO TORO,atencion de partos en servicios,vaginales,2019-07-01,4,4
TOTORA(CBBA),atencion de partos en servicios,vaginales,2019-07-01,21,21
TOTORA(ORR),atencion de partos en servicios,vaginales,2019-07-01,1,1
TRINIDAD,atencion de partos en servicios,vaginales,2019-07-01,124,124
TUPIZA,atencion de partos en servicios,vaginales,2019-07-01,46,46
TURCO,atencion de partos en servicios,vaginales,2019-07-01,1,1
UMALA,atencion de partos en servicios,vaginales,2019-07-01,2,2
UNCIA,atencion de partos en servicios,vaginales,2019-07-01,13,13
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2019-07-01,10,10
URUBICHA,atencion de partos en servicios,vaginales,2019-07-01,5,5
UYUNI,atencion de partos en servicios,vaginales,2019-07-01,41,41
VACAS,atencion de partos en servicios,vaginales,2019-07-01,6,6
VALLEGRANDE,atencion de partos en servicios,vaginales,2019-07-01,9,9
VIACHA,atencion de partos en servicios,vaginales,2019-07-01,58,58
VILLA CHARCAS,atencion de partos en servicios,vaginales,2019-07-01,13,13
VILLA MONTES,atencion de partos en servicios,vaginales,2019-07-01,35,35
VILLA RIVERO,atencion de partos en servicios,vaginales,2019-07-01,4,4
VILLA SERRANO,atencion de partos en servicios,vaginales,2019-07-01,5,5
VILLA TUNARI,atencion de partos en servicios,vaginales,2019-07-01,68,68
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2019-07-01,5,5
VILLAZON,atencion de partos en servicios,vaginales,2019-07-01,31,31
VINTO,atencion de partos en servicios,vaginales,2019-07-01,40,40
VITICHI,atencion de partos en servicios,vaginales,2019-07-01,1,1
WALDO BALLIVIAN,atencion de partos en servicios,vaginales,2019-07-01,2,2
WARNES,atencion de partos en servicios,vaginales,2019-07-01,85,85
YACO,atencion de partos en servicios,vaginales,2019-07-01,1,1
YACUIBA,atencion de partos en servicios,vaginales,2019-07-01,76,76
YAMPARAEZ,atencion de partos en servicios,vaginales,2019-07-01,5,5
YAPACANI,atencion de partos en servicios,vaginales,2019-07-01,46,46
YOCALLA,atencion de partos en servicios,vaginales,2019-07-01,3,3
YOTALA,atencion de partos en servicios,vaginales,2019-07-01,8,8
YUNCHARA,atencion de partos en servicios,vaginales,2019-07-01,2,2
ZUDAÑEZ,atencion de partos en servicios,vaginales,2019-07-01,9,9
ACACIO,atencion de partos en servicios,vaginales,2019-08-01,1,1
ACHACACHI,atencion de partos en servicios,vaginales,2019-08-01,23,23
ACHOCALLA,atencion de partos en servicios,vaginales,2019-08-01,3,3
AIQUILE,atencion de partos en servicios,vaginales,2019-08-01,22,22
ALALAY,atencion de partos en servicios,vaginales,2019-08-01,1,1
ALCALA,atencion de partos en servicios,vaginales,2019-08-01,1,1
ALTO BENI,atencion de partos en servicios,vaginales,2019-08-01,4,4
ANCORAIMES,atencion de partos en servicios,vaginales,2019-08-01,2,2
ANDAMARCA,atencion de partos en servicios,vaginales,2019-08-01,3,3
ANTEQUERA,atencion de partos en servicios,vaginales,2019-08-01,1,1
ANZALDO,atencion de partos en servicios,vaginales,2019-08-01,2,2
APOLO,atencion de partos en servicios,vaginales,2019-08-01,7,7
ARANI,atencion de partos en servicios,vaginales,2019-08-01,4,4
ARBIETO,atencion de partos en servicios,vaginales,2019-08-01,7,7
ARQUE,atencion de partos en servicios,vaginales,2019-08-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2019-08-01,27,27
ATOCHA,atencion de partos en servicios,vaginales,2019-08-01,11,11
AUCAPATA,atencion de partos en servicios,vaginales,2019-08-01,1,1
AYATA,atencion de partos en servicios,vaginales,2019-08-01,1,1
AYO AYO,atencion de partos en servicios,vaginales,2019-08-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2019-08-01,15,15
AZURDUY,atencion de partos en servicios,vaginales,2019-08-01,8,8
BATALLAS,atencion de partos en servicios,vaginales,2019-08-01,4,4
BAURES,atencion de partos en servicios,vaginales,2019-08-01,6,6
BERMEJO,atencion de partos en servicios,vaginales,2019-08-01,27,27
BETANZOS,atencion de partos en servicios,vaginales,2019-08-01,24,24
BUENA VISTA,atencion de partos en servicios,vaginales,2019-08-01,4,4
CABEZAS,atencion de partos en servicios,vaginales,2019-08-01,24,24
CAIROMA,atencion de partos en servicios,vaginales,2019-08-01,2,2
"CAIZA ""D""",atencion de partos en servicios,vaginales,2019-08-01,4,4
CAJUATA,atencion de partos en servicios,vaginales,2019-08-01,9,9
CALAMARCA,atencion de partos en servicios,vaginales,2019-08-01,4,4
CAMARGO,atencion de partos en servicios,vaginales,2019-08-01,17,17
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2019-08-01,2,2
CAMIRI,atencion de partos en servicios,vaginales,2019-08-01,25,25
CAPINOTA,atencion de partos en servicios,vaginales,2019-08-01,20,20
CARACOLLO,atencion de partos en servicios,vaginales,2019-08-01,17,17
CARANAVI,atencion de partos en servicios,vaginales,2019-08-01,35,35
CARAPARI,atencion de partos en servicios,vaginales,2019-08-01,3,3
CARIPUYO,atencion de partos en servicios,vaginales,2019-08-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2019-08-01,3,3
CHALLAPATA,atencion de partos en servicios,vaginales,2019-08-01,24,24
CHAQUI,atencion de partos en servicios,vaginales,2019-08-01,5,5
CHARAGUA,atencion de partos en servicios,vaginales,2019-08-01,27,27
CHAYANTA,atencion de partos en servicios,vaginales,2019-08-01,7,7
CHIMORE,atencion de partos en servicios,vaginales,2019-08-01,30,30
CHIPAYA,atencion de partos en servicios,vaginales,2019-08-01,1,1
CHOQUE COTA,atencion de partos en servicios,vaginales,2019-08-01,1,1
CHUA COCANI,atencion de partos en servicios,vaginales,2019-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2019-08-01,10,10
CHUMA,atencion de partos en servicios,vaginales,2019-08-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2019-08-01,3,3
CKOCHAS,atencion de partos en servicios,vaginales,2019-08-01,5,5
CLIZA,atencion de partos en servicios,vaginales,2019-08-01,18,18
COBIJA,atencion de partos en servicios,vaginales,2019-08-01,59,59
COCAPATA,atencion de partos en servicios,vaginales,2019-08-01,11,11
COCHABAMBA,atencion de partos en servicios,vaginales,2019-08-01,675,675
COLCAPIRHUA,atencion de partos en servicios,vaginales,2019-08-01,21,21
"COLCHA ""K""",atencion de partos en servicios,vaginales,2019-08-01,6,6
COLOMI,atencion de partos en servicios,vaginales,2019-08-01,22,22
COLPA BELGICA,atencion de partos en servicios,vaginales,2019-08-01,3,3
COLQUECHACA,atencion de partos en servicios,vaginales,2019-08-01,19,19
COLQUENCHA,atencion de partos en servicios,vaginales,2019-08-01,7,7
COLQUIRI,atencion de partos en servicios,vaginales,2019-08-01,2,2
COMANCHE,atencion de partos en servicios,vaginales,2019-08-01,1,1
COMARAPA,atencion de partos en servicios,vaginales,2019-08-01,20,20
CONCEPCION,atencion de partos en servicios,vaginales,2019-08-01,30,30
COPACABANA,atencion de partos en servicios,vaginales,2019-08-01,7,7
CORIPATA,atencion de partos en servicios,vaginales,2019-08-01,13,13
COROICO,atencion de partos en servicios,vaginales,2019-08-01,10,10
CORQUE,atencion de partos en servicios,vaginales,2019-08-01,2,2
COTAGAITA,atencion de partos en servicios,vaginales,2019-08-01,17,17
COTOCA,atencion de partos en servicios,vaginales,2019-08-01,54,54
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2019-08-01,15,15
CULPINA,atencion de partos en servicios,vaginales,2019-08-01,14,14
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2019-08-01,2,2
DESAGUADERO,atencion de partos en servicios,vaginales,2019-08-01,5,5
EL ALTO,atencion de partos en servicios,vaginales,2019-08-01,984,984
EL CHORO,atencion de partos en servicios,vaginales,2019-08-01,1,1
EL PUENTE(STC),atencion de partos en servicios,vaginales,2019-08-01,11,11
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2019-08-01,9,9
EL TORNO,atencion de partos en servicios,vaginales,2019-08-01,54,54
EL VILLAR,atencion de partos en servicios,vaginales,2019-08-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2019-08-01,13,13
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2019-08-01,31,31
ESCOMA,atencion de partos en servicios,vaginales,2019-08-01,6,6
EUCALIPTUS,atencion de partos en servicios,vaginales,2019-08-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en servicios,vaginales,2019-08-01,2,2
EXALTACION,atencion de partos en servicios,vaginales,2019-08-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2019-08-01,5,5
FILADELFIA,atencion de partos en servicios,vaginales,2019-08-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2019-08-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2019-08-01,2,2
GUANAY,atencion de partos en servicios,vaginales,2019-08-01,12,12
GUAQUI,atencion de partos en servicios,vaginales,2019-08-01,1,1
GUAYARAMERIN,atencion de partos en servicios,vaginales,2019-08-01,52,52
GUTIERREZ,atencion de partos en servicios,vaginales,2019-08-01,10,10
HUACARETA,atencion de partos en servicios,vaginales,2019-08-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2019-08-01,1,1
HUACHACALLA,atencion de partos en servicios,vaginales,2019-08-01,1,1
HUANUNI,atencion de partos en servicios,vaginales,2019-08-01,10,10
HUARACAJE,atencion de partos en servicios,vaginales,2019-08-01,3,3
HUARINA,atencion de partos en servicios,vaginales,2019-08-01,1,1
HUATAJATA,atencion de partos en servicios,vaginales,2019-08-01,3,3
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2019-08-01,1,1
HUMANATA,atencion de partos en servicios,vaginales,2019-08-01,3,3
ICLA,atencion de partos en servicios,vaginales,2019-08-01,4,4
INCAHUASI,atencion de partos en servicios,vaginales,2019-08-01,6,6
INGAVI (HUMAITA),atencion de partos en servicios,vaginales,2019-08-01,1,1
INQUISIVI,atencion de partos en servicios,vaginales,2019-08-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2019-08-01,12,12
IXIAMAS,atencion de partos en servicios,vaginales,2019-08-01,4,4
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2019-08-01,5,5
LA ASUNTA,atencion de partos en servicios,vaginales,2019-08-01,42,42
LA GUARDIA,atencion de partos en servicios,vaginales,2019-08-01,57,57
LA PAZ,atencion de partos en servicios,vaginales,2019-08-01,660,660
LAGUNILLAS,atencion de partos en servicios,vaginales,2019-08-01,3,3
LAJA,atencion de partos en servicios,vaginales,2019-08-01,11,11
LAS CARRERAS,atencion de partos en servicios,vaginales,2019-08-01,1,1
LICOMA PAMPA,atencion de partos en servicios,vaginales,2019-08-01,2,2
LLALLAGUA,atencion de partos en servicios,vaginales,2019-08-01,45,45
LLICA,atencion de partos en servicios,vaginales,2019-08-01,5,5
LORETO,atencion de partos en servicios,vaginales,2019-08-01,1,1
LURIBAY,atencion de partos en servicios,vaginales,2019-08-01,1,1
MACHACAMARCA,atencion de partos en servicios,vaginales,2019-08-01,2,2
MACHARETI,atencion de partos en servicios,vaginales,2019-08-01,1,1
MAGDALENA,atencion de partos en servicios,vaginales,2019-08-01,13,13
MAIRANA,atencion de partos en servicios,vaginales,2019-08-01,12,12
MAPIRI,atencion de partos en servicios,vaginales,2019-08-01,20,20
MECAPACA,atencion de partos en servicios,vaginales,2019-08-01,2,2
MINEROS,atencion de partos en servicios,vaginales,2019-08-01,12,12
MIZQUE,atencion de partos en servicios,vaginales,2019-08-01,12,12
MOCOMOCO,atencion de partos en servicios,vaginales,2019-08-01,3,3
MOJOCOYA,atencion de partos en servicios,vaginales,2019-08-01,5,5
MONTEAGUDO,atencion de partos en servicios,vaginales,2019-08-01,43,43
MONTERO,atencion de partos en servicios,vaginales,2019-08-01,109,109
MORO MORO,atencion de partos en servicios,vaginales,2019-08-01,1,1
MOROCHATA,atencion de partos en servicios,vaginales,2019-08-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2019-08-01,2,2
OCURI,atencion de partos en servicios,vaginales,2019-08-01,8,8
OKINAWA,atencion de partos en servicios,vaginales,2019-08-01,11,11
OMEREQUE,atencion de partos en servicios,vaginales,2019-08-01,3,3
ORURO,atencion de partos en servicios,vaginales,2019-08-01,332,332
PADCAYA,atencion de partos en servicios,vaginales,2019-08-01,4,4
PADILLA,atencion de partos en servicios,vaginales,2019-08-01,9,9
PAILON,atencion de partos en servicios,vaginales,2019-08-01,32,32
PALCA,atencion de partos en servicios,vaginales,2019-08-01,2,2
PALOS BLANCOS,atencion de partos en servicios,vaginales,2019-08-01,23,23
PAMPA GRANDE,atencion de partos en servicios,vaginales,2019-08-01,3,3
PAPEL PAMPA,atencion de partos en servicios,vaginales,2019-08-01,4,4
PASORAPA,atencion de partos en servicios,vaginales,2019-08-01,2,2
PATACAMAYA,atencion de partos en servicios,vaginales,2019-08-01,30,30
PAZÑA,atencion de partos en servicios,vaginales,2019-08-01,2,2
PELECHUCO,atencion de partos en servicios,vaginales,2019-08-01,3,3
POCOATA,atencion de partos en servicios,vaginales,2019-08-01,4,4
POCONA,atencion de partos en servicios,vaginales,2019-08-01,12,12
POJO (CBBA),atencion de partos en servicios,vaginales,2019-08-01,10,10
POOPO,atencion de partos en servicios,vaginales,2019-08-01,2,2
PORCO,atencion de partos en servicios,vaginales,2019-08-01,9,9
POROMA,atencion de partos en servicios,vaginales,2019-08-01,15,15
PORONGO,atencion de partos en servicios,vaginales,2019-08-01,2,2
PORTACHUELO,atencion de partos en servicios,vaginales,2019-08-01,13,13
PORVENIR,atencion de partos en servicios,vaginales,2019-08-01,2,2
POSTRER VALLE,atencion de partos en servicios,vaginales,2019-08-01,1,1
POTOSI,atencion de partos en servicios,vaginales,2019-08-01,289,289
PRESTO,atencion de partos en servicios,vaginales,2019-08-01,4,4
PUCARANI,atencion de partos en servicios,vaginales,2019-08-01,11,11
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2019-08-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2019-08-01,7,7
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2019-08-01,3,3
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2019-08-01,12,12
PUERTO RICO,atencion de partos en servicios,vaginales,2019-08-01,5,5
PUERTO SILES,atencion de partos en servicios,vaginales,2019-08-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2019-08-01,15,15
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2019-08-01,96,96
PUNA,atencion de partos en servicios,vaginales,2019-08-01,10,10
PUNATA,atencion de partos en servicios,vaginales,2019-08-01,42,42
QUIABAYA,atencion de partos en servicios,vaginales,2019-08-01,2,2
QUILLACOLLO,atencion de partos en servicios,vaginales,2019-08-01,141,141
QUIME,atencion de partos en servicios,vaginales,2019-08-01,3,3
RAQAYPAMPA(ETA),atencion de partos en servicios,vaginales,2019-08-01,5,5
RAVELO,atencion de partos en servicios,vaginales,2019-08-01,7,7
REYES,atencion de partos en servicios,vaginales,2019-08-01,7,7
RIBERALTA,atencion de partos en servicios,vaginales,2019-08-01,141,141
ROBORE,atencion de partos en servicios,vaginales,2019-08-01,11,11
RURRENABAQUE,atencion de partos en servicios,vaginales,2019-08-01,20,20
SABAYA,atencion de partos en servicios,vaginales,2019-08-01,2,2
SACABA,atencion de partos en servicios,vaginales,2019-08-01,137,137
SACACA,atencion de partos en servicios,vaginales,2019-08-01,13,13
SAIPINA,atencion de partos en servicios,vaginales,2019-08-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2019-08-01,7,7
SAMAIPATA,atencion de partos en servicios,vaginales,2019-08-01,6,6
SAN AGUSTIN,atencion de partos en servicios,vaginales,2019-08-01,1,1
SAN ANDRES,atencion de partos en servicios,vaginales,2019-08-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2019-08-01,12,12
SAN BENITO,atencion de partos en servicios,vaginales,2019-08-01,3,3
SAN BORJA,atencion de partos en servicios,vaginales,2019-08-01,34,34
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2019-08-01,12,12
SAN CARLOS,atencion de partos en servicios,vaginales,2019-08-01,15,15
SAN IGNACIO,atencion de partos en servicios,vaginales,2019-08-01,26,26
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2019-08-01,81,81
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2019-08-01,25,25
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2019-08-01,21,21
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2019-08-01,1,1
SAN JULIAN,atencion de partos en servicios,vaginales,2019-08-01,46,46
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2019-08-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2019-08-01,12,12
SAN LUCAS,atencion de partos en servicios,vaginales,2019-08-01,27,27
SAN MATIAS,atencion de partos en servicios,vaginales,2019-08-01,19,19
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2019-08-01,8,8
SAN PEDRO,atencion de partos en servicios,vaginales,2019-08-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2019-08-01,13,13
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2019-08-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en servicios,vaginales,2019-08-01,4,4
SAN RAFAEL,atencion de partos en servicios,vaginales,2019-08-01,8,8
SAN RAMON BENI,atencion de partos en servicios,vaginales,2019-08-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2019-08-01,15,15
SANTA ANA,atencion de partos en servicios,vaginales,2019-08-01,22,22
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2019-08-01,1161,1161
SANTA ROSA,atencion de partos en servicios,vaginales,2019-08-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2019-08-01,5,5
