municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
CORQUE,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
COTAGAITA,internaciones,dias camas disponibles otros servicios,2005-01-01,279,279
COTOCA,internaciones,dias camas disponibles otros servicios,2005-01-01,651,651
CUATRO CAÑADAS,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
CUEVO,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
CULPINA,internaciones,dias camas disponibles otros servicios,2005-01-01,403,403
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
DESAGUADERO,internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
EL ALTO,internaciones,dias camas disponibles otros servicios,2005-01-01,11625,11625
EL PUENTE(STC),internaciones,dias camas disponibles otros servicios,2005-01-01,155,155
EL PUENTE(TJA),internaciones,dias camas disponibles otros servicios,2005-01-01,90,90
EL TORNO,internaciones,dias camas disponibles otros servicios,2005-01-01,1488,1488
EL VILLAR,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2005-01-01,496,496
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2005-01-01,310,310
EUCALIPTUS,internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
EXALTACION,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
FERNANDEZ ALONSO,internaciones,dias camas disponibles otros servicios,2005-01-01,403,403
GENERAL SAAVEDRA,internaciones,dias camas disponibles otros servicios,2005-01-01,248,248
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
GUANAY,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
GUAYARAMERIN,internaciones,dias camas disponibles otros servicios,2005-01-01,911,911
GUTIERREZ,internaciones,dias camas disponibles otros servicios,2005-01-01,651,651
HUACARETA,internaciones,dias camas disponibles otros servicios,2005-01-01,558,558
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
HUACHACALLA,internaciones,dias camas disponibles otros servicios,2005-01-01,118,118
HUANUNI,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
HUARACAJE,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
HUAYLLAMARCA,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
INCAHUASI,internaciones,dias camas disponibles otros servicios,2005-01-01,248,248
INQUISIVI,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles otros servicios,2005-01-01,403,403
IXIAMAS,internaciones,dias camas disponibles otros servicios,2005-01-01,84,84
LA ASUNTA,internaciones,dias camas disponibles otros servicios,2005-01-01,372,372
LA GUARDIA,internaciones,dias camas disponibles otros servicios,2005-01-01,310,310
LA PAZ,internaciones,dias camas disponibles otros servicios,2005-01-01,58559,58559
LAGUNILLAS,internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
LAS CARRERAS,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
LLALLAGUA,internaciones,dias camas disponibles otros servicios,2005-01-01,806,806
LLICA,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
MACHACAMARCA,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
MACHARETI,internaciones,dias camas disponibles otros servicios,2005-01-01,527,527
MAGDALENA,internaciones,dias camas disponibles otros servicios,2005-01-01,248,248
MAIRANA,internaciones,dias camas disponibles otros servicios,2005-01-01,217,217
MAPIRI,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
MINEROS,internaciones,dias camas disponibles otros servicios,2005-01-01,372,372
MIZQUE,internaciones,dias camas disponibles otros servicios,2005-01-01,650,650
MOCOMOCO,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
MOJOCOYA,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
MONTEAGUDO,internaciones,dias camas disponibles otros servicios,2005-01-01,1240,1240
MONTERO,internaciones,dias camas disponibles otros servicios,2005-01-01,1550,1550
MORO MORO,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
MOROCHATA,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
OKINAWA,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
OMEREQUE,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
ORURO,internaciones,dias camas disponibles otros servicios,2005-01-01,12456,12456
PADILLA,internaciones,dias camas disponibles otros servicios,2005-01-01,558,558
PAILON,internaciones,dias camas disponibles otros servicios,2005-01-01,86,86
PALOS BLANCOS,internaciones,dias camas disponibles otros servicios,2005-01-01,285,285
PAMPA AULLAGAS,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
PAMPA GRANDE,internaciones,dias camas disponibles otros servicios,2005-01-01,155,155
PAPEL PAMPA,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
PASORAPA,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
PATACAMAYA,internaciones,dias camas disponibles otros servicios,2005-01-01,403,403
POCOATA,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
POCONA,internaciones,dias camas disponibles otros servicios,2005-01-01,217,217
POJO (CBBA),internaciones,dias camas disponibles otros servicios,2005-01-01,155,155
PORCO,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
POROMA,internaciones,dias camas disponibles otros servicios,2005-01-01,620,620
PORONGO,internaciones,dias camas disponibles otros servicios,2005-01-01,341,341
PORTACHUELO,internaciones,dias camas disponibles otros servicios,2005-01-01,1302,1302
PORVENIR,internaciones,dias camas disponibles otros servicios,2005-01-01,90,90
POSTRER VALLE,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
POTOSI,internaciones,dias camas disponibles otros servicios,2005-01-01,8122,8122
PRESTO,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
PUCARA,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
PUCARANI,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
PUERTO ACOSTA,internaciones,dias camas disponibles otros servicios,2005-01-01,465,465
PUERTO CARABUCO,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
PUERTO GONZALO MORENO,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
PUERTO QUIJARRO,internaciones,dias camas disponibles otros servicios,2005-01-01,341,341
PUERTO RICO,internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
PUERTO SILES,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
PUERTO SUAREZ,internaciones,dias camas disponibles otros servicios,2005-01-01,1333,1333
PUERTO VILLARROEL,internaciones,dias camas disponibles otros servicios,2005-01-01,868,868
PUNA,internaciones,dias camas disponibles otros servicios,2005-01-01,403,403
PUNATA,internaciones,dias camas disponibles otros servicios,2005-01-01,743,743
QUILLACOLLO,internaciones,dias camas disponibles otros servicios,2005-01-01,1116,1116
QUIME,internaciones,dias camas disponibles otros servicios,2005-01-01,248,248
QUIRUSILLAS,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
RAVELO,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
REYES,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
RIBERALTA,internaciones,dias camas disponibles otros servicios,2005-01-01,2263,2263
ROBORE,internaciones,dias camas disponibles otros servicios,2005-01-01,1078,1078
RURRENABAQUE,internaciones,dias camas disponibles otros servicios,2005-01-01,403,403
SABAYA,internaciones,dias camas disponibles otros servicios,2005-01-01,61,61
SACABA,internaciones,dias camas disponibles otros servicios,2005-01-01,1519,1519
SACACA,internaciones,dias camas disponibles otros servicios,2005-01-01,310,310
SAIPINA,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
SALINAS DE GARCI MENDOZA,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
SAMAIPATA,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
SAN ANTONIO DE LOMERIO,internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
SAN BENITO,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
SAN BORJA,internaciones,dias camas disponibles otros servicios,2005-01-01,496,496
SAN BUENA VENTURA,internaciones,dias camas disponibles otros servicios,2005-01-01,217,217
SAN CARLOS,internaciones,dias camas disponibles otros servicios,2005-01-01,992,992
SAN IGNACIO,internaciones,dias camas disponibles otros servicios,2005-01-01,620,620
SAN IGNACIO DE VELASCO,internaciones,dias camas disponibles otros servicios,2005-01-01,3317,3317
SAN JAVIER(STC),internaciones,dias camas disponibles otros servicios,2005-01-01,310,310
SAN JOAQUIN,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
SAN JOSE DE CHIQUITOS,internaciones,dias camas disponibles otros servicios,2005-01-01,589,589
SAN JUAN DE YAPACANI,internaciones,dias camas disponibles otros servicios,2005-01-01,775,775
SAN JULIAN,internaciones,dias camas disponibles otros servicios,2005-01-01,1323,1323
SAN LORENZO(PND),internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
SAN LORENZO(TJA),internaciones,dias camas disponibles otros servicios,2005-01-01,102,102
SAN LUCAS,internaciones,dias camas disponibles otros servicios,2005-01-01,496,496
SAN MATIAS,internaciones,dias camas disponibles otros servicios,2005-01-01,490,490
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles otros servicios,2005-01-01,341,341
SAN PEDRO,internaciones,dias camas disponibles otros servicios,2005-01-01,622,622
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles otros servicios,2005-01-01,155,155
SAN RAFAEL,internaciones,dias camas disponibles otros servicios,2005-01-01,248,248
SAN RAMON,internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
SAN RAMON,internaciones,dias camas disponibles otros servicios,2005-01-01,342,342
SANTA ANA,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles otros servicios,2005-01-01,33883,33883
SANTA ROSA,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
SANTA ROSA DEL SARA,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
SANTIAGO DE CALLAPA,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
SANTIAGO DE HUARI,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
SANTIAGO DE MACHACA,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
SANTIVAÑES,internaciones,dias camas disponibles otros servicios,2005-01-01,279,279
SENA,internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
SICAYA,internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
SIPE SIPE,internaciones,dias camas disponibles otros servicios,2005-01-01,620,620
SOPACHUY,internaciones,dias camas disponibles otros servicios,2005-01-01,527,527
SORACACHI,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
SORATA,internaciones,dias camas disponibles otros servicios,2005-01-01,248,248
SUCRE,internaciones,dias camas disponibles otros servicios,2005-01-01,32550,32550
TACOPAYA,internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
TAPACARI,internaciones,dias camas disponibles otros servicios,2005-01-01,186,186
TARABUCO,internaciones,dias camas disponibles otros servicios,2005-01-01,248,248
TARIJA,internaciones,dias camas disponibles otros servicios,2005-01-01,9059,9059
TARVITA,internaciones,dias camas disponibles otros servicios,2005-01-01,465,465
TIAWANACU,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
TINGUIPAYA,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
TIQUIPAYA,internaciones,dias camas disponibles otros servicios,2005-01-01,372,372
TIRAQUE (CBBA),internaciones,dias camas disponibles otros servicios,2005-01-01,713,713
TOCO,internaciones,dias camas disponibles otros servicios,2005-01-01,58,58
TOLATA,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
TOLEDO,internaciones,dias camas disponibles otros servicios,2005-01-01,117,117
TOMAVE,internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
TOMINA,internaciones,dias camas disponibles otros servicios,2005-01-01,155,155
TORO TORO,internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
TOTORA(CBBA),internaciones,dias camas disponibles otros servicios,2005-01-01,558,558
TOTORA(ORR),internaciones,dias camas disponibles otros servicios,2005-01-01,62,62
TRIGAL,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
TRINIDAD,internaciones,dias camas disponibles otros servicios,2005-01-01,4600,4600
TUPIZA,internaciones,dias camas disponibles otros servicios,2005-01-01,3069,3069
TURCO,internaciones,dias camas disponibles otros servicios,2005-01-01,124,124
UNCIA,internaciones,dias camas disponibles otros servicios,2005-01-01,1581,1581
URUBICHA,internaciones,dias camas disponibles otros servicios,2005-01-01,217,217
UYUNI,internaciones,dias camas disponibles otros servicios,2005-01-01,1085,1085
VACAS,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
VALLEGRANDE,internaciones,dias camas disponibles otros servicios,2005-01-01,775,775
VILA VILA,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
VILLA MONTES,internaciones,dias camas disponibles otros servicios,2005-01-01,1399,1399
VILLA RIVERO,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
VILLA SERRANO,internaciones,dias camas disponibles otros servicios,2005-01-01,248,248
VILLA TUNARI,internaciones,dias camas disponibles otros servicios,2005-01-01,1519,1519
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles otros servicios,2005-01-01,279,279
VILLAZON,internaciones,dias camas disponibles otros servicios,2005-01-01,1116,1116
VINTO,internaciones,dias camas disponibles otros servicios,2005-01-01,217,217
VITICHI,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
WARNES,internaciones,dias camas disponibles otros servicios,2005-01-01,402,402
YACUIBA,internaciones,dias camas disponibles otros servicios,2005-01-01,2441,2441
YAMPARAEZ,internaciones,dias camas disponibles otros servicios,2005-01-01,341,341
YAPACANI,internaciones,dias camas disponibles otros servicios,2005-01-01,713,713
YOCALLA,internaciones,dias camas disponibles otros servicios,2005-01-01,31,31
YOTALA,internaciones,dias camas disponibles otros servicios,2005-01-01,434,434
ZUDAÑEZ,internaciones,dias camas disponibles otros servicios,2005-01-01,93,93
ACACIO,internaciones,dias camas disponibles otros servicios,2005-02-01,112,112
ACHACACHI,internaciones,dias camas disponibles otros servicios,2005-02-01,300,300
AIQUILE,internaciones,dias camas disponibles otros servicios,2005-02-01,1176,1176
ALALAY,internaciones,dias camas disponibles otros servicios,2005-02-01,28,28
ALCALA,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
ANCORAIMES,internaciones,dias camas disponibles otros servicios,2005-02-01,84,84
ANDAMARCA,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
ANZALDO,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
APOLO,internaciones,dias camas disponibles otros servicios,2005-02-01,84,84
ARAMPAMPA,internaciones,dias camas disponibles otros servicios,2005-02-01,140,140
ARANI,internaciones,dias camas disponibles otros servicios,2005-02-01,84,84
ARBIETO,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
ARQUE,internaciones,dias camas disponibles otros servicios,2005-02-01,224,224
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles otros servicios,2005-02-01,756,756
ATOCHA,internaciones,dias camas disponibles otros servicios,2005-02-01,1036,1036
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles otros servicios,2005-02-01,1384,1384
AZURDUY,internaciones,dias camas disponibles otros servicios,2005-02-01,504,504
BAURES,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
BERMEJO,internaciones,dias camas disponibles otros servicios,2005-02-01,1421,1421
BETANZOS,internaciones,dias camas disponibles otros servicios,2005-02-01,336,336
BOLIVAR,internaciones,dias camas disponibles otros servicios,2005-02-01,114,114
BOYUIBE,internaciones,dias camas disponibles otros servicios,2005-02-01,308,308
BUENA VISTA,internaciones,dias camas disponibles otros servicios,2005-02-01,616,616
CABEZAS,internaciones,dias camas disponibles otros servicios,2005-02-01,535,535
CALAMARCA,internaciones,dias camas disponibles otros servicios,2005-02-01,112,112
CAMARGO,internaciones,dias camas disponibles otros servicios,2005-02-01,672,672
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles otros servicios,2005-02-01,84,84
CAMIRI,internaciones,dias camas disponibles otros servicios,2005-02-01,3468,3468
CAPINOTA,internaciones,dias camas disponibles otros servicios,2005-02-01,366,366
CAQUIAVIRI,internaciones,dias camas disponibles otros servicios,2005-02-01,84,84
CARACOLLO,internaciones,dias camas disponibles otros servicios,2005-02-01,143,143
CARANAVI,internaciones,dias camas disponibles otros servicios,2005-02-01,980,980
CARIPUYO,internaciones,dias camas disponibles otros servicios,2005-02-01,140,140
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles otros servicios,2005-02-01,30,30
CHALLAPATA,internaciones,dias camas disponibles otros servicios,2005-02-01,448,448
CHAQUI,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
CHARAGUA,internaciones,dias camas disponibles otros servicios,2005-02-01,961,961
CHARAÑA,internaciones,dias camas disponibles otros servicios,2005-02-01,28,28
CHAYANTA,internaciones,dias camas disponibles otros servicios,2005-02-01,112,112
CHIMORE,internaciones,dias camas disponibles otros servicios,2005-02-01,112,112
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles otros servicios,2005-02-01,1008,1008
CHUMA,internaciones,dias camas disponibles otros servicios,2005-02-01,140,140
CLIZA,internaciones,dias camas disponibles otros servicios,2005-02-01,168,168
COBIJA,internaciones,dias camas disponibles otros servicios,2005-02-01,1620,1620
COCHABAMBA,internaciones,dias camas disponibles otros servicios,2005-02-01,35052,35052
COLCAPIRHUA,internaciones,dias camas disponibles otros servicios,2005-02-01,1064,1064
"COLCHA ""K""",internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
COLOMI,internaciones,dias camas disponibles otros servicios,2005-02-01,280,280
COLPA BELGICA,internaciones,dias camas disponibles otros servicios,2005-02-01,140,140
COLQUECHACA,internaciones,dias camas disponibles otros servicios,2005-02-01,112,112
COLQUIRI,internaciones,dias camas disponibles otros servicios,2005-02-01,196,196
COMARAPA,internaciones,dias camas disponibles otros servicios,2005-02-01,924,924
CONCEPCION,internaciones,dias camas disponibles otros servicios,2005-02-01,336,336
COPACABANA,internaciones,dias camas disponibles otros servicios,2005-02-01,168,168
CORIPATA,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
CORO CORO,internaciones,dias camas disponibles otros servicios,2005-02-01,224,224
COROICO,internaciones,dias camas disponibles otros servicios,2005-02-01,896,896
CORQUE,internaciones,dias camas disponibles otros servicios,2005-02-01,55,55
COTAGAITA,internaciones,dias camas disponibles otros servicios,2005-02-01,252,252
COTOCA,internaciones,dias camas disponibles otros servicios,2005-02-01,588,588
CUATRO CAÑADAS,internaciones,dias camas disponibles otros servicios,2005-02-01,224,224
CUEVO,internaciones,dias camas disponibles otros servicios,2005-02-01,168,168
CULPINA,internaciones,dias camas disponibles otros servicios,2005-02-01,364,364
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
DESAGUADERO,internaciones,dias camas disponibles otros servicios,2005-02-01,112,112
EL ALTO,internaciones,dias camas disponibles otros servicios,2005-02-01,10717,10717
EL PUENTE(STC),internaciones,dias camas disponibles otros servicios,2005-02-01,59,59
EL PUENTE(TJA),internaciones,dias camas disponibles otros servicios,2005-02-01,180,180
EL TORNO,internaciones,dias camas disponibles otros servicios,2005-02-01,1344,1344
EL VILLAR,internaciones,dias camas disponibles otros servicios,2005-02-01,84,84
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2005-02-01,448,448
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2005-02-01,280,280
EUCALIPTUS,internaciones,dias camas disponibles otros servicios,2005-02-01,112,112
EXALTACION,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
FERNANDEZ ALONSO,internaciones,dias camas disponibles otros servicios,2005-02-01,252,252
FILADELFIA,internaciones,dias camas disponibles otros servicios,2005-02-01,30,30
GENERAL SAAVEDRA,internaciones,dias camas disponibles otros servicios,2005-02-01,224,224
GUANAY,internaciones,dias camas disponibles otros servicios,2005-02-01,168,168
GUAYARAMERIN,internaciones,dias camas disponibles otros servicios,2005-02-01,935,935
GUTIERREZ,internaciones,dias camas disponibles otros servicios,2005-02-01,610,610
HUACARETA,internaciones,dias camas disponibles otros servicios,2005-02-01,504,504
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles otros servicios,2005-02-01,112,112
HUACHACALLA,internaciones,dias camas disponibles otros servicios,2005-02-01,168,168
HUANUNI,internaciones,dias camas disponibles otros servicios,2005-02-01,174,174
HUARACAJE,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
HUAYLLAMARCA,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
INCAHUASI,internaciones,dias camas disponibles otros servicios,2005-02-01,224,224
INQUISIVI,internaciones,dias camas disponibles otros servicios,2005-02-01,28,28
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles otros servicios,2005-02-01,364,364
IXIAMAS,internaciones,dias camas disponibles otros servicios,2005-02-01,84,84
LA ASUNTA,internaciones,dias camas disponibles otros servicios,2005-02-01,336,336
LA GUARDIA,internaciones,dias camas disponibles otros servicios,2005-02-01,280,280
LA PAZ,internaciones,dias camas disponibles otros servicios,2005-02-01,54414,54414
LAGUNILLAS,internaciones,dias camas disponibles otros servicios,2005-02-01,112,112
LAS CARRERAS,internaciones,dias camas disponibles otros servicios,2005-02-01,84,84
LLALLAGUA,internaciones,dias camas disponibles otros servicios,2005-02-01,728,728
LLICA,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
MACHACAMARCA,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
MACHARETI,internaciones,dias camas disponibles otros servicios,2005-02-01,476,476
MAGDALENA,internaciones,dias camas disponibles otros servicios,2005-02-01,224,224
MAIRANA,internaciones,dias camas disponibles otros servicios,2005-02-01,196,196
MAPIRI,internaciones,dias camas disponibles otros servicios,2005-02-01,28,28
MINEROS,internaciones,dias camas disponibles otros servicios,2005-02-01,336,336
MIZQUE,internaciones,dias camas disponibles otros servicios,2005-02-01,534,534
MOJOCOYA,internaciones,dias camas disponibles otros servicios,2005-02-01,84,84
MONTEAGUDO,internaciones,dias camas disponibles otros servicios,2005-02-01,1120,1120
MONTERO,internaciones,dias camas disponibles otros servicios,2005-02-01,1460,1460
MORO MORO,internaciones,dias camas disponibles otros servicios,2005-02-01,81,81
MOROCHATA,internaciones,dias camas disponibles otros servicios,2005-02-01,196,196
OCURI,internaciones,dias camas disponibles otros servicios,2005-02-01,420,420
OKINAWA,internaciones,dias camas disponibles otros servicios,2005-02-01,84,84
OMEREQUE,internaciones,dias camas disponibles otros servicios,2005-02-01,28,28
ORURO,internaciones,dias camas disponibles otros servicios,2005-02-01,12348,12348
PADILLA,internaciones,dias camas disponibles otros servicios,2005-02-01,504,504
PAILON,internaciones,dias camas disponibles otros servicios,2005-02-01,56,56
PALOS BLANCOS,internaciones,dias camas disponibles otros servicios,2005-02-01,364,364
