municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
MINEROS,internaciones,dias camas disponibles maternidad,2005-03-01,155,155
MIZQUE,internaciones,dias camas disponibles maternidad,2005-03-01,558,558
MOCOMOCO,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
MOJOCOYA,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
MONTEAGUDO,internaciones,dias camas disponibles maternidad,2005-03-01,744,744
MONTERO,internaciones,dias camas disponibles maternidad,2005-03-01,558,558
MORO MORO,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
MOROCHATA,internaciones,dias camas disponibles maternidad,2005-03-01,155,155
OCURI,internaciones,dias camas disponibles maternidad,2005-03-01,217,217
OKINAWA,internaciones,dias camas disponibles maternidad,2005-03-01,310,310
OMEREQUE,internaciones,dias camas disponibles maternidad,2005-03-01,62,62
ORURO,internaciones,dias camas disponibles maternidad,2005-03-01,3375,3375
PADILLA,internaciones,dias camas disponibles maternidad,2005-03-01,496,496
PAILON,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
PALCA,internaciones,dias camas disponibles maternidad,2005-03-01,186,186
PALOS BLANCOS,internaciones,dias camas disponibles maternidad,2005-03-01,248,248
PAMPA AULLAGAS,internaciones,dias camas disponibles maternidad,2005-03-01,30,30
PAMPA GRANDE,internaciones,dias camas disponibles maternidad,2005-03-01,155,155
PAPEL PAMPA,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
PASORAPA,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
PATACAMAYA,internaciones,dias camas disponibles maternidad,2005-03-01,126,126
PAZÑA,internaciones,dias camas disponibles maternidad,2005-03-01,30,30
POCOATA,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
POCONA,internaciones,dias camas disponibles maternidad,2005-03-01,403,403
POJO (CBBA),internaciones,dias camas disponibles maternidad,2005-03-01,248,248
POOPO,internaciones,dias camas disponibles maternidad,2005-03-01,72,72
PORCO,internaciones,dias camas disponibles maternidad,2005-03-01,62,62
POROMA,internaciones,dias camas disponibles maternidad,2005-03-01,558,558
PORONGO,internaciones,dias camas disponibles maternidad,2005-03-01,341,341
PORTACHUELO,internaciones,dias camas disponibles maternidad,2005-03-01,341,341
PORVENIR,internaciones,dias camas disponibles maternidad,2005-03-01,90,90
POSTRER VALLE,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
POTOSI,internaciones,dias camas disponibles maternidad,2005-03-01,1643,1643
PRESTO,internaciones,dias camas disponibles maternidad,2005-03-01,62,62
PUCARA,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
PUCARANI,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
PUERTO ACOSTA,internaciones,dias camas disponibles maternidad,2005-03-01,186,186
PUERTO CARABUCO,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
PUERTO GONZALO MORENO,internaciones,dias camas disponibles maternidad,2005-03-01,89,89
PUERTO QUIJARRO,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
PUERTO RICO,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
PUERTO SILES,internaciones,dias camas disponibles maternidad,2005-03-01,26,26
PUERTO SUAREZ,internaciones,dias camas disponibles maternidad,2005-03-01,56,56
PUERTO VILLARROEL,internaciones,dias camas disponibles maternidad,2005-03-01,992,992
PUNA,internaciones,dias camas disponibles maternidad,2005-03-01,556,556
PUNATA,internaciones,dias camas disponibles maternidad,2005-03-01,370,370
QUILLACOLLO,internaciones,dias camas disponibles maternidad,2005-03-01,558,558
QUIME,internaciones,dias camas disponibles maternidad,2005-03-01,62,62
QUIRUSILLAS,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
RAVELO,internaciones,dias camas disponibles maternidad,2005-03-01,62,62
REYES,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
RIBERALTA,internaciones,dias camas disponibles maternidad,2005-03-01,713,713
ROBORE,internaciones,dias camas disponibles maternidad,2005-03-01,370,370
RURRENABAQUE,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
SACABA,internaciones,dias camas disponibles maternidad,2005-03-01,1426,1426
SACACA,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
SAIPINA,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
SALINAS DE GARCI MENDOZA,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
SAMAIPATA,internaciones,dias camas disponibles maternidad,2005-03-01,279,279
SAN ANDRES,internaciones,dias camas disponibles maternidad,2005-03-01,23,23
SAN ANTONIO DE LOMERIO,internaciones,dias camas disponibles maternidad,2005-03-01,62,62
SAN BENITO,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
SAN BORJA,internaciones,dias camas disponibles maternidad,2005-03-01,341,341
SAN BUENA VENTURA,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
SAN CARLOS,internaciones,dias camas disponibles maternidad,2005-03-01,434,434
SAN IGNACIO,internaciones,dias camas disponibles maternidad,2005-03-01,403,403
SAN IGNACIO DE VELASCO,internaciones,dias camas disponibles maternidad,2005-03-01,1085,1085
SAN JAVIER(STC),internaciones,dias camas disponibles maternidad,2005-03-01,124,124
SAN JOAQUIN,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
SAN JOSE DE CHIQUITOS,internaciones,dias camas disponibles maternidad,2005-03-01,558,558
SAN JUAN DE YAPACANI,internaciones,dias camas disponibles maternidad,2005-03-01,248,248
SAN JULIAN,internaciones,dias camas disponibles maternidad,2005-03-01,802,802
SAN LORENZO(PND),internaciones,dias camas disponibles maternidad,2005-03-01,31,31
SAN LORENZO(TJA),internaciones,dias camas disponibles maternidad,2005-03-01,88,88
SAN LUCAS,internaciones,dias camas disponibles maternidad,2005-03-01,403,403
SAN MATIAS,internaciones,dias camas disponibles maternidad,2005-03-01,333,333
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles maternidad,2005-03-01,155,155
SAN PEDRO,internaciones,dias camas disponibles maternidad,2005-03-01,376,376
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
SAN RAFAEL,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
SAN RAMON,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
SAN RAMON,internaciones,dias camas disponibles maternidad,2005-03-01,186,186
SANTA ANA,internaciones,dias camas disponibles maternidad,2005-03-01,186,186
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles maternidad,2005-03-01,12295,12295
SANTA ROSA,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
SANTA ROSA DEL SARA,internaciones,dias camas disponibles maternidad,2005-03-01,341,341
SANTIAGO DE HUARI,internaciones,dias camas disponibles maternidad,2005-03-01,62,62
SANTIVAÑES,internaciones,dias camas disponibles maternidad,2005-03-01,236,236
SAPAHAQUI,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
SENA,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles maternidad,2005-03-01,248,248
SICAYA,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
SIPE SIPE,internaciones,dias camas disponibles maternidad,2005-03-01,341,341
SOPACHUY,internaciones,dias camas disponibles maternidad,2005-03-01,248,248
SORACACHI,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
SORATA,internaciones,dias camas disponibles maternidad,2005-03-01,186,186
SUCRE,internaciones,dias camas disponibles maternidad,2005-03-01,3813,3813
TACACHI,internaciones,dias camas disponibles maternidad,2005-03-01,62,62
TACACOMA,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
TACOPAYA,internaciones,dias camas disponibles maternidad,2005-03-01,186,186
TAPACARI,internaciones,dias camas disponibles maternidad,2005-03-01,430,430
TARABUCO,internaciones,dias camas disponibles maternidad,2005-03-01,186,186
TARACO,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
TARATA,internaciones,dias camas disponibles maternidad,2005-03-01,60,60
TARIJA,internaciones,dias camas disponibles maternidad,2005-03-01,1147,1147
TARVITA,internaciones,dias camas disponibles maternidad,2005-03-01,558,558
TEOPONTE,internaciones,dias camas disponibles maternidad,2005-03-01,62,62
TIAWANACU,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
TINGUIPAYA,internaciones,dias camas disponibles maternidad,2005-03-01,62,62
TIPUANI,internaciones,dias camas disponibles maternidad,2005-03-01,155,155
TIQUIPAYA,internaciones,dias camas disponibles maternidad,2005-03-01,589,589
TIRAQUE (CBBA),internaciones,dias camas disponibles maternidad,2005-03-01,930,930
TOCO,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
TOMAVE,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
TOMINA,internaciones,dias camas disponibles maternidad,2005-03-01,465,465
TORO TORO,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
TOTORA(CBBA),internaciones,dias camas disponibles maternidad,2005-03-01,403,403
TOTORA(ORR),internaciones,dias camas disponibles maternidad,2005-03-01,93,93
TRIGAL,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
TRINIDAD,internaciones,dias camas disponibles maternidad,2005-03-01,1457,1457
TUPIZA,internaciones,dias camas disponibles maternidad,2005-03-01,465,465
TURCO,internaciones,dias camas disponibles maternidad,2005-03-01,168,168
UMALA,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
UNCIA,internaciones,dias camas disponibles maternidad,2005-03-01,248,248
URIONDO (A. CONCEPCION),internaciones,dias camas disponibles maternidad,2005-03-01,2,2
URUBICHA,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
UYUNI,internaciones,dias camas disponibles maternidad,2005-03-01,372,372
VACAS,internaciones,dias camas disponibles maternidad,2005-03-01,186,186
VALLEGRANDE,internaciones,dias camas disponibles maternidad,2005-03-01,217,217
VIACHA,internaciones,dias camas disponibles maternidad,2005-03-01,186,186
VILA VILA,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
VILLA MONTES,internaciones,dias camas disponibles maternidad,2005-03-01,274,274
VILLA RIVERO,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
VILLA SERRANO,internaciones,dias camas disponibles maternidad,2005-03-01,403,403
VILLA TUNARI,internaciones,dias camas disponibles maternidad,2005-03-01,1178,1178
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles maternidad,2005-03-01,403,403
VILLAZON,internaciones,dias camas disponibles maternidad,2005-03-01,434,434
VINTO,internaciones,dias camas disponibles maternidad,2005-03-01,248,248
VITICHI,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
WALDO BALLIVIAN,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
WARNES,internaciones,dias camas disponibles maternidad,2005-03-01,806,806
YACUIBA,internaciones,dias camas disponibles maternidad,2005-03-01,959,959
YAMPARAEZ,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
YAPACANI,internaciones,dias camas disponibles maternidad,2005-03-01,525,525
YOCALLA,internaciones,dias camas disponibles maternidad,2005-03-01,31,31
YOTALA,internaciones,dias camas disponibles maternidad,2005-03-01,93,93
YUNCHARA,internaciones,dias camas disponibles maternidad,2005-03-01,29,29
ZUDAÑEZ,internaciones,dias camas disponibles maternidad,2005-03-01,124,124
ACACIO,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
ACHACACHI,internaciones,dias camas disponibles maternidad,2005-04-01,240,240
ACHOCALLA,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
AIQUILE,internaciones,dias camas disponibles maternidad,2005-04-01,330,330
ALALAY,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
ALCALA,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
ANDAMARCA,internaciones,dias camas disponibles maternidad,2005-04-01,28,28
ANTEQUERA,internaciones,dias camas disponibles maternidad,2005-04-01,28,28
ANZALDO,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
APOLO,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
ARAMPAMPA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
ARANI,internaciones,dias camas disponibles maternidad,2005-04-01,180,180
ARBIETO,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
ARQUE,internaciones,dias camas disponibles maternidad,2005-04-01,210,210
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles maternidad,2005-04-01,240,240
ATOCHA,internaciones,dias camas disponibles maternidad,2005-04-01,330,330
AYO AYO,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles maternidad,2005-04-01,661,661
AZURDUY,internaciones,dias camas disponibles maternidad,2005-04-01,420,420
BATALLAS,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
BAURES,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
BELLA FLOR,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
BERMEJO,internaciones,dias camas disponibles maternidad,2005-04-01,425,425
BETANZOS,internaciones,dias camas disponibles maternidad,2005-04-01,360,360
BOLIVAR,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
BOLPEBRA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
BOYUIBE,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
BUENA VISTA,internaciones,dias camas disponibles maternidad,2005-04-01,510,510
CABEZAS,internaciones,dias camas disponibles maternidad,2005-04-01,360,360
CAIROMA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
"CAIZA ""D""",internaciones,dias camas disponibles maternidad,2005-04-01,150,150
CAJUATA,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
CALAMARCA,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
CAMARGO,internaciones,dias camas disponibles maternidad,2005-04-01,330,330
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles maternidad,2005-04-01,90,90
CAMIRI,internaciones,dias camas disponibles maternidad,2005-04-01,570,570
CAPINOTA,internaciones,dias camas disponibles maternidad,2005-04-01,270,270
CARACOLLO,internaciones,dias camas disponibles maternidad,2005-04-01,150,150
CARANAVI,internaciones,dias camas disponibles maternidad,2005-04-01,395,395
CARAPARI,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
CARIPUYO,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles maternidad,2005-04-01,8,8
CHALLAPATA,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
CHAQUI,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
CHARAGUA,internaciones,dias camas disponibles maternidad,2005-04-01,180,180
CHARAÑA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
CHAYANTA,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
CHIMORE,internaciones,dias camas disponibles maternidad,2005-04-01,240,240
CHIPAYA,internaciones,dias camas disponibles maternidad,2005-04-01,28,28
CHOQUE COTA,internaciones,dias camas disponibles maternidad,2005-04-01,55,55
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles maternidad,2005-04-01,150,150
CHUMA,internaciones,dias camas disponibles maternidad,2005-04-01,150,150
CLIZA,internaciones,dias camas disponibles maternidad,2005-04-01,112,112
COBIJA,internaciones,dias camas disponibles maternidad,2005-04-01,660,660
COCHABAMBA,internaciones,dias camas disponibles maternidad,2005-04-01,9570,9570
COLCAPIRHUA,internaciones,dias camas disponibles maternidad,2005-04-01,330,330
"COLCHA ""K""",internaciones,dias camas disponibles maternidad,2005-04-01,60,60
COLLANA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
COLOMI,internaciones,dias camas disponibles maternidad,2005-04-01,420,420
COLPA BELGICA,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
COLQUECHACA,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
COLQUENCHA,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
COLQUIRI,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
COMARAPA,internaciones,dias camas disponibles maternidad,2005-04-01,300,300
CONCEPCION,internaciones,dias camas disponibles maternidad,2005-04-01,116,116
COPACABANA,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
CORIPATA,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
CORO CORO,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
COROICO,internaciones,dias camas disponibles maternidad,2005-04-01,240,240
CORQUE,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
COTAGAITA,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
COTOCA,internaciones,dias camas disponibles maternidad,2005-04-01,600,600
CUATRO CAÑADAS,internaciones,dias camas disponibles maternidad,2005-04-01,600,600
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas disponibles maternidad,2005-04-01,60,60
CUEVO,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
CULPINA,internaciones,dias camas disponibles maternidad,2005-04-01,210,210
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
DESAGUADERO,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
EL ALTO,internaciones,dias camas disponibles maternidad,2005-04-01,6000,6000
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2005-04-01,149,149
EL PUENTE(TJA),internaciones,dias camas disponibles maternidad,2005-04-01,180,180
EL TORNO,internaciones,dias camas disponibles maternidad,2005-04-01,480,480
EL VILLAR,internaciones,dias camas disponibles maternidad,2005-04-01,240,240
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2005-04-01,174,174
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2005-04-01,300,300
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
EXALTACION,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2005-04-01,270,270
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles maternidad,2005-04-01,150,150
GUANAY,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
GUAQUI,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2005-04-01,477,477
GUTIERREZ,internaciones,dias camas disponibles maternidad,2005-04-01,153,153
HUACARETA,internaciones,dias camas disponibles maternidad,2005-04-01,510,510
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2005-04-01,90,90
HUACHACALLA,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
HUANUNI,internaciones,dias camas disponibles maternidad,2005-04-01,98,98
HUARACAJE,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
HUAYLLAMARCA,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
ICHOCA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
ICLA,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
INCAHUASI,internaciones,dias camas disponibles maternidad,2005-04-01,270,270
INQUISIVI,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles maternidad,2005-04-01,90,90
IXIAMAS,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
JESUS DE MACHACA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
LA ASUNTA,internaciones,dias camas disponibles maternidad,2005-04-01,300,300
LA GUARDIA,internaciones,dias camas disponibles maternidad,2005-04-01,510,510
LA PAZ,internaciones,dias camas disponibles maternidad,2005-04-01,8700,8700
LAGUNILLAS,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
LAJA,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
LAS CARRERAS,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
LICOMA PAMPA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
LLALLAGUA,internaciones,dias camas disponibles maternidad,2005-04-01,360,360
LLICA,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
MACHACAMARCA,internaciones,dias camas disponibles maternidad,2005-04-01,54,54
MACHARETI,internaciones,dias camas disponibles maternidad,2005-04-01,300,300
MAGDALENA,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
MAIRANA,internaciones,dias camas disponibles maternidad,2005-04-01,270,270
MAPIRI,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
MECAPACA,internaciones,dias camas disponibles maternidad,2005-04-01,240,240
MINEROS,internaciones,dias camas disponibles maternidad,2005-04-01,150,150
MIZQUE,internaciones,dias camas disponibles maternidad,2005-04-01,540,540
MOCOMOCO,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
MOJOCOYA,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
MONTEAGUDO,internaciones,dias camas disponibles maternidad,2005-04-01,720,720
MONTERO,internaciones,dias camas disponibles maternidad,2005-04-01,540,540
MORO MORO,internaciones,dias camas disponibles maternidad,2005-04-01,85,85
MOROCHATA,internaciones,dias camas disponibles maternidad,2005-04-01,150,150
OCURI,internaciones,dias camas disponibles maternidad,2005-04-01,210,210
OKINAWA,internaciones,dias camas disponibles maternidad,2005-04-01,300,300
OMEREQUE,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
ORURO,internaciones,dias camas disponibles maternidad,2005-04-01,3324,3324
PADILLA,internaciones,dias camas disponibles maternidad,2005-04-01,480,480
PAILON,internaciones,dias camas disponibles maternidad,2005-04-01,148,148
PALCA,internaciones,dias camas disponibles maternidad,2005-04-01,210,210
PALOS BLANCOS,internaciones,dias camas disponibles maternidad,2005-04-01,270,270
PAMPA GRANDE,internaciones,dias camas disponibles maternidad,2005-04-01,150,150
PAPEL PAMPA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
PASORAPA,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
PATACAMAYA,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
PAZÑA,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
POCOATA,internaciones,dias camas disponibles maternidad,2005-04-01,92,92
POCONA,internaciones,dias camas disponibles maternidad,2005-04-01,420,420
POJO (CBBA),internaciones,dias camas disponibles maternidad,2005-04-01,274,274
POOPO,internaciones,dias camas disponibles maternidad,2005-04-01,136,136
PORCO,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
POROMA,internaciones,dias camas disponibles maternidad,2005-04-01,510,510
PORONGO,internaciones,dias camas disponibles maternidad,2005-04-01,330,330
PORTACHUELO,internaciones,dias camas disponibles maternidad,2005-04-01,330,330
PORVENIR,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
POSTRER VALLE,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
POTOSI,internaciones,dias camas disponibles maternidad,2005-04-01,1590,1590
PRESTO,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
PUCARA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
PUCARANI,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
PUERTO ACOSTA,internaciones,dias camas disponibles maternidad,2005-04-01,210,210
PUERTO CARABUCO,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
PUERTO GONZALO MORENO,internaciones,dias camas disponibles maternidad,2005-04-01,22,22
PUERTO QUIJARRO,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
PUERTO RICO,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
PUERTO SUAREZ,internaciones,dias camas disponibles maternidad,2005-04-01,300,300
PUERTO VILLARROEL,internaciones,dias camas disponibles maternidad,2005-04-01,956,956
PUNA,internaciones,dias camas disponibles maternidad,2005-04-01,602,602
PUNATA,internaciones,dias camas disponibles maternidad,2005-04-01,360,360
QUILLACOLLO,internaciones,dias camas disponibles maternidad,2005-04-01,483,483
QUIME,internaciones,dias camas disponibles maternidad,2005-04-01,150,150
QUIRUSILLAS,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
RAVELO,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
REYES,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
RIBERALTA,internaciones,dias camas disponibles maternidad,2005-04-01,690,690
ROBORE,internaciones,dias camas disponibles maternidad,2005-04-01,331,331
RURRENABAQUE,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
SABAYA,internaciones,dias camas disponibles maternidad,2005-04-01,106,106
SACABA,internaciones,dias camas disponibles maternidad,2005-04-01,1380,1380
SACABAMBA,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
SACACA,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
SAIPINA,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
SALINAS DE GARCI MENDOZA,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
SAMAIPATA,internaciones,dias camas disponibles maternidad,2005-04-01,270,270
SAN ANDRES,internaciones,dias camas disponibles maternidad,2005-04-01,110,110
SAN ANTONIO DE LOMERIO,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
SAN BENITO,internaciones,dias camas disponibles maternidad,2005-04-01,150,150
SAN BORJA,internaciones,dias camas disponibles maternidad,2005-04-01,330,330
SAN BUENA VENTURA,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
SAN CARLOS,internaciones,dias camas disponibles maternidad,2005-04-01,450,450
SAN IGNACIO,internaciones,dias camas disponibles maternidad,2005-04-01,390,390
SAN IGNACIO DE VELASCO,internaciones,dias camas disponibles maternidad,2005-04-01,1020,1020
SAN JAVIER(STC),internaciones,dias camas disponibles maternidad,2005-04-01,124,124
SAN JOAQUIN,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
SAN JOSE DE CHIQUITOS,internaciones,dias camas disponibles maternidad,2005-04-01,361,361
SAN JUAN DE YAPACANI,internaciones,dias camas disponibles maternidad,2005-04-01,240,240
SAN JULIAN,internaciones,dias camas disponibles maternidad,2005-04-01,806,806
SAN LORENZO(TJA),internaciones,dias camas disponibles maternidad,2005-04-01,107,107
SAN LUCAS,internaciones,dias camas disponibles maternidad,2005-04-01,390,390
SAN MATIAS,internaciones,dias camas disponibles maternidad,2005-04-01,210,210
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles maternidad,2005-04-01,153,153
SAN PEDRO,internaciones,dias camas disponibles maternidad,2005-04-01,360,360
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
SAN PEDRO DE CURAHUARA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
SAN PEDRO DE TIQUINA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
SAN RAFAEL,internaciones,dias camas disponibles maternidad,2005-04-01,120,120
SAN RAMON,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
SAN RAMON,internaciones,dias camas disponibles maternidad,2005-04-01,186,186
SANTA ANA,internaciones,dias camas disponibles maternidad,2005-04-01,180,180
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles maternidad,2005-04-01,11034,11034
SANTA ROSA,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
SANTA ROSA DEL SARA,internaciones,dias camas disponibles maternidad,2005-04-01,330,330
SANTIAGO DE HUARI,internaciones,dias camas disponibles maternidad,2005-04-01,60,60
SANTIVAÑES,internaciones,dias camas disponibles maternidad,2005-04-01,210,210
SAPAHAQUI,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
SENA,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles maternidad,2005-04-01,240,240
SICAYA,internaciones,dias camas disponibles maternidad,2005-04-01,90,90
SIPE SIPE,internaciones,dias camas disponibles maternidad,2005-04-01,330,330
SOPACHUY,internaciones,dias camas disponibles maternidad,2005-04-01,242,242
SORACACHI,internaciones,dias camas disponibles maternidad,2005-04-01,30,30
SORATA,internaciones,dias camas disponibles maternidad,2005-04-01,235,235
