municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
BUENA VISTA,internaciones,dias camas ocupadas otros servicios,2005-02-01,53,53
CABEZAS,internaciones,dias camas ocupadas otros servicios,2005-02-01,70,70
CALAMARCA,internaciones,dias camas ocupadas otros servicios,2005-02-01,2,2
CAMARGO,internaciones,dias camas ocupadas otros servicios,2005-02-01,258,258
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas otros servicios,2005-02-01,38,38
CAMIRI,internaciones,dias camas ocupadas otros servicios,2005-02-01,1117,1117
CAPINOTA,internaciones,dias camas ocupadas otros servicios,2005-02-01,73,73
CARACOLLO,internaciones,dias camas ocupadas otros servicios,2005-02-01,8,8
CARANAVI,internaciones,dias camas ocupadas otros servicios,2005-02-01,391,391
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas otros servicios,2005-02-01,15,15
CHALLAPATA,internaciones,dias camas ocupadas otros servicios,2005-02-01,89,89
CHARAGUA,internaciones,dias camas ocupadas otros servicios,2005-02-01,215,215
CHAYANTA,internaciones,dias camas ocupadas otros servicios,2005-02-01,24,24
CHIMORE,internaciones,dias camas ocupadas otros servicios,2005-02-01,23,23
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas otros servicios,2005-02-01,216,216
CHUMA,internaciones,dias camas ocupadas otros servicios,2005-02-01,10,10
CLIZA,internaciones,dias camas ocupadas otros servicios,2005-02-01,3,3
COBIJA,internaciones,dias camas ocupadas otros servicios,2005-02-01,733,733
COCHABAMBA,internaciones,dias camas ocupadas otros servicios,2005-02-01,17211,17211
COLCAPIRHUA,internaciones,dias camas ocupadas otros servicios,2005-02-01,388,388
"COLCHA ""K""",internaciones,dias camas ocupadas otros servicios,2005-02-01,4,4
COLOMI,internaciones,dias camas ocupadas otros servicios,2005-02-01,5,5
COLPA BELGICA,internaciones,dias camas ocupadas otros servicios,2005-02-01,20,20
COLQUIRI,internaciones,dias camas ocupadas otros servicios,2005-02-01,30,30
COMARAPA,internaciones,dias camas ocupadas otros servicios,2005-02-01,338,338
CONCEPCION,internaciones,dias camas ocupadas otros servicios,2005-02-01,59,59
COPACABANA,internaciones,dias camas ocupadas otros servicios,2005-02-01,31,31
CORO CORO,internaciones,dias camas ocupadas otros servicios,2005-02-01,1,1
COROICO,internaciones,dias camas ocupadas otros servicios,2005-02-01,339,339
CORQUE,internaciones,dias camas ocupadas otros servicios,2005-02-01,1,1
COTAGAITA,internaciones,dias camas ocupadas otros servicios,2005-02-01,19,19
COTOCA,internaciones,dias camas ocupadas otros servicios,2005-02-01,186,186
CUATRO CAÑADAS,internaciones,dias camas ocupadas otros servicios,2005-02-01,30,30
CUEVO,internaciones,dias camas ocupadas otros servicios,2005-02-01,16,16
CULPINA,internaciones,dias camas ocupadas otros servicios,2005-02-01,26,26
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas otros servicios,2005-02-01,9,9
EL ALTO,internaciones,dias camas ocupadas otros servicios,2005-02-01,4062,4062
EL PUENTE(STC),internaciones,dias camas ocupadas otros servicios,2005-02-01,84,84
EL TORNO,internaciones,dias camas ocupadas otros servicios,2005-02-01,419,419
EL VILLAR,internaciones,dias camas ocupadas otros servicios,2005-02-01,4,4
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2005-02-01,35,35
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2005-02-01,23,23
EXALTACION,internaciones,dias camas ocupadas otros servicios,2005-02-01,2,2
FERNANDEZ ALONSO,internaciones,dias camas ocupadas otros servicios,2005-02-01,420,420
FILADELFIA,internaciones,dias camas ocupadas otros servicios,2005-02-01,1,1
GENERAL SAAVEDRA,internaciones,dias camas ocupadas otros servicios,2005-02-01,3,3
GUANAY,internaciones,dias camas ocupadas otros servicios,2005-02-01,76,76
GUAYARAMERIN,internaciones,dias camas ocupadas otros servicios,2005-02-01,783,783
GUTIERREZ,internaciones,dias camas ocupadas otros servicios,2005-02-01,71,71
HUACARETA,internaciones,dias camas ocupadas otros servicios,2005-02-01,24,24
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas ocupadas otros servicios,2005-02-01,1,1
HUACHACALLA,internaciones,dias camas ocupadas otros servicios,2005-02-01,12,12
HUANUNI,internaciones,dias camas ocupadas otros servicios,2005-02-01,62,62
HUARACAJE,internaciones,dias camas ocupadas otros servicios,2005-02-01,10,10
INCAHUASI,internaciones,dias camas ocupadas otros servicios,2005-02-01,27,27
INQUISIVI,internaciones,dias camas ocupadas otros servicios,2005-02-01,1,1
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas otros servicios,2005-02-01,53,53
IXIAMAS,internaciones,dias camas ocupadas otros servicios,2005-02-01,39,39
LA ASUNTA,internaciones,dias camas ocupadas otros servicios,2005-02-01,63,63
LA GUARDIA,internaciones,dias camas ocupadas otros servicios,2005-02-01,45,45
LA PAZ,internaciones,dias camas ocupadas otros servicios,2005-02-01,31029,31029
LAGUNILLAS,internaciones,dias camas ocupadas otros servicios,2005-02-01,1,1
LLALLAGUA,internaciones,dias camas ocupadas otros servicios,2005-02-01,116,116
LLICA,internaciones,dias camas ocupadas otros servicios,2005-02-01,2,2
MACHARETI,internaciones,dias camas ocupadas otros servicios,2005-02-01,8,8
MAGDALENA,internaciones,dias camas ocupadas otros servicios,2005-02-01,242,242
MAIRANA,internaciones,dias camas ocupadas otros servicios,2005-02-01,56,56
MAPIRI,internaciones,dias camas ocupadas otros servicios,2005-02-01,2,2
MINEROS,internaciones,dias camas ocupadas otros servicios,2005-02-01,75,75
MIZQUE,internaciones,dias camas ocupadas otros servicios,2005-02-01,62,62
MOJOCOYA,internaciones,dias camas ocupadas otros servicios,2005-02-01,12,12
MONTEAGUDO,internaciones,dias camas ocupadas otros servicios,2005-02-01,244,244
MONTERO,internaciones,dias camas ocupadas otros servicios,2005-02-01,1232,1232
MORO MORO,internaciones,dias camas ocupadas otros servicios,2005-02-01,4,4
OCURI,internaciones,dias camas ocupadas otros servicios,2005-02-01,20,20
OKINAWA,internaciones,dias camas ocupadas otros servicios,2005-02-01,4,4
OMEREQUE,internaciones,dias camas ocupadas otros servicios,2005-02-01,1,1
ORURO,internaciones,dias camas ocupadas otros servicios,2005-02-01,6468,6468
PADILLA,internaciones,dias camas ocupadas otros servicios,2005-02-01,123,123
PAILON,internaciones,dias camas ocupadas otros servicios,2005-02-01,56,56
PALOS BLANCOS,internaciones,dias camas ocupadas otros servicios,2005-02-01,83,83
PAMPA GRANDE,internaciones,dias camas ocupadas otros servicios,2005-02-01,5,5
PAPEL PAMPA,internaciones,dias camas ocupadas otros servicios,2005-02-01,2,2
PATACAMAYA,internaciones,dias camas ocupadas otros servicios,2005-02-01,6,6
POCONA,internaciones,dias camas ocupadas otros servicios,2005-02-01,1,1
POJO (CBBA),internaciones,dias camas ocupadas otros servicios,2005-02-01,1,1
POOPO,internaciones,dias camas ocupadas otros servicios,2005-02-01,47,47
POROMA,internaciones,dias camas ocupadas otros servicios,2005-02-01,10,10
PORONGO,internaciones,dias camas ocupadas otros servicios,2005-02-01,2,2
PORTACHUELO,internaciones,dias camas ocupadas otros servicios,2005-02-01,240,240
PORVENIR,internaciones,dias camas ocupadas otros servicios,2005-02-01,11,11
POTOSI,internaciones,dias camas ocupadas otros servicios,2005-02-01,4379,4379
PRESTO,internaciones,dias camas ocupadas otros servicios,2005-02-01,8,8
PUCARA,internaciones,dias camas ocupadas otros servicios,2005-02-01,6,6
PUCARANI,internaciones,dias camas ocupadas otros servicios,2005-02-01,6,6
PUERTO ACOSTA,internaciones,dias camas ocupadas otros servicios,2005-02-01,247,247
PUERTO CARABUCO,internaciones,dias camas ocupadas otros servicios,2005-02-01,2,2
PUERTO GONZALO MORENO,internaciones,dias camas ocupadas otros servicios,2005-02-01,11,11
PUERTO QUIJARRO,internaciones,dias camas ocupadas otros servicios,2005-02-01,312,312
PUERTO RICO,internaciones,dias camas ocupadas otros servicios,2005-02-01,41,41
PUERTO SILES,internaciones,dias camas ocupadas otros servicios,2005-02-01,2,2
PUERTO SUAREZ,internaciones,dias camas ocupadas otros servicios,2005-02-01,233,233
PUERTO VILLARROEL,internaciones,dias camas ocupadas otros servicios,2005-02-01,321,321
PUNA,internaciones,dias camas ocupadas otros servicios,2005-02-01,18,18
PUNATA,internaciones,dias camas ocupadas otros servicios,2005-02-01,569,569
QUILLACOLLO,internaciones,dias camas ocupadas otros servicios,2005-02-01,285,285
QUIME,internaciones,dias camas ocupadas otros servicios,2005-02-01,12,12
QUIRUSILLAS,internaciones,dias camas ocupadas otros servicios,2005-02-01,9,9
REYES,internaciones,dias camas ocupadas otros servicios,2005-02-01,38,38
RIBERALTA,internaciones,dias camas ocupadas otros servicios,2005-02-01,1334,1334
ROBORE,internaciones,dias camas ocupadas otros servicios,2005-02-01,58,58
RURRENABAQUE,internaciones,dias camas ocupadas otros servicios,2005-02-01,126,126
SACABA,internaciones,dias camas ocupadas otros servicios,2005-02-01,410,410
SACABAMBA,internaciones,dias camas ocupadas otros servicios,2005-02-01,3,3
SACACA,internaciones,dias camas ocupadas otros servicios,2005-02-01,18,18
SAIPINA,internaciones,dias camas ocupadas otros servicios,2005-02-01,30,30
SAMAIPATA,internaciones,dias camas ocupadas otros servicios,2005-02-01,21,21
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas otros servicios,2005-02-01,36,36
SAN BORJA,internaciones,dias camas ocupadas otros servicios,2005-02-01,203,203
SAN BUENA VENTURA,internaciones,dias camas ocupadas otros servicios,2005-02-01,14,14
SAN CARLOS,internaciones,dias camas ocupadas otros servicios,2005-02-01,254,254
SAN IGNACIO,internaciones,dias camas ocupadas otros servicios,2005-02-01,162,162
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas otros servicios,2005-02-01,1410,1410
SAN JAVIER(STC),internaciones,dias camas ocupadas otros servicios,2005-02-01,66,66
SAN JOAQUIN,internaciones,dias camas ocupadas otros servicios,2005-02-01,91,91
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas otros servicios,2005-02-01,148,148
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas otros servicios,2005-02-01,290,290
SAN JULIAN,internaciones,dias camas ocupadas otros servicios,2005-02-01,320,320
SAN LORENZO(PND),internaciones,dias camas ocupadas otros servicios,2005-02-01,8,8
SAN LORENZO(TJA),internaciones,dias camas ocupadas otros servicios,2005-02-01,16,16
SAN LUCAS,internaciones,dias camas ocupadas otros servicios,2005-02-01,74,74
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas otros servicios,2005-02-01,121,121
SAN PEDRO,internaciones,dias camas ocupadas otros servicios,2005-02-01,54,54
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas otros servicios,2005-02-01,10,10
SAN RAFAEL,internaciones,dias camas ocupadas otros servicios,2005-02-01,16,16
SAN RAMON,internaciones,dias camas ocupadas otros servicios,2005-02-01,30,30
SAN RAMON,internaciones,dias camas ocupadas otros servicios,2005-02-01,52,52
SANTA ANA,internaciones,dias camas ocupadas otros servicios,2005-02-01,189,189
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas otros servicios,2005-02-01,21682,21682
