municipality,group,variable,month,Ingresos espontáneos,TOTAL
AIQUILE,internaciones,ingresos espontaneos,2005-07-01,77,77
ALALAY,internaciones,ingresos espontaneos,2005-07-01,5,5
ALCALA,internaciones,ingresos espontaneos,2005-07-01,5,5
ANCORAIMES,internaciones,ingresos espontaneos,2005-07-01,5,5
ANTEQUERA,internaciones,ingresos espontaneos,2005-07-01,5,5
ANZALDO,internaciones,ingresos espontaneos,2005-07-01,6,6
APOLO,internaciones,ingresos espontaneos,2005-07-01,34,34
ARAMPAMPA,internaciones,ingresos espontaneos,2005-07-01,3,3
ARANI,internaciones,ingresos espontaneos,2005-07-01,3,3
ARBIETO,internaciones,ingresos espontaneos,2005-07-01,7,7
ARQUE,internaciones,ingresos espontaneos,2005-07-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2005-07-01,172,172
ATOCHA,internaciones,ingresos espontaneos,2005-07-01,126,126
AYATA,internaciones,ingresos espontaneos,2005-07-01,3,3
AYO AYO,internaciones,ingresos espontaneos,2005-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2005-07-01,44,44
AZURDUY,internaciones,ingresos espontaneos,2005-07-01,22,22
BATALLAS,internaciones,ingresos espontaneos,2005-07-01,8,8
BAURES,internaciones,ingresos espontaneos,2005-07-01,5,5
BELLA FLOR,internaciones,ingresos espontaneos,2005-07-01,4,4
BERMEJO,internaciones,ingresos espontaneos,2005-07-01,189,189
BETANZOS,internaciones,ingresos espontaneos,2005-07-01,37,37
BOLIVAR,internaciones,ingresos espontaneos,2005-07-01,9,9
BOLPEBRA,internaciones,ingresos espontaneos,2005-07-01,2,2
BOYUIBE,internaciones,ingresos espontaneos,2005-07-01,13,13
BUENA VISTA,internaciones,ingresos espontaneos,2005-07-01,37,37
CABEZAS,internaciones,ingresos espontaneos,2005-07-01,49,49
CAIROMA,internaciones,ingresos espontaneos,2005-07-01,6,6
"CAIZA ""D""",internaciones,ingresos espontaneos,2005-07-01,13,13
CAJUATA,internaciones,ingresos espontaneos,2005-07-01,9,9
CALAMARCA,internaciones,ingresos espontaneos,2005-07-01,7,7
CAMARGO,internaciones,ingresos espontaneos,2005-07-01,247,247
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2005-07-01,6,6
CAMIRI,internaciones,ingresos espontaneos,2005-07-01,450,450
CAPINOTA,internaciones,ingresos espontaneos,2005-07-01,52,52
CAQUIAVIRI,internaciones,ingresos espontaneos,2005-07-01,4,4
CARACOLLO,internaciones,ingresos espontaneos,2005-07-01,26,26
CARANAVI,internaciones,ingresos espontaneos,2005-07-01,153,153
CARIPUYO,internaciones,ingresos espontaneos,2005-07-01,3,3
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2005-07-01,5,5
CHALLAPATA,internaciones,ingresos espontaneos,2005-07-01,83,83
CHAQUI,internaciones,ingresos espontaneos,2005-07-01,7,7
CHARAGUA,internaciones,ingresos espontaneos,2005-07-01,87,87
CHARAÑA,internaciones,ingresos espontaneos,2005-07-01,3,3
CHAYANTA,internaciones,ingresos espontaneos,2005-07-01,14,14
CHIMORE,internaciones,ingresos espontaneos,2005-07-01,23,23
CHIPAYA,internaciones,ingresos espontaneos,2005-07-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2005-07-01,94,94
CHUMA,internaciones,ingresos espontaneos,2005-07-01,2,2
CLIZA,internaciones,ingresos espontaneos,2005-07-01,30,30
COBIJA,internaciones,ingresos espontaneos,2005-07-01,329,329
COCHABAMBA,internaciones,ingresos espontaneos,2005-07-01,3822,3822
COIPASA,internaciones,ingresos espontaneos,2005-07-01,2,2
COLCAPIRHUA,internaciones,ingresos espontaneos,2005-07-01,158,158
COLLANA,internaciones,ingresos espontaneos,2005-07-01,2,2
COLOMI,internaciones,ingresos espontaneos,2005-07-01,54,54
COLPA BELGICA,internaciones,ingresos espontaneos,2005-07-01,23,23
COLQUIRI,internaciones,ingresos espontaneos,2005-07-01,21,21
COMARAPA,internaciones,ingresos espontaneos,2005-07-01,109,109
CONCEPCION,internaciones,ingresos espontaneos,2005-07-01,71,71
COPACABANA,internaciones,ingresos espontaneos,2005-07-01,26,26
CORIPATA,internaciones,ingresos espontaneos,2005-07-01,27,27
COROICO,internaciones,ingresos espontaneos,2005-07-01,32,32
CORQUE,internaciones,ingresos espontaneos,2005-07-01,1,1
COTAGAITA,internaciones,ingresos espontaneos,2005-07-01,17,17
COTOCA,internaciones,ingresos espontaneos,2005-07-01,135,135
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2005-07-01,18,18
CUEVO,internaciones,ingresos espontaneos,2005-07-01,8,8
CULPINA,internaciones,ingresos espontaneos,2005-07-01,38,38
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2005-07-01,5,5
DESAGUADERO,internaciones,ingresos espontaneos,2005-07-01,10,10
EL ALTO,internaciones,ingresos espontaneos,2005-07-01,2089,2089
EL PUENTE(STC),internaciones,ingresos espontaneos,2005-07-01,10,10
EL TORNO,internaciones,ingresos espontaneos,2005-07-01,113,113
EL VILLAR,internaciones,ingresos espontaneos,2005-07-01,10,10
ENTRE RIOS,internaciones,ingresos espontaneos,2005-07-01,31,31
ENTRE RIOS,internaciones,ingresos espontaneos,2005-07-01,17,17
EUCALIPTUS,internaciones,ingresos espontaneos,2005-07-01,9,9
EXALTACION,internaciones,ingresos espontaneos,2005-07-01,6,6
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2005-07-01,45,45
FILADELFIA,internaciones,ingresos espontaneos,2005-07-01,1,1
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2005-07-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2005-07-01,9,9
GUANAY,internaciones,ingresos espontaneos,2005-07-01,27,27
GUAQUI,internaciones,ingresos espontaneos,2005-07-01,4,4
GUAYARAMERIN,internaciones,ingresos espontaneos,2005-07-01,400,400
GUTIERREZ,internaciones,ingresos espontaneos,2005-07-01,19,19
HUACARETA,internaciones,ingresos espontaneos,2005-07-01,9,9
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2005-07-01,4,4
HUANUNI,internaciones,ingresos espontaneos,2005-07-01,66,66
HUARACAJE,internaciones,ingresos espontaneos,2005-07-01,3,3
HUAYLLAMARCA,internaciones,ingresos espontaneos,2005-07-01,3,3
ICLA,internaciones,ingresos espontaneos,2005-07-01,6,6
INCAHUASI,internaciones,ingresos espontaneos,2005-07-01,45,45
INQUISIVI,internaciones,ingresos espontaneos,2005-07-01,6,6
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2005-07-01,32,32
IXIAMAS,internaciones,ingresos espontaneos,2005-07-01,15,15
JESUS DE MACHACA,internaciones,ingresos espontaneos,2005-07-01,6,6
LA ASUNTA,internaciones,ingresos espontaneos,2005-07-01,57,57
LA GUARDIA,internaciones,ingresos espontaneos,2005-07-01,91,91
LA PAZ,internaciones,ingresos espontaneos,2005-07-01,5775,5775
LA RIVERA,internaciones,ingresos espontaneos,2005-07-01,1,1
LAGUNILLAS,internaciones,ingresos espontaneos,2005-07-01,15,15
LAJA,internaciones,ingresos espontaneos,2005-07-01,4,4
LICOMA PAMPA,internaciones,ingresos espontaneos,2005-07-01,4,4
LLALLAGUA,internaciones,ingresos espontaneos,2005-07-01,173,173
LLICA,internaciones,ingresos espontaneos,2005-07-01,5,5
LURIBAY,internaciones,ingresos espontaneos,2005-07-01,4,4
MACHACAMARCA,internaciones,ingresos espontaneos,2005-07-01,3,3
MACHARETI,internaciones,ingresos espontaneos,2005-07-01,21,21
MAGDALENA,internaciones,ingresos espontaneos,2005-07-01,71,71
MAIRANA,internaciones,ingresos espontaneos,2005-07-01,43,43
MALLA,internaciones,ingresos espontaneos,2005-07-01,2,2
MAPIRI,internaciones,ingresos espontaneos,2005-07-01,14,14
MECAPACA,internaciones,ingresos espontaneos,2005-07-01,8,8
MINEROS,internaciones,ingresos espontaneos,2005-07-01,14,14
MIZQUE,internaciones,ingresos espontaneos,2005-07-01,45,45
MOCOMOCO,internaciones,ingresos espontaneos,2005-07-01,3,3
MOJOCOYA,internaciones,ingresos espontaneos,2005-07-01,7,7
MONTEAGUDO,internaciones,ingresos espontaneos,2005-07-01,146,146
MONTERO,internaciones,ingresos espontaneos,2005-07-01,662,662
MORO MORO,internaciones,ingresos espontaneos,2005-07-01,4,4
MOROCHATA,internaciones,ingresos espontaneos,2005-07-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2005-07-01,2,2
OCURI,internaciones,ingresos espontaneos,2005-07-01,8,8
OMEREQUE,internaciones,ingresos espontaneos,2005-07-01,9,9
ORURO,internaciones,ingresos espontaneos,2005-07-01,1626,1626
PADILLA,internaciones,ingresos espontaneos,2005-07-01,48,48
PAILON,internaciones,ingresos espontaneos,2005-07-01,61,61
PALCA,internaciones,ingresos espontaneos,2005-07-01,7,7
PALOS BLANCOS,internaciones,ingresos espontaneos,2005-07-01,52,52
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2005-07-01,1,1
PAMPA GRANDE,internaciones,ingresos espontaneos,2005-07-01,16,16
PAPEL PAMPA,internaciones,ingresos espontaneos,2005-07-01,1,1
PASORAPA,internaciones,ingresos espontaneos,2005-07-01,5,5
PATACAMAYA,internaciones,ingresos espontaneos,2005-07-01,41,41
PAZÑA,internaciones,ingresos espontaneos,2005-07-01,5,5
POCOATA,internaciones,ingresos espontaneos,2005-07-01,8,8
POCONA,internaciones,ingresos espontaneos,2005-07-01,19,19
POJO (CBBA),internaciones,ingresos espontaneos,2005-07-01,23,23
POOPO,internaciones,ingresos espontaneos,2005-07-01,5,5
PORCO,internaciones,ingresos espontaneos,2005-07-01,3,3
POROMA,internaciones,ingresos espontaneos,2005-07-01,19,19
PORONGO,internaciones,ingresos espontaneos,2005-07-01,13,13
PORTACHUELO,internaciones,ingresos espontaneos,2005-07-01,153,153
PORVENIR,internaciones,ingresos espontaneos,2005-07-01,8,8
POTOSI,internaciones,ingresos espontaneos,2005-07-01,1589,1589
PRESTO,internaciones,ingresos espontaneos,2005-07-01,6,6
PUCARANI,internaciones,ingresos espontaneos,2005-07-01,3,3
PUERTO ACOSTA,internaciones,ingresos espontaneos,2005-07-01,76,76
PUERTO CARABUCO,internaciones,ingresos espontaneos,2005-07-01,3,3
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2005-07-01,4,4
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2005-07-01,104,104
PUERTO RICO,internaciones,ingresos espontaneos,2005-07-01,18,18
PUERTO SUAREZ,internaciones,ingresos espontaneos,2005-07-01,79,79
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2005-07-01,142,142
PUNA,internaciones,ingresos espontaneos,2005-07-01,35,35
PUNATA,internaciones,ingresos espontaneos,2005-07-01,228,228
QUILLACOLLO,internaciones,ingresos espontaneos,2005-07-01,313,313
QUIME,internaciones,ingresos espontaneos,2005-07-01,10,10
QUIRUSILLAS,internaciones,ingresos espontaneos,2005-07-01,6,6
RAVELO,internaciones,ingresos espontaneos,2005-07-01,8,8
REYES,internaciones,ingresos espontaneos,2005-07-01,29,29
RIBERALTA,internaciones,ingresos espontaneos,2005-07-01,529,529
ROBORE,internaciones,ingresos espontaneos,2005-07-01,47,47
RURRENABAQUE,internaciones,ingresos espontaneos,2005-07-01,105,105
SABAYA,internaciones,ingresos espontaneos,2005-07-01,3,3
SACABA,internaciones,ingresos espontaneos,2005-07-01,410,410
SACABAMBA,internaciones,ingresos espontaneos,2005-07-01,16,16
SACACA,internaciones,ingresos espontaneos,2005-07-01,19,19
SAIPINA,internaciones,ingresos espontaneos,2005-07-01,9,9
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2005-07-01,6,6
SAMAIPATA,internaciones,ingresos espontaneos,2005-07-01,33,33
SAN AGUSTIN,internaciones,ingresos espontaneos,2005-07-01,1,1
SAN ANDRES,internaciones,ingresos espontaneos,2005-07-01,4,4
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2005-07-01,22,22
SAN BENITO,internaciones,ingresos espontaneos,2005-07-01,11,11
SAN BORJA,internaciones,ingresos espontaneos,2005-07-01,142,142
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2005-07-01,20,20
SAN CARLOS,internaciones,ingresos espontaneos,2005-07-01,119,119
SAN IGNACIO,internaciones,ingresos espontaneos,2005-07-01,85,85
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2005-07-01,316,316
SAN JAVIER(STC),internaciones,ingresos espontaneos,2005-07-01,54,54
SAN JOAQUIN,internaciones,ingresos espontaneos,2005-07-01,60,60
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2005-07-01,69,69
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2005-07-01,92,92
SAN JULIAN,internaciones,ingresos espontaneos,2005-07-01,179,179
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2005-07-01,18,18
SAN LUCAS,internaciones,ingresos espontaneos,2005-07-01,57,57
SAN MATIAS,internaciones,ingresos espontaneos,2005-07-01,81,81
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2005-07-01,64,64
SAN PEDRO,internaciones,ingresos espontaneos,2005-07-01,20,20
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2005-07-01,20,20
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2005-07-01,2,2
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2005-07-01,2,2
SAN RAFAEL,internaciones,ingresos espontaneos,2005-07-01,13,13
SAN RAMON,internaciones,ingresos espontaneos,2005-07-01,33,33
SAN RAMON,internaciones,ingresos espontaneos,2005-07-01,47,47
SANTA ANA,internaciones,ingresos espontaneos,2005-07-01,116,116
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2005-07-01,8012,8012
SANTA ROSA,internaciones,ingresos espontaneos,2005-07-01,33,33
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2005-07-01,57,57
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2005-07-01,6,6
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2005-07-01,2,2
SANTIVAÑES,internaciones,ingresos espontaneos,2005-07-01,7,7
SAPAHAQUI,internaciones,ingresos espontaneos,2005-07-01,2,2
SENA,internaciones,ingresos espontaneos,2005-07-01,8,8
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2005-07-01,7,7
SICAYA,internaciones,ingresos espontaneos,2005-07-01,2,2
SIPE SIPE,internaciones,ingresos espontaneos,2005-07-01,45,45
SOPACHUY,internaciones,ingresos espontaneos,2005-07-01,27,27
SORACACHI,internaciones,ingresos espontaneos,2005-07-01,1,1
SORATA,internaciones,ingresos espontaneos,2005-07-01,30,30
SUCRE,internaciones,ingresos espontaneos,2005-07-01,2555,2555
TACACOMA,internaciones,ingresos espontaneos,2005-07-01,4,4
TAPACARI,internaciones,ingresos espontaneos,2005-07-01,29,29
TARABUCO,internaciones,ingresos espontaneos,2005-07-01,62,62
TARACO,internaciones,ingresos espontaneos,2005-07-01,1,1
TARATA,internaciones,ingresos espontaneos,2005-07-01,15,15
TARIJA,internaciones,ingresos espontaneos,2005-07-01,1445,1445
TARVITA,internaciones,ingresos espontaneos,2005-07-01,30,30
TEOPONTE,internaciones,ingresos espontaneos,2005-07-01,3,3
TIAWANACU,internaciones,ingresos espontaneos,2005-07-01,6,6
TINGUIPAYA,internaciones,ingresos espontaneos,2005-07-01,1,1
TIPUANI,internaciones,ingresos espontaneos,2005-07-01,27,27
TIQUIPAYA,internaciones,ingresos espontaneos,2005-07-01,81,81
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2005-07-01,228,228
TOLATA,internaciones,ingresos espontaneos,2005-07-01,3,3
TOLEDO,internaciones,ingresos espontaneos,2005-07-01,7,7
TOMAVE,internaciones,ingresos espontaneos,2005-07-01,2,2
TOMINA,internaciones,ingresos espontaneos,2005-07-01,20,20
TORO TORO,internaciones,ingresos espontaneos,2005-07-01,9,9
TOTORA(CBBA),internaciones,ingresos espontaneos,2005-07-01,24,24
TOTORA(ORR),internaciones,ingresos espontaneos,2005-07-01,4,4
TRIGAL,internaciones,ingresos espontaneos,2005-07-01,2,2
TRINIDAD,internaciones,ingresos espontaneos,2005-07-01,1255,1255
TUPIZA,internaciones,ingresos espontaneos,2005-07-01,318,318
TURCO,internaciones,ingresos espontaneos,2005-07-01,7,7
UMALA,internaciones,ingresos espontaneos,2005-07-01,2,2
UNCIA,internaciones,ingresos espontaneos,2005-07-01,197,197
URIONDO (A. CONCEPCION),internaciones,ingresos espontaneos,2005-07-01,9,9
URUBICHA,internaciones,ingresos espontaneos,2005-07-01,31,31
UYUNI,internaciones,ingresos espontaneos,2005-07-01,108,108
VACAS,internaciones,ingresos espontaneos,2005-07-01,9,9
VALLEGRANDE,internaciones,ingresos espontaneos,2005-07-01,145,145
VIACHA,internaciones,ingresos espontaneos,2005-07-01,23,23
VILA VILA,internaciones,ingresos espontaneos,2005-07-01,2,2
VILLA MONTES,internaciones,ingresos espontaneos,2005-07-01,169,169
VILLA RIVERO,internaciones,ingresos espontaneos,2005-07-01,15,15
VILLA SERRANO,internaciones,ingresos espontaneos,2005-07-01,19,19
VILLA TUNARI,internaciones,ingresos espontaneos,2005-07-01,153,153
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2005-07-01,31,31
VILLAZON,internaciones,ingresos espontaneos,2005-07-01,179,179
VINTO,internaciones,ingresos espontaneos,2005-07-01,89,89
VITICHI,internaciones,ingresos espontaneos,2005-07-01,14,14
WARNES,internaciones,ingresos espontaneos,2005-07-01,95,95
YACO,internaciones,ingresos espontaneos,2005-07-01,2,2
YACUIBA,internaciones,ingresos espontaneos,2005-07-01,558,558
YAMPARAEZ,internaciones,ingresos espontaneos,2005-07-01,15,15
YANACACHI,internaciones,ingresos espontaneos,2005-07-01,2,2
YAPACANI,internaciones,ingresos espontaneos,2005-07-01,490,490
YOTALA,internaciones,ingresos espontaneos,2005-07-01,36,36
YUNCHARA,internaciones,ingresos espontaneos,2005-07-01,1,1
ZUDAÑEZ,internaciones,ingresos espontaneos,2005-07-01,25,25
ACACIO,internaciones,ingresos espontaneos,2005-08-01,4,4
ACHACACHI,internaciones,ingresos espontaneos,2005-08-01,65,65
ACHOCALLA,internaciones,ingresos espontaneos,2005-08-01,7,7
AIQUILE,internaciones,ingresos espontaneos,2005-08-01,93,93
ALALAY,internaciones,ingresos espontaneos,2005-08-01,4,4
ALCALA,internaciones,ingresos espontaneos,2005-08-01,4,4
ANCORAIMES,internaciones,ingresos espontaneos,2005-08-01,5,5
ANDAMARCA,internaciones,ingresos espontaneos,2005-08-01,3,3
ANTEQUERA,internaciones,ingresos espontaneos,2005-08-01,2,2
ANZALDO,internaciones,ingresos espontaneos,2005-08-01,2,2
APOLO,internaciones,ingresos espontaneos,2005-08-01,35,35
ARAMPAMPA,internaciones,ingresos espontaneos,2005-08-01,2,2
ARANI,internaciones,ingresos espontaneos,2005-08-01,2,2
ARBIETO,internaciones,ingresos espontaneos,2005-08-01,5,5
ARQUE,internaciones,ingresos espontaneos,2005-08-01,4,4
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2005-08-01,149,149
ATOCHA,internaciones,ingresos espontaneos,2005-08-01,134,134
AYATA,internaciones,ingresos espontaneos,2005-08-01,3,3
AYO AYO,internaciones,ingresos espontaneos,2005-08-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2005-08-01,44,44
AZURDUY,internaciones,ingresos espontaneos,2005-08-01,24,24
BATALLAS,internaciones,ingresos espontaneos,2005-08-01,10,10
BAURES,internaciones,ingresos espontaneos,2005-08-01,12,12
BELLA FLOR,internaciones,ingresos espontaneos,2005-08-01,2,2
BERMEJO,internaciones,ingresos espontaneos,2005-08-01,184,184
BETANZOS,internaciones,ingresos espontaneos,2005-08-01,33,33
BOLIVAR,internaciones,ingresos espontaneos,2005-08-01,1,1
BOLPEBRA,internaciones,ingresos espontaneos,2005-08-01,1,1
BOYUIBE,internaciones,ingresos espontaneos,2005-08-01,25,25
BUENA VISTA,internaciones,ingresos espontaneos,2005-08-01,33,33
CABEZAS,internaciones,ingresos espontaneos,2005-08-01,22,22
CAIROMA,internaciones,ingresos espontaneos,2005-08-01,3,3
CAJUATA,internaciones,ingresos espontaneos,2005-08-01,7,7
CALACOTO,internaciones,ingresos espontaneos,2005-08-01,1,1
CALAMARCA,internaciones,ingresos espontaneos,2005-08-01,7,7
CAMARGO,internaciones,ingresos espontaneos,2005-08-01,265,265
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2005-08-01,6,6
CAMIRI,internaciones,ingresos espontaneos,2005-08-01,461,461
CAPINOTA,internaciones,ingresos espontaneos,2005-08-01,56,56
CAQUIAVIRI,internaciones,ingresos espontaneos,2005-08-01,6,6
CARACOLLO,internaciones,ingresos espontaneos,2005-08-01,24,24
CARANAVI,internaciones,ingresos espontaneos,2005-08-01,148,148
CARIPUYO,internaciones,ingresos espontaneos,2005-08-01,1,1
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2005-08-01,6,6
CHALLAPATA,internaciones,ingresos espontaneos,2005-08-01,78,78
CHAQUI,internaciones,ingresos espontaneos,2005-08-01,4,4
CHARAGUA,internaciones,ingresos espontaneos,2005-08-01,107,107
CHAYANTA,internaciones,ingresos espontaneos,2005-08-01,10,10
CHIMORE,internaciones,ingresos espontaneos,2005-08-01,24,24
CHIPAYA,internaciones,ingresos espontaneos,2005-08-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2005-08-01,64,64
CHUMA,internaciones,ingresos espontaneos,2005-08-01,5,5
CLIZA,internaciones,ingresos espontaneos,2005-08-01,26,26
COBIJA,internaciones,ingresos espontaneos,2005-08-01,328,328
COCHABAMBA,internaciones,ingresos espontaneos,2005-08-01,4775,4775
COLCAPIRHUA,internaciones,ingresos espontaneos,2005-08-01,131,131
"COLCHA ""K""",internaciones,ingresos espontaneos,2005-08-01,1,1
COLLANA,internaciones,ingresos espontaneos,2005-08-01,1,1
COLOMI,internaciones,ingresos espontaneos,2005-08-01,44,44
COLPA BELGICA,internaciones,ingresos espontaneos,2005-08-01,14,14
COLQUECHACA,internaciones,ingresos espontaneos,2005-08-01,18,18
COLQUIRI,internaciones,ingresos espontaneos,2005-08-01,18,18
COMARAPA,internaciones,ingresos espontaneos,2005-08-01,115,115
CONCEPCION,internaciones,ingresos espontaneos,2005-08-01,61,61
COPACABANA,internaciones,ingresos espontaneos,2005-08-01,32,32
CORIPATA,internaciones,ingresos espontaneos,2005-08-01,22,22
CORO CORO,internaciones,ingresos espontaneos,2005-08-01,8,8
COROICO,internaciones,ingresos espontaneos,2005-08-01,82,82
COTAGAITA,internaciones,ingresos espontaneos,2005-08-01,34,34
COTOCA,internaciones,ingresos espontaneos,2005-08-01,131,131
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2005-08-01,25,25
CUEVO,internaciones,ingresos espontaneos,2005-08-01,6,6
CULPINA,internaciones,ingresos espontaneos,2005-08-01,52,52
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2005-08-01,4,4
DESAGUADERO,internaciones,ingresos espontaneos,2005-08-01,3,3
EL ALTO,internaciones,ingresos espontaneos,2005-08-01,2141,2141
EL PUENTE(STC),internaciones,ingresos espontaneos,2005-08-01,14,14
EL PUENTE(TJA),internaciones,ingresos espontaneos,2005-08-01,3,3
EL TORNO,internaciones,ingresos espontaneos,2005-08-01,160,160
EL VILLAR,internaciones,ingresos espontaneos,2005-08-01,22,22
ENTRE RIOS,internaciones,ingresos espontaneos,2005-08-01,51,51
ENTRE RIOS,internaciones,ingresos espontaneos,2005-08-01,21,21
EUCALIPTUS,internaciones,ingresos espontaneos,2005-08-01,6,6
EXALTACION,internaciones,ingresos espontaneos,2005-08-01,7,7
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2005-08-01,53,53
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2005-08-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2005-08-01,1,1
GUANAY,internaciones,ingresos espontaneos,2005-08-01,29,29
GUAQUI,internaciones,ingresos espontaneos,2005-08-01,4,4
GUAYARAMERIN,internaciones,ingresos espontaneos,2005-08-01,497,497
GUTIERREZ,internaciones,ingresos espontaneos,2005-08-01,24,24
HUACARETA,internaciones,ingresos espontaneos,2005-08-01,21,21
HUACHACALLA,internaciones,ingresos espontaneos,2005-08-01,2,2
HUANUNI,internaciones,ingresos espontaneos,2005-08-01,71,71
HUARACAJE,internaciones,ingresos espontaneos,2005-08-01,12,12
HUAYLLAMARCA,internaciones,ingresos espontaneos,2005-08-01,2,2
ICLA,internaciones,ingresos espontaneos,2005-08-01,5,5
INCAHUASI,internaciones,ingresos espontaneos,2005-08-01,46,46
INQUISIVI,internaciones,ingresos espontaneos,2005-08-01,9,9
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2005-08-01,34,34
IXIAMAS,internaciones,ingresos espontaneos,2005-08-01,18,18
JESUS DE MACHACA,internaciones,ingresos espontaneos,2005-08-01,6,6
LA ASUNTA,internaciones,ingresos espontaneos,2005-08-01,53,53
LA GUARDIA,internaciones,ingresos espontaneos,2005-08-01,72,72
LA PAZ,internaciones,ingresos espontaneos,2005-08-01,5667,5667
LAGUNILLAS,internaciones,ingresos espontaneos,2005-08-01,9,9
LAJA,internaciones,ingresos espontaneos,2005-08-01,6,6
LAS CARRERAS,internaciones,ingresos espontaneos,2005-08-01,3,3
LICOMA PAMPA,internaciones,ingresos espontaneos,2005-08-01,3,3
LLALLAGUA,internaciones,ingresos espontaneos,2005-08-01,145,145
LURIBAY,internaciones,ingresos espontaneos,2005-08-01,7,7
MACHACAMARCA,internaciones,ingresos espontaneos,2005-08-01,2,2
MACHARETI,internaciones,ingresos espontaneos,2005-08-01,22,22
MAGDALENA,internaciones,ingresos espontaneos,2005-08-01,90,90
MAIRANA,internaciones,ingresos espontaneos,2005-08-01,41,41
MAPIRI,internaciones,ingresos espontaneos,2005-08-01,21,21
MECAPACA,internaciones,ingresos espontaneos,2005-08-01,4,4
MINEROS,internaciones,ingresos espontaneos,2005-08-01,15,15
MIZQUE,internaciones,ingresos espontaneos,2005-08-01,41,41
MOCOMOCO,internaciones,ingresos espontaneos,2005-08-01,5,5
MOJOCOYA,internaciones,ingresos espontaneos,2005-08-01,10,10
MONTEAGUDO,internaciones,ingresos espontaneos,2005-08-01,136,136
MONTERO,internaciones,ingresos espontaneos,2005-08-01,598,598
MOROCHATA,internaciones,ingresos espontaneos,2005-08-01,6,6
OMEREQUE,internaciones,ingresos espontaneos,2005-08-01,12,12
ORURO,internaciones,ingresos espontaneos,2005-08-01,1677,1677
PADILLA,internaciones,ingresos espontaneos,2005-08-01,82,82
PAILON,internaciones,ingresos espontaneos,2005-08-01,46,46
PALCA,internaciones,ingresos espontaneos,2005-08-01,9,9
PALOS BLANCOS,internaciones,ingresos espontaneos,2005-08-01,48,48
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2005-08-01,1,1
PAMPA GRANDE,internaciones,ingresos espontaneos,2005-08-01,11,11
PAPEL PAMPA,internaciones,ingresos espontaneos,2005-08-01,4,4
PASORAPA,internaciones,ingresos espontaneos,2005-08-01,4,4
PATACAMAYA,internaciones,ingresos espontaneos,2005-08-01,40,40
PAZÑA,internaciones,ingresos espontaneos,2005-08-01,3,3
