municipality,group,variable,month,Egresos,TOTAL
SAN LUCAS,internaciones,egresos,2005-04-01,40,40
SAN MATIAS,internaciones,egresos,2005-04-01,55,55
SAN MIGUEL DE VELASCO,internaciones,egresos,2005-04-01,46,46
SAN PEDRO,internaciones,egresos,2005-04-01,26,26
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2005-04-01,11,11
SAN PEDRO DE CURAHUARA,internaciones,egresos,2005-04-01,2,2
SAN PEDRO DE TIQUINA,internaciones,egresos,2005-04-01,1,1
SAN RAFAEL,internaciones,egresos,2005-04-01,12,12
SAN RAMON,internaciones,egresos,2005-04-01,30,30
SAN RAMON,internaciones,egresos,2005-04-01,47,47
SANTA ANA,internaciones,egresos,2005-04-01,106,106
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2005-04-01,6760,6760
SANTA ROSA,internaciones,egresos,2005-04-01,50,50
SANTA ROSA DEL SARA,internaciones,egresos,2005-04-01,42,42
SANTIAGO DE HUARI,internaciones,egresos,2005-04-01,1,1
SANTIVAÑES,internaciones,egresos,2005-04-01,4,4
SAPAHAQUI,internaciones,egresos,2005-04-01,1,1
SENA,internaciones,egresos,2005-04-01,4,4
SICA SICA (VILLA AROMA),internaciones,egresos,2005-04-01,17,17
SICAYA,internaciones,egresos,2005-04-01,2,2
SIPE SIPE,internaciones,egresos,2005-04-01,46,46
SOPACHUY,internaciones,egresos,2005-04-01,42,42
SORATA,internaciones,egresos,2005-04-01,39,39
SUCRE,internaciones,egresos,2005-04-01,2532,2532
TACACOMA,internaciones,egresos,2005-04-01,4,4
TACOPAYA,internaciones,egresos,2005-04-01,2,2
TAPACARI,internaciones,egresos,2005-04-01,16,16
TARABUCO,internaciones,egresos,2005-04-01,69,69
TARACO,internaciones,egresos,2005-04-01,1,1
TARATA,internaciones,egresos,2005-04-01,12,12
TARIJA,internaciones,egresos,2005-04-01,1447,1447
TARVITA,internaciones,egresos,2005-04-01,30,30
TEOPONTE,internaciones,egresos,2005-04-01,4,4
TIAWANACU,internaciones,egresos,2005-04-01,6,6
TINGUIPAYA,internaciones,egresos,2005-04-01,2,2
TIPUANI,internaciones,egresos,2005-04-01,17,17
TIQUIPAYA,internaciones,egresos,2005-04-01,105,105
TIRAQUE (CBBA),internaciones,egresos,2005-04-01,207,207
TOLATA,internaciones,egresos,2005-04-01,2,2
TOLEDO,internaciones,egresos,2005-04-01,5,5
TOMAVE,internaciones,egresos,2005-04-01,2,2
TOMINA,internaciones,egresos,2005-04-01,19,19
TORO TORO,internaciones,egresos,2005-04-01,4,4
TOTORA(CBBA),internaciones,egresos,2005-04-01,43,43
TOTORA(ORR),internaciones,egresos,2005-04-01,5,5
TRIGAL,internaciones,egresos,2005-04-01,2,2
TRINIDAD,internaciones,egresos,2005-04-01,1079,1079
TUPIZA,internaciones,egresos,2005-04-01,339,339
UMALA,internaciones,egresos,2005-04-01,2,2
UNCIA,internaciones,egresos,2005-04-01,181,181
URIONDO (A. CONCEPCION),internaciones,egresos,2005-04-01,1,1
URUBICHA,internaciones,egresos,2005-04-01,15,15
UYUNI,internaciones,egresos,2005-04-01,113,113
VACAS,internaciones,egresos,2005-04-01,9,9
VALLEGRANDE,internaciones,egresos,2005-04-01,109,109
VIACHA,internaciones,egresos,2005-04-01,38,38
VILLA MONTES,internaciones,egresos,2005-04-01,182,182
VILLA RIVERO,internaciones,egresos,2005-04-01,10,10
VILLA SERRANO,internaciones,egresos,2005-04-01,21,21
VILLA TUNARI,internaciones,egresos,2005-04-01,240,240
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2005-04-01,33,33
VILLAZON,internaciones,egresos,2005-04-01,189,189
VINTO,internaciones,egresos,2005-04-01,86,86
VITICHI,internaciones,egresos,2005-04-01,12,12
WALDO BALLIVIAN,internaciones,egresos,2005-04-01,1,1
WARNES,internaciones,egresos,2005-04-01,62,62
YACUIBA,internaciones,egresos,2005-04-01,453,453
YAMPARAEZ,internaciones,egresos,2005-04-01,20,20
YAPACANI,internaciones,egresos,2005-04-01,404,404
YOCALLA,internaciones,egresos,2005-04-01,3,3
YOTALA,internaciones,egresos,2005-04-01,27,27
ZUDAÑEZ,internaciones,egresos,2005-04-01,26,26
ACACIO,internaciones,egresos,2005-05-01,7,7
ACHACACHI,internaciones,egresos,2005-05-01,51,51
ACHOCALLA,internaciones,egresos,2005-05-01,7,7
AIQUILE,internaciones,egresos,2005-05-01,84,84
ALALAY,internaciones,egresos,2005-05-01,1,1
ALCALA,internaciones,egresos,2005-05-01,4,4
ANCORAIMES,internaciones,egresos,2005-05-01,5,5
ANDAMARCA,internaciones,egresos,2005-05-01,1,1
ANZALDO,internaciones,egresos,2005-05-01,6,6
APOLO,internaciones,egresos,2005-05-01,29,29
ARAMPAMPA,internaciones,egresos,2005-05-01,2,2
ARANI,internaciones,egresos,2005-05-01,6,6
ARBIETO,internaciones,egresos,2005-05-01,2,2
ARQUE,internaciones,egresos,2005-05-01,3,3
ASCENCION DE GUARAYOS,internaciones,egresos,2005-05-01,148,148
ATOCHA,internaciones,egresos,2005-05-01,141,141
AYATA,internaciones,egresos,2005-05-01,3,3
AYO AYO,internaciones,egresos,2005-05-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2005-05-01,69,69
AZURDUY,internaciones,egresos,2005-05-01,15,15
BATALLAS,internaciones,egresos,2005-05-01,2,2
BAURES,internaciones,egresos,2005-05-01,12,12
BERMEJO,internaciones,egresos,2005-05-01,110,110
BETANZOS,internaciones,egresos,2005-05-01,63,63
BOLIVAR,internaciones,egresos,2005-05-01,3,3
BOLPEBRA,internaciones,egresos,2005-05-01,2,2
BOYUIBE,internaciones,egresos,2005-05-01,25,25
BUENA VISTA,internaciones,egresos,2005-05-01,28,28
CABEZAS,internaciones,egresos,2005-05-01,29,29
CAIROMA,internaciones,egresos,2005-05-01,6,6
CAJUATA,internaciones,egresos,2005-05-01,16,16
CALAMARCA,internaciones,egresos,2005-05-01,1,1
CAMARGO,internaciones,egresos,2005-05-01,240,240
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2005-05-01,3,3
CAMIRI,internaciones,egresos,2005-05-01,448,448
CAPINOTA,internaciones,egresos,2005-05-01,47,47
CAQUIAVIRI,internaciones,egresos,2005-05-01,1,1
CARACOLLO,internaciones,egresos,2005-05-01,26,26
CARANAVI,internaciones,egresos,2005-05-01,198,198
CARIPUYO,internaciones,egresos,2005-05-01,3,3
CARMEN RIVERO TORREZ,internaciones,egresos,2005-05-01,1,1
CHALLAPATA,internaciones,egresos,2005-05-01,49,49
CHAQUI,internaciones,egresos,2005-05-01,1,1
CHARAGUA,internaciones,egresos,2005-05-01,82,82
CHAYANTA,internaciones,egresos,2005-05-01,26,26
CHIMORE,internaciones,egresos,2005-05-01,34,34
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2005-05-01,109,109
CHUMA,internaciones,egresos,2005-05-01,7,7
CLIZA,internaciones,egresos,2005-05-01,23,23
COBIJA,internaciones,egresos,2005-05-01,278,278
COCHABAMBA,internaciones,egresos,2005-05-01,4383,4383
COIPASA,internaciones,egresos,2005-05-01,1,1
COLCAPIRHUA,internaciones,egresos,2005-05-01,146,146
"COLCHA ""K""",internaciones,egresos,2005-05-01,4,4
COLLANA,internaciones,egresos,2005-05-01,3,3
COLOMI,internaciones,egresos,2005-05-01,47,47
COLPA BELGICA,internaciones,egresos,2005-05-01,17,17
COLQUECHACA,internaciones,egresos,2005-05-01,2,2
COLQUENCHA,internaciones,egresos,2005-05-01,2,2
COLQUIRI,internaciones,egresos,2005-05-01,36,36
COMARAPA,internaciones,egresos,2005-05-01,79,79
CONCEPCION,internaciones,egresos,2005-05-01,40,40
COPACABANA,internaciones,egresos,2005-05-01,14,14
CORIPATA,internaciones,egresos,2005-05-01,15,15
CORO CORO,internaciones,egresos,2005-05-01,7,7
COROICO,internaciones,egresos,2005-05-01,120,120
CORQUE,internaciones,egresos,2005-05-01,3,3
COTAGAITA,internaciones,egresos,2005-05-01,51,51
COTOCA,internaciones,egresos,2005-05-01,118,118
CUATRO CAÑADAS,internaciones,egresos,2005-05-01,28,28
CUEVO,internaciones,egresos,2005-05-01,6,6
CULPINA,internaciones,egresos,2005-05-01,29,29
CURAHUARA DE CARANGAS,internaciones,egresos,2005-05-01,3,3
DESAGUADERO,internaciones,egresos,2005-05-01,6,6
EL ALTO,internaciones,egresos,2005-05-01,2176,2176
EL PUENTE(STC),internaciones,egresos,2005-05-01,21,21
EL PUENTE(TJA),internaciones,egresos,2005-05-01,3,3
EL TORNO,internaciones,egresos,2005-05-01,116,116
EL VILLAR,internaciones,egresos,2005-05-01,8,8
ENTRE RIOS,internaciones,egresos,2005-05-01,21,21
ENTRE RIOS,internaciones,egresos,2005-05-01,30,30
EUCALIPTUS,internaciones,egresos,2005-05-01,10,10
EXALTACION,internaciones,egresos,2005-05-01,3,3
FERNANDEZ ALONSO,internaciones,egresos,2005-05-01,60,60
FILADELFIA,internaciones,egresos,2005-05-01,1,1
GENERAL SAAVEDRA,internaciones,egresos,2005-05-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2005-05-01,7,7
GUANAY,internaciones,egresos,2005-05-01,41,41
GUAQUI,internaciones,egresos,2005-05-01,1,1
GUAYARAMERIN,internaciones,egresos,2005-05-01,483,483
GUTIERREZ,internaciones,egresos,2005-05-01,11,11
HUACARETA,internaciones,egresos,2005-05-01,21,21
HUACHACALLA,internaciones,egresos,2005-05-01,1,1
HUANUNI,internaciones,egresos,2005-05-01,78,78
HUARACAJE,internaciones,egresos,2005-05-01,9,9
HUAYLLAMARCA,internaciones,egresos,2005-05-01,1,1
INCAHUASI,internaciones,egresos,2005-05-01,40,40
INQUISIVI,internaciones,egresos,2005-05-01,12,12
IRUPANA (VILLA DE LANZA),internaciones,egresos,2005-05-01,31,31
IXIAMAS,internaciones,egresos,2005-05-01,15,15
JESUS DE MACHACA,internaciones,egresos,2005-05-01,5,5
LA ASUNTA,internaciones,egresos,2005-05-01,70,70
LA GUARDIA,internaciones,egresos,2005-05-01,72,72
LA PAZ,internaciones,egresos,2005-05-01,6404,6404
LAGUNILLAS,internaciones,egresos,2005-05-01,4,4
LAJA,internaciones,egresos,2005-05-01,2,2
LICOMA PAMPA,internaciones,egresos,2005-05-01,1,1
LLALLAGUA,internaciones,egresos,2005-05-01,170,170
LLICA,internaciones,egresos,2005-05-01,6,6
LURIBAY,internaciones,egresos,2005-05-01,4,4
MACHARETI,internaciones,egresos,2005-05-01,8,8
MAGDALENA,internaciones,egresos,2005-05-01,57,57
MAIRANA,internaciones,egresos,2005-05-01,51,51
MAPIRI,internaciones,egresos,2005-05-01,21,21
MECAPACA,internaciones,egresos,2005-05-01,4,4
MINEROS,internaciones,egresos,2005-05-01,13,13
MIZQUE,internaciones,egresos,2005-05-01,59,59
MOCOMOCO,internaciones,egresos,2005-05-01,2,2
MOJOCOYA,internaciones,egresos,2005-05-01,13,13
MONTEAGUDO,internaciones,egresos,2005-05-01,145,145
MONTERO,internaciones,egresos,2005-05-01,583,583
MORO MORO,internaciones,egresos,2005-05-01,2,2
MOROCHATA,internaciones,egresos,2005-05-01,6,6
OCURI,internaciones,egresos,2005-05-01,10,10
OKINAWA,internaciones,egresos,2005-05-01,1,1
OMEREQUE,internaciones,egresos,2005-05-01,5,5
ORURO,internaciones,egresos,2005-05-01,1972,1972
PADILLA,internaciones,egresos,2005-05-01,76,76
PAILON,internaciones,egresos,2005-05-01,37,37
PALCA,internaciones,egresos,2005-05-01,9,9
PALOS BLANCOS,internaciones,egresos,2005-05-01,47,47
PAMPA GRANDE,internaciones,egresos,2005-05-01,13,13
PAPEL PAMPA,internaciones,egresos,2005-05-01,1,1
PASORAPA,internaciones,egresos,2005-05-01,6,6
PATACAMAYA,internaciones,egresos,2005-05-01,49,49
POCOATA,internaciones,egresos,2005-05-01,4,4
POCONA,internaciones,egresos,2005-05-01,25,25
POJO (CBBA),internaciones,egresos,2005-05-01,3,3
POOPO,internaciones,egresos,2005-05-01,3,3
POROMA,internaciones,egresos,2005-05-01,15,15
PORONGO,internaciones,egresos,2005-05-01,8,8
PORTACHUELO,internaciones,egresos,2005-05-01,116,116
PORVENIR,internaciones,egresos,2005-05-01,13,13
POSTRER VALLE,internaciones,egresos,2005-05-01,1,1
POTOSI,internaciones,egresos,2005-05-01,1421,1421
PRESTO,internaciones,egresos,2005-05-01,4,4
PUCARANI,internaciones,egresos,2005-05-01,8,8
PUERTO ACOSTA,internaciones,egresos,2005-05-01,67,67
PUERTO CARABUCO,internaciones,egresos,2005-05-01,1,1
PUERTO GONZALO MORENO,internaciones,egresos,2005-05-01,7,7
PUERTO QUIJARRO,internaciones,egresos,2005-05-01,125,125
PUERTO RICO,internaciones,egresos,2005-05-01,26,26
PUERTO SUAREZ,internaciones,egresos,2005-05-01,88,88
PUERTO VILLARROEL,internaciones,egresos,2005-05-01,187,187
PUNA,internaciones,egresos,2005-05-01,16,16
PUNATA,internaciones,egresos,2005-05-01,293,293
QUILLACOLLO,internaciones,egresos,2005-05-01,327,327
QUIME,internaciones,egresos,2005-05-01,9,9
QUIRUSILLAS,internaciones,egresos,2005-05-01,2,2
RAVELO,internaciones,egresos,2005-05-01,17,17
REYES,internaciones,egresos,2005-05-01,48,48
RIBERALTA,internaciones,egresos,2005-05-01,574,574
ROBORE,internaciones,egresos,2005-05-01,48,48
RURRENABAQUE,internaciones,egresos,2005-05-01,124,124
SABAYA,internaciones,egresos,2005-05-01,5,5
SACABA,internaciones,egresos,2005-05-01,422,422
SACABAMBA,internaciones,egresos,2005-05-01,10,10
SACACA,internaciones,egresos,2005-05-01,38,38
SAIPINA,internaciones,egresos,2005-05-01,9,9
SAMAIPATA,internaciones,egresos,2005-05-01,20,20
SAN ANDRES,internaciones,egresos,2005-05-01,5,5
SAN ANTONIO DE LOMERIO,internaciones,egresos,2005-05-01,12,12
SAN BENITO,internaciones,egresos,2005-05-01,14,14
SAN BORJA,internaciones,egresos,2005-05-01,128,128
SAN BUENA VENTURA,internaciones,egresos,2005-05-01,17,17
SAN CARLOS,internaciones,egresos,2005-05-01,121,121
SAN IGNACIO,internaciones,egresos,2005-05-01,68,68
SAN IGNACIO DE VELASCO,internaciones,egresos,2005-05-01,324,324
SAN JAVIER(STC),internaciones,egresos,2005-05-01,45,45
SAN JOAQUIN,internaciones,egresos,2005-05-01,46,46
SAN JOSE DE CHIQUITOS,internaciones,egresos,2005-05-01,90,90
SAN JUAN DE YAPACANI,internaciones,egresos,2005-05-01,115,115
SAN JULIAN,internaciones,egresos,2005-05-01,213,213
SAN LORENZO(PND),internaciones,egresos,2005-05-01,5,5
SAN LORENZO(TJA),internaciones,egresos,2005-05-01,12,12
SAN LUCAS,internaciones,egresos,2005-05-01,45,45
SAN MATIAS,internaciones,egresos,2005-05-01,52,52
SAN MIGUEL DE VELASCO,internaciones,egresos,2005-05-01,46,46
SAN PEDRO,internaciones,egresos,2005-05-01,38,38
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2005-05-01,18,18
SAN PEDRO DE CURAHUARA,internaciones,egresos,2005-05-01,5,5
SAN PEDRO DE TIQUINA,internaciones,egresos,2005-05-01,3,3
SAN RAFAEL,internaciones,egresos,2005-05-01,15,15
SAN RAMON,internaciones,egresos,2005-05-01,24,24
SAN RAMON,internaciones,egresos,2005-05-01,28,28
SANTA ANA,internaciones,egresos,2005-05-01,98,98
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2005-05-01,9313,9313
SANTA ROSA,internaciones,egresos,2005-05-01,35,35
SANTA ROSA DEL SARA,internaciones,egresos,2005-05-01,46,46
SANTIVAÑES,internaciones,egresos,2005-05-01,6,6
SENA,internaciones,egresos,2005-05-01,12,12
SICA SICA (VILLA AROMA),internaciones,egresos,2005-05-01,11,11
SIPE SIPE,internaciones,egresos,2005-05-01,51,51
SOPACHUY,internaciones,egresos,2005-05-01,31,31
SORACACHI,internaciones,egresos,2005-05-01,1,1
SORATA,internaciones,egresos,2005-05-01,30,30
SUCRE,internaciones,egresos,2005-05-01,2553,2553
TACACOMA,internaciones,egresos,2005-05-01,4,4
TACOPAYA,internaciones,egresos,2005-05-01,3,3
TAPACARI,internaciones,egresos,2005-05-01,16,16
TARABUCO,internaciones,egresos,2005-05-01,85,85
TARATA,internaciones,egresos,2005-05-01,4,4
TARIJA,internaciones,egresos,2005-05-01,1340,1340
TARVITA,internaciones,egresos,2005-05-01,32,32
TEOPONTE,internaciones,egresos,2005-05-01,6,6
TIAWANACU,internaciones,egresos,2005-05-01,7,7
TIPUANI,internaciones,egresos,2005-05-01,35,35
TIQUIPAYA,internaciones,egresos,2005-05-01,115,115
TIRAQUE (CBBA),internaciones,egresos,2005-05-01,150,150
TOLATA,internaciones,egresos,2005-05-01,5,5
TOLEDO,internaciones,egresos,2005-05-01,8,8
TOMAVE,internaciones,egresos,2005-05-01,4,4
TOMINA,internaciones,egresos,2005-05-01,22,22
TORO TORO,internaciones,egresos,2005-05-01,8,8
TOTORA(CBBA),internaciones,egresos,2005-05-01,35,35
TRIGAL,internaciones,egresos,2005-05-01,4,4
TRINIDAD,internaciones,egresos,2005-05-01,1227,1227
TUPIZA,internaciones,egresos,2005-05-01,206,206
TURCO,internaciones,egresos,2005-05-01,5,5
UMALA,internaciones,egresos,2005-05-01,2,2
UNCIA,internaciones,egresos,2005-05-01,193,193
URUBICHA,internaciones,egresos,2005-05-01,29,29
UYUNI,internaciones,egresos,2005-05-01,89,89
VACAS,internaciones,egresos,2005-05-01,18,18
VALLEGRANDE,internaciones,egresos,2005-05-01,88,88
VIACHA,internaciones,egresos,2005-05-01,24,24
VILA VILA,internaciones,egresos,2005-05-01,4,4
VILLA MONTES,internaciones,egresos,2005-05-01,165,165
VILLA RIVERO,internaciones,egresos,2005-05-01,7,7
VILLA SERRANO,internaciones,egresos,2005-05-01,14,14
VILLA TUNARI,internaciones,egresos,2005-05-01,229,229
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2005-05-01,19,19
VILLAZON,internaciones,egresos,2005-05-01,183,183
VINTO,internaciones,egresos,2005-05-01,89,89
VITICHI,internaciones,egresos,2005-05-01,13,13
WALDO BALLIVIAN,internaciones,egresos,2005-05-01,1,1
WARNES,internaciones,egresos,2005-05-01,91,91
YACUIBA,internaciones,egresos,2005-05-01,448,448
YAMPARAEZ,internaciones,egresos,2005-05-01,17,17
YANACACHI,internaciones,egresos,2005-05-01,2,2
YAPACANI,internaciones,egresos,2005-05-01,566,566
YOCALLA,internaciones,egresos,2005-05-01,2,2
YOTALA,internaciones,egresos,2005-05-01,25,25
ZUDAÑEZ,internaciones,egresos,2005-05-01,22,22
ACACIO,internaciones,egresos,2005-06-01,7,7
ACHACACHI,internaciones,egresos,2005-06-01,58,58
ACHOCALLA,internaciones,egresos,2005-06-01,7,7
AIQUILE,internaciones,egresos,2005-06-01,78,78
ALALAY,internaciones,egresos,2005-06-01,4,4
ALCALA,internaciones,egresos,2005-06-01,5,5
ANCORAIMES,internaciones,egresos,2005-06-01,4,4
ANTEQUERA,internaciones,egresos,2005-06-01,2,2
ANZALDO,internaciones,egresos,2005-06-01,5,5
APOLO,internaciones,egresos,2005-06-01,40,40
ARAMPAMPA,internaciones,egresos,2005-06-01,5,5
ARANI,internaciones,egresos,2005-06-01,4,4
ARBIETO,internaciones,egresos,2005-06-01,1,1
ARQUE,internaciones,egresos,2005-06-01,5,5
ASCENCION DE GUARAYOS,internaciones,egresos,2005-06-01,156,156
ATOCHA,internaciones,egresos,2005-06-01,150,150
AUCAPATA,internaciones,egresos,2005-06-01,1,1
AYATA,internaciones,egresos,2005-06-01,4,4
AYO AYO,internaciones,egresos,2005-06-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2005-06-01,55,55
AZURDUY,internaciones,egresos,2005-06-01,17,17
BATALLAS,internaciones,egresos,2005-06-01,7,7
BAURES,internaciones,egresos,2005-06-01,13,13
BERMEJO,internaciones,egresos,2005-06-01,200,200
BETANZOS,internaciones,egresos,2005-06-01,47,47
BOLIVAR,internaciones,egresos,2005-06-01,3,3
BOLPEBRA,internaciones,egresos,2005-06-01,2,2
BOYUIBE,internaciones,egresos,2005-06-01,20,20
BUENA VISTA,internaciones,egresos,2005-06-01,21,21
CABEZAS,internaciones,egresos,2005-06-01,24,24
CAIROMA,internaciones,egresos,2005-06-01,13,13
CAJUATA,internaciones,egresos,2005-06-01,7,7
CALAMARCA,internaciones,egresos,2005-06-01,2,2
CAMARGO,internaciones,egresos,2005-06-01,234,234
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2005-06-01,11,11
CAMIRI,internaciones,egresos,2005-06-01,435,435
CAPINOTA,internaciones,egresos,2005-06-01,46,46
CAQUIAVIRI,internaciones,egresos,2005-06-01,2,2
CARACOLLO,internaciones,egresos,2005-06-01,23,23
CARANAVI,internaciones,egresos,2005-06-01,197,197
CARAPARI,internaciones,egresos,2005-06-01,4,4
CARIPUYO,internaciones,egresos,2005-06-01,1,1
CARMEN RIVERO TORREZ,internaciones,egresos,2005-06-01,6,6
CATACORA,internaciones,egresos,2005-06-01,1,1
CHALLAPATA,internaciones,egresos,2005-06-01,49,49
CHAQUI,internaciones,egresos,2005-06-01,6,6
CHARAGUA,internaciones,egresos,2005-06-01,64,64
CHAYANTA,internaciones,egresos,2005-06-01,14,14
CHIMORE,internaciones,egresos,2005-06-01,20,20
CHIPAYA,internaciones,egresos,2005-06-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2005-06-01,77,77
CHUMA,internaciones,egresos,2005-06-01,4,4
CLIZA,internaciones,egresos,2005-06-01,25,25
COBIJA,internaciones,egresos,2005-06-01,264,264
COCHABAMBA,internaciones,egresos,2005-06-01,4408,4408
COLCAPIRHUA,internaciones,egresos,2005-06-01,150,150
COLLANA,internaciones,egresos,2005-06-01,3,3
COLOMI,internaciones,egresos,2005-06-01,39,39
COLPA BELGICA,internaciones,egresos,2005-06-01,22,22
COLQUENCHA,internaciones,egresos,2005-06-01,1,1
COLQUIRI,internaciones,egresos,2005-06-01,17,17
COMARAPA,internaciones,egresos,2005-06-01,65,65
CONCEPCION,internaciones,egresos,2005-06-01,61,61
COPACABANA,internaciones,egresos,2005-06-01,26,26
CORIPATA,internaciones,egresos,2005-06-01,16,16
CORO CORO,internaciones,egresos,2005-06-01,5,5
COROICO,internaciones,egresos,2005-06-01,100,100
CORQUE,internaciones,egresos,2005-06-01,1,1
COTAGAITA,internaciones,egresos,2005-06-01,33,33
COTOCA,internaciones,egresos,2005-06-01,123,123
CUATRO CAÑADAS,internaciones,egresos,2005-06-01,22,22
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2005-06-01,2,2
CUEVO,internaciones,egresos,2005-06-01,8,8
CULPINA,internaciones,egresos,2005-06-01,47,47
CURAHUARA DE CARANGAS,internaciones,egresos,2005-06-01,5,5
DESAGUADERO,internaciones,egresos,2005-06-01,5,5
EL ALTO,internaciones,egresos,2005-06-01,1917,1917
EL PUENTE(STC),internaciones,egresos,2005-06-01,26,26
EL TORNO,internaciones,egresos,2005-06-01,134,134
EL VILLAR,internaciones,egresos,2005-06-01,8,8
ENTRE RIOS,internaciones,egresos,2005-06-01,33,33
ENTRE RIOS,internaciones,egresos,2005-06-01,31,31
EUCALIPTUS,internaciones,egresos,2005-06-01,8,8
EXALTACION,internaciones,egresos,2005-06-01,6,6
FERNANDEZ ALONSO,internaciones,egresos,2005-06-01,51,51
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2005-06-01,2,2
GUANAY,internaciones,egresos,2005-06-01,33,33
GUAQUI,internaciones,egresos,2005-06-01,1,1
GUAYARAMERIN,internaciones,egresos,2005-06-01,432,432
GUTIERREZ,internaciones,egresos,2005-06-01,18,18
HUACARETA,internaciones,egresos,2005-06-01,23,23
HUANUNI,internaciones,egresos,2005-06-01,57,57
HUARACAJE,internaciones,egresos,2005-06-01,6,6
HUAYLLAMARCA,internaciones,egresos,2005-06-01,3,3
INCAHUASI,internaciones,egresos,2005-06-01,39,39
INQUISIVI,internaciones,egresos,2005-06-01,9,9
IRUPANA (VILLA DE LANZA),internaciones,egresos,2005-06-01,30,30
IXIAMAS,internaciones,egresos,2005-06-01,17,17
JESUS DE MACHACA,internaciones,egresos,2005-06-01,2,2
LA ASUNTA,internaciones,egresos,2005-06-01,41,41
LA GUARDIA,internaciones,egresos,2005-06-01,71,71
LA PAZ,internaciones,egresos,2005-06-01,5446,5446
LAGUNILLAS,internaciones,egresos,2005-06-01,9,9
LAJA,internaciones,egresos,2005-06-01,6,6
LAS CARRERAS,internaciones,egresos,2005-06-01,3,3
LICOMA PAMPA,internaciones,egresos,2005-06-01,2,2
LLALLAGUA,internaciones,egresos,2005-06-01,172,172
LLICA,internaciones,egresos,2005-06-01,3,3
LURIBAY,internaciones,egresos,2005-06-01,1,1
MACHACAMARCA,internaciones,egresos,2005-06-01,1,1
MACHARETI,internaciones,egresos,2005-06-01,16,16
MAGDALENA,internaciones,egresos,2005-06-01,52,52
MAIRANA,internaciones,egresos,2005-06-01,40,40
MAPIRI,internaciones,egresos,2005-06-01,17,17
MECAPACA,internaciones,egresos,2005-06-01,8,8
MINEROS,internaciones,egresos,2005-06-01,11,11
MIZQUE,internaciones,egresos,2005-06-01,60,60
MOCOMOCO,internaciones,egresos,2005-06-01,3,3
MOJOCOYA,internaciones,egresos,2005-06-01,9,9
MONTEAGUDO,internaciones,egresos,2005-06-01,119,119
MONTERO,internaciones,egresos,2005-06-01,578,578
MORO MORO,internaciones,egresos,2005-06-01,4,4
MOROCHATA,internaciones,egresos,2005-06-01,5,5
OCURI,internaciones,egresos,2005-06-01,15,15
OKINAWA,internaciones,egresos,2005-06-01,13,13
OMEREQUE,internaciones,egresos,2005-06-01,2,2
ORURO,internaciones,egresos,2005-06-01,1656,1656
PADILLA,internaciones,egresos,2005-06-01,85,85
PAILON,internaciones,egresos,2005-06-01,67,67
PALCA,internaciones,egresos,2005-06-01,6,6
PALOS BLANCOS,internaciones,egresos,2005-06-01,57,57
PAMPA AULLAGAS,internaciones,egresos,2005-06-01,1,1
PAMPA GRANDE,internaciones,egresos,2005-06-01,14,14
PAPEL PAMPA,internaciones,egresos,2005-06-01,4,4
PASORAPA,internaciones,egresos,2005-06-01,5,5
PATACAMAYA,internaciones,egresos,2005-06-01,34,34
POCOATA,internaciones,egresos,2005-06-01,9,9
POCONA,internaciones,egresos,2005-06-01,24,24
POJO (CBBA),internaciones,egresos,2005-06-01,27,27
POOPO,internaciones,egresos,2005-06-01,5,5
PORCO,internaciones,egresos,2005-06-01,2,2
POROMA,internaciones,egresos,2005-06-01,14,14
PORONGO,internaciones,egresos,2005-06-01,14,14
PORTACHUELO,internaciones,egresos,2005-06-01,139,139
PORVENIR,internaciones,egresos,2005-06-01,10,10
POSTRER VALLE,internaciones,egresos,2005-06-01,3,3
POTOSI,internaciones,egresos,2005-06-01,1274,1274
PRESTO,internaciones,egresos,2005-06-01,7,7
PUCARANI,internaciones,egresos,2005-06-01,6,6
PUERTO ACOSTA,internaciones,egresos,2005-06-01,46,46
PUERTO CARABUCO,internaciones,egresos,2005-06-01,2,2
PUERTO QUIJARRO,internaciones,egresos,2005-06-01,118,118
PUERTO RICO,internaciones,egresos,2005-06-01,30,30
PUERTO SUAREZ,internaciones,egresos,2005-06-01,89,89
PUERTO VILLARROEL,internaciones,egresos,2005-06-01,157,157
PUNA,internaciones,egresos,2005-06-01,15,15
PUNATA,internaciones,egresos,2005-06-01,283,283
QUIABAYA,internaciones,egresos,2005-06-01,1,1
QUILLACOLLO,internaciones,egresos,2005-06-01,313,313
