municipality,group,variable,month,Ingresos referidos de otros establecimientos,TOTAL
ICLA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2005-04-01,903,903
LAS CARRERAS,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,15,15
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,10,10
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,6,6
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,76,76
MONTERO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,83,83
ORURO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,38,38
PADILLA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,37,37
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2005-04-01,8,8
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
PAPEL PAMPA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
POCONA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-04-01,4,4
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,3,3
PORVENIR,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,6,6
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2005-04-01,20,20
PUNATA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,20,20
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,49,49
QUIME,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
REYES,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1236,1236
ROBORE,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2005-04-01,14,14
SACABA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,27,27
SACACA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,3,3
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2005-04-01,6,6
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,4,4
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,14,14
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-04-01,8,8
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2005-04-01,23,23
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2005-04-01,7,7
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,148,148
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,8,8
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecimientos,2005-04-01,4,4
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2005-04-01,5,5
SUCRE,internaciones,ingresos referidos de otros establecimientos,2005-04-01,36,36
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,12,12
TARIJA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,71,71
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
TIRAQUE (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-04-01,10,10
TOMINA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2005-04-01,4,4
TRINIDAD,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,71,71
UNCIA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,29,29
UYUNI,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2005-04-01,5,5
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2005-04-01,8,8
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2005-04-01,47,47
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2005-04-01,22,22
WARNES,internaciones,ingresos referidos de otros establecimientos,2005-04-01,5,5
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,18,18
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2005-05-01,9,9
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2005-05-01,18,18
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,52,52
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2005-05-01,7,7
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2005-05-01,12,12
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
"CAIZA ""D""",internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,24,24
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,12,12
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,21,21
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,10,10
CHAYANTA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
CLIZA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,11,11
COBIJA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,21,21
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,36,36
COLOMI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,12,12
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2005-05-01,7,7
CORO CORO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,25,25
CORQUE,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,7,7
CULPINA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,255,255
EL PUENTE(TJA),internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,17,17
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2005-05-01,6,6
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2005-05-01,51,51
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
HUACHACALLA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
HUANUNI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,78,78
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2005-05-01,833,833
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,20,20
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,5,5
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,7,7
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,11,11
MONTERO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,72,72
OCURI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,147,147
PADILLA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,30,30
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2005-05-01,7,7
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
PAZÑA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
POCONA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
POROMA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
PRESTO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
PUCARANI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,13,13
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2005-05-01,12,12
PUNATA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,43,43
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,40,40
QUIME,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
RAVELO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,3,3
REYES,internaciones,ingresos referidos de otros establecimientos,2005-05-01,4,4
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,139,139
ROBORE,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2005-05-01,17,17
SACABA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,35,35
SACABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
SACACA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,5,5
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,13,13
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,12,12
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2005-05-01,15,15
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2005-05-01,7,7
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,194,194
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,7,7
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2005-05-01,4,4
SORATA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos,2005-05-01,59,59
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2005-05-01,9,9
TARIJA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,69,69
TEOPONTE,internaciones,ingresos referidos de otros establecimientos,2005-05-01,3,3
TIAWANACU,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
TINGUIPAYA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,4,4
TIRAQUE (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-05-01,5,5
TOMINA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos,2005-05-01,12,12
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,54,54
UNCIA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,33,33
UYUNI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,5,5
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2005-05-01,24,24
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,48,48
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2005-05-01,33,33
VITICHI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,2,2
WARNES,internaciones,ingresos referidos de otros establecimientos,2005-05-01,4,4
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,76,76
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-05-01,5,5
YOTALA,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2005-05-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2005-06-01,3,3
APOLO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2005-06-01,24,24
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,47,47
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2005-06-01,7,7
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2005-06-01,10,10
BOLIVAR,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,12,12
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2005-06-01,19,19
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2005-06-01,15,15
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,12,12
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,11,11
COBIJA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,38,38
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,24,24
COLOMI,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,6,6
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
COPACABANA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,3,3
COROICO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,17,17
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,3,3
COTOCA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
CUEVO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
CULPINA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,8,8
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,180,180
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,6,6
EL VILLAR,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2005-06-01,9,9
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2005-06-01,40,40
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2005-06-01,5,5
HUANUNI,internaciones,ingresos referidos de otros establecimientos,2005-06-01,57,57
INCAHUASI,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,3,3
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2005-06-01,782,782
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,18,18
MACHACAMARCA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,4,4
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2005-06-01,5,5
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,9,9
MONTERO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,85,85
OCURI,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,153,153
PADILLA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,21,21
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2005-06-01,3,3
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,6,6
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,7,7
PUERTO CARABUCO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,3,3
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2005-06-01,15,15
PUNA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
PUNATA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,42,42
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,36,36
REYES,internaciones,ingresos referidos de otros establecimientos,2005-06-01,7,7
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,163,163
ROBORE,internaciones,ingresos referidos de otros establecimientos,2005-06-01,16,16
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2005-06-01,10,10
SACABA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,44,44
SACACA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2005-06-01,12,12
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,6,6
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-06-01,4,4
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2005-06-01,18,18
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2005-06-01,6,6
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2005-06-01,5,5
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,169,169
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,10,10
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos,2005-06-01,43,43
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2005-06-01,8,8
TARIJA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,88,88
TEOPONTE,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,3,3
TIRAQUE (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-06-01,3,3
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2005-06-01,4,4
TRINIDAD,internaciones,ingresos referidos de otros establecimientos,2005-06-01,10,10
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,47,47
UNCIA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,49,49
UYUNI,internaciones,ingresos referidos de otros establecimientos,2005-06-01,4,4
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2005-06-01,8,8
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2005-06-01,26,26
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2005-06-01,16,16
WARNES,internaciones,ingresos referidos de otros establecimientos,2005-06-01,7,7
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,14,14
YOTALA,internaciones,ingresos referidos de otros establecimientos,2005-06-01,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2005-06-01,2,2
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2005-07-01,5,5
ANCORAIMES,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2005-07-01,29,29
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,51,51
AYATA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2005-07-01,7,7
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2005-07-01,6,6
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2005-07-01,6,6
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2005-07-01,4,4
CAIROMA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
"CAIZA ""D""",internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,7,7
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2005-07-01,24,24
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2005-07-01,20,20
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,6,6
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,7,7
CLIZA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,11,11
COBIJA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,28,28
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,14,14
COLOMI,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,5,5
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2005-07-01,3,3
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
CUEVO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,3,3
CULPINA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,253,253
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,9,9
EL VILLAR,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2005-07-01,26,26
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2005-07-01,4,4
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
HUACHACALLA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2005-07-01,702,702
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,14,14
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,10,10
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,8,8
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,11,11
MONTERO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,81,81
OCURI,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,146,146
PADILLA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,26,26
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
POCONA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,5,5
PRESTO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,7,7
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2005-07-01,18,18
PUNATA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,46,46
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,31,31
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2080,2080
ROBORE,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2005-07-01,10,10
SACABA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,33,33
SACABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,3,3
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,4,4
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2005-07-01,12,12
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,8,8
