municipality,group,variable,month,Fallecidos a partir de las 48 horas,TOTAL
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2005-10-01,1,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2005-10-01,2,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2005-10-01,30,30
PALOS BLANCOS,internaciones,fallecidos a partir de las 48 horas,2005-10-01,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2005-10-01,13,13
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2005-10-01,2,2
PUNATA,internaciones,fallecidos a partir de las 48 horas,2005-10-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2005-10-01,2,2
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2005-10-01,1,1
SACABA,internaciones,fallecidos a partir de las 48 horas,2005-10-01,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2005-10-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2005-10-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2005-10-01,1,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 horas,2005-10-01,2,2
SAN RAMON,internaciones,fallecidos a partir de las 48 horas,2005-10-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2005-10-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2005-10-01,93,93
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2005-10-01,2,2
SUCRE,internaciones,fallecidos a partir de las 48 horas,2005-10-01,23,23
TARIJA,internaciones,fallecidos a partir de las 48 horas,2005-10-01,33,33
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2005-10-01,4,4
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2005-10-01,4,4
UNCIA,internaciones,fallecidos a partir de las 48 horas,2005-10-01,4,4
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2005-10-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2005-10-01,3,3
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2005-10-01,8,8
APOLO,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2005-11-01,62,62
CUEVO,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2005-11-01,6,6
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2005-11-01,2,2
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2005-11-01,112,112
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2005-11-01,3,3
ORURO,internaciones,fallecidos a partir de las 48 horas,2005-11-01,52,52
PAILON,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2005-11-01,2,2
POTOSI,internaciones,fallecidos a partir de las 48 horas,2005-11-01,28,28
PUNATA,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
REYES,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2005-11-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2005-11-01,109,109
SUCRE,internaciones,fallecidos a partir de las 48 horas,2005-11-01,30,30
TARIJA,internaciones,fallecidos a partir de las 48 horas,2005-11-01,28,28
TIRAQUE (CBBA),internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
TOTORA(CBBA),internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
TOTORA(ORR),internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2005-11-01,8,8
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2005-11-01,5,5
UNCIA,internaciones,fallecidos a partir de las 48 horas,2005-11-01,4,4
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2005-11-01,2,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2005-11-01,3,3
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2005-11-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2005-12-01,2,2
BOYUIBE,internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,66,66
COROICO,internaciones,fallecidos a partir de las 48 horas,2005-12-01,2,2
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2005-12-01,8,8
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2005-12-01,123,123
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2005-12-01,2,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2005-12-01,4,4
ORURO,internaciones,fallecidos a partir de las 48 horas,2005-12-01,34,34
POCONA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2005-12-01,2,2
POTOSI,internaciones,fallecidos a partir de las 48 horas,2005-12-01,29,29
PUNATA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,2,2
QUILLACOLLO,internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,5,5
SACACA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2005-12-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,149,149
SUCRE,internaciones,fallecidos a partir de las 48 horas,2005-12-01,17,17
TARIJA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,30,30
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2005-12-01,4,4
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,9,9
UNCIA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
WARNES,internaciones,fallecidos a partir de las 48 horas,2005-12-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2005-12-01,66,66
