municipality,group,variable,month,Fallecidos antes de las 48 horas,TOTAL
TOLEDO,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-06-01,5,5
TUPIZA,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
UNCIA,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2005-06-01,3,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-06-01,7,7
AIQUILE,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2005-07-01,2,2
AYATA,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
AZURDUY,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
BETANZOS,internaciones,fallecidos antes de las 48 horas,2005-07-01,3,3
CAMARGO,internaciones,fallecidos antes de las 48 horas,2005-07-01,3,3
CAMIRI,internaciones,fallecidos antes de las 48 horas,2005-07-01,5,5
CARANAVI,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2005-07-01,3,3
COBIJA,internaciones,fallecidos antes de las 48 horas,2005-07-01,4,4
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2005-07-01,44,44
COMARAPA,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2005-07-01,12,12
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
HUANUNI,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2005-07-01,60,60
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
MIZQUE,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2005-07-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
OKINAWA,internaciones,fallecidos antes de las 48 horas,2005-07-01,8,8
ORURO,internaciones,fallecidos antes de las 48 horas,2005-07-01,13,13
POTOSI,internaciones,fallecidos antes de las 48 horas,2005-07-01,21,21
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2005-07-01,2,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2005-07-01,8,8
SACABA,internaciones,fallecidos antes de las 48 horas,2005-07-01,3,3
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2005-07-01,4,4
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2005-07-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-07-01,43,43
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-07-01,28,28
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-07-01,23,23
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-07-01,3,3
TUPIZA,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
TURCO,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
UNCIA,internaciones,fallecidos antes de las 48 horas,2005-07-01,2,2
UYUNI,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2005-07-01,2,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-07-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-07-01,4,4
AIQUILE,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2005-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2005-08-01,3,3
CABEZAS,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2005-08-01,4,4
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2005-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2005-08-01,3,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2005-08-01,37,37
COLCAPIRHUA,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2005-08-01,16,16
EL TORNO,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
FERNANDEZ ALONSO,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
GUANAY,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2005-08-01,4,4
HUANUNI,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2005-08-01,60,60
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
MIZQUE,internaciones,fallecidos antes de las 48 horas,2005-08-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2005-08-01,11,11
OMEREQUE,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2005-08-01,9,9
PADILLA,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2005-08-01,14,14
PUCARANI,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2005-08-01,2,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2005-08-01,10,10
ROBORE,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2005-08-01,2,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2005-08-01,2,2
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-08-01,52,52
SOPACHUY,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-08-01,21,21
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-08-01,7,7
TOTORA(CBBA),internaciones,fallecidos antes de las 48 horas,2005-08-01,2,2
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-08-01,4,4
TUPIZA,internaciones,fallecidos antes de las 48 horas,2005-08-01,5,5
UNCIA,internaciones,fallecidos antes de las 48 horas,2005-08-01,2,2
UYUNI,internaciones,fallecidos antes de las 48 horas,2005-08-01,2,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2005-08-01,4,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 horas,2005-08-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-08-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-08-01,2,2
YAPACANI,internaciones,fallecidos antes de las 48 horas,2005-08-01,3,3
ATOCHA,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
BAURES,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
BETANZOS,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2005-09-01,5,5
CAMIRI,internaciones,fallecidos antes de las 48 horas,2005-09-01,2,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2005-09-01,5,5
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2005-09-01,6,6
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2005-09-01,36,36
COLCAPIRHUA,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
CORIPATA,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2005-09-01,14,14
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2005-09-01,4,4
HUANUNI,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
INCAHUASI,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2005-09-01,55,55
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2005-09-01,3,3
MONTERO,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2005-09-01,6,6
PATACAMAYA,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2005-09-01,14,14
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2005-09-01,3,3
PUNATA,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2005-09-01,2,2
REYES,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2005-09-01,11,11
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2005-09-01,3,3
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
SAN JOAQUIN,internaciones,fallecidos antes de las 48 horas,2005-09-01,3,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2005-09-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-09-01,63,63
SIPE SIPE,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
SOPACHUY,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-09-01,23,23
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-09-01,7,7
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-09-01,10,10
TUPIZA,internaciones,fallecidos antes de las 48 horas,2005-09-01,2,2
VACAS,internaciones,fallecidos antes de las 48 horas,2005-09-01,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2005-09-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-09-01,3,3
VITICHI,internaciones,fallecidos antes de las 48 horas,2005-09-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-09-01,7,7
APOLO,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
BAURES,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2005-10-01,2,2
BETANZOS,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2005-10-01,3,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2005-10-01,2,2
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2005-10-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2005-10-01,32,32
COMARAPA,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2005-10-01,2,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2005-10-01,14,14
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2005-10-01,7,7
LA PAZ,internaciones,fallecidos antes de las 48 horas,2005-10-01,70,70
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2005-10-01,2,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2005-10-01,5,5
ORURO,internaciones,fallecidos antes de las 48 horas,2005-10-01,8,8
PADILLA,internaciones,fallecidos antes de las 48 horas,2005-10-01,3,3
POCOATA,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2005-10-01,16,16
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2005-10-01,4,4
PUNATA,internaciones,fallecidos antes de las 48 horas,2005-10-01,2,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2005-10-01,2,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2005-10-01,2,2
SACACA,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2005-10-01,3,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2005-10-01,2,2
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2005-10-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-10-01,48,48
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-10-01,17,17
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-10-01,4,4
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2005-10-01,3,3
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-10-01,17,17
TUPIZA,internaciones,fallecidos antes de las 48 horas,2005-10-01,6,6
UNCIA,internaciones,fallecidos antes de las 48 horas,2005-10-01,3,3
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2005-10-01,4,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2005-10-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-10-01,3,3
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-10-01,5,5
CAMARGO,internaciones,fallecidos antes de las 48 horas,2005-11-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2005-11-01,2,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2005-11-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2005-11-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2005-11-01,33,33
COLOMI,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
COMARAPA,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2005-11-01,15,15
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2005-11-01,5,5
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
IXIAMAS,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2005-11-01,43,43
LAGUNILLAS,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2005-11-01,3,3
LURIBAY,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
MACHARETI,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
MAIRANA,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2005-11-01,4,4
MONTERO,internaciones,fallecidos antes de las 48 horas,2005-11-01,3,3
ORURO,internaciones,fallecidos antes de las 48 horas,2005-11-01,9,9
POTOSI,internaciones,fallecidos antes de las 48 horas,2005-11-01,15,15
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2005-11-01,2,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2005-11-01,2,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2005-11-01,4,4
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
REYES,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2005-11-01,5,5
ROBORE,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2005-11-01,2,2
SABAYA,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2005-11-01,2,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2005-11-01,3,3
SAN JOAQUIN,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2005-11-01,2,2
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-11-01,41,41
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-11-01,21,21
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-11-01,89,89
TOTORA(CBBA),internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-11-01,10,10
UNCIA,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2005-11-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-11-01,2,2
WARNES,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-11-01,6,6
YAPACANI,internaciones,fallecidos antes de las 48 horas,2005-11-01,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2005-12-01,3,3
BERMEJO,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
CABEZAS,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2005-12-01,2,2
CAPINOTA,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2005-12-01,3,3
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2005-12-01,3,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2005-12-01,39,39
CULPINA,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2005-12-01,7,7
ENTRE RIOS,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2005-12-01,3,3
ICLA,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2005-12-01,2,2
LA PAZ,internaciones,fallecidos antes de las 48 horas,2005-12-01,58,58
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2005-12-01,2,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2005-12-01,5,5
OCURI,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2005-12-01,10,10
PADILLA,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2005-12-01,21,21
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2005-12-01,2,2
PUNA,internaciones,fallecidos antes de las 48 horas,2005-12-01,23,23
PUNATA,internaciones,fallecidos antes de las 48 horas,2005-12-01,4,4
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2005-12-01,5,5
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2005-12-01,2,2
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2005-12-01,5,5
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2005-12-01,3,3
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-12-01,39,39
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-12-01,31,31
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-12-01,10,10
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-12-01,11,11
UNCIA,internaciones,fallecidos antes de las 48 horas,2005-12-01,3,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2005-12-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-12-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-12-01,9,9
