municipality,group,variable,month,Total 11.1 Vaginales,TOTAL
VINTO,atencion de partos en servicios,vaginales,2014-11-01,53,53
WALDO BALLIVIAN,atencion de partos en servicios,vaginales,2014-11-01,1,1
WARNES,atencion de partos en servicios,vaginales,2014-11-01,103,103
YACO,atencion de partos en servicios,vaginales,2014-11-01,4,4
YACUIBA,atencion de partos en servicios,vaginales,2014-11-01,115,115
YAMPARAEZ,atencion de partos en servicios,vaginales,2014-11-01,2,2
YANACACHI,atencion de partos en servicios,vaginales,2014-11-01,4,4
YAPACANI,atencion de partos en servicios,vaginales,2014-11-01,40,40
YOCALLA,atencion de partos en servicios,vaginales,2014-11-01,5,5
YOTALA,atencion de partos en servicios,vaginales,2014-11-01,7,7
YUNCHARA,atencion de partos en servicios,vaginales,2014-11-01,3,3
ZUDAÑEZ,atencion de partos en servicios,vaginales,2014-11-01,9,9
ACACIO,atencion de partos en servicios,vaginales,2014-12-01,6,6
ACHACACHI,atencion de partos en servicios,vaginales,2014-12-01,20,20
ACHOCALLA,atencion de partos en servicios,vaginales,2014-12-01,1,1
AIQUILE,atencion de partos en servicios,vaginales,2014-12-01,23,23
ALALAY,atencion de partos en servicios,vaginales,2014-12-01,1,1
ALCALA,atencion de partos en servicios,vaginales,2014-12-01,2,2
ALTO BENI,atencion de partos en servicios,vaginales,2014-12-01,3,3
ANCORAIMES,atencion de partos en servicios,vaginales,2014-12-01,1,1
ANDAMARCA,atencion de partos en servicios,vaginales,2014-12-01,1,1
ANTEQUERA,atencion de partos en servicios,vaginales,2014-12-01,2,2
ANZALDO,atencion de partos en servicios,vaginales,2014-12-01,4,4
APOLO,atencion de partos en servicios,vaginales,2014-12-01,13,13
ARAMPAMPA,atencion de partos en servicios,vaginales,2014-12-01,1,1
ARANI,atencion de partos en servicios,vaginales,2014-12-01,7,7
ARBIETO,atencion de partos en servicios,vaginales,2014-12-01,13,13
ARQUE,atencion de partos en servicios,vaginales,2014-12-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2014-12-01,31,31
ATOCHA,atencion de partos en servicios,vaginales,2014-12-01,4,4
AYATA,atencion de partos en servicios,vaginales,2014-12-01,1,1
AYO AYO,atencion de partos en servicios,vaginales,2014-12-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2014-12-01,13,13
AZURDUY,atencion de partos en servicios,vaginales,2014-12-01,11,11
BATALLAS,atencion de partos en servicios,vaginales,2014-12-01,6,6
BAURES,atencion de partos en servicios,vaginales,2014-12-01,9,9
BELLA FLOR,atencion de partos en servicios,vaginales,2014-12-01,2,2
BERMEJO,atencion de partos en servicios,vaginales,2014-12-01,36,36
BETANZOS,atencion de partos en servicios,vaginales,2014-12-01,24,24
BOLIVAR,atencion de partos en servicios,vaginales,2014-12-01,1,1
BOYUIBE,atencion de partos en servicios,vaginales,2014-12-01,2,2
BUENA VISTA,atencion de partos en servicios,vaginales,2014-12-01,6,6
CABEZAS,atencion de partos en servicios,vaginales,2014-12-01,15,15
CAIROMA,atencion de partos en servicios,vaginales,2014-12-01,12,12
"CAIZA ""D""",atencion de partos en servicios,vaginales,2014-12-01,7,7
CAJUATA,atencion de partos en servicios,vaginales,2014-12-01,10,10
CALAMARCA,atencion de partos en servicios,vaginales,2014-12-01,4,4
CAMARGO,atencion de partos en servicios,vaginales,2014-12-01,23,23
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2014-12-01,1,1
CAMIRI,atencion de partos en servicios,vaginales,2014-12-01,37,37
CAPINOTA,atencion de partos en servicios,vaginales,2014-12-01,20,20
CAQUIAVIRI,atencion de partos en servicios,vaginales,2014-12-01,2,2
CARACOLLO,atencion de partos en servicios,vaginales,2014-12-01,7,7
CARANAVI,atencion de partos en servicios,vaginales,2014-12-01,49,49
CARAPARI,atencion de partos en servicios,vaginales,2014-12-01,8,8
CARIPUYO,atencion de partos en servicios,vaginales,2014-12-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2014-12-01,4,4
CHALLAPATA,atencion de partos en servicios,vaginales,2014-12-01,40,40
CHAQUI,atencion de partos en servicios,vaginales,2014-12-01,6,6
CHARAGUA,atencion de partos en servicios,vaginales,2014-12-01,32,32
CHARAÑA,atencion de partos en servicios,vaginales,2014-12-01,1,1
CHAYANTA,atencion de partos en servicios,vaginales,2014-12-01,6,6
CHIMORE,atencion de partos en servicios,vaginales,2014-12-01,15,15
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2014-12-01,25,25
CHUMA,atencion de partos en servicios,vaginales,2014-12-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2014-12-01,8,8
CKOCHAS,atencion de partos en servicios,vaginales,2014-12-01,8,8
CLIZA,atencion de partos en servicios,vaginales,2014-12-01,28,28
COBIJA,atencion de partos en servicios,vaginales,2014-12-01,54,54
COCAPATA,atencion de partos en servicios,vaginales,2014-12-01,3,3
COCHABAMBA,atencion de partos en servicios,vaginales,2014-12-01,955,955
COIPASA,atencion de partos en servicios,vaginales,2014-12-01,2,2
COLCAPIRHUA,atencion de partos en servicios,vaginales,2014-12-01,29,29
"COLCHA ""K""",atencion de partos en servicios,vaginales,2014-12-01,2,2
COLLANA,atencion de partos en servicios,vaginales,2014-12-01,1,1
COLOMI,atencion de partos en servicios,vaginales,2014-12-01,17,17
COLPA BELGICA,atencion de partos en servicios,vaginales,2014-12-01,1,1
COLQUECHACA,atencion de partos en servicios,vaginales,2014-12-01,13,13
COLQUENCHA,atencion de partos en servicios,vaginales,2014-12-01,4,4
COLQUIRI,atencion de partos en servicios,vaginales,2014-12-01,8,8
COMANCHE,atencion de partos en servicios,vaginales,2014-12-01,1,1
COMARAPA,atencion de partos en servicios,vaginales,2014-12-01,18,18
CONCEPCION,atencion de partos en servicios,vaginales,2014-12-01,22,22
COPACABANA,atencion de partos en servicios,vaginales,2014-12-01,5,5
CORIPATA,atencion de partos en servicios,vaginales,2014-12-01,5,5
CORO CORO,atencion de partos en servicios,vaginales,2014-12-01,1,1
COROICO,atencion de partos en servicios,vaginales,2014-12-01,23,23
CORQUE,atencion de partos en servicios,vaginales,2014-12-01,3,3
COTAGAITA,atencion de partos en servicios,vaginales,2014-12-01,6,6
COTOCA,atencion de partos en servicios,vaginales,2014-12-01,61,61
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2014-12-01,15,15
CULPINA,atencion de partos en servicios,vaginales,2014-12-01,11,11
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2014-12-01,2,2
DESAGUADERO,atencion de partos en servicios,vaginales,2014-12-01,2,2
EL ALTO,atencion de partos en servicios,vaginales,2014-12-01,1085,1085
EL CHORO,atencion de partos en servicios,vaginales,2014-12-01,1,1
EL PUENTE(STC),atencion de partos en servicios,vaginales,2014-12-01,8,8
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2014-12-01,9,9
EL TORNO,atencion de partos en servicios,vaginales,2014-12-01,48,48
EL VILLAR,atencion de partos en servicios,vaginales,2014-12-01,6,6
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2014-12-01,20,20
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2014-12-01,20,20
ESCOMA,atencion de partos en servicios,vaginales,2014-12-01,6,6
EUCALIPTUS,atencion de partos en servicios,vaginales,2014-12-01,5,5
EUREKA (SANTOS MERCADO),atencion de partos en servicios,vaginales,2014-12-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2014-12-01,8,8
FILADELFIA,atencion de partos en servicios,vaginales,2014-12-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2014-12-01,4,4
GUANAY,atencion de partos en servicios,vaginales,2014-12-01,11,11
GUAQUI,atencion de partos en servicios,vaginales,2014-12-01,1,1
GUAYARAMERIN,atencion de partos en servicios,vaginales,2014-12-01,67,67
GUTIERREZ,atencion de partos en servicios,vaginales,2014-12-01,19,19
HUACARETA,atencion de partos en servicios,vaginales,2014-12-01,10,10
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2014-12-01,6,6
HUANUNI,atencion de partos en servicios,vaginales,2014-12-01,16,16
HUARACAJE,atencion de partos en servicios,vaginales,2014-12-01,6,6
HUARINA,atencion de partos en servicios,vaginales,2014-12-01,2,2
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2014-12-01,2,2
HUMANATA,atencion de partos en servicios,vaginales,2014-12-01,1,1
ICLA,atencion de partos en servicios,vaginales,2014-12-01,5,5
INCAHUASI,atencion de partos en servicios,vaginales,2014-12-01,4,4
INQUISIVI,atencion de partos en servicios,vaginales,2014-12-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2014-12-01,11,11
IXIAMAS,atencion de partos en servicios,vaginales,2014-12-01,13,13
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2014-12-01,11,11
LA ASUNTA,atencion de partos en servicios,vaginales,2014-12-01,44,44
LA GUARDIA,atencion de partos en servicios,vaginales,2014-12-01,72,72
LA PAZ,atencion de partos en servicios,vaginales,2014-12-01,946,946
LAGUNILLAS,atencion de partos en servicios,vaginales,2014-12-01,4,4
LAJA,atencion de partos en servicios,vaginales,2014-12-01,5,5
LAS CARRERAS,atencion de partos en servicios,vaginales,2014-12-01,7,7
LICOMA PAMPA,atencion de partos en servicios,vaginales,2014-12-01,1,1
LLALLAGUA,atencion de partos en servicios,vaginales,2014-12-01,45,45
LLICA,atencion de partos en servicios,vaginales,2014-12-01,1,1
LORETO,atencion de partos en servicios,vaginales,2014-12-01,1,1
LURIBAY,atencion de partos en servicios,vaginales,2014-12-01,2,2
MACHACAMARCA,atencion de partos en servicios,vaginales,2014-12-01,4,4
MACHARETI,atencion de partos en servicios,vaginales,2014-12-01,3,3
MAGDALENA,atencion de partos en servicios,vaginales,2014-12-01,11,11
MAIRANA,atencion de partos en servicios,vaginales,2014-12-01,19,19
MALLA,atencion de partos en servicios,vaginales,2014-12-01,1,1
MAPIRI,atencion de partos en servicios,vaginales,2014-12-01,19,19
MECAPACA,atencion de partos en servicios,vaginales,2014-12-01,1,1
MINEROS,atencion de partos en servicios,vaginales,2014-12-01,21,21
MIZQUE,atencion de partos en servicios,vaginales,2014-12-01,26,26
MOCOMOCO,atencion de partos en servicios,vaginales,2014-12-01,2,2
MOJOCOYA,atencion de partos en servicios,vaginales,2014-12-01,5,5
MONTEAGUDO,atencion de partos en servicios,vaginales,2014-12-01,27,27
MONTERO,atencion de partos en servicios,vaginales,2014-12-01,98,98
MORO MORO,atencion de partos en servicios,vaginales,2014-12-01,3,3
MOROCHATA,atencion de partos en servicios,vaginales,2014-12-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2014-12-01,2,2
OCURI,atencion de partos en servicios,vaginales,2014-12-01,9,9
OKINAWA,atencion de partos en servicios,vaginales,2014-12-01,8,8
OMEREQUE,atencion de partos en servicios,vaginales,2014-12-01,3,3
ORURO,atencion de partos en servicios,vaginales,2014-12-01,368,368
PADCAYA,atencion de partos en servicios,vaginales,2014-12-01,6,6
PADILLA,atencion de partos en servicios,vaginales,2014-12-01,12,12
PAILON,atencion de partos en servicios,vaginales,2014-12-01,36,36
PALCA,atencion de partos en servicios,vaginales,2014-12-01,3,3
PALOS BLANCOS,atencion de partos en servicios,vaginales,2014-12-01,35,35
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2014-12-01,3,3
PAMPA GRANDE,atencion de partos en servicios,vaginales,2014-12-01,3,3
PAPEL PAMPA,atencion de partos en servicios,vaginales,2014-12-01,8,8
PATACAMAYA,atencion de partos en servicios,vaginales,2014-12-01,41,41
PAZÑA,atencion de partos en servicios,vaginales,2014-12-01,3,3
PELECHUCO,atencion de partos en servicios,vaginales,2014-12-01,1,1
POCOATA,atencion de partos en servicios,vaginales,2014-12-01,6,6
POCONA,atencion de partos en servicios,vaginales,2014-12-01,5,5
POJO (CBBA),atencion de partos en servicios,vaginales,2014-12-01,13,13
POOPO,atencion de partos en servicios,vaginales,2014-12-01,3,3
PORCO,atencion de partos en servicios,vaginales,2014-12-01,11,11
POROMA,atencion de partos en servicios,vaginales,2014-12-01,6,6
PORTACHUELO,atencion de partos en servicios,vaginales,2014-12-01,18,18
PORVENIR,atencion de partos en servicios,vaginales,2014-12-01,6,6
POSTRER VALLE,atencion de partos en servicios,vaginales,2014-12-01,1,1
POTOSI,atencion de partos en servicios,vaginales,2014-12-01,318,318
PRESTO,atencion de partos en servicios,vaginales,2014-12-01,3,3
PUCARANI,atencion de partos en servicios,vaginales,2014-12-01,16,16
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2014-12-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2014-12-01,4,4
PUERTO PEREZ,atencion de partos en servicios,vaginales,2014-12-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2014-12-01,16,16
PUERTO RICO,atencion de partos en servicios,vaginales,2014-12-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2014-12-01,20,20
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2014-12-01,65,65
PUNA,atencion de partos en servicios,vaginales,2014-12-01,13,13
PUNATA,atencion de partos en servicios,vaginales,2014-12-01,34,34
QUIABAYA,atencion de partos en servicios,vaginales,2014-12-01,2,2
QUILLACOLLO,atencion de partos en servicios,vaginales,2014-12-01,111,111
QUIME,atencion de partos en servicios,vaginales,2014-12-01,8,8
RAVELO,atencion de partos en servicios,vaginales,2014-12-01,3,3
REYES,atencion de partos en servicios,vaginales,2014-12-01,12,12
RIBERALTA,atencion de partos en servicios,vaginales,2014-12-01,170,170
ROBORE,atencion de partos en servicios,vaginales,2014-12-01,15,15
RURRENABAQUE,atencion de partos en servicios,vaginales,2014-12-01,31,31
SABAYA,atencion de partos en servicios,vaginales,2014-12-01,4,4
SACABA,atencion de partos en servicios,vaginales,2014-12-01,143,143
SACABAMBA,atencion de partos en servicios,vaginales,2014-12-01,4,4
SACACA,atencion de partos en servicios,vaginales,2014-12-01,23,23
SAIPINA,atencion de partos en servicios,vaginales,2014-12-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2014-12-01,8,8
SAMAIPATA,atencion de partos en servicios,vaginales,2014-12-01,8,8
SAN ANDRES,atencion de partos en servicios,vaginales,2014-12-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2014-12-01,8,8
SAN BENITO,atencion de partos en servicios,vaginales,2014-12-01,2,2
SAN BORJA,atencion de partos en servicios,vaginales,2014-12-01,49,49
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2014-12-01,8,8
SAN CARLOS,atencion de partos en servicios,vaginales,2014-12-01,8,8
SAN IGNACIO,atencion de partos en servicios,vaginales,2014-12-01,18,18
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2014-12-01,58,58
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2014-12-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2014-12-01,29,29
SAN JOAQUIN,atencion de partos en servicios,vaginales,2014-12-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2014-12-01,15,15
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2014-12-01,2,2
SAN JULIAN,atencion de partos en servicios,vaginales,2014-12-01,57,57
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2014-12-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2014-12-01,5,5
SAN LUCAS,atencion de partos en servicios,vaginales,2014-12-01,33,33
SAN MATIAS,atencion de partos en servicios,vaginales,2014-12-01,13,13
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2014-12-01,12,12
SAN PEDRO,atencion de partos en servicios,vaginales,2014-12-01,6,6
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2014-12-01,18,18
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2014-12-01,3,3
SAN PEDRO DE TIQUINA,atencion de partos en servicios,vaginales,2014-12-01,1,1
SAN RAFAEL,atencion de partos en servicios,vaginales,2014-12-01,4,4
SAN RAMON BENI,atencion de partos en servicios,vaginales,2014-12-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2014-12-01,17,17
SANTA ANA,atencion de partos en servicios,vaginales,2014-12-01,21,21
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2014-12-01,1156,1156
SANTA ROSA,atencion de partos en servicios,vaginales,2014-12-01,5,5
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2014-12-01,7,7
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2014-12-01,8,8
SANTIAGO DE HUATA,atencion de partos en servicios,vaginales,2014-12-01,4,4
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2014-12-01,3,3
SANTIVAÑES,atencion de partos en servicios,vaginales,2014-12-01,7,7
SANTUARIO DE QUILLACAS,atencion de partos en servicios,vaginales,2014-12-01,1,1
SAPAHAQUI,atencion de partos en servicios,vaginales,2014-12-01,2,2
SENA,atencion de partos en servicios,vaginales,2014-12-01,5,5
SHINAOTA,atencion de partos en servicios,vaginales,2014-12-01,36,36
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2014-12-01,12,12
SIPE SIPE,atencion de partos en servicios,vaginales,2014-12-01,34,34
SOPACHUY,atencion de partos en servicios,vaginales,2014-12-01,8,8
SORACACHI,atencion de partos en servicios,vaginales,2014-12-01,2,2
SORATA,atencion de partos en servicios,vaginales,2014-12-01,7,7
SUCRE,atencion de partos en servicios,vaginales,2014-12-01,327,327
TACACOMA,atencion de partos en servicios,vaginales,2014-12-01,5,5
TACOBAMBA,atencion de partos en servicios,vaginales,2014-12-01,4,4
TACOPAYA,atencion de partos en servicios,vaginales,2014-12-01,2,2
TAPACARI,atencion de partos en servicios,vaginales,2014-12-01,5,5
TARABUCO,atencion de partos en servicios,vaginales,2014-12-01,18,18
TARACO,atencion de partos en servicios,vaginales,2014-12-01,2,2
TARATA,atencion de partos en servicios,vaginales,2014-12-01,5,5
TARIJA,atencion de partos en servicios,vaginales,2014-12-01,266,266
TARVITA,atencion de partos en servicios,vaginales,2014-12-01,13,13
TEOPONTE,atencion de partos en servicios,vaginales,2014-12-01,11,11
TIAWANACU,atencion de partos en servicios,vaginales,2014-12-01,13,13
TINGUIPAYA,atencion de partos en servicios,vaginales,2014-12-01,6,6
TIPUANI,atencion de partos en servicios,vaginales,2014-12-01,11,11
TIQUIPAYA,atencion de partos en servicios,vaginales,2014-12-01,73,73
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2014-12-01,16,16
TOCO,atencion de partos en servicios,vaginales,2014-12-01,6,6
TOLATA,atencion de partos en servicios,vaginales,2014-12-01,4,4
TOMAVE,atencion de partos en servicios,vaginales,2014-12-01,3,3
TOMINA,atencion de partos en servicios,vaginales,2014-12-01,3,3
