municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,153,153
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,84,84
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,50,50
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,76,76
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,105,105
GUANAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,94,94
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,17,17
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,17,17
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,10,10
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,156,156
HUARINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,55,55
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,10,10
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,35,35
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,37,37
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,50,50
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,60,60
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,195,195
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,25,25
INQUISIVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,64,64
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,1,1
IXIAMAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,1,1
LA ASUNTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,412,412
LA GUARDIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,268,268
LA PAZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,32,32
LA RIVERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,31,31
LAJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,142,142
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,22,22
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,4,4
LLALLAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,609,609
LLICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,29,29
LURIBAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,19,19
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,26,26
MACHARETI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,82,82
MAGDALENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,2,2
MAIRANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,181,181
MALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,29,29
MAPIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,4,4
MECAPACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,5,5
MINEROS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,33,33
MIZQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,261,261
MOCOMOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,75,75
MOJINETE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,6,6
MOJOCOYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,70,70
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,224,224
MONTERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,540,540
MORO MORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,19,19
MOROCHATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,112,112
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,30,30
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,25,25
OCURI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,161,161
OKINAWA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,113,113
OMEREQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,60,60
ORURO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,1281,1281
PAILON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,80,80
PALCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,186,186
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,249,249
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,39,39
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,62,62
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,35,35
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,23,23
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,77,77
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,42,42
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,49,49
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,295,295
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,136,136
POJO (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,124,124
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,53,53
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,183,183
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,176,176
PORONGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,114,114
PORTACHUELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,57,57
PORVENIR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,112,112
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,5,5
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,2468,2468
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,73,73
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,8,8
PUCARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,1,1
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,117,117
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,127,127
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,41,41
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,75,75
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,830,830
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,178,178
PUNATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,27,27
QUIABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,29,29
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,1283,1283
QUIME,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,70,70
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,13,13
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,90,90
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,154,154
REYES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,1,1
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,629,629
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,163,163
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,245,245
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,38,38
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,1464,1464
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,30,30
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,254,254
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,65,65
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,103,103
SAMAIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,126,126
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,8,8
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,20,20
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,7,7
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,93,93
SAN BORJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,57,57
SAN CARLOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,180,180
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,75,75
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,618,618
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,15,15
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,130,130
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,10,10
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,74,74
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,469,469
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,114,114
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,152,152
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,383,383
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,186,186
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,18,18
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,32,32
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,421,421
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,36,36
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,236,236
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,8,8
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,34,34
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,18,18
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,82,82
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,30,30
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,43,43
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,46,46
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,1256,1256
SANTA ROSA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,5,5
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,125,125
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,24,24
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,87,87
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,58,58
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,37,37
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,72,72
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,23,23
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,82,82
SENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,80,80
SHINAOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,354,354
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,147,147
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,48,48
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,634,634
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,58,58
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,99,99
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,103,103
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,2715,2715
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,4,4
TACACOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,1,1
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,116,116
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,79,79
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,7,7
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,268,268
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,148,148
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,36,36
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,102,102
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,33,33
TIAHUANACU,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,104,104
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,196,196
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,65,65
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,289,289
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,198,198
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,7,7
TOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,73,73
TODOS SANTOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,2,2
TOLATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,28,28
TOLEDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,46,46
TOMAVE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,69,69
TOMINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,77,77
TORO TORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,159,159
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,179,179
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,35,35
TRIGAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,16,16
TRINIDAD,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,65,65
TUPIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,402,402
TURCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,35,35
UMALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,65,65
UNCIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,307,307
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,77,77
URUBICHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,64,64
UYUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,347,347
VACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,87,87
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,187,187
VILA VILA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,59,59
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,154,154
VILLA MONTES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,475,475
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,75,75
VILLA SERRANO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,85,85
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,1337,1337
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,94,94
VILLAZON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,389,389
VINTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,608,608
VITICHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,73,73
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,23,23
WARNES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,95,95
YACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,70,70
YACUIBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,40,40
YAMPARAEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,67,67
YANACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,27,27
YOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,103,103
YOTALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,75,75
YUNCHARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,39,39
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-06-01,66,66
ACACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,46,46
ACHACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,180,180
ACHOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,184,184
AIQUILE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,228,228
ALALAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,20,20
ALCALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,23,23
ALTO BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,112,112
ANCORAIMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,65,65
ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,36,36
ANTEQUERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,13,13
ANZALDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,78,78
APOLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,197,197
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,50,50
ARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,87,87
ARBIETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,315,315
ARQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,130,130
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,130,130
ATOCHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,83,83
AUCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,24,24
AYATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,74,74
AYO AYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,72,72
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,295,295
BATALLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,103,103
BAURES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,4,4
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,15,15
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,12,12
BELLA FLOR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,22,22
BETANZOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,359,359
BOLIVAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,57,57
BOYUIBE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,52,52
BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,139,139
CABEZAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,130,130
CAIROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,83,83
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,136,136
CAJUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,51,51
CALACOTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,50,50
CALAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,156,156
CAMARGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,111,111
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,26,26
CAMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,249,249
CAPINOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,202,202
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,82,82
CARACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,210,210
CARANAVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,102,102
CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,4,4
CARAPARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,132,132
CARIPUYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,82,82
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,95,95
CATACORA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,14,14
CHACARILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,11,11
CHALLAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,389,389
CHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,107,107
CHARAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,103,103
CHARAÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,13,13
CHAYANTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,129,129
CHIMORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,353,353
CHIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,8,8
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,15,15
CHUA COCANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,14,14
CHUMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,82,82
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,40,40
CKOCHAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,156,156
CLIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,134,134
COBIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,570,570
COCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,301,301
COCHABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,2969,2969
COIPASA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,7,7
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,290,290
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,113,113
COLLANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,15,15
COLOMI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-07-01,250,250
