municipality,group,variable,month,Niñas(os) de 1 año con 2da. dosis de vitamina A,TOTAL
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
HUMANATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
ICHOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
ICLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,25,25
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,13,13
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,10,10
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,14,14
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,19,19
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,50,50
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,122,122
LA PAZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,493,493
LA RIVERA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,8,8
LAJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,18,18
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,2,2
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,1,1
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,72,72
LLICA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,2,2
LURIBAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,6,6
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
MACHARETI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,9,9
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,7,7
MAIRANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,22,22
MALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,2,2
MAPIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,30,30
MECAPACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,5,5
MINEROS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,26,26
MIZQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,23,23
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,14,14
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,10,10
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,22,22
MONTERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,192,192
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,25,25
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,5,5
OCURI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,18,18
OKINAWA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,9,9
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,11,11
ORURO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,324,324
PADCAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,22,22
PADILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,19,19
PAILON,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,16,16
PALCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,23,23
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,40,40
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,8,8
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,7,7
PASORAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,5,5
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,19,19
PAZÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,5,5
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,15,15
POCOATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,26,26
POCONA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,14,14
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,16,16
POOPO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,7,7
PORCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,22,22
POROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,22,22
PORONGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,14,14
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,25,25
PORVENIR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,9,9
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,326,326
PRESTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,5,5
PUCARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,2,2
PUCARANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,51,51
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,6,6
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,13,13
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,13,13
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,44,44
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,15,15
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,1,1
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,22,22
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,75,75
PUNA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,24,24
PUNATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,37,37
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,1,1
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,149,149
QUIME,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,13,13
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,11,11
RAVELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,19,19
REYES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,19,19
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,188,188
ROBORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,22,22
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,30,30
SABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,6,6
SACABA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,170,170
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
SACACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,30,30
SAIPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,13,13
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,16,16
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,14,14
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,16,16
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,8,8
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,11,11
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,64,64
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,8,8
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,34,34
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,31,31
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,67,67
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,9,9
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,24,24
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,2,2
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,64,64
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,18,18
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,30,30
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,43,43
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,18,18
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,16,16
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,48,48
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,23,23
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,9,9
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,2,2
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,11,11
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,18,18
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,55,55
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,971,971
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,19,19
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,17,17
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,9,9
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,5,5
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,1,1
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,8,8
SENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,35,35
SHINAOTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,30,30
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,12,12
SICAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,84,84
SOPACHUY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,7,7
SORACACHI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,15,15
SORATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,28,28
SUCRE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,434,434
TACACHI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,1,1
TACACOMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,11,11
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,13,13
TACOPAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,7,7
TAHUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,2,2
TAPACARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,22,22
TARABUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,14,14
TARACO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,5,5
TARATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,14,14
TARIJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,208,208
TARVITA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,14,14
TEOPONTE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
TIAHUANACU,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,15,15
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,23,23
TIPUANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,15,15
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,70,70
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,25,25
TOCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,12,12
TOLATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
TOLEDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
TOMAVE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,8,8
TOMINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,7,7
TORO TORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,12,12
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,21,21
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,5,5
TRIGAL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,2,2
TRINIDAD,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,78,78
TUPIZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,40,40
TURCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
UMALA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,8,8
UNCIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,24,24
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,29,29
URUBICHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,9,9
UYUNI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,31,31
VACAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,6,6
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,21,21
VIACHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,74,74
VILA VILA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,18,18
VILLA MONTES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,57,57
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,5,5
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,7,7
VILLA SERRANO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,8,8
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,140,140
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,14,14
VILLAZON,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,57,57
VINTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,80,80
VITICHI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,9,9
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,1,1
WARNES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,104,104
YACO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,6,6
YACUIBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,83,83
YAMPARAEZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,7,7
YANACACHI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,4,4
YAPACANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,39,39
YOCALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,9,9
YOTALA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,7,7
YUNCHARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,3,3
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-03-01,7,7
ACACIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,6,6
ACHACACHI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,19,19
ACHOCALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,34,34
AIQUILE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,23,23
ALALAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,4,4
ALCALA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,2,2
ALTO BENI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,11,11
ANCORAIMES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,12,12
ANDAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,3,3
ANTEQUERA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,3,3
ANZALDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,10,10
APOLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,16,16
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,2,2
ARANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,6,6
ARBIETO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,31,31
ARQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,16,16
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,36,36
ATOCHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,22,22
AUCAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,9,9
AYATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,1,1
AYO AYO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,27,27
AZURDUY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,15,15
BATALLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,22,22
BAURES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,2,2
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,1,1
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,4,4
BELLA FLOR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,10,10
BERMEJO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,19,19
BETANZOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,39,39
BOLIVAR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,5,5
BOLPEBRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,1,1
BOYUIBE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,7,7
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,11,11
CABEZAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,39,39
CAIROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,14,14
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,16,16
CAJUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,12,12
CALACOTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,7,7
CALAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,20,20
CAMARGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,16,16
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,2,2
CAMIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,29,29
CAPINOTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,20,20
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,8,8
CARACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,17,17
CARANAVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,40,40
CARAPARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,15,15
CARIPUYO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,5,5
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,6,6
CATACORA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,1,1
CHACARILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2023-04-01,3,3
