municipality,group,variable,month,Niñas(os) menores de 1 año con dosis completa de hierro,TOTAL
BELLA FLOR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
BERMEJO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,38,38
BETANZOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,39,39
BOLIVAR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
BOYUIBE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,8,8
BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
CABEZAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,17,17
CAIROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,11,11
"CAIZA ""D""",micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,10,10
CAJUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,13,13
CALACOTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,8,8
CALAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,15,15
CAMARGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
CAMIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,36,36
CAPINOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,21,21
CAQUIAVIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,11,11
CARACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,29,29
CARANAVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,26,26
CARAPARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,16,16
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,7,7
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
CATACORA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,37,37
CHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,39,39
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,11,11
CHIMORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,30,30
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,16,16
CHUMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,15,15
CLIZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,12,12
COBIJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,98,98
COCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,14,14
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,426,426
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,41,41
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,12,12
COLLANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
COLOMI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,35,35
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,24,24
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,9,9
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,17,17
COMANCHE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
COMARAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,27,27
COMBAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,12,12
COPACABANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
CORIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,16,16
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,12,12
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,23,23
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,28,28
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,112,112
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,27,27
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,4,4
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,24,24
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,4,4
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,7,7
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,889,889
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,11,11
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,57,57
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,23,23
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,54,54
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,8,8
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,59,59
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,32,32
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,13,13
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,20,20
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,11,11
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,25,25
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,7,7
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,25,25
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,7,7
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,17,17
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,4,4
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,8,8
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,12,12
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,11,11
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,19,19
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,52,52
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,171,171
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,383,383
LA RIVERA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,8,8
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,15,15
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,60,60
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,13,13
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,20,20
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,36,36
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,4,4
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,38,38
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,13,13
MOJINETE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,42,42
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,95,95
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,10,10
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,11,11
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,7,7
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,8,8
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,357,357
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,17,17
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,38,38
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,27,27
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,15,15
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,4,4
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,25,25
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,10,10
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,24,24
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,7,7
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,7,7
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,21,21
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,14,14
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,14,14
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,337,337
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,14,14
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,40,40
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,9,9
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,20,20
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,8,8
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,16,16
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,72,72
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,15,15
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,45,45
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,157,157
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,10,10
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,12,12
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,22,22
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,120,120
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,9,9
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,33,33
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,182,182
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,4,4
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,14,14
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,7,7
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,19,19
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,12,12
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,7,7
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,7,7
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,47,47
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,14,14
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,25,25
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,12,12
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,26,26
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,21,21
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,4,4
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,69,69
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,17,17
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,25,25
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,43,43
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,27,27
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,12,12
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,32,32
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
SAN PEDRO DE MACHA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,26,26
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,10,10
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,2,2
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,37,37
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1195,1195
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,23,23
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,4,4
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,4,4
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,4,4
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
SENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,29,29
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,23,23
SICAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,10,10
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,67,67
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
SORACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,5,5
SORATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,7,7
SUCRE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,330,330
TACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,1,1
TACACOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,9,9
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,4,4
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
TAHUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,3,3
TAPACARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,42,42
TARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,10,10
TARACO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,6,6
TARATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2023-01-01,12,12
