municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
COLPA BELGICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
COLQUECHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,34,34
COLQUENCHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,16,16
COLQUIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,35,35
COMARAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,32,32
CONCEPCION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,38,38
COPACABANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,12,12
CORIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,28,28
CORO CORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,7,7
COROICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,19,19
CORQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,9,9
COTAGAITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,23,23
COTOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,126,126
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,13,13
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
CUEVO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,5,5
CULPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,16,16
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
CURVA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,5,5
DESAGUADERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,6,6
EL ALTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,1449,1449
EL CHORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,5,5
EL PUENTE(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,21,21
EL PUENTE(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,13,13
EL TORNO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,94,94
EL VILLAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
ENTRE RIOS TRJ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,26,26
ENTRE RIOS CBBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,78,78
ESCOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
EUCALIPTUS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,4,4
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,1,1
EXALTACION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,17,17
FILADELFIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,9,9
GAIOC JATUN AYLLU YURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,4,4
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,27,27
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,17,17
GUANAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,26,26
GUAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,7,7
GUAYARAMERIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,36,36
GUTIERREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,30,30
HUACARAJE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,5,5
HUACARETA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,4,4
HUANUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,20,20
HUARINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,5,5
HUATAJATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
HUAYLLAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
HUMANATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
ICHOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,7,7
ICLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,9,9
INCAHUASI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,15,15
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
INQUISIVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,14,14
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,23,23
IXIAMAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,13,13
JESUS DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,8,8
LA ASUNTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,89,89
LA GUARDIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,101,101
LA PAZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,898,898
LAGUNILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,4,4
LAJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,27,27
LICOMA PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
LLALLAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,89,89
LLICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,5,5
LORETO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,4,4
LURIBAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
MACHARETI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,9,9
MAGDALENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
MAIRANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,19,19
MALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,7,7
MAPIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,43,43
MECAPACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,19,19
MINEROS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,31,31
MIZQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,41,41
MOCOMOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,11,11
MOJOCOYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,7,7
MONTEAGUDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,35,35
MONTERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,176,176
MORO MORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
MOROCHATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,4,4
OCURI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,22,22
OKINAWA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,12,12
OMEREQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
ORURO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,566,566
PADCAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,25,25
PADILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,9,9
PAILON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,63,63
PALCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,39,39
PALOS BLANCOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,29,29
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
PAMPA GRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,13,13
PAPEL PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,6,6
PASORAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
PATACAMAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,38,38
PAZÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
PELECHUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,13,13
POCOATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,25,25
POCONA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,12,12
POJO (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,27,27
POOPO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
PORCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,40,40
POROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,19,19
PORONGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,15,15
PORTACHUELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,8,8
PORVENIR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,5,5
POTOSI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,467,467
PRESTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
PUCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,1,1
PUCARANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,48,48
PUERTO ACOSTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,11,11
PUERTO CARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,7,7
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,7,7
PUERTO PEREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,9,9
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,20,20
PUERTO RICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,13,13
PUERTO SUAREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,125,125
PUNA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,14,14
PUNATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,83,83
QUIABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,5,5
QUILLACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,336,336
QUIME,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,14,14
RAQAYPAMPA(ETA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,15,15
RAVELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,13,13
REYES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,16,16
RIBERALTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,205,205
ROBORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,13,13
RURRENABAQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,40,40
SABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,4,4
SACABA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,259,259
SACABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,1,1
SACACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,26,26
SAIPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,7,7
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,11,11
SAMAIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,9,9
SAN ANDRES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,13,13
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,13,13
SAN BENITO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,8,8
SAN BORJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,109,109
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
SAN CARLOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,12,12
SAN IGNACIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,32,32
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,146,146
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
SAN JAVIER(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,29,29
SAN JOAQUIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,28,28
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,6,6
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,14,14
SAN JULIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,144,144
SAN LORENZO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,35,35
SAN LUCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,53,53
SAN MATIAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,37,37
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,22,22
SAN PEDRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,22,22
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,36,36
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,4,4
SAN PEDRO DE MACHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,19,19
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,5,5
SAN PEDRO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
SAN RAFAEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
SAN RAMON BENI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,1,1
SAN RAMON SCZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,12,12
SANTA ANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,18,18
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,6712,6712
SANTA ROSA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,21,21
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,24,24
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
SANTIAGO DE HUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,6,6
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,1,1
SANTIVAÑES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,13,13
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
SAPAHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,14,14
SENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,25,25
SHINAOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,49,49
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,29,29
SICAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,6,6
SIPE SIPE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,107,107
SOPACHUY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
SORACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,5,5
SORATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,24,24
SUCRE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,447,447
TACACOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,18,18
TACOBAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,7,7
TACOPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
TAHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
TAPACARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,26,26
TARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,7,7
TARACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
TARATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,8,8
TARIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,264,264
TARVITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,12,12
TEOPONTE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,16,16
TIAHUANACU,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,19,19
TINGUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,11,11
TIPUANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,16,16
TIQUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,93,93
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,32,32
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,1,1
TOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,6,6
TOLATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,8,8
TOLEDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,4,4
TOMAVE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
TOMINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,10,10
TORO TORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,18,18
TOTORA(CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,24,24
TOTORA(ORR),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,2,2
TRINIDAD,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,472,472
TUPIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,67,67
TURCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,3,3
UMALA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,7,7
UNCIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,64,64
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,12,12
URUBICHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,17,17
UYUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2023-01-01,40,40
