municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
COLOMI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,17,17
COLPA BELGICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
COLQUECHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,26,26
COLQUENCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,9,9
COLQUIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
COMANCHE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
COMARAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,22,22
CONCEPCION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,38,38
COPACABANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
CORIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,8,8
CORO CORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,8,8
COROICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,16,16
CORQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
COTAGAITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,9,9
COTOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,58,58
CUATRO CAÑADAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,27,27
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
CUEVO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
CULPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,17,17
CURVA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
DESAGUADERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
EL ALTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,744,744
EL CHORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
EL PUENTE(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,10,10
EL PUENTE(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
EL TORNO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,71,71
EL VILLAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
ENTRE RIOS TRJ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,23,23
ENTRE RIOS CBBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,43,43
ESCOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,9,9
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,5,5
FILADELFIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,9,9
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
GENERAL SAAVEDRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,16,16
GUANAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,13,13
GUAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,8,8
GUAYARAMERIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,41,41
GUTIERREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,14,14
HUACARETA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,10,10
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
HUANUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,16,16
HUARINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,8,8
HUATAJATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
HUMANATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
ICHOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
ICLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
INCAHUASI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,14,14
INGAVI (HUMAITA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
INQUISIVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,5,5
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
IXIAMAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,14,14
JESUS DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
LA ASUNTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,53,53
LA GUARDIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,52,52
LA PAZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,377,377
LAGUNILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
LAJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,13,13
LAS CARRERAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
LICOMA PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
LLALLAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,72,72
LLICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
LORETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
LURIBAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,5,5
MACHARETI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
MAGDALENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
MAIRANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,10,10
MALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
MAPIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,14,14
MECAPACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
MINEROS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,17,17
MIZQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,18,18
MOCOMOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,12,12
MOJOCOYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
MONTEAGUDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,12,12
MONTERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,47,47
MORO MORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
MOROCHATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
NAZACARA DE PACAJES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
OCURI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,11,11
OKINAWA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,11,11
OMEREQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
ORURO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,371,371
PADCAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
PADILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,13,13
PAILON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,37,37
PALCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,10,10
PALOS BLANCOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,35,35
PAMPA AULLAGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
PAMPA GRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
PAPEL PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
PASORAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
PATACAMAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,39,39
PAZÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
PELECHUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,8,8
POCOATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,32,32
POCONA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
POJO (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
POOPO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
PORCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
POROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
PORTACHUELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,25,25
PORVENIR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
POTOSI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,81,81
PRESTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
PUCARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,31,31
PUERTO ACOSTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
PUERTO CARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,8,8
PUERTO GONZALO MORENO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
PUERTO PEREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
PUERTO QUIJARRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,16,16
PUERTO RICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,12,12
PUERTO SILES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,31,31
PUERTO VILLARROEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,127,127
PUNA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,10,10
PUNATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,29,29
QUIABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
QUILLACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,196,196
QUIME,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,9,9
RAQAYPAMPA(ETA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,9,9
RAVELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,5,5
REYES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,18,18
RIBERALTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,259,259
ROBORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,32,32
RURRENABAQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,24,24
SABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,5,5
SACABA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,221,221
SACABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
SACACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,21,21
SAIPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,5,5
SAMAIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
SAN ANDRES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
SAN BENITO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
SAN BORJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,62,62
SAN BUENA VENTURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,22,22
SAN CARLOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,15,15
SAN IGNACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,39,39
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,88,88
SAN JAVIER(BNI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,10,10
SAN JAVIER(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,31,31
SAN JOAQUIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,11,11
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,50,50
SAN JULIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,52,52
SAN LORENZO(PND),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,5,5
SAN LORENZO(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
SAN LUCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,34,34
SAN MATIAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,32,32
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,10,10
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
SAN PEDRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,37,37
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,5,5
SAN PEDRO DE MACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,26,26
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
SAN RAFAEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
SAN RAMON BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
SAN RAMON SCZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,11,11
SANTA ANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,32,32
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1631,1631
SANTA ROSA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,10,10
SANTA ROSA DEL SARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
SANTIAGO DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
SANTIVAÑES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
SAPAHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
SENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
SHINAOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,32,32
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,19,19
SICAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
SIPE SIPE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,37,37
SOPACHUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
SORACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,8,8
SORATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
SUCRE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,209,209
TACACOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,8,8
TACOBAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
TACOPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
TAPACARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,28,28
TARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,15,15
TARACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,8,8
TARATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
TARIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,234,234
TARVITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,11,11
TEOPONTE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,11,11
TIAHUANACU,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
TINGUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,11,11
TIQUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,69,69
TIRAQUE (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
TOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
TOLATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
TOLEDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
TOMAVE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,5,5
TORO TORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,14,14
TOTORA(CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,12,12
TOTORA(ORR),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
TRINIDAD,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,8,8
TUPIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,8,8
UMALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
UNCIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,26,26
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,10,10
URUBICHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
UYUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
VACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
VALLEGRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,16,16
VIACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,54,54
VILA VILA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
VILLA CHARCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,4,4
VILLA MONTES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,59,59
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
VILLA RIVERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,6,6
VILLA SERRANO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,5,5
VILLA TUNARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,121,121
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
VILLAZON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,34,34
VINTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,45,45
VITICHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
WALDO BALLIVIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
WARNES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,120,120
YACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,12,12
YACUIBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,123,123
YAMPARAEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,1,1
YANACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,87,87
YOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,2,2
YOTALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,3,3
YUNCHARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,7,7
ZUDAÑEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-04-01,9,9
ACACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,4,4
ACHACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,47,47
ACHOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,14,14
AIQUILE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,26,26
ALALAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,1,1
ALTO BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,7,7
ANCORAIMES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,8,8
ANDAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,2,2
ANTEQUERA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,1,1
ANZALDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,4,4
APOLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,13,13
ARAMPAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,4,4
ARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,2,2
ARBIETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,9,9
ARQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,8,8
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,25,25
ATOCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,8,8
AUCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,4,4
AYATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,8,8
AYO AYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,22,22
AZURDUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,8,8
BATALLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,17,17
BAURES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,4,4
BERMEJO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,20,20
BETANZOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,22,22
BOLIVAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,6,6
BOLPEBRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,1,1
BOYUIBE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,4,4
BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,4,4
CABEZAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,19,19
CAIROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,9,9
"CAIZA ""D""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,4,4
CAJUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,10,10
CALACOTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,2,2
CALAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,7,7
CAMARGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,20,20
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,1,1
CAMIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,28,28
CAPINOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,18,18
CAQUIAVIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,4,4
CARACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,11,11
CARANAVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,95,95
CARAPARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,6,6
CARIPUYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,4,4
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,6,6
CHACARILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,1,1
CHALLAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,54,54
CHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,5,5
CHARAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,38,38
CHARAÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,1,1
CHAYANTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,10,10
CHIMORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,30,30
CHOQUE COTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,1,1
CHUA COCANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,28,28
CHUMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2023-05-01,7,7
