municipality,group,variable,month,Niñas(os) menores de 1 año con dosis única de vitamina A,TOTAL
CARANAVI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,52,52
CARAPARI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,16,16
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,7,7
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,11,11
CATACORA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,37,37
CHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,40,40
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,12,12
CHIMORE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,35,35
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,16,16
CHUMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,7,7
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,15,15
CLIZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,14,14
COBIJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,89,89
COCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,14,14
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,508,508
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,40,40
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,16,16
COLLANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
COLOMI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,35,35
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,23,23
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,9,9
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,17,17
COMANCHE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
COMARAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,29,29
COMBAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,38,38
COPACABANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
CORIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,51,51
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,12,12
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,21,21
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,25,25
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,134,134
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,33,33
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,24,24
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,4,4
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,949,949
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,11,11
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,11,11
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,62,62
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,25,25
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,55,55
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,8,8
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,10,10
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,36,36
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,13,13
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,20,20
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,11,11
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,57,57
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,17,17
HUACARAJE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,26,26
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,7,7
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,17,17
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,4,4
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,7,7
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,16,16
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,13,13
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,19,19
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,63,63
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,132,132
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,635,635
LA RIVERA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,8,8
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,25,25
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,62,62
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,4,4
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,9,9
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,21,21
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,37,37
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,16,16
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,23,23
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,39,39
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,13,13
MOJINETE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,38,38
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,157,157
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,11,11
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,8,8
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,9,9
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,375,375
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,18,18
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,7,7
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,39,39
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,35,35
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,38,38
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,4,4
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,26,26
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,10,10
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,24,24
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,9,9
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,8,8
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,25,25
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,14,14
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,14,14
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,12,12
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,7,7
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,317,317
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,14,14
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,43,43
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,9,9
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,20,20
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,7,7
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,16,16
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,10,10
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,76,76
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,15,15
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,44,44
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,164,164
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,10,10
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,12,12
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,16,16
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,135,135
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,21,21
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,33,33
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,186,186
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,4,4
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,16,16
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,7,7
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,10,10
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,13,13
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,10,10
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,9,9
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,7,7
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,80,80
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,7,7
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,27,27
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,33,33
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,35,35
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,21,21
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,33,33
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,83,83
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,17,17
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,28,28
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,43,43
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,35,35
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,18,18
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,18,18
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,34,34
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,5,5
SAN PEDRO DE MACHA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,26,26
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,6,6
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,8,8
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,11,11
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,57,57
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,1416,1416
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,8,8
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,22,22
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,4,4
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,3,3
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2023-01-01,4,4
