municipality,group,variable,month,Niñas(os) de 2 años a menores de 5 años con 2da dosis vitamina A,TOTAL
SAN BENITO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,31,31
SAN BORJA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,54,54
SAN BUENA VENTURA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,1,1
SAN CARLOS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,36,36
SAN IGNACIO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,23,23
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,70,70
SAN JAVIER(BNI),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,3,3
SAN JAVIER(STC),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,12,12
SAN JOAQUIN,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,18,18
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,47,47
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,10,10
SAN JULIAN,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,76,76
SAN LORENZO(PND),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,48,48
SAN LORENZO(TJA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,54,54
SAN LUCAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,131,131
SAN MATIAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,3,3
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,8,8
SAN PEDRO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,45,45
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,113,113
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,9,9
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,38,38
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,16,16
SAN PEDRO(PND),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,8,8
SAN RAFAEL,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,2,2
SAN RAMON BENI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,21,21
SAN RAMON SCZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,55,55
SANTA ANA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,4,4
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,915,915
SANTA ROSA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,14,14
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,43,43
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,2,2
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,17,17
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,7,7
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,4,4
SANTIVAÑES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,7,7
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,18,18
SAPAHAQUI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,26,26
SENA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,48,48
SHINAOTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,49,49
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,27,27
SICAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,27,27
SIPE SIPE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,130,130
SOPACHUY,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,20,20
SORACACHI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,10,10
SORATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,48,48
SUCRE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,721,721
TACACOMA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,3,3
TACOBAMBA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,57,57
TACOPAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,12,12
TAHUA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,6,6
TAPACARI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,26,26
TARABUCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,22,22
TARACO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,5,5
TARATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,6,6
TARIJA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,489,489
TARVITA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,54,54
TEOPONTE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,10,10
TIAHUANACU,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,16,16
TINGUIPAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,37,37
TIPUANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,14,14
TIQUIPAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,149,149
TIRAQUE (CBBA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,37,37
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,1,1
TOCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,18,18
TOLATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,14,14
TOLEDO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,6,6
TOMAVE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,25,25
TOMINA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,25,25
TORO TORO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,22,22
TOTORA(CBBA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,15,15
TOTORA(ORR),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,5,5
TRIGAL,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,2,2
TRINIDAD,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,29,29
TUPIZA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,87,87
TURCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,3,3
UMALA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,7,7
UNCIA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,64,64
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,77,77
URUBICHA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,19,19
UYUNI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,41,41
VACAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,29,29
VALLEGRANDE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,32,32
VIACHA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,75,75
VILA VILA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,18,18
VILLA CHARCAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,49,49
VILLA MONTES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,46,46
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,18,18
VILLA RIVERO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,10,10
VILLA SERRANO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,37,37
VILLA TUNARI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,251,251
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,26,26
VILLAZON,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,214,214
VINTO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,113,113
VITICHI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,17,17
WALDO BALLIVIAN,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,3,3
WARNES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,119,119
YACO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,5,5
YACUIBA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,94,94
YAMPARAEZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,14,14
YANACACHI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,16,16
YAPACANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,100,100
YOCALLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,24,24
YOTALA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,14,14
YUNCHARA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,21,21
ZUDAÑEZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-03-01,19,19
ACACIO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,13,13
ACHACACHI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,60,60
ACHOCALLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,25,25
AIQUILE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,29,29
ALALAY,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,6,6
ALCALA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,5,5
ALTO BENI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,22,22
ANCORAIMES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,33,33
ANDAMARCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,4,4
ANTEQUERA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,1,1
ANZALDO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,14,14
APOLO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,25,25
ARAMPAMPA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,5,5
ARANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,6,6
ARBIETO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,72,72
ARQUE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,36,36
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,39,39
ATOCHA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,38,38
AUCAPATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,9,9
AYATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,16,16
AYO AYO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,29,29
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,51,51
AZURDUY,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,62,62
BATALLAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,21,21
BAURES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,9,9
BELEN DE URMIRI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,2,2
BELLA FLOR,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,12,12
BERMEJO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,55,55
BETANZOS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,110,110
BOLIVAR,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,11,11
BOLPEBRA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,5,5
BOYUIBE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,36,36
BUENA VISTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,23,23
CABEZAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,56,56
CAIROMA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,21,21
"CAIZA ""D""",micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,32,32
CAJUATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,12,12
CALACOTO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,5,5
CALAMARCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,28,28
CAMARGO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,34,34
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,5,5
CAMIRI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,29,29
CAPINOTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,16,16
CAQUIAVIRI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,26,26
CARACOLLO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,40,40
CARANAVI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,82,82
CARAPARI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,27,27
CARIPUYO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,19,19
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,2,2
CATACORA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,3,3
CHACARILLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,7,7
CHALLAPATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,127,127
CHAQUI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,14,14
CHARAGUA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,83,83
CHARAÑA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,1,1
CHAYANTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,40,40
CHIMORE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,24,24
CHIPAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,1,1
CHOQUE COTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,4,4
CHUA COCANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,8,8
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,14,14
CHUMA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,31,31
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,10,10
CKOCHAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,29,29
CLIZA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,26,26
COBIJA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,358,358
COCAPATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,60,60
COCHABAMBA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,243,243
COLCAPIRHUA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,47,47
"COLCHA ""K""",micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,57,57
COLLANA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,2,2
COLOMI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,26,26
COLPA BELGICA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,24,24
COLQUECHACA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,46,46
COLQUENCHA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,36,36
COLQUIRI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,18,18
COMANCHE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,2,2
COMARAPA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,40,40
COMBAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,5,5
CONCEPCION,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,46,46
COPACABANA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,27,27
CORIPATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,21,21
CORO CORO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,17,17
COROICO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,14,14
CORQUE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,4,4
COTAGAITA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,52,52
COTOCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,90,90
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,2,2
CUATRO CAÑADAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,69,69
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,3,3
CUEVO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,22,22
CULPINA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,98,98
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,7,7
CURVA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,4,4
DESAGUADERO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,3,3
EL ALTO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,3043,3043
EL CHORO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,14,14
EL PUENTE(STC),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,18,18
EL PUENTE(TJA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,41,41
EL TORNO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,118,118
EL VILLAR,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,13,13
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,85,85
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,52,52
ESCOMA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,8,8
ESMERALDA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,2,2
EUCALIPTUS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,9,9
EXALTACION,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,23,23
FILADELFIA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,50,50
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,6,6
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,26,26
GUANAY,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,12,12
GUAQUI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,22,22
GUAYARAMERIN,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,40,40
GUTIERREZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,30,30
HUACARAJE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,5,5
HUACARETA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2023-04-01,32,32
