municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
BOLIVAR,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
BOYUIBE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
CABEZAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,37,37
CAIROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,11,11
"CAIZA ""D""",micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,6,6
CAJUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
CALACOTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,6,6
CALAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,13,13
CAMARGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,18,18
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
CAMIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,68,68
CAPINOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,12,12
CAQUIAVIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
CARACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,14,14
CARANAVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,95,95
CARAPARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
CARIPUYO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
CHALLAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,53,53
CHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,6,6
CHARAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,41,41
CHARAÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
CHAYANTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,10,10
CHIMORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,24,24
CHIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
CHOQUE COTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
CHUA COCANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,18,18
CHUMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
CKOCHAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,17,17
CLIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,25,25
COBIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,94,94
COCAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,15,15
COCHABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1111,1111
COIPASA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,34,34
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,10,10
COLLANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
COLOMI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,19,19
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
COLQUECHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,34,34
COLQUENCHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,11,11
COLQUIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,10,10
COMANCHE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
COMARAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,18,18
CONCEPCION,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,37,37
COPACABANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
CORIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,16,16
CORO CORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
COROICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,20,20
CORQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
COTAGAITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,17,17
COTOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,75,75
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,28,28
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
CUEVO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
CULPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,23,23
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
DESAGUADERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
EL ALTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1129,1129
EL CHORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,6,6
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
EL TORNO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,73,73
EL VILLAR,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,17,17
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,42,42
ESCOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,12,12
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,10,10
FILADELFIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
GAIOC JATUN AYLLU YURA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,13,13
GUANAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,13,13
GUAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,104,104
GUTIERREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,10,10
HUACARAJE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
HUACARETA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,6,6
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
HUANUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,24,24
HUARINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,6,6
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
HUMANATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
ICHOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
ICLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
INCAHUASI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,13,13
INGAVI (HUMAITA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
INQUISIVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,14,14
IXIAMAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,12,12
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,11,11
LA ASUNTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,64,64
LA GUARDIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,58,58
LA PAZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,452,452
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
LAJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,20,20
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,85,85
LLICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
LORETO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
LURIBAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,10,10
MACHARETI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
MAGDALENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,9,9
MAIRANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
MALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
MAPIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,38,38
MECAPACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
MINEROS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,18,18
MIZQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,34,34
MOCOMOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,15,15
MOJINETE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,39,39
MONTERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,81,81
MORO MORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
MOROCHATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
OCURI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
OKINAWA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
OMEREQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
ORURO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,427,427
PADCAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,15,15
PADILLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,16,16
PAILON,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,33,33
PALCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,22,22
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,43,43
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
PASORAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
PATACAMAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,28,28
PAZÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
PELECHUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
POCOATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,27,27
POCONA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,9,9
POJO (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,16,16
POOPO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
PORCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,10,10
POROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,12,12
PORONGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
PORTACHUELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,24,24
PORVENIR,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
POTOSI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,403,403
PRESTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
PUCARANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,30,30
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,6,6
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,17,17
PUERTO RICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,10,10
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,113,113
PUNA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
PUNATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,89,89
QUIABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,178,178
QUIME,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
QUIRUSILLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
RAVELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,9,9
REYES,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,6,6
RIBERALTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,262,262
ROBORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,25,25
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,39,39
SABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
SACABA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,222,222
SACABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
SACACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,34,34
SAIPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,11,11
SAMAIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
SAN ANDRES,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
SAN BENITO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
SAN BORJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,90,90
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,23,23
SAN CARLOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,23,23
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,31,31
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,144,144
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,26,26
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,35,35
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
SAN JULIAN,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,55,55
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
SAN LUCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,32,32
SAN MATIAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,24,24
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,14,14
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
SAN PEDRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,9,9
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,34,34
SAN PEDRO DE MACHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,21,21
SAN PEDRO DE QUEMES,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
SAN PEDRO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,6,6
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,11,11
SANTA ANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,35,35
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3717,3717
SANTA ROSA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,13,13
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
SENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
SHINAOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,43,43
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,26,26
SICAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
SIPE SIPE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,44,44
SOPACHUY,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,6,6
SORACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
SORATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,14,14
SUCRE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,419,419
TACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
TACACOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
TACOBAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
TACOPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,9,9
TAHUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
TAPACARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,30,30
TARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,17,17
TARACO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
TARATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
TARIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,268,268
TARVITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,16,16
TEOPONTE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,9,9
TIAHUANACU,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,19,19
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,16,16
TIPUANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,60,60
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,10,10
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
TOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
TOLATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,2,2
TOMAVE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
TOMINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
TORO TORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,13,13
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,29,29
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
TRIGAL,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,1,1
TRINIDAD,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,81,81
TUPIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,78,78
TURCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
UMALA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
UNCIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,8,8
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
URUBICHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
UYUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,39,39
VACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,7,7
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,30,30
VIACHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,69,69
VILA VILA,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,18,18
VILLA MONTES,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,80,80
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,3,3
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,5,5
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
VILLA TUNARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,138,138
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,4,4
VILLAZON,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,41,41
VINTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2023-01-01,66,66
