municipality,group,variable,month,Nacidos muertos,TOTAL
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2009-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2009-01-01,26,26
SICA SICA (VILLA AROMA),atencion de partos en servicio,nacidos muertos,2009-01-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2009-01-01,9,9
TARIJA,atencion de partos en servicio,nacidos muertos,2009-01-01,6,6
TARVITA,atencion de partos en servicio,nacidos muertos,2009-01-01,1,1
TUPIZA,atencion de partos en servicio,nacidos muertos,2009-01-01,2,2
UYUNI,atencion de partos en servicio,nacidos muertos,2009-01-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos,2009-01-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2009-01-01,1,1
YANACACHI,atencion de partos en servicio,nacidos muertos,2009-01-01,1,1
APOLO,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos,2009-02-01,2,2
CAMARGO,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
CARAPARI,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2009-02-01,28,28
COLQUECHACA,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2009-02-01,22,22
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
INCAHUASI,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos,2009-02-01,2,2
LA PAZ,atencion de partos en servicio,nacidos muertos,2009-02-01,24,24
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
MAGDALENA,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2009-02-01,2,2
ORURO,atencion de partos en servicio,nacidos muertos,2009-02-01,14,14
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2009-02-01,7,7
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos,2009-02-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2009-02-01,2,2
QUIME,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos,2009-02-01,5,5
ROBORE,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
SAN BENITO,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2009-02-01,7,7
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2009-02-01,2,2
SAN MATIAS,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2009-02-01,27,27
SUCRE,atencion de partos en servicio,nacidos muertos,2009-02-01,8,8
TARIJA,atencion de partos en servicio,nacidos muertos,2009-02-01,2,2
TRINIDAD,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
UNCIA,atencion de partos en servicio,nacidos muertos,2009-02-01,2,2
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
VILLA SERRANO,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
WARNES,atencion de partos en servicio,nacidos muertos,2009-02-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos,2009-02-01,1,1
YAPACANI,atencion de partos en servicio,nacidos muertos,2009-02-01,3,3
AIQUILE,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2009-03-01,2,2
CARANAVI,atencion de partos en servicio,nacidos muertos,2009-03-01,2,2
CHALLAPATA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2009-03-01,28,28
COROICO,atencion de partos en servicio,nacidos muertos,2009-03-01,2,2
EL ALTO,atencion de partos en servicio,nacidos muertos,2009-03-01,16,16
EL TORNO,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
EL VILLAR,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2009-03-01,31,31
MAGDALENA,atencion de partos en servicio,nacidos muertos,2009-03-01,2,2
MAPIRI,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
MIZQUE,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2009-03-01,8,8
OCURI,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos,2009-03-01,9,9
PAMPA GRANDE,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2009-03-01,7,7
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2009-03-01,2,2
RIBERALTA,atencion de partos en servicio,nacidos muertos,2009-03-01,4,4
SACABA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
SACACA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2009-03-01,2,2
SAN JAVIER(STC),atencion de partos en servicio,nacidos muertos,2009-03-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
SAN MATIAS,atencion de partos en servicio,nacidos muertos,2009-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2009-03-01,26,26
SUCRE,atencion de partos en servicio,nacidos muertos,2009-03-01,9,9
TARABUCO,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
TIPUANI,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2009-03-01,5,5
TUPIZA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
URUBICHA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
VALLEGRANDE,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
VIACHA,atencion de partos en servicio,nacidos muertos,2009-03-01,2,2
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2009-03-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2009-03-01,10,10
VILLAZON,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
WARNES,atencion de partos en servicio,nacidos muertos,2009-03-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
YAPACANI,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
YOTALA,atencion de partos en servicio,nacidos muertos,2009-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
BAURES,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos,2009-04-01,3,3
CAJUATA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2009-04-01,4,4
CHALLAPATA,atencion de partos en servicio,nacidos muertos,2009-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2009-04-01,3,3
CLIZA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2009-04-01,30,30
COLCAPIRHUA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
COMARAPA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2009-04-01,17,17
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
INCAHUASI,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
INQUISIVI,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2009-04-01,17,17
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
MAPIRI,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
MIZQUE,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2009-04-01,10,10
ORURO,atencion de partos en servicio,nacidos muertos,2009-04-01,11,11
PADILLA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
PALOS BLANCOS,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
PUNA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2009-04-01,2,2
ROBORE,atencion de partos en servicio,nacidos muertos,2009-04-01,2,2
RURRENABAQUE,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
SAN JAVIER(STC),atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2009-04-01,2,2
SAN MATIAS,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2009-04-01,27,27
SUCRE,atencion de partos en servicio,nacidos muertos,2009-04-01,16,16
TARIJA,atencion de partos en servicio,nacidos muertos,2009-04-01,2,2
TIQUIPAYA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
TUPIZA,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
UNCIA,atencion de partos en servicio,nacidos muertos,2009-04-01,2,2
VILLA SERRANO,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos,2009-04-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos,2009-04-01,4,4
YAPACANI,atencion de partos en servicio,nacidos muertos,2009-04-01,1,1
ZUDAÑEZ,atencion de partos en servicio,nacidos muertos,2009-04-01,2,2
AIQUILE,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
ARAMPAMPA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2009-05-01,2,2
BERMEJO,atencion de partos en servicio,nacidos muertos,2009-05-01,3,3
BUENA VISTA,atencion de partos en servicio,nacidos muertos,2009-05-01,2,2
CAMIRI,atencion de partos en servicio,nacidos muertos,2009-05-01,3,3
CARANAVI,atencion de partos en servicio,nacidos muertos,2009-05-01,5,5
CHALLAPATA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2009-05-01,3,3
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2009-05-01,28,28
COMARAPA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
COTOCA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2009-05-01,19,19
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
GUANAY,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2009-05-01,2,2
ICLA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2009-05-01,26,26
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2009-05-01,3,3
MAPIRI,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2009-05-01,3,3
ORURO,atencion de partos en servicio,nacidos muertos,2009-05-01,6,6
PALOS BLANCOS,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
POCOATA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
POOPO,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2009-05-01,9,9
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2009-05-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2009-05-01,2,2
RIBERALTA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
ROBORE,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
RURRENABAQUE,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2009-05-01,2,2
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2009-05-01,2,2
SAN RAMON,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2009-05-01,27,27
SUCRE,atencion de partos en servicio,nacidos muertos,2009-05-01,8,8
TARABUCO,atencion de partos en servicio,nacidos muertos,2009-05-01,2,2
TARIJA,atencion de partos en servicio,nacidos muertos,2009-05-01,7,7
TARVITA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2009-05-01,3,3
TUPIZA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
TURCO,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
UNCIA,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
UYUNI,atencion de partos en servicio,nacidos muertos,2009-05-01,7,7
VALLEGRANDE,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2009-05-01,3,3
VILLAZON,atencion de partos en servicio,nacidos muertos,2009-05-01,2,2
WARNES,atencion de partos en servicio,nacidos muertos,2009-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
ATOCHA,atencion de partos en servicio,nacidos muertos,2009-06-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
CALAMARCA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
CLIZA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2009-06-01,3,3
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2009-06-01,16,16
CONCEPCION,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2009-06-01,14,14
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
IXIAMAS,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
LA GUARDIA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2009-06-01,43,43
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
MAGDALENA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
MAIRANA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
MAPIRI,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos,2009-06-01,10,10
PADCAYA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
PADILLA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2009-06-01,9,9
PUERTO ACOSTA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos,2009-06-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2009-06-01,2,2
REYES,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
RURRENABAQUE,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2009-06-01,4,4
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos muertos,2009-06-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2009-06-01,26,26
SIPE SIPE,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2009-06-01,8,8
TACACOMA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos,2009-06-01,4,4
TIAWANACU,atencion de partos en servicio,nacidos muertos,2009-06-01,2,2
TIPUANI,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
TOMAVE,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
TOTORA(CBBA),atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2009-06-01,2,2
UYUNI,atencion de partos en servicio,nacidos muertos,2009-06-01,3,3
VILLAZON,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
WARNES,atencion de partos en servicio,nacidos muertos,2009-06-01,4,4
YACUIBA,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
YAMPARAEZ,atencion de partos en servicio,nacidos muertos,2009-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2009-07-01,2,2
BERMEJO,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2009-07-01,2,2
CARANAVI,atencion de partos en servicio,nacidos muertos,2009-07-01,3,3
CHAQUI,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
CLIZA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2009-07-01,44,44
COLQUECHACA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2009-07-01,17,17
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
INCAHUASI,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2009-07-01,27,27
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2009-07-01,2,2
MOROCHATA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos,2009-07-01,13,13
PADILLA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
POJO (CBBA),atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2009-07-01,3,3
PUERTO ACOSTA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2009-07-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos,2009-07-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2009-07-01,2,2
RIBERALTA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
ROBORE,atencion de partos en servicio,nacidos muertos,2009-07-01,2,2
SACABA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos,2009-07-01,2,2
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2009-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2009-07-01,4,4
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2009-07-01,4,4
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2009-07-01,19,19
SANTA ROSA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
SORATA,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2009-07-01,12,12
TARIJA,atencion de partos en servicio,nacidos muertos,2009-07-01,4,4
TRINIDAD,atencion de partos en servicio,nacidos muertos,2009-07-01,8,8
UYUNI,atencion de partos en servicio,nacidos muertos,2009-07-01,2,2
VALLEGRANDE,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2009-07-01,4,4
WARNES,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
YACO,atencion de partos en servicio,nacidos muertos,2009-07-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2009-07-01,2,2
ARAMPAMPA,atencion de partos en servicio,nacidos muertos,2009-08-01,1,1
