municipality,group,variable,month,Vaginales,TOTAL
SANTA ANA,atencion de partos en servicio,vaginales,2009-03-01,28,28
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,vaginales,2009-03-01,1612,1612
SANTA ROSA,atencion de partos en servicio,vaginales,2009-03-01,16,16
SANTA ROSA DEL SARA,atencion de partos en servicio,vaginales,2009-03-01,19,19
SANTIAGO DE CALLAPA,atencion de partos en servicio,vaginales,2009-03-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicio,vaginales,2009-03-01,4,4
SANTIAGO DE MACHACA,atencion de partos en servicio,vaginales,2009-03-01,2,2
SANTIVAÑES,atencion de partos en servicio,vaginales,2009-03-01,6,6
SAPAHAQUI,atencion de partos en servicio,vaginales,2009-03-01,2,2
SENA,atencion de partos en servicio,vaginales,2009-03-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en servicio,vaginales,2009-03-01,5,5
SICAYA,atencion de partos en servicio,vaginales,2009-03-01,2,2
SIPE SIPE,atencion de partos en servicio,vaginales,2009-03-01,20,20
SOPACHUY,atencion de partos en servicio,vaginales,2009-03-01,5,5
SORACACHI,atencion de partos en servicio,vaginales,2009-03-01,2,2
SORATA,atencion de partos en servicio,vaginales,2009-03-01,9,9
SUCRE,atencion de partos en servicio,vaginales,2009-03-01,336,336
TACACOMA,atencion de partos en servicio,vaginales,2009-03-01,3,3
TACOBAMBA,atencion de partos en servicio,vaginales,2009-03-01,1,1
TACOPAYA,atencion de partos en servicio,vaginales,2009-03-01,4,4
TAHUA,atencion de partos en servicio,vaginales,2009-03-01,1,1
TAPACARI,atencion de partos en servicio,vaginales,2009-03-01,11,11
TARABUCO,atencion de partos en servicio,vaginales,2009-03-01,18,18
TARACO,atencion de partos en servicio,vaginales,2009-03-01,1,1
TARATA,atencion de partos en servicio,vaginales,2009-03-01,4,4
TARIJA,atencion de partos en servicio,vaginales,2009-03-01,247,247
TARVITA,atencion de partos en servicio,vaginales,2009-03-01,17,17
TEOPONTE,atencion de partos en servicio,vaginales,2009-03-01,4,4
TIAWANACU,atencion de partos en servicio,vaginales,2009-03-01,9,9
TINGUIPAYA,atencion de partos en servicio,vaginales,2009-03-01,2,2
TIPUANI,atencion de partos en servicio,vaginales,2009-03-01,19,19
TIQUIPAYA,atencion de partos en servicio,vaginales,2009-03-01,50,50
TIRAQUE (CBBA),atencion de partos en servicio,vaginales,2009-03-01,66,66
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicio,vaginales,2009-03-01,1,1
TOCO,atencion de partos en servicio,vaginales,2009-03-01,1,1
TOLATA,atencion de partos en servicio,vaginales,2009-03-01,5,5
TOLEDO,atencion de partos en servicio,vaginales,2009-03-01,6,6
TOMAVE,atencion de partos en servicio,vaginales,2009-03-01,6,6
TOMINA,atencion de partos en servicio,vaginales,2009-03-01,6,6
TORO TORO,atencion de partos en servicio,vaginales,2009-03-01,3,3
TOTORA(CBBA),atencion de partos en servicio,vaginales,2009-03-01,14,14
TOTORA(ORR),atencion de partos en servicio,vaginales,2009-03-01,1,1
TRINIDAD,atencion de partos en servicio,vaginales,2009-03-01,219,219
TUPIZA,atencion de partos en servicio,vaginales,2009-03-01,42,42
TURCO,atencion de partos en servicio,vaginales,2009-03-01,4,4
UNCIA,atencion de partos en servicio,vaginales,2009-03-01,27,27
URIONDO (A. CONCEPCION),atencion de partos en servicio,vaginales,2009-03-01,6,6
URUBICHA,atencion de partos en servicio,vaginales,2009-03-01,22,22
UYUNI,atencion de partos en servicio,vaginales,2009-03-01,18,18
VACAS,atencion de partos en servicio,vaginales,2009-03-01,4,4
VALLEGRANDE,atencion de partos en servicio,vaginales,2009-03-01,24,24
VIACHA,atencion de partos en servicio,vaginales,2009-03-01,32,32
VILA VILA,atencion de partos en servicio,vaginales,2009-03-01,1,1
VILLA MONTES,atencion de partos en servicio,vaginales,2009-03-01,61,61
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,vaginales,2009-03-01,3,3
VILLA RIVERO,atencion de partos en servicio,vaginales,2009-03-01,5,5
VILLA SERRANO,atencion de partos en servicio,vaginales,2009-03-01,7,7
VILLA TUNARI,atencion de partos en servicio,vaginales,2009-03-01,95,95
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,vaginales,2009-03-01,7,7
VILLAZON,atencion de partos en servicio,vaginales,2009-03-01,45,45
VINTO,atencion de partos en servicio,vaginales,2009-03-01,49,49
VITICHI,atencion de partos en servicio,vaginales,2009-03-01,4,4
WARNES,atencion de partos en servicio,vaginales,2009-03-01,83,83
YACO,atencion de partos en servicio,vaginales,2009-03-01,1,1
YACUIBA,atencion de partos en servicio,vaginales,2009-03-01,129,129
YAMPARAEZ,atencion de partos en servicio,vaginales,2009-03-01,7,7
YANACACHI,atencion de partos en servicio,vaginales,2009-03-01,3,3
YAPACANI,atencion de partos en servicio,vaginales,2009-03-01,69,69
YOCALLA,atencion de partos en servicio,vaginales,2009-03-01,2,2
YOTALA,atencion de partos en servicio,vaginales,2009-03-01,8,8
YUNCHARA,atencion de partos en servicio,vaginales,2009-03-01,4,4
ZUDAÑEZ,atencion de partos en servicio,vaginales,2009-03-01,9,9
ACACIO,atencion de partos en servicio,vaginales,2009-04-01,1,1
ACHACACHI,atencion de partos en servicio,vaginales,2009-04-01,34,34
ACHOCALLA,atencion de partos en servicio,vaginales,2009-04-01,1,1
AIQUILE,atencion de partos en servicio,vaginales,2009-04-01,30,30
ALCALA,atencion de partos en servicio,vaginales,2009-04-01,4,4
ANCORAIMES,atencion de partos en servicio,vaginales,2009-04-01,7,7
ANDAMARCA,atencion de partos en servicio,vaginales,2009-04-01,2,2
ANTEQUERA,atencion de partos en servicio,vaginales,2009-04-01,3,3
ANZALDO,atencion de partos en servicio,vaginales,2009-04-01,2,2
APOLO,atencion de partos en servicio,vaginales,2009-04-01,10,10
ARANI,atencion de partos en servicio,vaginales,2009-04-01,9,9
ARBIETO,atencion de partos en servicio,vaginales,2009-04-01,14,14
ARQUE,atencion de partos en servicio,vaginales,2009-04-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicio,vaginales,2009-04-01,47,47
ATOCHA,atencion de partos en servicio,vaginales,2009-04-01,4,4
AYATA,atencion de partos en servicio,vaginales,2009-04-01,3,3
AYO AYO,atencion de partos en servicio,vaginales,2009-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,vaginales,2009-04-01,13,13
AZURDUY,atencion de partos en servicio,vaginales,2009-04-01,6,6
BATALLAS,atencion de partos en servicio,vaginales,2009-04-01,7,7
BAURES,atencion de partos en servicio,vaginales,2009-04-01,7,7
BELEN DE URMIRI,atencion de partos en servicio,vaginales,2009-04-01,1,1
BERMEJO,atencion de partos en servicio,vaginales,2009-04-01,28,28
BETANZOS,atencion de partos en servicio,vaginales,2009-04-01,25,25
BOYUIBE,atencion de partos en servicio,vaginales,2009-04-01,5,5
BUENA VISTA,atencion de partos en servicio,vaginales,2009-04-01,12,12
CABEZAS,atencion de partos en servicio,vaginales,2009-04-01,17,17
CAIROMA,atencion de partos en servicio,vaginales,2009-04-01,9,9
"CAIZA ""D""",atencion de partos en servicio,vaginales,2009-04-01,7,7
CAJUATA,atencion de partos en servicio,vaginales,2009-04-01,7,7
CALACOTO,atencion de partos en servicio,vaginales,2009-04-01,1,1
CALAMARCA,atencion de partos en servicio,vaginales,2009-04-01,6,6
CAMARGO,atencion de partos en servicio,vaginales,2009-04-01,14,14
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,vaginales,2009-04-01,2,2
CAMIRI,atencion de partos en servicio,vaginales,2009-04-01,43,43
CAPINOTA,atencion de partos en servicio,vaginales,2009-04-01,14,14
CAQUIAVIRI,atencion de partos en servicio,vaginales,2009-04-01,2,2
CARACOLLO,atencion de partos en servicio,vaginales,2009-04-01,17,17
CARANAVI,atencion de partos en servicio,vaginales,2009-04-01,77,77
CARAPARI,atencion de partos en servicio,vaginales,2009-04-01,7,7
CARIPUYO,atencion de partos en servicio,vaginales,2009-04-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicio,vaginales,2009-04-01,5,5
CHALLAPATA,atencion de partos en servicio,vaginales,2009-04-01,50,50
CHAQUI,atencion de partos en servicio,vaginales,2009-04-01,4,4
CHARAGUA,atencion de partos en servicio,vaginales,2009-04-01,47,47
CHAYANTA,atencion de partos en servicio,vaginales,2009-04-01,9,9
CHIMORE,atencion de partos en servicio,vaginales,2009-04-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,vaginales,2009-04-01,20,20
CLIZA,atencion de partos en servicio,vaginales,2009-04-01,18,18
COBIJA,atencion de partos en servicio,vaginales,2009-04-01,81,81
COCHABAMBA,atencion de partos en servicio,vaginales,2009-04-01,942,942
COIPASA,atencion de partos en servicio,vaginales,2009-04-01,1,1
COLCAPIRHUA,atencion de partos en servicio,vaginales,2009-04-01,44,44
COLOMI,atencion de partos en servicio,vaginales,2009-04-01,22,22
COLPA BELGICA,atencion de partos en servicio,vaginales,2009-04-01,9,9
COLQUECHACA,atencion de partos en servicio,vaginales,2009-04-01,14,14
COLQUENCHA,atencion de partos en servicio,vaginales,2009-04-01,3,3
COLQUIRI,atencion de partos en servicio,vaginales,2009-04-01,14,14
COMANCHE,atencion de partos en servicio,vaginales,2009-04-01,1,1
COMARAPA,atencion de partos en servicio,vaginales,2009-04-01,36,36
CONCEPCION,atencion de partos en servicio,vaginales,2009-04-01,26,26
COPACABANA,atencion de partos en servicio,vaginales,2009-04-01,7,7
CORIPATA,atencion de partos en servicio,vaginales,2009-04-01,8,8
CORO CORO,atencion de partos en servicio,vaginales,2009-04-01,3,3
COROICO,atencion de partos en servicio,vaginales,2009-04-01,8,8
CORQUE,atencion de partos en servicio,vaginales,2009-04-01,1,1
COTAGAITA,atencion de partos en servicio,vaginales,2009-04-01,15,15
COTOCA,atencion de partos en servicio,vaginales,2009-04-01,56,56
CUATRO CAÑADAS,atencion de partos en servicio,vaginales,2009-04-01,19,19
CULPINA,atencion de partos en servicio,vaginales,2009-04-01,16,16
CURAHUARA DE CARANGAS,atencion de partos en servicio,vaginales,2009-04-01,8,8
DESAGUADERO,atencion de partos en servicio,vaginales,2009-04-01,2,2
EL ALTO,atencion de partos en servicio,vaginales,2009-04-01,950,950
EL CHORO,atencion de partos en servicio,vaginales,2009-04-01,3,3
EL PUENTE(STC),atencion de partos en servicio,vaginales,2009-04-01,16,16
EL PUENTE(TJA),atencion de partos en servicio,vaginales,2009-04-01,8,8
EL TORNO,atencion de partos en servicio,vaginales,2009-04-01,55,55
EL VILLAR,atencion de partos en servicio,vaginales,2009-04-01,4,4
ENTRE RIOS,atencion de partos en servicio,vaginales,2009-04-01,18,18
ENTRE RIOS,atencion de partos en servicio,vaginales,2009-04-01,18,18
EUCALIPTUS,atencion de partos en servicio,vaginales,2009-04-01,5,5
EUREKA (SANTOS MERCADO),atencion de partos en servicio,vaginales,2009-04-01,1,1
EXALTACION,atencion de partos en servicio,vaginales,2009-04-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicio,vaginales,2009-04-01,15,15
FILADELFIA,atencion de partos en servicio,vaginales,2009-04-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicio,vaginales,2009-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,vaginales,2009-04-01,2,2
GUANAY,atencion de partos en servicio,vaginales,2009-04-01,9,9
GUAQUI,atencion de partos en servicio,vaginales,2009-04-01,6,6
GUAYARAMERIN,atencion de partos en servicio,vaginales,2009-04-01,59,59
GUTIERREZ,atencion de partos en servicio,vaginales,2009-04-01,11,11
HUACARETA,atencion de partos en servicio,vaginales,2009-04-01,14,14
HUANUNI,atencion de partos en servicio,vaginales,2009-04-01,14,14
HUARACAJE,atencion de partos en servicio,vaginales,2009-04-01,4,4
ICLA,atencion de partos en servicio,vaginales,2009-04-01,5,5
INCAHUASI,atencion de partos en servicio,vaginales,2009-04-01,24,24
INQUISIVI,atencion de partos en servicio,vaginales,2009-04-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,vaginales,2009-04-01,4,4
IXIAMAS,atencion de partos en servicio,vaginales,2009-04-01,8,8
JESUS DE MACHACA,atencion de partos en servicio,vaginales,2009-04-01,9,9
LA ASUNTA,atencion de partos en servicio,vaginales,2009-04-01,21,21
LA GUARDIA,atencion de partos en servicio,vaginales,2009-04-01,25,25
LA PAZ,atencion de partos en servicio,vaginales,2009-04-01,998,998
LAGUNILLAS,atencion de partos en servicio,vaginales,2009-04-01,3,3
LAJA,atencion de partos en servicio,vaginales,2009-04-01,6,6
LAS CARRERAS,atencion de partos en servicio,vaginales,2009-04-01,4,4
LLALLAGUA,atencion de partos en servicio,vaginales,2009-04-01,57,57
LLICA,atencion de partos en servicio,vaginales,2009-04-01,4,4
LURIBAY,atencion de partos en servicio,vaginales,2009-04-01,3,3
MACHACAMARCA,atencion de partos en servicio,vaginales,2009-04-01,2,2
MACHARETI,atencion de partos en servicio,vaginales,2009-04-01,6,6
MAGDALENA,atencion de partos en servicio,vaginales,2009-04-01,11,11
MAIRANA,atencion de partos en servicio,vaginales,2009-04-01,12,12
MALLA,atencion de partos en servicio,vaginales,2009-04-01,1,1
MAPIRI,atencion de partos en servicio,vaginales,2009-04-01,11,11
MECAPACA,atencion de partos en servicio,vaginales,2009-04-01,5,5
MINEROS,atencion de partos en servicio,vaginales,2009-04-01,21,21
MIZQUE,atencion de partos en servicio,vaginales,2009-04-01,29,29
MOCOMOCO,atencion de partos en servicio,vaginales,2009-04-01,2,2
MOJOCOYA,atencion de partos en servicio,vaginales,2009-04-01,8,8
MONTEAGUDO,atencion de partos en servicio,vaginales,2009-04-01,25,25
MONTERO,atencion de partos en servicio,vaginales,2009-04-01,163,163
MORO MORO,atencion de partos en servicio,vaginales,2009-04-01,2,2
MOROCHATA,atencion de partos en servicio,vaginales,2009-04-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,vaginales,2009-04-01,4,4
OCURI,atencion de partos en servicio,vaginales,2009-04-01,4,4
OKINAWA,atencion de partos en servicio,vaginales,2009-04-01,10,10
OMEREQUE,atencion de partos en servicio,vaginales,2009-04-01,5,5
ORURO,atencion de partos en servicio,vaginales,2009-04-01,332,332
PADCAYA,atencion de partos en servicio,vaginales,2009-04-01,6,6
PADILLA,atencion de partos en servicio,vaginales,2009-04-01,11,11
PAILON,atencion de partos en servicio,vaginales,2009-04-01,26,26
PALCA,atencion de partos en servicio,vaginales,2009-04-01,1,1
PALOS BLANCOS,atencion de partos en servicio,vaginales,2009-04-01,38,38
PAMPA AULLAGAS,atencion de partos en servicio,vaginales,2009-04-01,2,2
PAMPA GRANDE,atencion de partos en servicio,vaginales,2009-04-01,9,9
PAPEL PAMPA,atencion de partos en servicio,vaginales,2009-04-01,1,1
PASORAPA,atencion de partos en servicio,vaginales,2009-04-01,2,2
PATACAMAYA,atencion de partos en servicio,vaginales,2009-04-01,27,27
PAZÑA,atencion de partos en servicio,vaginales,2009-04-01,2,2
POCOATA,atencion de partos en servicio,vaginales,2009-04-01,6,6
POCONA,atencion de partos en servicio,vaginales,2009-04-01,12,12
POJO (CBBA),atencion de partos en servicio,vaginales,2009-04-01,8,8
POOPO,atencion de partos en servicio,vaginales,2009-04-01,1,1
PORCO,atencion de partos en servicio,vaginales,2009-04-01,8,8
POROMA,atencion de partos en servicio,vaginales,2009-04-01,12,12
PORONGO,atencion de partos en servicio,vaginales,2009-04-01,5,5
PORTACHUELO,atencion de partos en servicio,vaginales,2009-04-01,23,23
PORVENIR,atencion de partos en servicio,vaginales,2009-04-01,3,3
POSTRER VALLE,atencion de partos en servicio,vaginales,2009-04-01,1,1
POTOSI,atencion de partos en servicio,vaginales,2009-04-01,277,277
PRESTO,atencion de partos en servicio,vaginales,2009-04-01,4,4
PUCARANI,atencion de partos en servicio,vaginales,2009-04-01,3,3
PUERTO ACOSTA,atencion de partos en servicio,vaginales,2009-04-01,4,4
PUERTO CARABUCO,atencion de partos en servicio,vaginales,2009-04-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicio,vaginales,2009-04-01,4,4
PUERTO QUIJARRO,atencion de partos en servicio,vaginales,2009-04-01,20,20
PUERTO RICO,atencion de partos en servicio,vaginales,2009-04-01,6,6
PUERTO SUAREZ,atencion de partos en servicio,vaginales,2009-04-01,24,24
PUERTO VILLARROEL,atencion de partos en servicio,vaginales,2009-04-01,90,90
PUNA,atencion de partos en servicio,vaginales,2009-04-01,22,22
PUNATA,atencion de partos en servicio,vaginales,2009-04-01,54,54
QUILLACOLLO,atencion de partos en servicio,vaginales,2009-04-01,84,84
QUIME,atencion de partos en servicio,vaginales,2009-04-01,6,6
QUIRUSILLAS,atencion de partos en servicio,vaginales,2009-04-01,2,2
RAVELO,atencion de partos en servicio,vaginales,2009-04-01,13,13
REYES,atencion de partos en servicio,vaginales,2009-04-01,24,24
RIBERALTA,atencion de partos en servicio,vaginales,2009-04-01,218,218
ROBORE,atencion de partos en servicio,vaginales,2009-04-01,25,25
RURRENABAQUE,atencion de partos en servicio,vaginales,2009-04-01,28,28
SACABA,atencion de partos en servicio,vaginales,2009-04-01,133,133
SACABAMBA,atencion de partos en servicio,vaginales,2009-04-01,5,5
SACACA,atencion de partos en servicio,vaginales,2009-04-01,13,13
SAIPINA,atencion de partos en servicio,vaginales,2009-04-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,vaginales,2009-04-01,7,7
SAMAIPATA,atencion de partos en servicio,vaginales,2009-04-01,3,3
SAN AGUSTIN,atencion de partos en servicio,vaginales,2009-04-01,1,1
SAN ANDRES,atencion de partos en servicio,vaginales,2009-04-01,8,8
SAN ANDRES DE MACHACA,atencion de partos en servicio,vaginales,2009-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,vaginales,2009-04-01,1,1
SAN BENITO,atencion de partos en servicio,vaginales,2009-04-01,6,6
SAN BORJA,atencion de partos en servicio,vaginales,2009-04-01,57,57
SAN BUENA VENTURA,atencion de partos en servicio,vaginales,2009-04-01,16,16
SAN CARLOS,atencion de partos en servicio,vaginales,2009-04-01,35,35
SAN IGNACIO,atencion de partos en servicio,vaginales,2009-04-01,31,31
SAN IGNACIO DE VELASCO,atencion de partos en servicio,vaginales,2009-04-01,78,78
SAN JAVIER(BNI),atencion de partos en servicio,vaginales,2009-04-01,1,1
SAN JAVIER(STC),atencion de partos en servicio,vaginales,2009-04-01,25,25
SAN JOAQUIN,atencion de partos en servicio,vaginales,2009-04-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,vaginales,2009-04-01,35,35
SAN JUAN DE YAPACANI,atencion de partos en servicio,vaginales,2009-04-01,12,12
SAN JULIAN,atencion de partos en servicio,vaginales,2009-04-01,74,74
SAN LORENZO(PND),atencion de partos en servicio,vaginales,2009-04-01,2,2
SAN LORENZO(TJA),atencion de partos en servicio,vaginales,2009-04-01,7,7
SAN LUCAS,atencion de partos en servicio,vaginales,2009-04-01,27,27
SAN MATIAS,atencion de partos en servicio,vaginales,2009-04-01,19,19
SAN MIGUEL DE VELASCO,atencion de partos en servicio,vaginales,2009-04-01,23,23
SAN PEDRO,atencion de partos en servicio,vaginales,2009-04-01,17,17
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,vaginales,2009-04-01,15,15
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,vaginales,2009-04-01,1,1
SAN PEDRO DE QUEMES,atencion de partos en servicio,vaginales,2009-04-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicio,vaginales,2009-04-01,1,1
SAN RAFAEL,atencion de partos en servicio,vaginales,2009-04-01,9,9
SAN RAMON,atencion de partos en servicio,vaginales,2009-04-01,24,24
SAN RAMON,atencion de partos en servicio,vaginales,2009-04-01,14,14
SANTA ANA,atencion de partos en servicio,vaginales,2009-04-01,38,38
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,vaginales,2009-04-01,1523,1523
SANTA ROSA,atencion de partos en servicio,vaginales,2009-04-01,17,17
SANTA ROSA DEL SARA,atencion de partos en servicio,vaginales,2009-04-01,18,18
SANTIAGO DE CALLAPA,atencion de partos en servicio,vaginales,2009-04-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicio,vaginales,2009-04-01,4,4
SANTIAGO DE MACHACA,atencion de partos en servicio,vaginales,2009-04-01,5,5
SANTIVAÑES,atencion de partos en servicio,vaginales,2009-04-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicio,vaginales,2009-04-01,2,2
SAPAHAQUI,atencion de partos en servicio,vaginales,2009-04-01,2,2
SENA,atencion de partos en servicio,vaginales,2009-04-01,6,6
SICA SICA (VILLA AROMA),atencion de partos en servicio,vaginales,2009-04-01,8,8
SICAYA,atencion de partos en servicio,vaginales,2009-04-01,4,4
SIPE SIPE,atencion de partos en servicio,vaginales,2009-04-01,24,24
SOPACHUY,atencion de partos en servicio,vaginales,2009-04-01,4,4
SORACACHI,atencion de partos en servicio,vaginales,2009-04-01,3,3
SORATA,atencion de partos en servicio,vaginales,2009-04-01,10,10
SUCRE,atencion de partos en servicio,vaginales,2009-04-01,315,315
TACACOMA,atencion de partos en servicio,vaginales,2009-04-01,3,3
TACOBAMBA,atencion de partos en servicio,vaginales,2009-04-01,1,1
TACOPAYA,atencion de partos en servicio,vaginales,2009-04-01,1,1
TAPACARI,atencion de partos en servicio,vaginales,2009-04-01,13,13
TARABUCO,atencion de partos en servicio,vaginales,2009-04-01,18,18
TARACO,atencion de partos en servicio,vaginales,2009-04-01,1,1
TARATA,atencion de partos en servicio,vaginales,2009-04-01,2,2
TARIJA,atencion de partos en servicio,vaginales,2009-04-01,216,216
TARVITA,atencion de partos en servicio,vaginales,2009-04-01,16,16
TEOPONTE,atencion de partos en servicio,vaginales,2009-04-01,4,4
TIAWANACU,atencion de partos en servicio,vaginales,2009-04-01,11,11
TINGUIPAYA,atencion de partos en servicio,vaginales,2009-04-01,5,5
TIPUANI,atencion de partos en servicio,vaginales,2009-04-01,7,7
TIQUIPAYA,atencion de partos en servicio,vaginales,2009-04-01,48,48
TIRAQUE (CBBA),atencion de partos en servicio,vaginales,2009-04-01,64,64
TOCO,atencion de partos en servicio,vaginales,2009-04-01,2,2
TOLATA,atencion de partos en servicio,vaginales,2009-04-01,2,2
TOLEDO,atencion de partos en servicio,vaginales,2009-04-01,6,6
TOMAVE,atencion de partos en servicio,vaginales,2009-04-01,6,6
TOMINA,atencion de partos en servicio,vaginales,2009-04-01,11,11
TORO TORO,atencion de partos en servicio,vaginales,2009-04-01,3,3
TOTORA(CBBA),atencion de partos en servicio,vaginales,2009-04-01,20,20
TOTORA(ORR),atencion de partos en servicio,vaginales,2009-04-01,6,6
TRIGAL,atencion de partos en servicio,vaginales,2009-04-01,2,2
TRINIDAD,atencion de partos en servicio,vaginales,2009-04-01,187,187
TUPIZA,atencion de partos en servicio,vaginales,2009-04-01,42,42
TURCO,atencion de partos en servicio,vaginales,2009-04-01,2,2
UMALA,atencion de partos en servicio,vaginales,2009-04-01,2,2
UNCIA,atencion de partos en servicio,vaginales,2009-04-01,46,46
URIONDO (A. CONCEPCION),atencion de partos en servicio,vaginales,2009-04-01,5,5
URUBICHA,atencion de partos en servicio,vaginales,2009-04-01,16,16
UYUNI,atencion de partos en servicio,vaginales,2009-04-01,14,14
VACAS,atencion de partos en servicio,vaginales,2009-04-01,4,4
VALLEGRANDE,atencion de partos en servicio,vaginales,2009-04-01,25,25
VIACHA,atencion de partos en servicio,vaginales,2009-04-01,37,37
VILA VILA,atencion de partos en servicio,vaginales,2009-04-01,1,1
VILLA MONTES,atencion de partos en servicio,vaginales,2009-04-01,38,38
VILLA RIVERO,atencion de partos en servicio,vaginales,2009-04-01,3,3
VILLA SERRANO,atencion de partos en servicio,vaginales,2009-04-01,17,17
VILLA TUNARI,atencion de partos en servicio,vaginales,2009-04-01,92,92
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,vaginales,2009-04-01,13,13
VILLAZON,atencion de partos en servicio,vaginales,2009-04-01,43,43
VINTO,atencion de partos en servicio,vaginales,2009-04-01,52,52
VITICHI,atencion de partos en servicio,vaginales,2009-04-01,9,9
WARNES,atencion de partos en servicio,vaginales,2009-04-01,66,66
YACUIBA,atencion de partos en servicio,vaginales,2009-04-01,109,109
YAMPARAEZ,atencion de partos en servicio,vaginales,2009-04-01,8,8
YANACACHI,atencion de partos en servicio,vaginales,2009-04-01,3,3
YAPACANI,atencion de partos en servicio,vaginales,2009-04-01,79,79
YOCALLA,atencion de partos en servicio,vaginales,2009-04-01,6,6
YOTALA,atencion de partos en servicio,vaginales,2009-04-01,12,12
YUNCHARA,atencion de partos en servicio,vaginales,2009-04-01,3,3
ZUDAÑEZ,atencion de partos en servicio,vaginales,2009-04-01,11,11
ACACIO,atencion de partos en servicio,vaginales,2009-05-01,3,3
ACHACACHI,atencion de partos en servicio,vaginales,2009-05-01,30,30
ACHOCALLA,atencion de partos en servicio,vaginales,2009-05-01,3,3
AIQUILE,atencion de partos en servicio,vaginales,2009-05-01,32,32
ALCALA,atencion de partos en servicio,vaginales,2009-05-01,2,2
ANCORAIMES,atencion de partos en servicio,vaginales,2009-05-01,5,5
ANDAMARCA,atencion de partos en servicio,vaginales,2009-05-01,2,2
ANTEQUERA,atencion de partos en servicio,vaginales,2009-05-01,4,4
ANZALDO,atencion de partos en servicio,vaginales,2009-05-01,3,3
APOLO,atencion de partos en servicio,vaginales,2009-05-01,9,9
ARAMPAMPA,atencion de partos en servicio,vaginales,2009-05-01,5,5
ARANI,atencion de partos en servicio,vaginales,2009-05-01,8,8
ARBIETO,atencion de partos en servicio,vaginales,2009-05-01,13,13
ARQUE,atencion de partos en servicio,vaginales,2009-05-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en servicio,vaginales,2009-05-01,51,51
ATOCHA,atencion de partos en servicio,vaginales,2009-05-01,7,7
AYATA,atencion de partos en servicio,vaginales,2009-05-01,3,3
AYO AYO,atencion de partos en servicio,vaginales,2009-05-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,vaginales,2009-05-01,15,15
AZURDUY,atencion de partos en servicio,vaginales,2009-05-01,6,6
BATALLAS,atencion de partos en servicio,vaginales,2009-05-01,7,7
BAURES,atencion de partos en servicio,vaginales,2009-05-01,9,9
BERMEJO,atencion de partos en servicio,vaginales,2009-05-01,50,50
BETANZOS,atencion de partos en servicio,vaginales,2009-05-01,25,25
BOYUIBE,atencion de partos en servicio,vaginales,2009-05-01,6,6
BUENA VISTA,atencion de partos en servicio,vaginales,2009-05-01,13,13
CABEZAS,atencion de partos en servicio,vaginales,2009-05-01,20,20
CAIROMA,atencion de partos en servicio,vaginales,2009-05-01,5,5
"CAIZA ""D""",atencion de partos en servicio,vaginales,2009-05-01,8,8
CAJUATA,atencion de partos en servicio,vaginales,2009-05-01,9,9
CALAMARCA,atencion de partos en servicio,vaginales,2009-05-01,3,3
CAMARGO,atencion de partos en servicio,vaginales,2009-05-01,21,21
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,vaginales,2009-05-01,3,3
CAMIRI,atencion de partos en servicio,vaginales,2009-05-01,48,48
CAPINOTA,atencion de partos en servicio,vaginales,2009-05-01,21,21
CAQUIAVIRI,atencion de partos en servicio,vaginales,2009-05-01,2,2
CARACOLLO,atencion de partos en servicio,vaginales,2009-05-01,24,24
CARANAVI,atencion de partos en servicio,vaginales,2009-05-01,76,76
CARAPARI,atencion de partos en servicio,vaginales,2009-05-01,7,7
CARIPUYO,atencion de partos en servicio,vaginales,2009-05-01,3,3
