municipality,group,variable,month,Cesáreas,TOTAL
ACHACACHI,atencion de partos en servicios,cesareas,2020-01-01,8,8
AIQUILE,atencion de partos en servicios,cesareas,2020-01-01,8,8
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2020-01-01,26,26
ATOCHA,atencion de partos en servicios,cesareas,2020-01-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,cesareas,2020-01-01,5,5
BERMEJO,atencion de partos en servicios,cesareas,2020-01-01,29,29
CAMARGO,atencion de partos en servicios,cesareas,2020-01-01,10,10
CAMIRI,atencion de partos en servicios,cesareas,2020-01-01,62,62
CARACOLLO,atencion de partos en servicios,cesareas,2020-01-01,3,3
CARANAVI,atencion de partos en servicios,cesareas,2020-01-01,19,19
CHALLAPATA,atencion de partos en servicios,cesareas,2020-01-01,4,4
CHARAGUA,atencion de partos en servicios,cesareas,2020-01-01,11,11
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2020-01-01,1,1
CLIZA,atencion de partos en servicios,cesareas,2020-01-01,8,8
COBIJA,atencion de partos en servicios,cesareas,2020-01-01,71,71
COCHABAMBA,atencion de partos en servicios,cesareas,2020-01-01,884,884
COLCAPIRHUA,atencion de partos en servicios,cesareas,2020-01-01,27,27
COMARAPA,atencion de partos en servicios,cesareas,2020-01-01,11,11
CONCEPCION,atencion de partos en servicios,cesareas,2020-01-01,4,4
COROICO,atencion de partos en servicios,cesareas,2020-01-01,7,7
COTOCA,atencion de partos en servicios,cesareas,2020-01-01,14,14
CUATRO CAÑADAS,atencion de partos en servicios,cesareas,2020-01-01,5,5
EL ALTO,atencion de partos en servicios,cesareas,2020-01-01,415,415
EL TORNO,atencion de partos en servicios,cesareas,2020-01-01,47,47
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2020-01-01,2,2
ESCOMA,atencion de partos en servicios,cesareas,2020-01-01,1,1
GUANAY,atencion de partos en servicios,cesareas,2020-01-01,1,1
GUAYARAMERIN,atencion de partos en servicios,cesareas,2020-01-01,36,36
HUANUNI,atencion de partos en servicios,cesareas,2020-01-01,13,13
LA GUARDIA,atencion de partos en servicios,cesareas,2020-01-01,5,5
LA PAZ,atencion de partos en servicios,cesareas,2020-01-01,777,777
LLALLAGUA,atencion de partos en servicios,cesareas,2020-01-01,19,19
MAGDALENA,atencion de partos en servicios,cesareas,2020-01-01,1,1
MAIRANA,atencion de partos en servicios,cesareas,2020-01-01,10,10
MIZQUE,atencion de partos en servicios,cesareas,2020-01-01,8,8
MONTEAGUDO,atencion de partos en servicios,cesareas,2020-01-01,13,13
MONTERO,atencion de partos en servicios,cesareas,2020-01-01,238,238
ORURO,atencion de partos en servicios,cesareas,2020-01-01,365,365
PADILLA,atencion de partos en servicios,cesareas,2020-01-01,3,3
PAILON,atencion de partos en servicios,cesareas,2020-01-01,5,5
PATACAMAYA,atencion de partos en servicios,cesareas,2020-01-01,3,3
PORTACHUELO,atencion de partos en servicios,cesareas,2020-01-01,25,25
POTOSI,atencion de partos en servicios,cesareas,2020-01-01,169,169
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2020-01-01,6,6
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2020-01-01,19,19
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2020-01-01,51,51
PUNATA,atencion de partos en servicios,cesareas,2020-01-01,49,49
QUILLACOLLO,atencion de partos en servicios,cesareas,2020-01-01,66,66
RIBERALTA,atencion de partos en servicios,cesareas,2020-01-01,79,79
ROBORE,atencion de partos en servicios,cesareas,2020-01-01,12,12
RURRENABAQUE,atencion de partos en servicios,cesareas,2020-01-01,6,6
SACABA,atencion de partos en servicios,cesareas,2020-01-01,110,110
SAN BORJA,atencion de partos en servicios,cesareas,2020-01-01,29,29
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2020-01-01,5,5
SAN CARLOS,atencion de partos en servicios,cesareas,2020-01-01,16,16
SAN IGNACIO,atencion de partos en servicios,cesareas,2020-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2020-01-01,37,37
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2020-01-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2020-01-01,15,15
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2020-01-01,2,2
SAN JULIAN,atencion de partos en servicios,cesareas,2020-01-01,3,3
SAN MATIAS,atencion de partos en servicios,cesareas,2020-01-01,7,7
SAN RAMON BENI,atencion de partos en servicios,cesareas,2020-01-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2020-01-01,1,1
SANTA ANA,atencion de partos en servicios,cesareas,2020-01-01,13,13
