municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
GUAYARAMERIN,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,6,6
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,21,21
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,3,3
INGAVI (HUMAITA),atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,3,3
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,44,44
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1228,1228
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,65,65
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,3,3
LORETO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,13,13
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,10,10
MECAPACA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1,1
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,22,22
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,36,36
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,29,29
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,6,6
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,504,504
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,24,24
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,27,27
PALOS BLANCOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1,1
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,28,28
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,15,15
PORONGO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1,1
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,13,13
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,3,3
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,350,350
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,25,25
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,39,39
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,137,137
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1,1
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,68,68
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,220,220
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,22,22
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,233,233
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,25,25
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,38,38
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,142,142
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,10,10
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,3,3
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,55,55
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,7,7
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,23,23
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,94,94
SAN JAVIER(BNI),atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,22,22
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,43,43
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,55,55
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,20,20
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,23,23
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,11,11
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1,1
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,7,7
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,11,11
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1791,1791
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,15,15
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,9,9
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,39,39
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,374,374
TAHUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1,1
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,10,10
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,376,376
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,58,58
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,3,3
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,5,5
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,26,26
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,315,315
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,79,79
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,6,6
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,10,10
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,49,49
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,9,9
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,41,41
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,57,57
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,3,3
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,53,53
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,42,42
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,47,47
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,13,13
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,18,18
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,92,92
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1,1
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,31,31
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,35,35
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,2,2
ARAMPAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,62,62
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,11,11
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,8,8
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,2,2
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,59,59
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,18,18
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,20,20
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,9,9
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1,1
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,15,15
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,16,16
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,17,17
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,67,67
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,3,3
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,4,4
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,33,33
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,4,4
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1,1
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,20,20
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,8,8
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,2,2
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,29,29
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,88,88
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,867,867
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,48,48
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,12,12
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,32,32
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,26,26
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,14,14
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,82,82
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,29,29
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1135,1135
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,9,9
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,91,91
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,12,12
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,15,15
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,6,6
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,6,6
GUAYARAMERIN,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1,1
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,25,25
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,4,4
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1,1
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,72,72
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1170,1170
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,7,7
LAS CARRERAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,65,65
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,4,4
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,21,21
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,13,13
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,20,20
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,42,42
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,39,39
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,2,2
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,9,9
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,517,517
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,20,20
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,54,54
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,15,15
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,12,12
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,2,2
PORONGO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,7,7
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,29,29
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,313,313
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,29,29
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,33,33
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,105,105
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,4,4
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,61,61
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,190,190
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,18,18
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,260,260
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,26,26
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,27,27
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,217,217
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,8,8
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,6,6
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,6,6
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,54,54
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,8,8
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,18,18
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,87,87
SAN JAVIER(BNI),atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,23,23
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,25,25
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,48,48
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,7,7
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,7,7
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,25,25
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,37,37
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,7,7
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1,1
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,13,13
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,12,12
SANTA ANA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1493,1493
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,16,16
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,10,10
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,6,6
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,32,32
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1,1
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,326,326
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,10,10
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,377,377
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,4,4
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,74,74
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,9,9
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,3,3
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,18,18
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,254,254
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,69,69
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,4,4
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,5,5
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,32,32
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,18,18
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,37,37
VILA VILA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,4,4
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,60,60
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,2,2
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,62,62
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,47,47
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,36,36
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,2,2
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,60,60
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,33,33
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,81,81
YOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2020-04-01,1,1
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,2,2
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,28,28
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,23,23
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,1,1
ARAMPAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,523,523
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,15,15
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,5,5
BELEN DE URMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,1,1
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,52,52
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,28,28
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,4,4
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,19,19
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,26,26
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,5,5
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,19,19
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,17,17
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,20,20
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,12,12
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,42,42
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,1,1
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,7,7
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,28,28
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,4,4
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,6,6
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,15,15
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,3,3
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,3,3
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,37,37
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,105,105
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,939,939
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,39,39
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,2,2
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,5,5
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,34,34
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,41,41
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,15,15
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,5,5
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,77,77
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,27,27
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,2,2
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,1204,1204
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,7,7
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,101,101
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,5,5
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,12,12
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,11,11
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,6,6
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,4,4
GUAYARAMERIN,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,4,4
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,4,4
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,10,10
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,4,4
INGAVI (HUMAITA),atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,3,3
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,77,77
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,1138,1138
LAS CARRERAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,3,3
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,54,54
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,1,1
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,16,16
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,13,13
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,18,18
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,43,43
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,30,30
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,7,7
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,518,518
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2020-05-01,3,3
